entry_month,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2025-01,2,-17.5153413638,-17.5153413638,-35.0306827276,0,False,0,2,0
2025-02,1,-66.3553436918,-66.3553436918,-66.3553436918,0,False,0,1,0
2025-03,9,-4.15982707098,-28.0056706834,-37.4384436388,0.828491891326,False,0.333333333333,6,0
2025-04,6,-15.786156819,-19.8942738964,-94.7169409141,0.323329312367,False,0.333333333333,4,0
2025-05,6,12.2631069275,-3.27219481133,73.5786415651,2.31463753074,False,0.5,3,0
2025-06,6,64.576671324,42.904974672,387.460027944,5.37357504952,False,0.5,3,0
2025-07,3,-46.230344364,-45.3335471185,-138.691033092,0,False,0,3,0
2025-08,6,-23.7398661726,-38.0747012895,-142.439197035,0.229514681674,False,0.166666666667,5,0
2025-09,6,-28.7837593048,-22.0945348096,-172.702555829,0.203504861816,False,0.333333333333,4,0
2025-10,7,-36.2352871636,-35.3709809432,-253.647010146,0.0986371141123,False,0.428571428571,4,0
2025-11,9,-19.5565585306,-49.4084324831,-176.009026775,0.628064429759,False,0.333333333333,6,0
2025-12,7,-16.648903982,-54.925322907,-116.542327874,0.562131365669,False,0.285714285714,5,0
2026-01,4,-38.9941572716,-64.980584585,-155.976629087,0.344696349604,False,0.25,3,0
2026-02,2,15.2273781013,15.2273781013,30.4547562025,10.0285270435,False,0.5,1,0
