outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
colour_exit,197,4.2103110441,-28.6315963724,829.431275688,1.11289598861,False,0.314720812183,135,0
hard_stop,54,-86.8012540895,-76.6448763088,-4687.26772083,0,False,0,54,0
