outcome,direction,fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
colour_exit,-1,2023H1,9,-39.7505072596,-46.9360930555,-357.754565337,0.326232740256,False,0.222222222222,7,0
colour_exit,-1,2023H2,16,-30.8353374276,-26.5548574331,-493.365398841,0.0748092401113,False,0.125,14,0
colour_exit,-1,2024H1,12,-42.3285403142,-47.818301919,-507.94248377,0.156478509298,False,0.166666666667,10,0
colour_exit,-1,2024H2,13,41.8724857668,-10.7366354193,544.342314969,3.12262274357,False,0.461538461538,7,0
colour_exit,1,2023H1,12,31.8794919569,6.08861557518,382.553903483,2.54947605754,False,0.583333333333,5,0
colour_exit,1,2023H2,9,-0.422168875121,-20.5016453969,-3.79951987609,0.981019514949,False,0.444444444444,5,0
colour_exit,1,2024H1,13,37.1617637389,-33.096118129,483.102928605,2.23601483624,False,0.384615384615,8,0
colour_exit,1,2024H2,23,-24.9194370251,-38.5967854917,-573.147051578,0.459635392177,False,0.217391304348,18,0
hard_stop,-1,2024H1,1,-42.2993562448,-42.2993562448,-42.2993562448,0,False,0,1,0
hard_stop,1,2023H2,2,-80.4094025959,-80.4094025959,-160.818805192,0,False,0,2,0
hard_stop,1,2024H1,1,-46.9589339072,-46.9589339072,-46.9589339072,0,False,0,1,0
