entry_day,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023-01-02,1,-19.1560418362,-19.1560418362,-19.1560418362,0,False,0,1,0
2023-01-06,1,-40.1642795718,-40.1642795718,-40.1642795718,0,False,0,1,0
2023-01-08,2,50.8250351488,50.8250351488,101.650070298,3.99160631229,False,0.5,1,0
2023-01-18,1,80.1274176065,80.1274176065,80.1274176065,inf,True,1,0,0
2023-01-23,2,-74.8718696721,-74.8718696721,-149.743739344,0,False,0,2,0
2023-01-25,1,72.9449872048,72.9449872048,72.9449872048,inf,True,1,0,0
2023-01-27,1,-67.7627165531,-67.7627165531,-67.7627165531,0,False,0,1,0
2023-01-28,1,-31.8436980205,-31.8436980205,-31.8436980205,0,False,0,1,0
2023-01-30,1,112.969435139,112.969435139,112.969435139,inf,True,1,0,0
2023-02-05,1,138.972097464,138.972097464,138.972097464,inf,True,1,0,0
2023-02-07,1,-48.3729236277,-48.3729236277,-48.3729236277,0,False,0,1,0
2023-02-11,1,-37.731308818,-37.731308818,-37.731308818,0,False,0,1,0
2023-02-13,2,-21.1187034259,-21.1187034259,-42.2374068517,0.450932676984,False,0.5,1,0
2023-02-14,1,-56.1812843665,-56.1812843665,-56.1812843665,0,False,0,1,0
2023-02-17,1,-129.919571046,-129.919571046,-129.919571046,0,False,0,1,0
2023-02-19,1,-38.8418231003,-38.8418231003,-38.8418231003,0,False,0,1,0
2023-02-20,1,-58.3254124803,-58.3254124803,-58.3254124803,0,False,0,1,0
2023-02-23,2,-115.739867453,-115.739867453,-231.479734906,0,False,0,2,0
2023-02-28,1,-32.8957933922,-32.8957933922,-32.8957933922,0,False,0,1,0
2023-03-07,1,-40.9059853391,-40.9059853391,-40.9059853391,0,False,0,1,0
2023-03-11,2,-187.762073337,-187.762073337,-375.524146675,0,False,0,2,0
2023-03-19,1,218.786965144,218.786965144,218.786965144,inf,True,1,0,0
2023-03-20,1,-54.2380077625,-54.2380077625,-54.2380077625,0,False,0,1,0
2023-04-02,1,-50.720342715,-50.720342715,-50.720342715,0,False,0,1,0
2023-04-03,2,-115.230469927,-115.230469927,-230.460939854,0,False,0,2,0
2023-04-09,2,4.53247394133,4.53247394133,9.06494788267,1.20003655942,False,0.5,1,0
2023-04-14,1,-106.760362124,-106.760362124,-106.760362124,0,False,0,1,0
2023-04-16,1,-89.2334169248,-89.2334169248,-89.2334169248,0,False,0,1,0
2023-04-18,2,2.00005088678,2.00005088678,4.00010177356,1.16454083553,False,0.5,1,0
2023-04-19,1,-70.3255045406,-70.3255045406,-70.3255045406,0,False,0,1,0
2023-04-25,1,504.63739788,504.63739788,504.63739788,inf,True,1,0,0
2023-04-29,1,-55.7969239145,-55.7969239145,-55.7969239145,0,False,0,1,0
2023-05-01,1,-47.1833490588,-47.1833490588,-47.1833490588,0,False,0,1,0
2023-05-03,1,168.75202059,168.75202059,168.75202059,inf,True,1,0,0
2023-05-05,1,80.5343780956,80.5343780956,80.5343780956,inf,True,1,0,0
2023-05-15,1,9.216555313,9.216555313,9.216555313,inf,True,1,0,0
2023-05-22,1,-78.6231159501,-78.6231159501,-78.6231159501,0,False,0,1,0
2023-05-24,1,143.138226982,143.138226982,143.138226982,inf,True,1,0,0
2023-06-06,1,224.969013828,224.969013828,224.969013828,inf,True,1,0,0
2023-06-12,2,-57.5033439288,-57.5033439288,-115.006687858,0,False,0,2,0
2023-06-13,1,-88.3208596006,-88.3208596006,-88.3208596006,0,False,0,1,0
2023-06-14,1,-70.752388689,-70.752388689,-70.752388689,0,False,0,1,0
2023-06-18,1,-53.5629880477,-53.5629880477,-53.5629880477,0,False,0,1,0
2023-06-25,3,-24.8075952661,-29.2777967674,-74.4227857984,0,False,0,3,0
2023-07-02,1,-51.3376649826,-51.3376649826,-51.3376649826,0,False,0,1,0
2023-07-10,1,-26.3657311473,-26.3657311473,-26.3657311473,0,False,0,1,0
2023-07-13,1,-71.3656746841,-71.3656746841,-71.3656746841,0,False,0,1,0
2023-07-14,1,105.030149345,105.030149345,105.030149345,inf,True,1,0,0
2023-07-17,1,-24.6168051708,-24.6168051708,-24.6168051708,0,False,0,1,0
2023-07-18,1,-30.4895569158,-30.4895569158,-30.4895569158,0,False,0,1,0
2023-07-19,1,-69.3575471445,-69.3575471445,-69.3575471445,0,False,0,1,0
2023-07-20,1,-29.3687038281,-29.3687038281,-29.3687038281,0,False,0,1,0
2023-07-23,1,-21.0032907938,-21.0032907938,-21.0032907938,0,False,0,1,0
2023-07-24,1,206.271519113,206.271519113,206.271519113,inf,True,1,0,0
2023-07-26,2,-23.8536318297,-23.8536318297,-47.7072636593,0.031537581123,False,0.5,1,0
2023-07-28,1,-86.3035515642,-86.3035515642,-86.3035515642,0,False,0,1,0
2023-07-30,1,-26.8288285827,-26.8288285827,-26.8288285827,0,False,0,1,0
2023-08-06,1,-32.9480150968,-32.9480150968,-32.9480150968,0,False,0,1,0
2023-08-11,1,-23.5036277855,-23.5036277855,-23.5036277855,0,False,0,1,0
2023-08-12,2,-27.7091859863,-27.7091859863,-55.4183719726,0,False,0,2,0
2023-08-13,2,-27.3099697164,-27.3099697164,-54.6199394327,0,False,0,2,0
2023-08-23,1,-49.3038318322,-49.3038318322,-49.3038318322,0,False,0,1,0
2023-08-24,1,-21.0719426664,-21.0719426664,-21.0719426664,0,False,0,1,0
2023-08-29,2,11.5604652336,11.5604652336,23.1209304671,1.67786862994,False,0.5,1,0
2023-09-03,1,-2.00049440702,-2.00049440702,-2.00049440702,0,False,0,1,0
2023-09-06,1,-41.9986085686,-41.9986085686,-41.9986085686,0,False,0,1,0
2023-09-07,1,-40.575571468,-40.575571468,-40.575571468,0,False,0,1,0
2023-09-10,1,-55.1267264207,-55.1267264207,-55.1267264207,0,False,0,1,0
2023-09-11,1,-69.7295377238,-69.7295377238,-69.7295377238,0,False,0,1,0
2023-09-12,1,71.3174755137,71.3174755137,71.3174755137,inf,True,1,0,0
2023-09-15,1,-99.0980285246,-99.0980285246,-99.0980285246,0,False,0,1,0
2023-09-17,2,-32.5654483375,-32.5654483375,-65.1308966751,0,False,0,2,0
2023-09-26,1,-32.3446881533,-32.3446881533,-32.3446881533,0,False,0,1,0
2023-09-27,1,-34.6902675075,-34.6902675075,-34.6902675075,0,False,0,1,0
2023-10-06,2,-107.787502816,-107.787502816,-215.575005632,0,False,0,2,0
2023-10-08,2,-31.7063032197,-31.7063032197,-63.4126064393,0,False,0,2,0
2023-10-15,1,-35.4898478197,-35.4898478197,-35.4898478197,0,False,0,1,0
2023-10-18,1,-71.2058318736,-71.2058318736,-71.2058318736,0,False,0,1,0
2023-10-30,1,-20.1453936387,-20.1453936387,-20.1453936387,0,False,0,1,0
2023-10-31,2,-40.364583971,-40.364583971,-80.7291679419,0,False,0,2,0
2023-11-01,2,-69.1335535911,-69.1335535911,-138.267107182,0,False,0,2,0
2023-11-02,1,-105.8096481,-105.8096481,-105.8096481,0,False,0,1,0
2023-11-06,1,-63.3482510185,-63.3482510185,-63.3482510185,0,False,0,1,0
2023-11-07,1,-47.3745052673,-47.3745052673,-47.3745052673,0,False,0,1,0
2023-11-13,1,-46.1318616447,-46.1318616447,-46.1318616447,0,False,0,1,0
2023-11-15,1,302.584205792,302.584205792,302.584205792,inf,True,1,0,0
2023-11-21,1,-59.922951931,-59.922951931,-59.922951931,0,False,0,1,0
2023-11-22,1,1.17829815711,1.17829815711,1.17829815711,inf,True,1,0,0
2023-11-26,1,41.9304257418,41.9304257418,41.9304257418,inf,True,1,0,0
2023-12-01,1,89.8313266981,89.8313266981,89.8313266981,inf,True,1,0,0
2023-12-07,1,-13.5085638787,-13.5085638787,-13.5085638787,0,False,0,1,0
2023-12-08,1,106.428648306,106.428648306,106.428648306,inf,True,1,0,0
2023-12-16,1,-80.2955396791,-80.2955396791,-80.2955396791,0,False,0,1,0
2023-12-20,1,153.895980115,153.895980115,153.895980115,inf,True,1,0,0
2023-12-22,2,-64.9084883889,-64.9084883889,-129.816976778,0,False,0,2,0
2023-12-23,1,-20.5270913495,-20.5270913495,-20.5270913495,0,False,0,1,0
2023-12-24,2,-56.9050492803,-56.9050492803,-113.810098561,0,False,0,2,0
2023-12-25,1,-26.3862241335,-26.3862241335,-26.3862241335,0,False,0,1,0
2023-12-26,1,54.8745856534,54.8745856534,54.8745856534,inf,True,1,0,0
2024-01-03,1,182.538828332,182.538828332,182.538828332,inf,True,1,0,0
2024-01-10,1,-151.327561943,-151.327561943,-151.327561943,0,False,0,1,0
2024-01-14,2,-18.811773379,-18.811773379,-37.623546758,0,False,0,2,0
2024-01-15,2,-84.1422018102,-84.1422018102,-168.28440362,0,False,0,2,0
2024-01-20,1,-41.1193748665,-41.1193748665,-41.1193748665,0,False,0,1,0
2024-01-28,1,-47.6839361697,-47.6839361697,-47.6839361697,0,False,0,1,0
2024-01-29,1,137.58573311,137.58573311,137.58573311,inf,True,1,0,0
2024-01-31,1,58.584168956,58.584168956,58.584168956,inf,True,1,0,0
2024-02-07,1,-76.3640185934,-76.3640185934,-76.3640185934,0,False,0,1,0
2024-02-12,2,72.3994949903,72.3994949903,144.798989981,3.02528269666,False,0.5,1,0
2024-02-16,1,-115.311827957,-115.311827957,-115.311827957,0,False,0,1,0
2024-02-18,1,-47.6749922911,-47.6749922911,-47.6749922911,0,False,0,1,0
2024-02-19,1,-30.5455905051,-30.5455905051,-30.5455905051,0,False,0,1,0
2024-02-22,1,-89.1533058983,-89.1533058983,-89.1533058983,0,False,0,1,0
2024-02-25,1,-28.977635411,-28.977635411,-28.977635411,0,False,0,1,0
2024-02-29,1,33.5570336994,33.5570336994,33.5570336994,inf,True,1,0,0
2024-03-02,1,-28.5935632273,-28.5935632273,-28.5935632273,0,False,0,1,0
2024-03-11,1,362.756632065,362.756632065,362.756632065,inf,True,1,0,0
2024-03-12,1,-152.960737026,-152.960737026,-152.960737026,0,False,0,1,0
2024-03-14,1,68.7082744751,68.7082744751,68.7082744751,inf,True,1,0,0
2024-03-16,1,7.81472622403,7.81472622403,7.81472622403,inf,True,1,0,0
2024-03-20,1,-141.47437893,-141.47437893,-141.47437893,0,False,0,1,0
2024-03-27,1,-42.9856027832,-42.9856027832,-42.9856027832,0,False,0,1,0
2024-03-28,1,30.3923669633,30.3923669633,30.3923669633,inf,True,1,0,0
2024-03-29,2,-19.3226340701,-19.3226340701,-38.6452681402,0.46806548873,False,0.5,1,0
2024-04-01,1,-114.494154114,-114.494154114,-114.494154114,0,False,0,1,0
2024-04-03,2,-112.264960582,-112.264960582,-224.529921164,0,False,0,2,0
2024-04-05,1,-113.012622282,-113.012622282,-113.012622282,0,False,0,1,0
2024-04-10,1,51.9146380948,51.9146380948,51.9146380948,inf,True,1,0,0
2024-04-18,1,-1.59103757435,-1.59103757435,-1.59103757435,0,False,0,1,0
2024-04-19,1,-309.642740085,-309.642740085,-309.642740085,0,False,0,1,0
2024-04-21,1,-57.2166269125,-57.2166269125,-57.2166269125,0,False,0,1,0
2024-04-30,1,161.51895136,161.51895136,161.51895136,inf,True,1,0,0
