fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2025H1,73,-10.2615997039,-33.9622894442,-749.096778382,0.779523060562,False,0.328767123288,49,0
2025H2,81,-16.7494531749,-49.4084324831,-1356.70570717,0.651621574281,False,0.234567901235,62,0
2026P1,22,-52.3697803374,-55.4206454709,-1152.13516742,0.200916259517,False,0.272727272727,16,0
