signal_close_time,open,high,low,close,volume,rsi,sar,side,state_run,visible_dot_run,strong_side,flip_side,strong_streak
2023-07-14 20:00:00+00:00,31245.8,31277.7,29888.0,30117.9,9544604.0,39.75370064247842,73.42874043304218,-1,1,0,-1,-1,1
2023-07-26 16:00:00+00:00,29177.2,29354.0,29164.6,29317.2,1339995.0,43.297095221098225,27.48692262424126,1,1,0,1,1,1
2023-08-09 20:00:00+00:00,29760.2,29776.6,29390.0,29420.1,3551077.0,50.45510279345613,74.75179369376083,-1,1,0,-1,-1,1
2023-08-19 08:00:00+00:00,25971.3,26012.0,25800.0,25918.5,1377277.0,8.772846638115823,4.479521989383869,1,1,0,1,1,1
2023-08-23 00:00:00+00:00,25782.2,26071.1,25300.0,26055.4,4002186.0,39.491643098635606,25.142860139825885,1,1,0,1,1,2
2023-08-31 04:00:00+00:00,27297.0,27297.0,27181.1,27221.3,544054.0,61.886641630630024,83.26561247101296,-1,1,0,-1,-1,1
2023-09-12 04:00:00+00:00,25166.2,25962.0,25131.0,25800.1,5489432.0,52.716733368293546,21.54458358416447,1,1,0,1,1,1
2023-09-15 12:00:00+00:00,26570.0,26699.9,26375.2,26430.4,1822731.0,57.48340086018216,70.37953781931017,-1,1,0,-1,-1,1
2023-09-18 20:00:00+00:00,27267.6,27307.7,26619.4,26812.6,4779469.0,57.13960389046475,78.18786661423854,-1,1,0,-1,-1,2
2023-09-25 20:00:00+00:00,26243.8,26429.8,26213.0,26329.9,2176744.0,42.21555324597708,24.86896845134551,1,1,0,1,1,1
2023-10-03 00:00:00+00:00,27972.9,27972.9,27273.5,27496.7,2877148.0,53.88587174927405,83.30292495836972,-1,1,0,-1,-1,1
2023-10-13 00:00:00+00:00,26718.0,26782.3,26707.9,26760.1,476890.0,33.42650516224417,26.518562160981958,1,1,0,1,1,1
2023-10-17 12:00:00+00:00,28426.2,28618.7,28354.9,28424.2,2226142.0,75.28110100271486,83.3798134515043,-1,1,0,-1,-1,1
2023-10-22 00:00:00+00:00,30143.8,30159.7,29842.5,29912.5,977955.0,71.02836426718432,85.51971458563231,-1,1,0,-1,-1,2
2023-10-25 08:00:00+00:00,34014.4,34216.1,33677.7,33866.5,2244515.0,74.88700805769147,91.52272688259958,-1,1,0,-1,-1,3
2023-11-02 16:00:00+00:00,35379.2,35466.0,34538.0,34634.9,5073580.0,50.9193602468176,71.45009759577289,-1,1,0,-1,-1,4
2023-11-10 08:00:00+00:00,36740.5,36817.1,36458.3,36466.9,1417299.0,60.48176778690801,79.65509086584743,-1,1,0,-1,-1,5
2023-11-15 12:00:00+00:00,35583.4,36283.7,35583.3,36238.6,2655144.0,48.43202847601211,25.263321609225073,1,1,0,1,1,1
2023-12-05 04:00:00+00:00,41993.3,41993.4,41620.0,41827.9,1510946.0,77.72695894518995,86.11961869051127,-1,1,0,-1,-1,1
2023-12-07 00:00:00+00:00,43997.8,44080.8,43588.0,43761.4,1427554.0,74.17423315817872,85.56263124941424,-1,1,0,-1,-1,2
2023-12-12 04:00:00+00:00,41246.6,41947.3,41180.0,41740.0,2547765.0,39.16232494918386,24.846694358023143,1,1,0,1,1,1
2023-12-27 08:00:00+00:00,42247.8,42566.9,42221.3,42473.9,873904.0,40.5834319507345,29.981189420188358,1,1,0,1,1,2
2024-01-03 00:00:00+00:00,45034.3,45296.7,44605.9,44956.9,1965024.0,69.89765808137517,81.27596360208545,-1,1,0,-1,-1,1
2024-01-10 08:00:00+00:00,46128.9,46190.1,45728.7,45760.1,1126418.0,55.54269717509681,77.81253786212622,-1,1,0,-1,-1,2
2024-01-14 08:00:00+00:00,42695.6,43066.6,42561.0,43023.9,997033.0,37.420895487686295,25.328960597866555,1,1,0,1,1,1
2024-01-21 00:00:00+00:00,41640.2,41888.0,41615.5,41694.5,602210.0,44.93041469209195,29.41920805644088,1,1,0,1,1,2
2024-01-24 00:00:00+00:00,39145.3,39921.7,39035.2,39903.0,1538022.0,40.49070150463713,20.30374773822045,1,1,0,1,1,3
2024-01-28 16:00:00+00:00,42478.8,42561.1,42154.4,42264.5,1379672.0,66.15715167259931,72.41880495489265,-1,1,0,-1,-1,1
2024-01-31 00:00:00+00:00,43547.3,43775.0,42684.4,42942.3,1828912.0,57.93861476305257,74.03181613518153,-1,1,0,-1,-1,2
2024-02-10 08:00:00+00:00,47392.5,47447.5,47144.0,47156.8,523911.0,75.69145759512209,87.65483488203414,-1,1,0,-1,-1,3
2024-02-16 00:00:00+00:00,52022.0,52035.0,51323.1,51896.5,1796668.0,66.51030070871451,78.08162977276749,-1,1,0,-1,-1,4
2024-02-29 16:00:00+00:00,62979.6,63600.0,62037.7,62787.2,3718315.0,82.79857796132791,91.63162536888095,-1,1,0,-1,-1,5
2024-03-05 08:00:00+00:00,68185.5,68469.9,64900.0,66236.0,5547926.0,66.78837490505109,87.90854030722394,-1,1,0,-1,-1,6
2024-03-12 16:00:00+00:00,72065.0,73389.9,70754.9,71752.1,5457235.0,66.28236525598976,74.28603526012918,-1,1,0,-1,-1,7
2024-03-14 12:00:00+00:00,73247.7,73555.0,72629.5,72891.5,1359837.0,63.3581907152544,72.59871060004238,-1,1,0,-1,-1,8
2024-03-17 12:00:00+00:00,65637.4,67550.0,65303.9,66967.7,3095647.0,41.92111808094398,29.410270542979035,1,1,0,1,1,1
2024-03-20 20:00:00+00:00,63608.9,66051.4,62028.8,65808.5,7194568.0,50.07132873100233,28.741608658531476,1,1,0,1,1,2
2024-03-26 20:00:00+00:00,70262.6,70544.7,69425.5,69488.4,2039484.0,60.37899669517868,75.14771847677224,-1,1,0,-1,-1,1
2024-04-03 12:00:00+00:00,66136.0,66651.9,65516.9,66061.9,2171096.0,38.00822276194241,26.518146147583778,1,1,0,1,1,1
2024-04-09 08:00:00+00:00,71317.7,71376.0,70145.5,70394.1,2336658.0,55.94827216020856,76.08521311796005,-1,1,0,-1,-1,1
2024-04-15 00:00:00+00:00,64161.8,65881.1,63300.0,65661.4,2682278.0,42.38854832553937,23.291225459414747,1,1,0,1,1,1
2024-04-18 12:00:00+00:00,61174.2,63087.0,60850.0,62588.4,3050084.0,45.62415279165417,29.629902419776585,1,1,0,1,1,2
2024-05-02 12:00:00+00:00,57673.3,58673.5,57558.5,58547.2,2717276.3,40.29444137944085,23.673536521598876,1,1,0,1,1,3
2024-05-18 16:00:00+00:00,67194.5,67242.0,66563.3,66803.5,1371241.5,64.90697366615734,79.2491193102005,-1,1,0,-1,-1,1
2024-05-22 08:00:00+00:00,69968.8,70106.0,69215.0,69731.9,1423567.4,60.000335136172026,82.9704287061884,-1,1,0,-1,-1,2
2024-06-06 00:00:00+00:00,71284.4,71359.1,70600.0,71115.0,582948.2999999999,66.36710037496414,74.34879359637003,-1,1,0,-1,-1,3
