持仓编号,方向,状态,入场时间北京时间,入场价,清仓时间北京时间,剩余原仓位比例,净收益占原始名义比例含末端估值,持仓天数,原始价格最大不利变化,考虑减仓后单笔过程最差净收益比例,已减仓次数
0,空,closed,2023-11-10 16:00:00+08:00,36466.8,2024-01-14 16:00:00+08:00,0.0,-0.1227084251977139,65.0,-0.3436879572652385,-0.1707315585683416,4
1,空,closed,2024-03-01 00:00:00+08:00,62787.3,2024-04-15 08:00:00+08:00,0.0,-0.0551572467680565,45.333333333333336,-0.1762888354810605,-0.1782888354810605,4
2,空,closed,2024-11-12 20:00:00+08:00,87232.1,2025-01-28 12:00:00+08:00,0.0,-0.1135916617850538,76.66666666666667,-0.2609910801184425,-0.2448555543200266,4
3,多,closed,2025-03-01 00:00:00+08:00,83988.8,2025-04-24 12:00:00+08:00,0.0,0.0498848941763663,54.5,-0.1129150553407121,-0.0499778256148438,4
4,多,closed,2025-11-20 08:00:00+08:00,91520.6,2026-01-16 04:00:00+08:00,0.0,0.0008458073919969,56.833333333333336,-0.1192977318767579,-0.1212977318767579,4
5,多,closed,2026-02-25 12:00:00+08:00,65368.6,2026-04-12 12:00:00+08:00,0.0,0.0910140770951191,46.0,-0.0366077902846321,-0.0386077902846321,4
6,空,closed,2026-04-23 12:00:00+08:00,77704.2,2026-06-03 16:00:00+08:00,0.0,0.0532984909438613,41.166666666666664,-0.0655794667469713,-0.0675794667469713,4
7,空,open,2026-08-25 20:00:00+08:00,79095.7,NaT,0.75,-0.0168870292569634,25.375,-0.0402575614097857,-0.0422575614097857,1
