position_id,status,entry_time,entry_price,side,orig_qty,remaining_fraction,gross_realized_return,costs,terminal_mark_cost,terminal_mark_time,terminal_mark_price,terminal_marked_net_return,finalexit_time,noR,holding_days,raw_price_mae,raw_price_mfe,minimum_position_marked_return,maximum_position_marked_return,partial_exits
0,closed,2023-10-05 16:00:00+00:00,27550.6,-1,3.629685015934317e-05,0.0,-0.07321800614142708,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,-0.07521800614142708,2023-11-14 05:00:00+00:00,True,39.541666666666664,-0.3839807481506756,0.03700463873745041,-0.08991187850718321,0.01846416411983768,4
1,closed,2023-12-06 02:00:00+00:00,43884.9,-1,2.2786881136791926e-05,0.0,0.0511502817597853,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.0491502817597853,2023-12-17 07:00:00+00:00,True,11.208333333333334,-0.019644570228028346,0.08396737830096457,-0.021644570228028348,0.08196737830096457,4
2,closed,2024-01-22 12:00:00+00:00,40810.5,1,2.450349787432156e-05,0.0,0.0430636723392264,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.0410636723392264,2024-02-05 16:00:00+00:00,True,14.166666666666666,-0.05537545484617934,0.07591183641464827,-0.05737545484617934,0.05195486455691552,4
3,closed,2024-02-11 02:00:00+00:00,47630.4,-1,2.099499479324129e-05,0.0,-0.25255246649198826,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,-0.25455246649198826,2024-03-14 22:00:00+00:00,True,32.833333333333336,-0.5506063354496287,0.000128069468238734,-0.2700352254022641,-0.001871930531761266,4
4,closed,2024-03-20 08:00:00+00:00,62955.2,1,1.5884311383332912e-05,0.0,0.08982141268711721,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.08782141268711721,2024-03-28 17:00:00+00:00,True,8.375,-0.01471522606551956,0.14116069840140288,-0.01671522606551956,0.094899858947315,4
5,closed,2024-04-17 19:00:00+00:00,61449.9,1,1.6273419484816086e-05,0.0,0.05266241279481334,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.05066241279481334,2024-05-04 03:00:00+00:00,True,16.333333333333332,-0.0800831246267284,0.09452741176145119,-0.032624948128475384,0.08739355474947881,4
6,closed,2024-07-20 00:00:00+00:00,66668.1,-1,1.49996775069336e-05,0.0,0.01627015019177097,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.014270150191770971,2024-08-01 09:00:00+00:00,True,12.375,-0.05144739388103137,0.048516456896176785,-0.03364781957187904,0.04651645689617678,4
7,closed,2024-08-03 04:00:00+00:00,61889.9,1,1.615772525080829e-05,0.0,-0.005912515612402042,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,-0.007912515612402042,2024-08-24 03:00:00+00:00,True,20.958333333333332,-0.20977897847629423,0.05184367723974348,-0.21177897847629423,0.012155783092233198,4
8,closed,2024-09-04 13:00:00+00:00,56598.7,1,1.766825033083799e-05,0.0,0.06367990784240629,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.06167990784240629,2024-09-19 20:00:00+00:00,True,15.291666666666666,-0.07202815612372715,0.12850295148121793,-0.07402815612372715,0.06438182502424972,4
9,closed,2024-09-26 20:00:00+00:00,64695.8,-1,1.545695392900312e-05,0.0,0.042132178595828525,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.04013217859582852,2024-10-10 06:00:00+00:00,True,13.416666666666666,-0.027558203160019668,0.07504351132531017,-0.02955820316001967,0.053219967911363665,4
10,closed,2024-10-21 03:00:00+00:00,68740.1,-1,1.4547549392567074e-05,0.0,0.009746858093020045,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.007746858093020045,2024-11-03 11:00:00+00:00,True,13.333333333333334,-0.07303451697044361,0.05112154332042007,-0.026743563073082392,0.03993222005787027,4
11,closed,2024-11-12 03:00:00+00:00,87764.3,-1,1.1394154570822077e-05,0.0,-0.1303573890522684,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,-0.1323573890522684,2024-12-19 06:00:00+00:00,True,37.125,-0.2353189166893599,0.02979457478724279,-0.16516685713895052,0.027794574787242787,4
12,closed,2025-01-07 03:00:00+00:00,101672.1,-1,9.835539936718135e-06,0.0,0.06856231945637006,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.06656231945637006,2025-01-13 16:00:00+00:00,True,6.541666666666667,-0.0034089981420664106,0.12427303065442741,-0.005408998142066411,0.07676374147873412,4
13,closed,2025-02-27 01:00:00+00:00,84732.4,1,1.1801860917429461e-05,0.0,0.05422984596211137,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.05222984596211137,2025-03-14 20:00:00+00:00,True,15.791666666666666,-0.0959774537249033,0.12176688020167026,-0.07869321298582355,0.11976688020167026,4
14,closed,2025-07-02 21:00:00+00:00,109089.2,-1,9.166810280027721e-06,0.0,-0.046068721743307325,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,-0.04806872174330733,2025-08-01 05:00:00+00:00,True,29.333333333333332,-0.13020628989854188,0.01724185345570406,-0.0963383946348494,0.01524185345570406,4
15,closed,2025-08-14 02:00:00+00:00,123404.8,-1,8.103412509075821e-06,0.0,0.058935916593195734,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.05693591659319573,2025-08-20 01:00:00+00:00,True,5.958333333333333,-0.0043717910486464895,0.0870995293538015,-0.0063717910486464895,0.057960593104968386,4
16,closed,2025-09-04 21:00:00+00:00,110353.5,1,9.061787800115086e-06,0.0,0.023526893120743804,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.021526893120743802,2025-09-12 04:00:00+00:00,True,7.291666666666667,-0.003928285011349897,0.0537074039337222,-0.004515778838006956,0.02515364714304491,4
17,closed,2025-09-12 22:00:00+00:00,115791.4,-1,8.636219961067921e-06,0.0,0.015752681114486862,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.013752681114486862,2025-09-25 15:00:00+00:00,True,12.708333333333334,-0.01801256397279949,0.04512770378456421,-0.02001256397279949,0.017224657444335233,4
18,closed,2025-09-26 02:00:00+00:00,109635.8,1,9.121108251136946e-06,0.0,0.05207901980922289,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.050079019809222886,2025-10-02 11:00:00+00:00,True,6.375,-0.009741343612214237,0.08939780619104343,-0.011741343612214237,0.05239760552666189,4
19,closed,2025-10-03 01:00:00+00:00,120096.6,-1,8.326630395864663e-06,0.0,0.04858651285715003,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.04658651285715003,2025-10-14 15:00:00+00:00,True,11.583333333333334,-0.05060093291566958,0.15499106552558528,-0.052600932915669585,0.11057292046569182,4
20,closed,2025-11-05 00:00:00+00:00,101436.4,1,9.858394028179233e-06,0.0,-0.07472662673359856,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,-0.07672662673359856,2025-12-03 00:00:00+00:00,True,28.0,-0.20538978118308615,0.05977538635046198,-0.14465934122267746,0.054214534427483654,4
21,closed,2026-01-05 09:00:00+00:00,92437.7,-1,1.0818096945293966e-05,0.0,-0.008012964407379248,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,-0.010012964407379248,2026-01-19 12:00:00+00:00,True,14.125,-0.05909169094427935,0.03429012188749825,-0.029301090355991176,0.02134978044672247,4
22,closed,2026-01-26 02:00:00+00:00,87640.2,1,1.1410288885694008e-05,0.0,-0.21536834694580792,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,-0.21736834694580792,2026-02-20 12:00:00+00:00,True,25.416666666666668,-0.31642100314695765,0.0337641858416573,-0.31842100314695765,0.0317641858416573,4
23,closed,2026-05-05 17:00:00+00:00,81249.6,-1,1.2307752899706582e-05,0.0,0.01780624150765059,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.015806241507650587,2026-05-16 00:00:00+00:00,True,10.291666666666666,-0.019081940095704963,0.03275585356727917,-0.021081940095704965,0.021578885311435522,4
24,closed,2026-05-23 12:00:00+00:00,74753.9,1,1.3377228479049254e-05,0.0,-0.09813668584515317,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,-0.10013668584515317,2026-06-22 22:00:00+00:00,True,30.416666666666668,-0.20969474502333652,0.044316082505394316,-0.15249515811215195,0.03801296253439618,4
25,closed,2026-06-30 19:00:00+00:00,58663.8,1,1.7046287489047758e-05,0.0,0.050119920632485424,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.04811992063248542,2026-07-05 01:00:00+00:00,True,4.25,-0.015576897507491916,0.08158694118008025,-0.017576897507491918,0.050196158448651405,4
26,closed,2026-07-06 06:00:00+00:00,63085.2,-1,1.585157850018705e-05,0.0,-0.010334436603196986,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,-0.012334436603196986,2026-07-23 21:00:00+00:00,True,17.625,-0.06091444586051886,0.02855820382593699,-0.02391203325027107,0.026558203825936988,4
27,closed,2026-08-25 08:00:00+00:00,79665.4,-1,1.2552500834741307e-05,0.0,0.018328847906368333,0.002,0.0,2026-09-19 21:00:00+00:00,81135.0,0.016328847906368335,2026-09-10 21:00:00+00:00,True,16.541666666666668,-0.03281851343243125,0.04344295013895616,-0.02527986804811122,0.03666201638352405,4
