position_id,status,entry_time,entry_price,side,orig_qty,remaining_fraction,gross_realized_return,costs,terminal_mark_cost,terminal_mark_time,terminal_mark_price,terminal_marked_net_return,finalexit_time,noR
0,closed,2023-10-05 16:00:00+00:00,27550.6,-1,3.629685015934317e-05,0.0,-0.07321800614142708,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,-0.07521800614142708,2023-11-14 05:00:00+00:00,True
1,closed,2023-12-06 02:00:00+00:00,43884.9,-1,2.2786881136791926e-05,0.0,0.0511502817597853,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.0491502817597853,2023-12-17 07:00:00+00:00,True
2,closed,2024-01-22 12:00:00+00:00,40810.5,1,2.450349787432156e-05,0.0,0.0430636723392264,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.0410636723392264,2024-02-05 16:00:00+00:00,True
3,closed,2024-02-11 02:00:00+00:00,47630.4,-1,2.099499479324129e-05,0.0,-0.25255246649198826,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,-0.25455246649198826,2024-03-14 22:00:00+00:00,True
4,closed,2024-03-20 08:00:00+00:00,62955.2,1,1.5884311383332912e-05,0.0,0.08982141268711721,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.08782141268711721,2024-03-28 17:00:00+00:00,True
5,closed,2024-04-17 19:00:00+00:00,61449.9,1,1.6273419484816086e-05,0.0,0.05266241279481334,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.05066241279481334,2024-05-04 03:00:00+00:00,True
6,closed,2024-07-20 00:00:00+00:00,66668.1,-1,1.49996775069336e-05,0.0,0.01627015019177097,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.014270150191770971,2024-08-01 09:00:00+00:00,True
7,closed,2024-08-03 04:00:00+00:00,61889.9,1,1.615772525080829e-05,0.0,-0.005912515612402042,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,-0.007912515612402042,2024-08-24 03:00:00+00:00,True
8,closed,2024-09-04 13:00:00+00:00,56598.7,1,1.766825033083799e-05,0.0,0.06367990784240629,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.06167990784240629,2024-09-19 20:00:00+00:00,True
9,closed,2024-09-26 20:00:00+00:00,64695.8,-1,1.545695392900312e-05,0.0,0.042132178595828525,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.04013217859582852,2024-10-10 06:00:00+00:00,True
10,closed,2024-10-21 03:00:00+00:00,68740.1,-1,1.4547549392567074e-05,0.0,0.009746858093020045,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.007746858093020045,2024-11-03 11:00:00+00:00,True
11,closed,2024-11-12 03:00:00+00:00,87764.3,-1,1.1394154570822077e-05,0.0,-0.1303573890522684,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,-0.1323573890522684,2024-12-19 06:00:00+00:00,True
12,closed,2025-01-07 03:00:00+00:00,101672.1,-1,9.835539936718135e-06,0.0,0.06856231945637006,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.06656231945637006,2025-01-13 16:00:00+00:00,True
13,closed,2025-02-27 01:00:00+00:00,84732.4,1,1.1801860917429461e-05,0.0,0.05422984596211137,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.05222984596211137,2025-03-14 20:00:00+00:00,True
14,closed,2025-07-02 21:00:00+00:00,109089.2,-1,9.166810280027721e-06,0.0,-0.046068721743307325,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,-0.04806872174330733,2025-08-01 05:00:00+00:00,True
15,closed,2025-08-14 02:00:00+00:00,123404.8,-1,8.103412509075821e-06,0.0,0.058935916593195734,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.05693591659319573,2025-08-20 01:00:00+00:00,True
16,closed,2025-09-04 21:00:00+00:00,110353.5,1,9.061787800115086e-06,0.0,0.023526893120743804,0.002,0.0,2025-09-19 21:00:00+00:00,115293.0,0.021526893120743802,2025-09-12 04:00:00+00:00,True
17,open,2025-09-12 22:00:00+00:00,115791.4,-1,8.636219961067921e-06,0.75,-0.0005034916237302849,0.00125,0.00075,2025-09-19 21:00:00+00:00,115293.0,0.000724727397716866,,True
