signal_close_time,open,high,low,close,volume,rsi,sar,side,state_run,visible_dot_run,strong_side,flip_side,strong_streak
2023-06-23 22:00:00+00:00,30900.5,30924.0,30521.0,30662.1,612836.0,56.229152165376505,79.2800932072157,-1,1,0,-1,-1,1
2023-06-26 07:00:00+00:00,30221.2,30490.1,30200.0,30480.1,762127.0,50.93564321853358,29.844533674710277,1,1,0,1,1,1
2023-06-29 15:00:00+00:00,30576.2,30659.6,30400.0,30453.7,1076605.0,54.20209965404376,70.5504798500732,-1,1,0,-1,-1,1
2023-06-30 14:00:00+00:00,31008.3,31096.2,29431.5,30118.8,8595689.0,36.519680661152584,70.49393269645229,-1,1,0,-1,-1,2
2023-07-04 04:00:00+00:00,31257.9,31265.3,31179.6,31198.4,311938.0,63.466163907364624,80.16099938915343,-1,1,0,-1,-1,3
2023-07-05 18:00:00+00:00,30459.1,30588.0,30441.6,30520.4,555965.0,41.192561085325195,19.778093696076624,1,1,0,1,1,1
2023-07-06 12:00:00+00:00,31232.5,31268.1,30685.3,30846.0,1759488.0,53.85360247301697,80.13808472892234,-1,1,0,-1,-1,1
2023-07-10 03:00:00+00:00,30047.5,30238.0,30046.1,30205.3,474941.0,48.53282333240154,29.462423871572184,1,1,0,1,1,1
2023-07-10 22:00:00+00:00,30776.6,30803.5,30185.5,30300.2,1205373.0,49.391726466844474,78.51417190887113,-1,1,0,-1,-1,1
2023-07-13 22:00:00+00:00,31380.0,31403.0,31017.4,31249.1,1240067.0,64.28155194174505,81.55275331829208,-1,1,0,-1,-1,2
2023-07-15 02:00:00+00:00,30328.3,30390.8,30276.5,30335.1,275737.0,35.30704125523816,23.924647631549192,1,1,0,1,1,1
2023-07-16 06:00:00+00:00,30153.3,30240.7,30153.3,30240.7,153752.0,40.804273160820166,28.287386909023652,1,1,0,1,1,2
2023-07-17 22:00:00+00:00,29925.4,30290.0,29925.4,30238.6,624980.0,53.537416582750566,21.903447403000783,1,1,0,1,1,3
2023-07-23 22:00:00+00:00,30142.1,30142.1,29913.4,29957.8,460752.0,49.998284499452154,79.07259892188364,-1,1,0,-1,-1,1
2023-07-24 21:00:00+00:00,29121.9,29154.0,29087.2,29149.4,153201.0,34.305126331204534,22.95832379252566,1,1,0,1,1,1
2023-07-27 00:00:00+00:00,29467.0,29528.3,29280.2,29351.3,760337.0,52.69202421687014,72.23227708265603,-1,1,0,-1,-1,1
2023-08-01 16:00:00+00:00,28838.0,28984.0,28566.0,28955.6,2380741.0,43.438301156939865,23.72529040324268,1,1,0,1,1,1
2023-08-02 07:00:00+00:00,29661.3,29697.3,29572.2,29572.2,351490.0,60.244832503227244,80.68654906388792,-1,1,0,-1,-1,1
2023-08-05 04:00:00+00:00,29093.7,29113.1,29090.0,29105.7,120121.0,45.77691432146464,29.613708266232152,1,1,0,1,1,1
2023-08-07 19:00:00+00:00,28974.1,29196.0,28970.0,29100.6,1607049.0,53.0217238401207,29.888219750148906,1,1,0,1,1,2
