event_time,strong_side,streak,window_status,action,position_id,price,remaining_fraction_before,remaining_fraction_after
2023-06-23 22:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-06-26 07:00:00+00:00,1,1,before_start,warmup_count_only,,,,
2023-06-29 15:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-06-30 14:00:00+00:00,-1,2,before_start,warmup_count_only,,,,
2023-07-04 04:00:00+00:00,-1,3,before_start,warmup_count_only,,,,
2023-07-05 18:00:00+00:00,1,1,before_start,warmup_count_only,,,,
2023-07-06 12:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-07-10 03:00:00+00:00,1,1,before_start,warmup_count_only,,,,
2023-07-10 22:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-07-13 22:00:00+00:00,-1,2,before_start,warmup_count_only,,,,
2023-07-15 02:00:00+00:00,1,1,before_start,warmup_count_only,,,,
2023-07-16 06:00:00+00:00,1,2,before_start,warmup_count_only,,,,
2023-07-17 22:00:00+00:00,1,3,before_start,warmup_count_only,,,,
2023-07-23 22:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-07-24 21:00:00+00:00,1,1,before_start,warmup_count_only,,,,
2023-07-27 00:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-08-01 16:00:00+00:00,1,1,before_start,warmup_count_only,,,,
2023-08-02 07:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-08-05 04:00:00+00:00,1,1,before_start,warmup_count_only,,,,
2023-08-07 19:00:00+00:00,1,2,before_start,warmup_count_only,,,,
2023-08-09 01:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-08-09 15:00:00+00:00,-1,2,before_start,warmup_count_only,,,,
2023-08-14 04:00:00+00:00,1,1,before_start,warmup_count_only,,,,
2023-08-14 19:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-08-17 07:00:00+00:00,1,1,before_start,warmup_count_only,,,,
2023-08-18 01:00:00+00:00,1,2,before_start,warmup_count_only,,,,
2023-08-19 09:00:00+00:00,1,3,before_start,warmup_count_only,,,,
2023-08-24 03:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-08-30 07:00:00+00:00,-1,2,before_start,warmup_count_only,,,,
2023-09-01 10:00:00+00:00,1,1,before_start,warmup_count_only,,,,
2023-09-01 21:00:00+00:00,1,2,before_start,warmup_count_only,,,,
2023-09-05 10:00:00+00:00,1,3,before_start,warmup_count_only,,,,
2023-09-08 06:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-09-10 20:00:00+00:00,1,1,before_start,warmup_count_only,,,,
2023-09-12 00:00:00+00:00,1,2,before_start,warmup_count_only,,,,
2023-09-12 18:00:00+00:00,-1,1,before_start,warmup_count_only,,,,
2023-09-14 02:00:00+00:00,-1,2,before_start,warmup_count_only,,,,
2023-09-14 22:00:00+00:00,-1,3,before_start,warmup_count_only,,,,
2023-09-18 18:00:00+00:00,-1,4,before_start,warmup_count_only,,,,
2023-09-21 18:00:00+00:00,1,1,in_window,flat_no_entry,,26652.3,,
2023-09-25 16:00:00+00:00,1,2,in_window,flat_no_entry,,26243.8,,
2023-09-27 15:00:00+00:00,-1,1,in_window,flat_no_entry,,26189.5,,
2023-09-29 03:00:00+00:00,-1,2,in_window,flat_no_entry,,26895.7,,
2023-10-01 15:00:00+00:00,-1,3,in_window,flat_no_entry,,27117.5,,
2023-10-02 15:00:00+00:00,-1,4,in_window,flat_no_entry,,28308.6,,
2023-10-05 16:00:00+00:00,-1,5,in_window,entry,0,27550.6,,1.0
2023-10-09 18:00:00+00:00,1,1,in_window,partial_exit,0,27596.0,1.0,0.75
2023-10-11 10:00:00+00:00,1,2,in_window,partial_exit,0,27289.0,0.75,0.5
2023-10-12 00:00:00+00:00,1,3,in_window,partial_exit,0,26876.0,0.5,0.25
2023-10-16 11:00:00+00:00,-1,1,in_window,same_direction_hold,0,27768.1,0.25,0.25
2023-10-20 01:00:00+00:00,-1,2,in_window,same_direction_hold,0,28633.4,0.25,0.25
2023-10-20 13:00:00+00:00,-1,3,in_window,same_direction_hold,0,29519.4,0.25,0.25
2023-10-21 21:00:00+00:00,-1,4,in_window,same_direction_hold,0,30016.6,0.25,0.25
2023-10-23 10:00:00+00:00,-1,5,in_window,same_direction_hold,0,30485.6,0.25,0.25
2023-10-24 08:00:00+00:00,-1,6,in_window,same_direction_hold,0,34029.7,0.25,0.25
2023-10-29 22:00:00+00:00,-1,7,in_window,same_direction_hold,0,34444.5,0.25,0.25
2023-11-02 14:00:00+00:00,-1,8,in_window,same_direction_hold,0,34929.5,0.25,0.25
2023-11-05 09:00:00+00:00,-1,9,in_window,same_direction_hold,0,35035.7,0.25,0.25
2023-11-08 03:00:00+00:00,-1,10,in_window,same_direction_hold,0,35301.0,0.25,0.25
2023-11-09 11:00:00+00:00,-1,11,in_window,same_direction_hold,0,36762.2,0.25,0.25
2023-11-09 16:00:00+00:00,-1,12,in_window,same_direction_hold,0,37130.1,0.25,0.25
2023-11-14 05:00:00+00:00,1,1,in_window,final_exit,0,36510.2,0.25,0.0
2023-11-15 06:00:00+00:00,1,2,in_window,flat_no_entry,,35609.6,,
2023-11-16 02:00:00+00:00,-1,1,in_window,flat_no_entry,,37443.5,,
2023-11-16 23:00:00+00:00,1,1,in_window,flat_no_entry,,36212.3,,
2023-11-20 06:00:00+00:00,-1,1,in_window,flat_no_entry,,37140.3,,
2023-11-21 17:00:00+00:00,1,1,in_window,flat_no_entry,,37188.1,,
2023-11-22 09:00:00+00:00,1,2,in_window,flat_no_entry,,36559.4,,
2023-11-23 07:00:00+00:00,-1,1,in_window,flat_no_entry,,37278.6,,
2023-11-24 17:00:00+00:00,-1,2,in_window,flat_no_entry,,37733.3,,
2023-11-26 20:00:00+00:00,1,1,in_window,flat_no_entry,,37376.0,,
2023-11-27 17:00:00+00:00,1,2,in_window,flat_no_entry,,37085.5,,
2023-11-29 00:00:00+00:00,-1,1,in_window,flat_no_entry,,37821.5,,
2023-12-01 13:00:00+00:00,-1,2,in_window,flat_no_entry,,38364.9,,
2023-12-03 03:00:00+00:00,-1,3,in_window,flat_no_entry,,39368.7,,
2023-12-04 12:00:00+00:00,-1,4,in_window,flat_no_entry,,41590.9,,
2023-12-06 02:00:00+00:00,-1,5,in_window,entry,1,43884.9,,1.0
2023-12-09 02:00:00+00:00,-1,6,in_window,same_direction_hold,1,44138.9,1.0,1.0
2023-12-11 22:00:00+00:00,1,1,in_window,partial_exit,1,41203.8,1.0,0.75
2023-12-12 23:00:00+00:00,1,2,in_window,partial_exit,1,41251.6,0.75,0.5
2023-12-14 02:00:00+00:00,-1,1,in_window,same_direction_hold,1,42851.2,0.5,0.5
2023-12-14 14:00:00+00:00,-1,2,in_window,same_direction_hold,1,42558.4,0.5,0.5
