event_time,strong_side,streak,window_status,action,position_id,price,remaining_fraction_before,remaining_fraction_after
2023-12-15 20:00:00+00:00,1,1,in_window,partial_exit,1,42100.6,0.5,0.25
2023-12-17 07:00:00+00:00,1,2,in_window,final_exit,1,42004.7,0.25,0.0
2023-12-17 17:00:00+00:00,1,3,in_window,flat_no_entry,,42124.0,,
2023-12-18 12:00:00+00:00,1,4,in_window,flat_no_entry,,41117.3,,
2023-12-19 07:00:00+00:00,-1,1,in_window,flat_no_entry,,42920.8,,
2023-12-20 20:00:00+00:00,-1,2,in_window,flat_no_entry,,43742.9,,
2023-12-25 06:00:00+00:00,1,1,in_window,flat_no_entry,,43243.7,,
2023-12-26 22:00:00+00:00,1,2,in_window,flat_no_entry,,42347.1,,
2024-01-02 05:00:00+00:00,-1,1,in_window,flat_no_entry,,45177.7,,
2024-01-03 22:00:00+00:00,1,1,in_window,flat_no_entry,,42932.7,,
2024-01-09 01:00:00+00:00,-1,1,in_window,flat_no_entry,,46693.8,,
2024-01-11 17:00:00+00:00,-1,2,in_window,flat_no_entry,,46027.8,,
2024-01-13 02:00:00+00:00,1,1,in_window,flat_no_entry,,42675.8,,
2024-01-15 03:00:00+00:00,1,2,in_window,flat_no_entry,,42412.6,,
2024-01-19 05:00:00+00:00,1,3,in_window,flat_no_entry,,41114.3,,
2024-01-19 18:00:00+00:00,1,4,in_window,flat_no_entry,,41236.0,,
2024-01-22 12:00:00+00:00,1,5,in_window,entry,2,40810.5,,1.0
2024-01-23 03:00:00+00:00,1,6,in_window,same_direction_hold,2,40067.1,1.0,1.0
2024-01-23 16:00:00+00:00,1,7,in_window,same_direction_hold,2,39202.1,1.0,1.0
2024-01-27 00:00:00+00:00,-1,1,in_window,partial_exit,2,41822.0,1.0,0.75
2024-01-28 07:00:00+00:00,-1,2,in_window,partial_exit,2,42410.7,0.75,0.5
2024-01-30 13:00:00+00:00,-1,3,in_window,partial_exit,2,43397.6,0.5,0.25
2024-01-31 14:00:00+00:00,1,1,in_window,same_direction_hold,2,42800.2,0.25,0.25
2024-02-05 16:00:00+00:00,-1,1,in_window,final_exit,2,42641.5,0.25,0.0
2024-02-08 07:00:00+00:00,-1,2,in_window,flat_no_entry,,44474.7,,
2024-02-08 17:00:00+00:00,-1,3,in_window,flat_no_entry,,45066.2,,
2024-02-09 20:00:00+00:00,-1,4,in_window,flat_no_entry,,47509.0,,
2024-02-11 02:00:00+00:00,-1,5,in_window,entry,3,47630.4,,1.0
2024-02-11 14:00:00+00:00,-1,6,in_window,same_direction_hold,3,48070.3,1.0,1.0
2024-02-13 11:00:00+00:00,-1,7,in_window,same_direction_hold,3,49870.0,1.0,1.0
2024-02-14 19:00:00+00:00,-1,8,in_window,same_direction_hold,3,51462.0,1.0,1.0
2024-02-17 18:00:00+00:00,1,1,in_window,partial_exit,3,51216.2,1.0,0.75
2024-02-20 16:00:00+00:00,-1,1,in_window,same_direction_hold,3,51670.8,0.75,0.75
2024-02-26 15:00:00+00:00,1,1,in_window,partial_exit,3,51705.9,0.75,0.5
2024-02-27 06:00:00+00:00,-1,1,in_window,same_direction_hold,3,56100.1,0.5,0.5
2024-02-28 19:00:00+00:00,-1,2,in_window,same_direction_hold,3,61125.3,0.5,0.5
2024-03-04 06:00:00+00:00,-1,3,in_window,same_direction_hold,3,63396.7,0.5,0.5
2024-03-05 03:00:00+00:00,-1,4,in_window,same_direction_hold,3,68218.3,0.5,0.5
2024-03-06 05:00:00+00:00,1,1,in_window,partial_exit,3,64610.5,0.5,0.25
2024-03-10 14:00:00+00:00,-1,1,in_window,same_direction_hold,3,69339.5,0.25,0.25
2024-03-12 00:00:00+00:00,-1,2,in_window,same_direction_hold,3,72116.7,0.25,0.25
2024-03-13 13:00:00+00:00,-1,3,in_window,same_direction_hold,3,72822.0,0.25,0.25
2024-03-14 22:00:00+00:00,1,1,in_window,final_exit,3,71105.7,0.25,0.0
2024-03-15 14:00:00+00:00,1,2,in_window,flat_no_entry,,68461.9,,
2024-03-17 02:00:00+00:00,1,3,in_window,flat_no_entry,,66198.8,,
2024-03-19 13:00:00+00:00,1,4,in_window,flat_no_entry,,63625.2,,
2024-03-20 08:00:00+00:00,1,5,in_window,entry,4,62955.2,,1.0
2024-03-21 04:00:00+00:00,-1,1,in_window,partial_exit,4,66674.5,1.0,0.75
2024-03-22 20:00:00+00:00,1,1,in_window,same_direction_hold,4,63867.5,0.75,0.75
2024-03-25 07:00:00+00:00,-1,1,in_window,partial_exit,4,67155.7,0.75,0.5
2024-03-25 22:00:00+00:00,-1,2,in_window,partial_exit,4,69887.1,0.5,0.25
2024-03-28 17:00:00+00:00,-1,3,in_window,final_exit,4,70722.4,0.25,0.0
2024-04-01 02:00:00+00:00,-1,4,in_window,flat_no_entry,,70847.5,,
2024-04-01 20:00:00+00:00,1,1,in_window,flat_no_entry,,69642.5,,
2024-04-02 17:00:00+00:00,1,2,in_window,flat_no_entry,,65544.0,,
2024-04-04 21:00:00+00:00,-1,1,in_window,flat_no_entry,,67939.7,,
2024-04-07 07:00:00+00:00,-1,2,in_window,flat_no_entry,,69255.1,,
2024-04-07 19:00:00+00:00,-1,3,in_window,flat_no_entry,,69410.0,,
2024-04-08 18:00:00+00:00,-1,4,in_window,flat_no_entry,,71706.3,,
2024-04-09 23:00:00+00:00,1,1,in_window,flat_no_entry,,69324.0,,
2024-04-10 17:00:00+00:00,1,2,in_window,flat_no_entry,,69525.5,,
2024-04-13 03:00:00+00:00,1,3,in_window,flat_no_entry,,66531.7,,
2024-04-14 04:00:00+00:00,1,4,in_window,flat_no_entry,,63431.0,,
2024-04-17 19:00:00+00:00,1,5,in_window,entry,5,61449.9,,1.0
2024-04-22 16:00:00+00:00,-1,1,in_window,partial_exit,5,65996.7,1.0,0.75
2024-04-23 03:00:00+00:00,-1,2,in_window,partial_exit,5,66619.6,0.75,0.5
2024-04-25 01:00:00+00:00,1,1,in_window,same_direction_hold,5,64548.3,0.5,0.5
2024-04-27 09:00:00+00:00,1,2,in_window,same_direction_hold,5,63016.7,0.5,0.5
2024-04-29 13:00:00+00:00,1,3,in_window,same_direction_hold,5,62619.5,0.5,0.5
2024-04-30 05:00:00+00:00,-1,1,in_window,partial_exit,5,63427.3,0.5,0.25
2024-04-30 22:00:00+00:00,1,1,in_window,same_direction_hold,5,60170.0,0.25,0.25
2024-05-01 18:00:00+00:00,1,2,in_window,same_direction_hold,5,57439.9,0.25,0.25
2024-05-04 03:00:00+00:00,-1,1,in_window,final_exit,5,62700.4,0.25,0.0
2024-05-04 14:00:00+00:00,-1,2,in_window,flat_no_entry,,63728.0,,
2024-05-06 11:00:00+00:00,-1,3,in_window,flat_no_entry,,64018.0,,
2024-05-09 06:00:00+00:00,1,1,in_window,flat_no_entry,,61570.8,,
2024-05-09 13:00:00+00:00,1,2,in_window,flat_no_entry,,61515.1,,
2024-05-11 02:00:00+00:00,1,3,in_window,flat_no_entry,,60872.8,,
2024-05-13 22:00:00+00:00,-1,1,in_window,flat_no_entry,,62900.0,,
2024-05-16 01:00:00+00:00,-1,2,in_window,flat_no_entry,,66084.1,,
2024-05-20 03:00:00+00:00,1,1,in_window,flat_no_entry,,66683.6,,
2024-05-21 05:00:00+00:00,-1,1,in_window,flat_no_entry,,70938.0,,
2024-05-24 03:00:00+00:00,1,1,in_window,flat_no_entry,,67993.3,,
2024-05-28 00:00:00+00:00,-1,1,in_window,flat_no_entry,,69410.2,,
2024-05-30 22:00:00+00:00,-1,2,in_window,flat_no_entry,,68426.3,,
2024-06-03 15:00:00+00:00,-1,3,in_window,flat_no_entry,,68778.6,,
2024-06-05 06:00:00+00:00,-1,4,in_window,flat_no_entry,,71003.9,,
2024-06-08 08:00:00+00:00,1,1,in_window,flat_no_entry,,69577.8,,
2024-06-11 17:00:00+00:00,1,2,in_window,flat_no_entry,,66480.0,,
2024-06-12 19:00:00+00:00,-1,1,in_window,flat_no_entry,,68825.8,,
2024-06-15 01:00:00+00:00,1,1,in_window,flat_no_entry,,66186.3,,
2024-06-17 17:00:00+00:00,1,2,in_window,flat_no_entry,,65896.1,,
2024-06-18 22:00:00+00:00,1,3,in_window,flat_no_entry,,65216.4,,
2024-06-20 14:00:00+00:00,-1,1,in_window,flat_no_entry,,65160.0,,
2024-06-21 15:00:00+00:00,1,1,in_window,flat_no_entry,,64224.7,,
2024-06-24 09:00:00+00:00,1,2,in_window,flat_no_entry,,62738.9,,
2024-06-24 22:00:00+00:00,1,3,in_window,flat_no_entry,,60110.2,,
2024-06-29 01:00:00+00:00,1,4,in_window,flat_no_entry,,60750.8,,
2024-07-01 05:00:00+00:00,-1,1,in_window,flat_no_entry,,63275.1,,
2024-07-02 23:00:00+00:00,1,1,in_window,flat_no_entry,,62091.1,,
2024-07-03 14:00:00+00:00,1,2,in_window,flat_no_entry,,60589.9,,
2024-07-04 16:00:00+00:00,1,3,in_window,flat_no_entry,,58140.2,,
2024-07-05 11:00:00+00:00,1,4,in_window,flat_no_entry,,54980.0,,
2024-07-06 22:00:00+00:00,-1,1,in_window,flat_no_entry,,57877.2,,
2024-07-07 01:00:00+00:00,-1,2,in_window,flat_no_entry,,57929.8,,
2024-07-08 07:00:00+00:00,1,1,in_window,flat_no_entry,,55629.7,,
2024-07-10 13:00:00+00:00,-1,1,in_window,flat_no_entry,,58162.7,,
2024-07-14 11:00:00+00:00,-1,2,in_window,flat_no_entry,,59931.6,,
2024-07-15 12:00:00+00:00,-1,3,in_window,flat_no_entry,,62466.0,,
2024-07-16 05:00:00+00:00,-1,4,in_window,flat_no_entry,,64503.1,,
2024-07-20 00:00:00+00:00,-1,5,in_window,entry,6,66668.1,,1.0
2024-07-20 22:00:00+00:00,-1,6,in_window,same_direction_hold,6,67096.3,1.0,1.0
2024-07-25 15:00:00+00:00,1,1,in_window,partial_exit,6,64818.0,1.0,0.75
2024-07-26 13:00:00+00:00,-1,1,in_window,same_direction_hold,6,67314.0,0.75,0.75
2024-07-26 15:00:00+00:00,-1,2,in_window,same_direction_hold,6,67342.4,0.75,0.75
2024-07-27 18:00:00+00:00,-1,3,in_window,same_direction_hold,6,68554.1,0.75,0.75
2024-07-29 12:00:00+00:00,-1,4,in_window,same_direction_hold,6,69588.1,0.75,0.75
2024-07-30 05:00:00+00:00,1,1,in_window,partial_exit,6,66809.8,0.75,0.5
2024-07-30 21:00:00+00:00,1,2,in_window,partial_exit,6,66199.9,0.5,0.25
2024-08-01 09:00:00+00:00,1,3,in_window,final_exit,6,64505.9,0.25,0.0
2024-08-01 21:00:00+00:00,1,4,in_window,flat_no_entry,,64750.2,,
2024-08-03 04:00:00+00:00,1,5,in_window,entry,7,61889.9,,1.0
2024-08-04 01:00:00+00:00,1,6,in_window,same_direction_hold,7,60749.0,1.0,1.0
2024-08-05 08:00:00+00:00,1,7,in_window,same_direction_hold,7,52662.5,1.0,1.0
2024-08-09 01:00:00+00:00,-1,1,in_window,partial_exit,7,61212.9,1.0,0.75
2024-08-12 03:00:00+00:00,1,1,in_window,same_direction_hold,7,58719.5,0.75,0.75
2024-08-15 09:00:00+00:00,1,2,in_window,same_direction_hold,7,58376.0,0.75,0.75
2024-08-16 05:00:00+00:00,1,3,in_window,same_direction_hold,7,58300.5,0.75,0.75
2024-08-19 09:00:00+00:00,1,4,in_window,same_direction_hold,7,58612.1,0.75,0.75
2024-08-20 09:00:00+00:00,-1,1,in_window,partial_exit,7,60769.3,0.75,0.5
2024-08-22 03:00:00+00:00,-1,2,in_window,partial_exit,7,60171.7,0.5,0.25
2024-08-24 03:00:00+00:00,-1,3,in_window,final_exit,7,63942.0,0.25,0.0
2024-08-27 05:00:00+00:00,1,1,in_window,flat_no_entry,,63035.0,,
2024-08-27 19:00:00+00:00,1,2,in_window,flat_no_entry,,62092.1,,
2024-08-28 09:00:00+00:00,1,3,in_window,flat_no_entry,,59226.7,,
2024-09-01 08:00:00+00:00,1,4,in_window,flat_no_entry,,58477.0,,
2024-09-04 13:00:00+00:00,1,5,in_window,entry,8,56598.7,,1.0
2024-09-07 02:00:00+00:00,1,6,in_window,same_direction_hold,8,53815.8,1.0,1.0
2024-09-10 03:00:00+00:00,-1,1,in_window,partial_exit,8,56779.2,1.0,0.75
2024-09-14 05:00:00+00:00,-1,2,in_window,partial_exit,8,60220.7,0.75,0.5
2024-09-16 06:00:00+00:00,1,1,in_window,same_direction_hold,8,58663.9,0.5,0.5
2024-09-16 22:00:00+00:00,1,2,in_window,same_direction_hold,8,58005.8,0.5,0.5
2024-09-17 19:00:00+00:00,-1,1,in_window,partial_exit,8,60551.6,0.5,0.25
2024-09-19 20:00:00+00:00,-1,2,in_window,final_exit,8,63260.1,0.25,0.0
2024-09-20 09:00:00+00:00,-1,3,in_window,flat_no_entry,,63311.1,,
2024-09-23 06:00:00+00:00,-1,4,in_window,flat_no_entry,,63762.6,,
2024-09-26 20:00:00+00:00,-1,5,in_window,entry,9,64695.8,,1.0
2024-09-27 18:00:00+00:00,-1,6,in_window,same_direction_hold,9,65913.5,1.0,1.0
2024-09-30 13:00:00+00:00,1,1,in_window,partial_exit,9,64043.2,1.0,0.75
2024-10-02 01:00:00+00:00,1,2,in_window,partial_exit,9,61042.5,0.75,0.5
2024-10-02 16:00:00+00:00,1,3,in_window,partial_exit,9,61864.0,0.5,0.25
2024-10-06 21:00:00+00:00,-1,1,in_window,same_direction_hold,9,62626.2,0.25,0.25
2024-10-07 10:00:00+00:00,-1,2,in_window,same_direction_hold,9,63223.9,0.25,0.25
2024-10-10 06:00:00+00:00,1,1,in_window,final_exit,9,60930.4,0.25,0.0
2024-10-11 00:00:00+00:00,1,2,in_window,flat_no_entry,,60317.2,,
2024-10-11 22:00:00+00:00,-1,1,in_window,flat_no_entry,,62847.5,,
2024-10-12 19:00:00+00:00,-1,2,in_window,flat_no_entry,,62940.5,,
2024-10-14 22:00:00+00:00,-1,3,in_window,flat_no_entry,,65792.3,,
2024-10-15 15:00:00+00:00,-1,4,in_window,flat_no_entry,,65368.8,,
2024-10-21 03:00:00+00:00,-1,5,in_window,entry,10,68740.1,,1.0
2024-10-21 20:00:00+00:00,1,1,in_window,partial_exit,10,67752.7,1.0,0.75
2024-10-23 20:00:00+00:00,1,2,in_window,partial_exit,10,66490.2,0.75,0.5
2024-10-28 01:00:00+00:00,-1,1,in_window,same_direction_hold,10,67866.0,0.5,0.5
2024-10-28 16:00:00+00:00,-1,2,in_window,same_direction_hold,10,68496.6,0.5,0.5
2024-10-29 08:00:00+00:00,-1,3,in_window,same_direction_hold,10,71025.9,0.5,0.5
2024-10-29 21:00:00+00:00,-1,4,in_window,same_direction_hold,10,72364.3,0.5,0.5
2024-11-01 05:00:00+00:00,1,1,in_window,partial_exit,10,69600.0,0.5,0.25
2024-11-03 11:00:00+00:00,1,2,in_window,final_exit,10,68437.5,0.25,0.0
2024-11-05 20:00:00+00:00,-1,1,in_window,flat_no_entry,,68998.6,,
2024-11-06 15:00:00+00:00,-1,2,in_window,flat_no_entry,,73654.8,,
2024-11-08 00:00:00+00:00,-1,3,in_window,flat_no_entry,,75856.0,,
2024-11-10 14:00:00+00:00,-1,4,in_window,flat_no_entry,,79752.8,,
2024-11-12 03:00:00+00:00,-1,5,in_window,entry,11,87764.3,,1.0
2024-11-13 21:00:00+00:00,-1,6,in_window,same_direction_hold,11,89718.2,1.0,1.0
2024-11-20 18:00:00+00:00,-1,7,in_window,same_direction_hold,11,93907.1,1.0,1.0
2024-11-21 15:00:00+00:00,-1,8,in_window,same_direction_hold,11,97070.5,1.0,1.0
2024-11-22 11:00:00+00:00,-1,9,in_window,same_direction_hold,11,98426.6,1.0,1.0
2024-11-24 21:00:00+00:00,1,1,in_window,partial_exit,11,96836.3,1.0,0.75
2024-11-26 06:00:00+00:00,1,2,in_window,partial_exit,11,94668.0,0.75,0.5
2024-11-27 23:00:00+00:00,-1,1,in_window,same_direction_hold,11,96049.1,0.5,0.5
2024-11-29 23:00:00+00:00,-1,2,in_window,same_direction_hold,11,97301.4,0.5,0.5
2024-12-05 16:00:00+00:00,-1,3,in_window,same_direction_hold,11,101344.2,0.5,0.5
2024-12-11 23:00:00+00:00,-1,4,in_window,same_direction_hold,11,101201.0,0.5,0.5
2024-12-16 09:00:00+00:00,-1,5,in_window,same_direction_hold,11,104564.6,0.5,0.5
2024-12-17 01:00:00+00:00,-1,6,in_window,same_direction_hold,11,105867.6,0.5,0.5
2024-12-18 10:00:00+00:00,1,1,in_window,partial_exit,11,104030.0,0.5,0.25
2024-12-19 06:00:00+00:00,1,2,in_window,final_exit,11,101285.8,0.25,0.0
2024-12-20 03:00:00+00:00,1,3,in_window,flat_no_entry,,97637.9,,
2024-12-20 15:00:00+00:00,1,4,in_window,flat_no_entry,,95617.0,,
2024-12-25 02:00:00+00:00,-1,1,in_window,flat_no_entry,,98000.7,,
2024-12-26 16:00:00+00:00,1,1,in_window,flat_no_entry,,96030.0,,
2024-12-30 00:00:00+00:00,1,2,in_window,flat_no_entry,,93740.0,,
2024-12-30 18:00:00+00:00,1,3,in_window,flat_no_entry,,93836.5,,
2024-12-31 18:00:00+00:00,-1,1,in_window,flat_no_entry,,94113.1,,
2025-01-02 16:00:00+00:00,-1,2,in_window,flat_no_entry,,96463.3,,
2025-01-04 01:00:00+00:00,-1,3,in_window,flat_no_entry,,97968.6,,
2025-01-06 09:00:00+00:00,-1,4,in_window,flat_no_entry,,99060.0,,
2025-01-07 03:00:00+00:00,-1,5,in_window,entry,12,101672.1,,1.0
2025-01-07 23:00:00+00:00,1,1,in_window,partial_exit,12,97156.1,1.0,0.75
2025-01-08 23:00:00+00:00,1,2,in_window,partial_exit,12,95279.9,0.75,0.5
2025-01-09 16:00:00+00:00,1,3,in_window,partial_exit,12,94242.8,0.5,0.25
2025-01-13 16:00:00+00:00,1,4,in_window,final_exit,12,92126.1,0.25,0.0
2025-01-14 13:00:00+00:00,-1,1,in_window,flat_no_entry,,96010.1,,
2025-01-16 03:00:00+00:00,-1,2,in_window,flat_no_entry,,99632.7,,
2025-01-17 21:00:00+00:00,-1,3,in_window,flat_no_entry,,104693.6,,
2025-01-20 07:00:00+00:00,1,1,in_window,flat_no_entry,,107586.3,,
2025-01-23 14:00:00+00:00,1,2,in_window,flat_no_entry,,102510.0,,
2025-01-27 12:00:00+00:00,1,3,in_window,flat_no_entry,,98750.1,,
2025-01-30 13:00:00+00:00,-1,1,in_window,flat_no_entry,,105033.3,,
2025-02-01 13:00:00+00:00,1,1,in_window,flat_no_entry,,102276.0,,
2025-02-02 15:00:00+00:00,1,2,in_window,flat_no_entry,,99205.9,,
2025-02-03 08:00:00+00:00,1,3,in_window,flat_no_entry,,95305.1,,
2025-02-04 03:00:00+00:00,-1,1,in_window,flat_no_entry,,100854.0,,
2025-02-07 17:00:00+00:00,-1,2,in_window,flat_no_entry,,97836.4,,
2025-02-11 22:00:00+00:00,1,1,in_window,flat_no_entry,,96391.8,,
2025-02-14 21:00:00+00:00,-1,1,in_window,flat_no_entry,,97190.0,,
2025-02-17 13:00:00+00:00,1,1,in_window,flat_no_entry,,96451.1,,
2025-02-18 23:00:00+00:00,1,2,in_window,flat_no_entry,,95300.1,,
2025-02-21 03:00:00+00:00,-1,1,in_window,flat_no_entry,,98117.6,,
2025-02-21 16:00:00+00:00,-1,2,in_window,flat_no_entry,,98129.6,,
2025-02-22 05:00:00+00:00,1,1,in_window,flat_no_entry,,96378.9,,
2025-02-23 21:00:00+00:00,1,2,in_window,flat_no_entry,,95777.0,,
2025-02-25 03:00:00+00:00,1,3,in_window,flat_no_entry,,92375.2,,
2025-02-25 12:00:00+00:00,1,4,in_window,flat_no_entry,,89250.0,,
2025-02-27 01:00:00+00:00,1,5,in_window,entry,13,84732.4,,1.0
2025-02-28 10:00:00+00:00,1,6,in_window,same_direction_hold,13,80340.9,1.0,1.0
2025-03-03 05:00:00+00:00,-1,1,in_window,partial_exit,13,92867.7,1.0,0.75
2025-03-04 09:00:00+00:00,1,1,in_window,same_direction_hold,13,83887.2,0.75,0.75
2025-03-05 15:00:00+00:00,-1,1,in_window,partial_exit,13,88524.1,0.75,0.5
2025-03-06 08:00:00+00:00,-1,2,in_window,partial_exit,13,91360.0,0.5,0.25
2025-03-09 21:00:00+00:00,1,1,in_window,same_direction_hold,13,83069.7,0.25,0.25
2025-03-11 02:00:00+00:00,1,2,in_window,same_direction_hold,13,79110.5,0.25,0.25
2025-03-13 23:00:00+00:00,1,3,in_window,same_direction_hold,13,81387.6,0.25,0.25
2025-03-14 20:00:00+00:00,-1,1,in_window,final_exit,13,84557.9,0.25,0.0
2025-03-16 17:00:00+00:00,1,1,in_window,flat_no_entry,,83627.2,,
2025-03-18 20:00:00+00:00,1,2,in_window,flat_no_entry,,82308.1,,
2025-03-19 18:00:00+00:00,-1,1,in_window,flat_no_entry,,84230.2,,
2025-03-20 02:00:00+00:00,-1,2,in_window,flat_no_entry,,85889.4,,
