event_id,mother_decision_time,baseline_net_bp,baseline_exit_time,baseline_exit_reason,baseline_mfe_r,baseline_hold_minutes,candidate_net_bp,candidate_exit_time,candidate_exit_reason,candidate_mfe_r,candidate_hold_minutes,delta_net_bp,exit_delay_minutes,outcome_transition,baseline_confirmed_full,candidate_risk_reduced,candidate_profitable_partial,candidate_risk_realised_net_bp,candidate_remainder_net_bp,recovered_winner,newly_unknown
2023-03-07T01:00:00+00:00_L::control0,2023-03-06 01:00:00+00:00,-48.15245086684626,2023-03-06 01:15:00+00:00,transition_colour_exit,0.2589741597304677,15.0,-48.15245086684626,2023-03-06 01:15:00+00:00,transition_colour_exit,0.2589741597304677,15.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-03-07T01:00:00+00:00_L::control1,2023-03-27 05:00:00+00:00,-42.828595593399335,2023-03-27 05:15:00+00:00,transition_colour_exit,0.08019766944236126,15.0,-42.828595593399335,2023-03-27 05:15:00+00:00,transition_colour_exit,0.08019766944236126,15.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-03-07T01:00:00+00:00_L::control2,2023-03-27 04:00:00+00:00,-36.603194411572986,2023-03-27 05:15:00+00:00,transition_colour_exit,0.31905902829210075,75.0,-36.603194411572986,2023-03-27 05:15:00+00:00,transition_colour_exit,0.31905902829210075,75.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-03-11T07:00:00+00:00_S::control0,2023-03-10 06:00:00+00:00,-32.208423812430574,2023-03-10 07:40:00+00:00,fast_failed_launch,0.5123365746349641,100.0,-12.044510712391551,2023-03-10 13:00:00+00:00,transition_colour_exit,1.0939334639891007,420.0,20.163913100039025,320.0,loss_to_loss,True,True,False,-16.104211906215287,4.059701193823739,False,False
2023-03-11T07:00:00+00:00_S::control1,2023-03-03 10:00:00+00:00,-12.623753302546374,2023-03-03 11:45:00+00:00,transition_colour_exit,0.1762371360286092,105.0,-12.623753302546374,2023-03-03 11:45:00+00:00,transition_colour_exit,0.1762371360286092,105.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-03-11T07:00:00+00:00_S::control2,2023-03-10 07:00:00+00:00,-85.84606407541362,2023-03-10 07:40:00+00:00,fast_failed_launch,0.263462704606973,40.0,-65.57412838221906,2023-03-10 13:00:00+00:00,transition_colour_exit,0.8534266787588449,360.0,20.271935693194564,320.0,loss_to_loss,True,True,False,-42.92303203770681,-22.651096344512247,False,False
2023-03-19T14:00:00+00:00_L::control0,2023-03-29 16:00:00+00:00,-46.43689071228437,2023-03-29 16:15:00+00:00,fast_failed_launch,0.05472018352856487,15.0,-62.4503010756633,2023-03-29 16:45:00+00:00,hard_stop,0.05472018352856487,45.0,-16.01341036337893,30.0,loss_to_loss,True,True,False,-23.218445356142183,-39.231855719521114,False,False
2023-03-19T14:00:00+00:00_L::control1,2023-03-22 15:00:00+00:00,-71.20757499293194,2023-03-22 17:25:00+00:00,hard_stop,1.1691827768534786,145.0,-71.20757499293194,2023-03-22 17:25:00+00:00,hard_stop,1.1691827768534786,145.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-03-19T14:00:00+00:00_L::control2,2023-03-22 16:00:00+00:00,-72.6652990832488,2023-03-22 17:20:00+00:00,hard_stop,0.7563763238555186,80.0,-72.6652990832488,2023-03-22 17:20:00+00:00,hard_stop,0.7563763238555186,80.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-03-20T18:00:00+00:00_L::control0,2023-03-19 19:00:00+00:00,-141.28465351073814,2023-03-19 20:20:00+00:00,hard_stop,0.24313140027902141,80.0,-141.28465351073814,2023-03-19 20:20:00+00:00,hard_stop,0.24313140027902141,80.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-03-20T18:00:00+00:00_L::control1,2023-03-17 20:00:00+00:00,130.62979801744092,2023-03-18 08:00:00+00:00,transition_colour_exit,2.4669544751843477,720.0,130.62979801744092,2023-03-18 08:00:00+00:00,transition_colour_exit,2.4669544751843477,720.0,0.0,0.0,win_to_win,False,False,True,0.0,,False,False
2023-03-20T18:00:00+00:00_L::control2,2023-03-17 18:00:00+00:00,-69.00073236842051,2023-03-17 18:15:00+00:00,transition_colour_exit,0.08901519010589398,15.0,-69.00073236842051,2023-03-17 18:15:00+00:00,transition_colour_exit,0.08901519010589398,15.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-04-02T04:00:00+00:00_S::control0,2023-04-15 03:00:00+00:00,-23.883546270150013,2023-04-15 05:20:00+00:00,fast_failed_launch,0.2330091650274326,140.0,-28.458232130750446,2023-04-15 06:00:00+00:00,transition_colour_exit,0.2330091650274326,180.0,-4.574685860600432,40.0,loss_to_loss,True,True,False,-11.941773135075007,-16.51645899567544,False,False
2023-04-02T04:00:00+00:00_S::control1,2023-04-02 03:00:00+00:00,-46.72234114465976,2023-04-02 03:25:00+00:00,fast_failed_launch,0.019645416319823264,25.0,-49.556528841820636,2023-04-02 03:30:00+00:00,transition_colour_exit,0.019645416319823264,30.0,-2.8341876971608784,5.0,loss_to_loss,True,True,False,-23.36117057232988,-26.19535826949076,False,False
2023-04-02T04:00:00+00:00_S::control2,2023-04-15 02:00:00+00:00,-28.033715264059005,2023-04-15 05:20:00+00:00,fast_failed_launch,0.14318075272866598,200.0,-32.61029895956802,2023-04-15 06:00:00+00:00,transition_colour_exit,0.14318075272866598,240.0,-4.576583695509015,40.0,loss_to_loss,True,True,False,-14.016857632029502,-18.59344132753852,False,False
2023-04-03T08:00:00+00:00_L::control0,2023-04-03 11:00:00+00:00,-41.907662735065685,2023-04-03 11:10:00+00:00,fast_failed_launch,0.056842755143644674,10.0,-84.94561952750118,2023-04-03 15:00:00+00:00,transition_colour_exit,0.23215218689506026,240.0,-43.037956792435494,230.0,loss_to_loss,True,True,False,-20.953831367532842,-63.99178815996834,False,False
2023-04-03T08:00:00+00:00_L::control1,2023-04-23 09:00:00+00:00,-46.63106235565821,2023-04-23 09:40:00+00:00,fast_failed_launch,0.06730071903110187,40.0,-60.74047344110854,2023-04-23 10:30:00+00:00,transition_colour_exit,0.06730071903110187,90.0,-14.109411085450333,50.0,loss_to_loss,True,True,False,-23.315531177829104,-37.42494226327944,False,False
2023-04-03T08:00:00+00:00_L::control2,2023-04-13 06:00:00+00:00,-37.73768161193673,2023-04-13 06:45:00+00:00,fast_failed_launch,0.04605889371435458,45.0,-7.278029855109051,2023-04-13 20:15:00+00:00,transition_colour_exit,1.5181011368251203,855.0,30.45965175682768,810.0,loss_to_loss,True,True,False,-18.868840805968365,11.590810950859314,False,False
2023-04-03T14:00:00+00:00_S::control0,2023-04-22 14:00:00+00:00,-36.91364501891446,2023-04-22 14:30:00+00:00,transition_colour_exit,0.06350585092389935,30.0,-36.91364501891446,2023-04-22 14:30:00+00:00,transition_colour_exit,0.06350585092389935,30.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-04-03T14:00:00+00:00_S::control1,2023-04-02 17:00:00+00:00,-52.812061187561994,2023-04-02 17:40:00+00:00,fast_failed_launch,0.08861519610304283,40.0,-39.28552892118351,2023-04-02 23:45:00+00:00,transition_colour_exit,1.4694484577322295,405.0,13.526532266378481,365.0,loss_to_loss,True,True,False,-26.406030593780997,-12.879498327402517,False,False
2023-04-03T14:00:00+00:00_S::control2,2023-04-15 17:00:00+00:00,-15.44941930633322,2023-04-15 19:00:00+00:00,fast_failed_launch,0.6590824388704818,120.0,-21.698223954520575,2023-04-15 22:30:00+00:00,transition_colour_exit,0.6590824388704818,330.0,-6.248804648187354,210.0,loss_to_loss,True,True,False,-7.72470965316661,-13.973514301353962,False,False
2023-04-09T06:00:00+00:00_S::control0,2023-04-29 08:00:00+00:00,-15.126589396412761,2023-04-29 11:50:00+00:00,fast_failed_launch,0.4449619844883757,230.0,-14.547232891091202,2023-04-29 12:15:00+00:00,transition_colour_exit,0.4449619844883757,255.0,0.5793565053215595,25.0,loss_to_loss,True,True,False,-7.563294698206381,-6.98393819288482,False,False
2023-04-09T06:00:00+00:00_S::control1,2023-04-29 07:00:00+00:00,-24.8427966809772,2023-04-29 07:15:00+00:00,transition_colour_exit,0.0,15.0,-24.8427966809772,2023-04-29 07:15:00+00:00,transition_colour_exit,0.0,15.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-04-09T06:00:00+00:00_S::control2,2023-04-16 11:00:00+00:00,-19.867998125573383,2023-04-16 11:10:00+00:00,fast_failed_launch,0.004169844605042725,10.0,-19.339990627866918,2023-04-16 11:15:00+00:00,transition_colour_exit,0.10508008404706452,15.0,0.528007497706465,5.0,loss_to_loss,True,True,False,-9.933999062786691,-9.405991565080226,False,False
2023-04-09T18:00:00+00:00_L::control0,2023-04-11 19:00:00+00:00,-47.02130615106796,2023-04-11 19:55:00+00:00,fast_failed_launch,1.1226070088396007,55.0,-53.66914279288516,2023-04-11 20:15:00+00:00,transition_colour_exit,1.1226070088396007,75.0,-6.6478366418172,20.0,loss_to_loss,True,True,False,-23.51065307553398,-30.158489717351184,False,False
2023-04-09T18:00:00+00:00_L::control1,2023-04-01 23:00:00+00:00,-32.87163785453997,2023-04-01 23:40:00+00:00,fast_failed_launch,0.19371674590091675,40.0,-52.54735675480407,2023-04-02 01:00:00+00:00,transition_colour_exit,0.19371674590091675,120.0,-19.6757189002641,80.0,loss_to_loss,True,True,False,-16.435818927269985,-36.111537827534086,False,False
2023-04-09T18:00:00+00:00_L::control2,2023-04-10 23:00:00+00:00,137.51225283082593,2023-04-11 12:00:00+00:00,transition_colour_exit,2.779847801960626,780.0,137.51225283082593,2023-04-11 12:00:00+00:00,transition_colour_exit,2.779847801960626,780.0,0.0,0.0,win_to_win,False,False,True,0.0,,False,False
2023-04-16T18:00:00+00:00_L::control0,2023-04-22 23:00:00+00:00,-143.35434909981348,2023-04-23 00:35:00+00:00,hard_stop,0.10160702572420127,95.0,-143.35434909981348,2023-04-23 00:35:00+00:00,hard_stop,0.10160702572420127,95.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-04-16T18:00:00+00:00_L::control1,2023-04-22 22:00:00+00:00,-93.91156634692535,2023-04-23 00:35:00+00:00,fast_failed_launch,0.6705907169474674,155.0,-85.4361324553097,2023-04-23 00:45:00+00:00,transition_colour_exit,0.6705907169474674,165.0,8.475433891615651,10.0,loss_to_loss,True,True,False,-46.95578317346268,-38.480349281847026,False,False
2023-04-16T18:00:00+00:00_L::control2,2023-04-22 21:00:00+00:00,-25.067524767527303,2023-04-22 21:10:00+00:00,fast_failed_launch,0.012800131524638105,10.0,-43.58208847174312,2023-04-23 00:45:00+00:00,transition_colour_exit,0.7802126680484177,225.0,-18.514563704215817,215.0,loss_to_loss,True,True,False,-12.533762383763651,-31.048326087979472,False,False
2023-04-18T08:00:00+00:00_S::control0,2023-04-18 06:00:00+00:00,-64.46315766436283,2023-04-18 06:20:00+00:00,hard_stop,0.0,20.0,-64.46315766436283,2023-04-18 06:20:00+00:00,hard_stop,0.0,20.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-04-18T08:00:00+00:00_S::control1,2023-04-16 06:00:00+00:00,-48.26945216884314,2023-04-16 07:40:00+00:00,hard_stop,0.15755176600266452,100.0,-48.26945216884314,2023-04-16 07:40:00+00:00,hard_stop,0.15755176600266452,100.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-04-18T08:00:00+00:00_S::control2,2023-04-07 11:00:00+00:00,-1.061012895695946,2023-04-07 12:20:00+00:00,fast_failed_launch,1.0777132804474099,80.0,-10.799017607171754,2023-04-07 14:15:00+00:00,transition_colour_exit,1.2147833320146488,195.0,-9.738004711475808,115.0,loss_to_loss,True,True,False,-0.530506447847973,-10.26851115932378,False,False
2023-04-18T09:00:00+00:00_L::control0,2023-04-16 08:00:00+00:00,-27.38240877452014,2023-04-16 09:10:00+00:00,fast_failed_launch,0.12999070329016083,70.0,-33.05104408352668,2023-04-16 09:45:00+00:00,transition_colour_exit,0.12999070329016083,105.0,-5.668635309006543,35.0,loss_to_loss,True,True,False,-13.69120438726007,-19.35983969626661,False,False
2023-04-18T09:00:00+00:00_L::control1,2023-04-01 06:00:00+00:00,-36.03096987367736,2023-04-01 06:10:00+00:00,fast_failed_launch,0.013982899225468071,10.0,-51.939432335656306,2023-04-01 06:30:00+00:00,transition_colour_exit,0.013982899225468071,30.0,-15.90846246197895,20.0,loss_to_loss,True,True,False,-18.01548493683868,-33.923947398817624,False,False
2023-04-18T09:00:00+00:00_L::control2,2023-04-23 08:00:00+00:00,-51.34343969904527,2023-04-23 09:40:00+00:00,fast_failed_launch,0.24900712416932966,100.0,-65.44618414360994,2023-04-23 10:30:00+00:00,transition_colour_exit,0.24900712416932966,150.0,-14.10274444456467,50.0,loss_to_loss,True,True,False,-25.671719849522635,-39.7744642940873,False,False
2023-04-25T17:00:00+00:00_L::control0,2023-04-30 23:00:00+00:00,-116.84404705653904,2023-05-01 01:40:00+00:00,hard_stop,0.14792467112404376,160.0,-116.84404705653904,2023-05-01 01:40:00+00:00,hard_stop,0.14792467112404376,160.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-04-25T17:00:00+00:00_L::control1,2023-04-25 21:00:00+00:00,233.32179893688075,2023-04-26 19:30:00+00:00,transition_colour_exit,6.125570933365628,1350.0,233.32179893688075,2023-04-26 19:30:00+00:00,transition_colour_exit,6.125570933365628,1350.0,0.0,0.0,win_to_win,False,False,True,0.0,,False,False
2023-04-25T17:00:00+00:00_L::control2,2023-04-25 20:00:00+00:00,367.81910828948105,2023-04-26 19:30:00+00:00,transition_colour_exit,7.908163768964645,1410.0,367.81910828948105,2023-04-26 19:30:00+00:00,transition_colour_exit,7.908163768964645,1410.0,0.0,0.0,win_to_win,False,False,True,0.0,,False,False
2023-04-29T13:00:00+00:00_L::control0,2023-04-18 12:00:00+00:00,-66.849160571385,2023-04-18 14:05:00+00:00,hard_stop,0.8205843693617977,125.0,-66.849160571385,2023-04-18 14:05:00+00:00,hard_stop,0.8205843693617977,125.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-04-29T13:00:00+00:00_L::control1,2023-04-18 14:00:00+00:00,-67.0910051246476,2023-04-18 14:30:00+00:00,hard_stop,0.10346969947123477,30.0,-67.0910051246476,2023-04-18 14:30:00+00:00,hard_stop,0.10346969947123477,30.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-04-29T13:00:00+00:00_L::control2,2023-04-16 16:00:00+00:00,-42.39649417445144,2023-04-16 16:40:00+00:00,hard_stop,0.030910242501350087,40.0,-42.39649417445144,2023-04-16 16:40:00+00:00,hard_stop,0.030910242501350087,40.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-05-01T01:00:00+00:00_S::control0,2023-05-11 03:00:00+00:00,-12.400718477525762,2023-05-11 05:05:00+00:00,fast_failed_launch,0.1434866843491641,125.0,-21.218066655516207,2023-05-11 07:30:00+00:00,transition_colour_exit,0.1434866843491641,270.0,-8.817348177990445,145.0,loss_to_loss,True,True,False,-6.200359238762881,-15.017707416753327,False,False
2023-05-01T01:00:00+00:00_S::control1,2023-05-09 01:00:00+00:00,-41.247896965828076,2023-05-09 01:15:00+00:00,transition_colour_exit,0.01951410461106772,15.0,-41.247896965828076,2023-05-09 01:15:00+00:00,transition_colour_exit,0.01951410461106772,15.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-05-01T01:00:00+00:00_S::control2,2023-05-08 04:00:00+00:00,-28.226308585855005,2023-05-08 05:40:00+00:00,fast_failed_launch,0.16919862095534877,100.0,25.049676975555094,2023-05-08 15:15:00+00:00,transition_colour_exit,0.8779122690816574,675.0,53.275985561410096,575.0,loss_to_win,True,True,False,-14.113154292927502,39.1628312684826,True,False
2023-05-03T20:00:00+00:00_L::control0,2023-05-02 20:00:00+00:00,-23.90408499750766,2023-05-02 21:00:00+00:00,fast_failed_launch,0.4423106489104616,60.0,-32.56627358572778,2023-05-03 00:30:00+00:00,transition_colour_exit,0.595401014779571,270.0,-8.662188588220118,210.0,loss_to_loss,True,True,False,-11.95204249875383,-20.61423108697395,False,False
2023-05-03T20:00:00+00:00_L::control1,2023-05-05 21:00:00+00:00,-20.339063506594787,2023-05-05 23:45:00+00:00,fast_failed_launch,0.7919558055468161,165.0,-24.509544637710643,2023-05-06 02:15:00+00:00,transition_colour_exit,1.6928655310082583,315.0,-4.1704811311158565,150.0,loss_to_loss,True,True,False,-10.169531753297393,-14.340012884413252,False,False
2023-05-03T20:00:00+00:00_L::control2,2023-05-05 20:00:00+00:00,-44.79534537582031,2023-05-05 20:30:00+00:00,fast_failed_launch,0.11364649678694905,30.0,-48.39794330559502,2023-05-06 02:15:00+00:00,transition_colour_exit,1.3213734073137544,375.0,-3.60259792977471,345.0,loss_to_loss,True,True,False,-22.397672687910156,-26.000270617684865,False,False
2023-05-05T13:00:00+00:00_L::control0,2023-05-04 12:00:00+00:00,-54.80234667251849,2023-05-04 12:45:00+00:00,fast_failed_launch,0.2929774926827932,45.0,-54.4937544360134,2023-05-04 13:00:00+00:00,transition_colour_exit,0.2929774926827932,60.0,0.30859223650509193,15.0,loss_to_loss,True,True,False,-27.401173336259244,-27.092581099754156,False,False
2023-05-05T13:00:00+00:00_L::control1,2023-05-10 15:00:00+00:00,-101.81249280376556,2023-05-10 17:15:00+00:00,hard_stop,0.8892481177423794,135.0,-101.81249280376556,2023-05-10 17:15:00+00:00,hard_stop,0.8892481177423794,135.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-05-05T13:00:00+00:00_L::control2,2023-05-29 14:00:00+00:00,-92.11449027868522,2023-05-29 15:00:00+00:00,hard_stop,0.1689272275753979,60.0,-92.11449027868522,2023-05-29 15:00:00+00:00,hard_stop,0.1689272275753979,60.0,0.0,0.0,loss_to_loss,False,False,False,0.0,,False,False
2023-05-15T01:00:00+00:00_L::control0,2023-05-27 05:00:00+00:00,-30.87443946188341,2023-05-27 05:40:00+00:00,fast_failed_launch,0.0296398466336056,40.0,-31.677877428998507,2023-05-27 08:00:00+00:00,transition_colour_exit,0.0296398466336056,180.0,-0.803437967115098,140.0,loss_to_loss,True,True,False,-15.437219730941704,-16.2406576980568,False,False
2023-05-15T01:00:00+00:00_L::control1,2023-05-23 05:00:00+00:00,-38.8097620839025,2023-05-23 06:35:00+00:00,fast_failed_launch,0.2839897814146873,95.0,-47.55721454816395,2023-05-23 13:00:00+00:00,transition_colour_exit,0.2839897814146873,480.0,-8.74745246426145,385.0,loss_to_loss,True,True,False,-19.40488104195125,-28.1523335062127,False,False
2023-05-15T01:00:00+00:00_L::control2,2023-05-21 03:00:00+00:00,-20.809707658730304,2023-05-21 04:05:00+00:00,fast_failed_launch,0.0865928215667531,65.0,-33.32337147547138,2023-05-21 06:00:00+00:00,transition_colour_exit,0.0865928215667531,180.0,-12.51366381674108,115.0,loss_to_loss,True,True,False,-10.404853829365152,-22.918517646106228,False,False
