event_id,mother_decision_time,before,after,difference
2023-01-02T02:00:00+00:00_L,2023-01-02 03:00:00+00:00,0.00264176990083498,0.00264176990083498,0.0
2023-01-06T00:00:00+00:00_L,2023-01-06 01:00:00+00:00,-0.0040164279571806,-0.0040164279571806,0.0
2023-01-08T14:00:00+00:00_L,2023-01-08 15:00:00+00:00,-0.003397842486154377,-0.003397842486154377,0.0
2023-01-08T20:00:00+00:00_L,2023-01-08 21:00:00+00:00,0.012602325293608054,0.012602325293608054,0.0
2023-01-18T15:00:00+00:00_S,2023-01-18 16:00:00+00:00,-0.0007115607705912557,0.0036505904950269097,0.004362151265618165
2023-01-23T10:00:00+00:00_L,2023-01-23 11:00:00+00:00,-0.0038330925580806648,-0.006019710109505458,-0.002186617551424793
2023-01-23T20:00:00+00:00_L,2023-01-23 21:00:00+00:00,-0.007710365072541177,-0.007239205673019719,0.0004711593995214581
2023-01-25T20:00:00+00:00_L,2023-01-25 21:00:00+00:00,0.0044804279305790135,0.0044804279305790135,0.0
2023-01-27T16:00:00+00:00_L,2023-01-27 17:00:00+00:00,-0.003927798333275701,-0.005352034994294408,-0.0014242366610187074
2023-01-28T20:00:00+00:00_S,2023-01-28 21:00:00+00:00,-0.0031843698020534977,-0.0031843698020534977,0.0
2023-01-30T09:00:00+00:00_S,2023-01-30 10:00:00+00:00,-0.0004823203252663484,0.005407311594296629,0.005889631919562977
2023-02-05T11:00:00+00:00_S,2023-02-05 12:00:00+00:00,0.014954740262798473,0.014954740262798473,0.0
2023-02-07T09:00:00+00:00_L,2023-02-07 10:00:00+00:00,-0.003738004510121704,-0.004287648436447692,-0.000549643926325988
2023-02-11T21:00:00+00:00_L,2023-02-11 22:00:00+00:00,-0.0026093705614456284,-0.0031912507216230335,-0.0005818801601774051
2023-02-13T01:00:00+00:00_S,2023-02-13 02:00:00+00:00,-0.004219919401266552,-0.005956246401842257,-0.0017363270005757046
2023-02-13T08:00:00+00:00_S,2023-02-13 09:00:00+00:00,0.0027875303248614553,0.0027875303248614553,0.0
2023-02-14T08:00:00+00:00_S,2023-02-14 09:00:00+00:00,-0.004645612385521955,-0.005131870411083917,-0.0004862580255619621
2023-02-16T23:00:00+00:00_S,2023-02-17 00:00:00+00:00,-0.016421890293203966,-0.014706923698880802,0.0017149665943231637
2023-02-19T17:00:00+00:00_S,2023-02-19 18:00:00+00:00,-0.008457121511286622,-0.006170651910659381,0.002286469600627241
