symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars
0G_USDT_SWAP,314,2026-08-09T08:30:00+00:00,303,2026-08-09T05:45:00+00:00,12,0.6137507557868958,0.42967233061790466,0.29741647839546204,0.7487277388572693,0.689980685710907,308,311,309.5,2026-08-09T07:00:00+00:00,2026-08-09T07:45:00+00:00,2026-08-09T07:30:00+00:00,4,3
0G_USDT_SWAP,314,2026-08-09T08:30:00+00:00,302,2026-08-09T05:30:00+00:00,13,0.5707484483718872,0.3893936276435852,0.316171795129776,0.7685332298278809,0.7157593369483948,307,311,309.0,2026-08-09T06:45:00+00:00,2026-08-09T07:45:00+00:00,2026-08-09T07:15:00+00:00,5,3
0G_USDT_SWAP,314,2026-08-09T08:30:00+00:00,301,2026-08-09T05:15:00+00:00,14,0.4037158489227295,0.3511698544025421,0.3134220540523529,0.7836595177650452,0.6890416145324707,306,311,308.5,2026-08-09T06:30:00+00:00,2026-08-09T07:45:00+00:00,2026-08-09T07:00:00+00:00,6,3
0G_USDT_SWAP,314,2026-08-09T08:30:00+00:00,298,2026-08-09T04:30:00+00:00,17,0.27711808681488037,0.36352404952049255,0.33897340297698975,0.7567325830459595,0.5828240513801575,304,310,307.0,2026-08-09T06:00:00+00:00,2026-08-09T07:30:00+00:00,2026-08-09T06:45:00+00:00,7,4
0G_USDT_SWAP,314,2026-08-09T08:30:00+00:00,296,2026-08-09T04:00:00+00:00,19,0.3157155513763428,0.36120033264160156,0.2813631296157837,0.7443370223045349,0.5886026620864868,302,309,305.5,2026-08-09T05:30:00+00:00,2026-08-09T07:15:00+00:00,2026-08-09T06:30:00+00:00,8,5
0G_USDT_SWAP,315,2026-08-09T08:45:00+00:00,304,2026-08-09T06:00:00+00:00,12,0.6724722385406494,0.3533065915107727,0.24725160002708435,0.7453295588493347,0.6929875612258911,308,312,310.0,2026-08-09T07:00:00+00:00,2026-08-09T08:00:00+00:00,2026-08-09T07:30:00+00:00,5,3
0G_USDT_SWAP,315,2026-08-09T08:45:00+00:00,304,2026-08-09T06:00:00+00:00,12,0.5486049056053162,0.4287175238132477,0.30801352858543396,0.7472819685935974,0.692430853843689,309,312,310.5,2026-08-09T07:15:00+00:00,2026-08-09T08:00:00+00:00,2026-08-09T07:30:00+00:00,4,3
0G_USDT_SWAP,315,2026-08-09T08:45:00+00:00,303,2026-08-09T05:45:00+00:00,13,0.6028710603713989,0.38849470019340515,0.26166075468063354,0.7736472487449646,0.7170071005821228,308,312,310.0,2026-08-09T07:00:00+00:00,2026-08-09T08:00:00+00:00,2026-08-09T07:30:00+00:00,5,3
0G_USDT_SWAP,315,2026-08-09T08:45:00+00:00,302,2026-08-09T05:30:00+00:00,14,0.6925221085548401,0.3672938942909241,0.28062546253204346,0.7677369117736816,0.6986181139945984,307,312,309.5,2026-08-09T06:45:00+00:00,2026-08-09T08:00:00+00:00,2026-08-09T07:30:00+00:00,6,3
0G_USDT_SWAP,315,2026-08-09T08:45:00+00:00,301,2026-08-09T05:15:00+00:00,15,0.3300456404685974,0.3712158203125,0.2714559733867645,0.774737536907196,0.6895636916160583,306,312,309.0,2026-08-09T06:30:00+00:00,2026-08-09T08:00:00+00:00,2026-08-09T07:15:00+00:00,7,3
