symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars,event_id,raw_detection_count,event_conf_max,event_decision_first,event_decision_last,window_lengths_seen
APR_USDT_SWAP,307,2026-08-09T06:45:00+00:00,289,2026-08-09T02:15:00+00:00,19,0.46483367681503296,0.36868125200271606,0.5103553533554077,0.7417868971824646,0.6307362914085388,296,302,299.0,2026-08-09T04:00:00+00:00,2026-08-09T05:30:00+00:00,2026-08-09T04:45:00+00:00,7,5,1b4c4f622f490df1,5,0.46483367681503296,2026-08-09T06:45:00+00:00,2026-08-09T07:15:00+00:00,"[16, 18, 19]"
ASTER_USDT_SWAP,307,2026-08-09T06:45:00+00:00,291,2026-08-09T02:45:00+00:00,17,0.4772457778453827,0.36171644926071167,0.493745893239975,0.7773638963699341,0.5623735785484314,297,304,300.5,2026-08-09T04:15:00+00:00,2026-08-09T06:00:00+00:00,2026-08-09T05:00:00+00:00,8,3,cf8d80da10a2cde7,20,0.6139698028564453,2026-08-09T06:45:00+00:00,2026-08-09T07:45:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
AZTEC_USDT_SWAP,307,2026-08-09T06:45:00+00:00,290,2026-08-09T02:30:00+00:00,18,0.38503387570381165,0.3916570246219635,0.48739638924598694,0.7870156764984131,0.5412147045135498,297,303,300.0,2026-08-09T04:15:00+00:00,2026-08-09T05:45:00+00:00,2026-08-09T05:00:00+00:00,7,4,8c16dd3e822cd20f,6,0.4761159121990204,2026-08-09T06:45:00+00:00,2026-08-09T07:15:00+00:00,"[15, 17, 18, 19]"
ETC_USDT_SWAP,307,2026-08-09T06:45:00+00:00,289,2026-08-09T02:15:00+00:00,19,0.5605268478393555,0.3720949590206146,0.467207133769989,0.7355728149414062,0.551426112651825,296,302,299.0,2026-08-09T04:00:00+00:00,2026-08-09T05:30:00+00:00,2026-08-09T04:45:00+00:00,7,5,784866836053445f,14,0.5605268478393555,2026-08-09T06:45:00+00:00,2026-08-09T08:00:00+00:00,"[16, 17, 18, 19]"
MANA_USDT_SWAP,307,2026-08-09T06:45:00+00:00,289,2026-08-09T02:15:00+00:00,19,0.41507667303085327,0.367493212223053,0.4682503044605255,0.7389981746673584,0.5582553148269653,296,302,299.0,2026-08-09T04:00:00+00:00,2026-08-09T05:30:00+00:00,2026-08-09T04:45:00+00:00,7,5,732aa5859caf3600,6,0.6221403479576111,2026-08-09T06:45:00+00:00,2026-08-09T07:45:00+00:00,"[17, 18, 19]"
OL_USDT_SWAP,307,2026-08-09T06:45:00+00:00,289,2026-08-09T02:15:00+00:00,19,0.7107824683189392,0.37041032314300537,0.49542176723480225,0.7397665977478027,0.6393963694572449,296,302,299.0,2026-08-09T04:00:00+00:00,2026-08-09T05:30:00+00:00,2026-08-09T04:45:00+00:00,7,5,e106755269e1b3d9,26,0.8038349747657776,2026-08-09T06:45:00+00:00,2026-08-09T07:15:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
SPX_USDT_SWAP,307,2026-08-09T06:45:00+00:00,289,2026-08-09T02:15:00+00:00,19,0.31630831956863403,0.3658372759819031,0.43183016777038574,0.7362542748451233,0.6210411190986633,296,302,299.0,2026-08-09T04:00:00+00:00,2026-08-09T05:30:00+00:00,2026-08-09T04:45:00+00:00,7,5,910a64d1015d0d7c,3,0.36183544993400574,2026-08-09T06:45:00+00:00,2026-08-09T07:30:00+00:00,"[18, 19]"
WLD_USDT_SWAP,307,2026-08-09T06:45:00+00:00,290,2026-08-09T02:30:00+00:00,18,0.29758137464523315,0.3403030037879944,0.32730281352996826,0.7097274661064148,0.689541757106781,296,302,299.0,2026-08-09T04:00:00+00:00,2026-08-09T05:30:00+00:00,2026-08-09T04:45:00+00:00,7,5,6cd1a4afe94ae5b3,3,0.29758137464523315,2026-08-09T06:45:00+00:00,2026-08-09T07:15:00+00:00,"[18, 19]"
PI_USDT_SWAP,308,2026-08-09T07:00:00+00:00,291,2026-08-09T02:45:00+00:00,18,0.3077463209629059,0.33128663897514343,0.2632043659687042,0.722565233707428,0.43982335925102234,297,303,300.0,2026-08-09T04:15:00+00:00,2026-08-09T05:45:00+00:00,2026-08-09T05:00:00+00:00,7,5,93addda5c956dcad,5,0.4592127203941345,2026-08-09T07:00:00+00:00,2026-08-09T07:15:00+00:00,"[17, 18, 19]"
AERO_USDT_SWAP,309,2026-08-09T07:15:00+00:00,291,2026-08-09T02:45:00+00:00,19,0.3120783865451813,0.3736821115016937,0.5479511022567749,0.7380353808403015,0.6137970089912415,298,304,301.0,2026-08-09T04:30:00+00:00,2026-08-09T06:00:00+00:00,2026-08-09T05:15:00+00:00,7,5,c37d6c64e669b108,1,0.3120783865451813,2026-08-09T07:15:00+00:00,2026-08-09T07:15:00+00:00,[19]
H_USDT_SWAP,309,2026-08-09T07:15:00+00:00,295,2026-08-09T03:45:00+00:00,15,0.5412744879722595,0.36919865012168884,0.21039021015167236,0.8104034662246704,0.528312087059021,300,306,303.0,2026-08-09T05:00:00+00:00,2026-08-09T06:30:00+00:00,2026-08-09T05:45:00+00:00,7,3,f68ec0ac2c8c7d8a,29,0.6660659313201904,2026-08-09T07:15:00+00:00,2026-08-09T08:30:00+00:00,"[14, 15, 16, 17, 18, 19]"
OL_USDT_SWAP,309,2026-08-09T07:15:00+00:00,298,2026-08-09T04:30:00+00:00,12,0.5294668078422546,0.4274728298187256,0.5053297281265259,0.7488795518875122,0.5979214310646057,303,306,304.5,2026-08-09T05:45:00+00:00,2026-08-09T06:30:00+00:00,2026-08-09T06:00:00+00:00,4,3,e996e86497a8034a,66,0.9172791838645935,2026-08-09T07:15:00+00:00,2026-08-09T08:45:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
PI_USDT_SWAP,310,2026-08-09T07:30:00+00:00,299,2026-08-09T04:45:00+00:00,12,0.7338578104972839,0.41992712020874023,0.3163330852985382,0.7516193389892578,0.4582293629646301,304,307,305.5,2026-08-09T06:00:00+00:00,2026-08-09T06:45:00+00:00,2026-08-09T06:30:00+00:00,4,3,43b047278ea8ba0d,77,0.8693857192993164,2026-08-09T07:30:00+00:00,2026-08-09T09:00:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
ZAMA_USDT_SWAP,310,2026-08-09T07:30:00+00:00,292,2026-08-09T03:00:00+00:00,19,0.51106858253479,0.3603273332118988,0.22912625968456268,0.7459142804145813,0.5389754176139832,298,306,302.0,2026-08-09T04:30:00+00:00,2026-08-09T06:30:00+00:00,2026-08-09T05:30:00+00:00,9,4,a381a2f646204718,15,0.5881670713424683,2026-08-09T07:30:00+00:00,2026-08-09T07:45:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
ASTER_USDT_SWAP,311,2026-08-09T07:45:00+00:00,300,2026-08-09T05:00:00+00:00,12,0.3918215334415436,0.42202526330947876,0.5140000581741333,0.7549655437469482,0.5688976049423218,305,308,306.5,2026-08-09T06:15:00+00:00,2026-08-09T07:00:00+00:00,2026-08-09T06:30:00+00:00,4,3,6140d92ebbd78922,39,0.7229299545288086,2026-08-09T07:45:00+00:00,2026-08-09T09:15:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
COMP_USDT_SWAP,312,2026-08-09T08:00:00+00:00,301,2026-08-09T05:15:00+00:00,12,0.26264482736587524,0.42244386672973633,0.47362226247787476,0.7626739740371704,0.5218149423599243,306,309,307.5,2026-08-09T06:30:00+00:00,2026-08-09T07:15:00+00:00,2026-08-09T07:00:00+00:00,4,3,fdc2962cb5828c2e,31,0.8138318061828613,2026-08-09T08:00:00+00:00,2026-08-09T09:30:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
