fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe
2023H1,340,9.132267584661216,-10.867732415338791,-56.74862422325287,0.3205882352941177,0.787377700227993,-0.7040983141891861,-0.7103181947106381,16.0,148.2992335288154,421.39461268997036,0.5438744224959272
2023H2,369,4.330338851291442,-15.669661148708565,-45.4480999411788,0.3089430894308943,0.6149844425151116,-0.8761184717782438,-0.8768046843509906,16.0,90.7047344884497,220.32021239973386,0.4749148818555846
2024H1,342,-3.8582324486615938,-23.858232448661603,-68.03860181303799,0.2777777777777778,0.6116508811519489,-0.7697917958414037,-0.7728082240071515,15.0,149.19906905589988,398.1844046204397,0.5258549237629865
2024H2,340,8.513174297552556,-11.486825702447451,-66.94529594058305,0.35,0.803390905811506,-0.4082957361419025,-0.534773976399731,17.0,155.11669694350476,374.0441176470588,0.5428784900216981
