event_key,asset_old,venue_old,symbol_old,timeframe_min_old,entry_time_old,exit_time_old,censored_old,net_r_old,mfe_r_old,net_return_old,exit_reason_old,score_old,gate_known_old,gate_passed_old,reference_risk_fraction_old,volume_ratio_old,asset_new,venue_new,symbol_new,timeframe_min_new,entry_time_new,exit_time_new,censored_new,net_r_new,mfe_r_new,net_return_new,exit_reason_new,score_new,gate_known_new,gate_passed_new,reference_risk_fraction_new,volume_ratio_new,_merge,tail_status
binance_240m_154d70e98a3638a0:5153:1,BOME,binance,BOMEUSDT,240,2026-07-23 16:00:00+00:00,2026-08-22 04:00:00+00:00,False,17.541650887573958,33.24852071005916,1.3290916834790405,trailing_stop,-0.0757677650750952,True,False,0.0757677650750952,6.638290670241503,,,,,,,,,,,,,,,,,left_only,lost
binance_240m_1f9883b64d622516:1153:1,PENGU,binance,PENGUUSDT,240,2025-06-28 04:00:00+00:00,2025-07-30 16:00:00+00:00,False,14.49920921770769,21.6628259551243,2.193101816180517,trailing_stop,-0.1511787909366113,True,False,0.1511787909366113,5.2305044007268044,,,,,,,,,,,,,,,,,left_only,lost
binance_240m_202c113ee7c2739a:2638:1,IOTA,binance,IOTAUSDT,240,2024-11-11 20:00:00+00:00,2024-12-09 20:00:00+00:00,False,20.93107266435989,42.102076124567525,1.6873305439330548,trailing_stop,-0.0799720865317515,False,False,0.0799720865317515,1.7234676371476814,,,,,,,,,,,,,,,,,left_only,lost
binance_240m_28f201470eba54b4:4079:1,CFX,binance,CFXUSDT,240,2025-07-10 00:00:00+00:00,2025-07-22 16:00:00+00:00,False,20.628185089974355,44.58097686375332,1.0263960092095172,trailing_stop,-0.0496354100038377,True,False,0.0496354100038377,1.598253164298138,,,,,,,,,,,,,,,,,left_only,lost
binance_240m_4cd0a68b30b5fe39:2605:1,ADA,binance,ADAUSDT,240,2024-11-06 08:00:00+00:00,2024-12-09 20:00:00+00:00,False,20.532739393939412,29.369696969696992,1.8832140077821016,trailing_stop,-0.0914651098137336,False,False,0.0914651098137336,2.8633585997906965,,,,,,,,,,,,,,,,,left_only,lost
binance_240m_54e497d887e50e50:3054:1,BMT,binance,BMTUSDT,240,2026-08-08 20:00:00+00:00,2026-08-10 12:00:00+00:00,False,17.886149253731332,45.447761194029816,0.9120030441400304,trailing_stop,-0.0509893455098934,True,False,0.0509893455098934,2.3891632082466305,,,,,,,,,,,,,,,,,left_only,lost
binance_240m_564c70d633a34056:5758:1,APE,binance,APEUSDT,240,2026-04-15 20:00:00+00:00,2026-04-24 20:00:00+00:00,False,11.00223333333335,20.116666666666696,0.707539121114684,trailing_stop,-0.0643086816720256,True,False,0.0643086816720256,1.8447789823157248,,,,,,,,,,,,,,,,,left_only,lost
binance_240m_6c7fb254f200c7dc:1139:1,BEAT,binance,BEATUSDT,240,2026-05-21 16:00:00+00:00,2026-06-13 00:00:00+00:00,False,38.52565095003522,76.12526389866298,7.275076411960134,trailing_stop,-0.1887293992557149,True,False,0.1887293992557149,6.362205826931537,,,,,,,,,,,,,,,,,left_only,lost
binance_240m_6fe148c017edb3ea:2605:1,XRP,binance,XRPUSDT,240,2024-11-06 08:00:00+00:00,2024-12-09 20:00:00+00:00,False,50.11397553516827,72.76758409785944,3.0544771668219948,trailing_stop,-0.0607755406413123,False,False,0.0607755406413123,3.652303178004865,,,,,,,,,,,,,,,,,left_only,lost
binance_240m_7fe68b1c338ef8b9:6510:1,ETH,binance,ETHUSDT,240,2026-08-19 04:00:00+00:00,2026-09-02 08:00:00+00:00,False,15.315953719008256,21.659504132231408,0.2424171201339471,trailing_stop,-0.0158329016696229,True,True,0.0158329016696229,1.2022713344605092,ETH,binance,ETHUSDT,240,2026-08-19 04:00:00+00:00,2026-09-02 08:00:00+00:00,False,15.315953719008256,21.659504132231408,0.2424171201339471,trailing_stop,-0.0158329016696229,True,True,0.0158329016696229,1.2022713344605092,both,retained
