symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars
0G_USDT_SWAP,379,2026-05-03T02:00:00+00:00,368,2026-05-02T23:15:00+00:00,12,0.39054346084594727,0.4269217550754547,0.3927379548549652,0.753366231918335,0.6037430763244629,373,376,374.5,2026-05-03T00:30:00+00:00,2026-05-03T01:15:00+00:00,2026-05-03T00:45:00+00:00,4,3
0G_USDT_SWAP,380,2026-05-03T02:15:00+00:00,369,2026-05-02T23:30:00+00:00,12,0.6409592032432556,0.42652377486228943,0.4378366768360138,0.7499086260795593,0.6486823558807373,374,377,375.5,2026-05-03T00:45:00+00:00,2026-05-03T01:30:00+00:00,2026-05-03T01:15:00+00:00,4,3
0G_USDT_SWAP,380,2026-05-03T02:15:00+00:00,368,2026-05-02T23:15:00+00:00,13,0.5612897872924805,0.3893325924873352,0.39379751682281494,0.772556722164154,0.6497362852096558,373,377,375.0,2026-05-03T00:30:00+00:00,2026-05-03T01:30:00+00:00,2026-05-03T01:00:00+00:00,5,3
0G_USDT_SWAP,381,2026-05-03T02:30:00+00:00,369,2026-05-02T23:30:00+00:00,13,0.27044305205345154,0.39421534538269043,0.4372560679912567,0.7696423530578613,0.6634836196899414,374,378,376.0,2026-05-03T00:45:00+00:00,2026-05-03T01:45:00+00:00,2026-05-03T01:15:00+00:00,5,3
0G_USDT_SWAP,381,2026-05-03T02:30:00+00:00,368,2026-05-02T23:15:00+00:00,14,0.5550445318222046,0.36627671122550964,0.401639848947525,0.7859966158866882,0.6543464660644531,373,378,375.5,2026-05-03T00:30:00+00:00,2026-05-03T01:45:00+00:00,2026-05-03T01:15:00+00:00,6,3
0G_USDT_SWAP,381,2026-05-03T02:30:00+00:00,367,2026-05-02T23:00:00+00:00,15,0.4499599039554596,0.360122412443161,0.38682880997657776,0.7942708730697632,0.6573556661605835,372,378,375.0,2026-05-03T00:15:00+00:00,2026-05-03T01:45:00+00:00,2026-05-03T01:00:00+00:00,7,3
0G_USDT_SWAP,381,2026-05-03T02:30:00+00:00,365,2026-05-02T22:30:00+00:00,17,0.42262110114097595,0.35519513487815857,0.36539825797080994,0.7627143859863281,0.6496426463127136,371,377,374.0,2026-05-03T00:00:00+00:00,2026-05-03T01:30:00+00:00,2026-05-03T00:45:00+00:00,7,4
0G_USDT_SWAP,381,2026-05-03T02:30:00+00:00,364,2026-05-02T22:15:00+00:00,18,0.337516725063324,0.3363032042980194,0.33418580889701843,0.7180434465408325,0.6045260429382324,370,376,373.0,2026-05-02T23:45:00+00:00,2026-05-03T01:15:00+00:00,2026-05-03T00:30:00+00:00,7,5
0G_USDT_SWAP,382,2026-05-03T02:45:00+00:00,370,2026-05-02T23:45:00+00:00,13,0.5524449348449707,0.3914491832256317,0.48449212312698364,0.7725416421890259,0.6620267033576965,375,379,377.0,2026-05-03T01:00:00+00:00,2026-05-03T02:00:00+00:00,2026-05-03T01:30:00+00:00,5,3
0G_USDT_SWAP,382,2026-05-03T02:45:00+00:00,369,2026-05-02T23:30:00+00:00,14,0.3982713520526886,0.3649595081806183,0.43589916825294495,0.7877627611160278,0.6596922874450684,374,379,376.5,2026-05-03T00:45:00+00:00,2026-05-03T02:00:00+00:00,2026-05-03T01:15:00+00:00,6,3
0G_USDT_SWAP,382,2026-05-03T02:45:00+00:00,367,2026-05-02T23:00:00+00:00,16,0.26320648193359375,0.3158608078956604,0.3871074616909027,0.7559613585472107,0.6626838445663452,372,378,375.0,2026-05-03T00:15:00+00:00,2026-05-03T01:45:00+00:00,2026-05-03T01:00:00+00:00,7,4
0G_USDT_SWAP,382,2026-05-03T02:45:00+00:00,366,2026-05-02T22:45:00+00:00,17,0.4312543570995331,0.3489161431789398,0.3866845369338989,0.7647473812103271,0.6610053777694702,372,378,375.0,2026-05-03T00:15:00+00:00,2026-05-03T01:45:00+00:00,2026-05-03T01:00:00+00:00,7,4
0G_USDT_SWAP,383,2026-05-03T03:00:00+00:00,372,2026-05-03T00:15:00+00:00,12,0.3342202305793762,0.430117130279541,0.5131646394729614,0.7451989650726318,0.6420625448226929,377,380,378.5,2026-05-03T01:30:00+00:00,2026-05-03T02:15:00+00:00,2026-05-03T01:45:00+00:00,4,3
