symbol,decision_i,decision_time,window_start_i,window_start_time,window_len,conf,x1n,y1n,x2n,y2n,core_start_i,core_end_i,core_mid_i,core_start_time,core_end_time,core_mid_time,predicted_core_bars,decision_delay_bars,event_id,raw_detection_count,event_conf_max,event_decision_first,event_decision_last,window_lengths_seen
ACU_USDT_SWAP,372,2026-05-03T00:15:00+00:00,354,2026-05-02T19:45:00+00:00,19,0.7962068319320679,0.37094077467918396,0.3458450138568878,0.7420997023582458,0.5184330344200134,361,367,364.0,2026-05-02T21:30:00+00:00,2026-05-02T23:00:00+00:00,2026-05-02T22:15:00+00:00,7,5,c2ad8ca0cc617e58,27,0.8463513255119324,2026-05-03T00:15:00+00:00,2026-05-03T00:45:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
ARB_USDT_SWAP,372,2026-05-03T00:15:00+00:00,361,2026-05-02T21:30:00+00:00,12,0.5463683605194092,0.4192517399787903,0.3141443133354187,0.7502740025520325,0.44243258237838745,366,369,367.5,2026-05-02T22:45:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T23:15:00+00:00,4,3,56318d49ca089ae3,72,0.8910273313522339,2026-05-03T00:15:00+00:00,2026-05-03T01:45:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
BARD_USDT_SWAP,372,2026-05-03T00:15:00+00:00,359,2026-05-02T21:00:00+00:00,14,0.528950572013855,0.34569570422172546,0.40064331889152527,0.7805055975914001,0.5082095265388489,363,369,366.0,2026-05-02T22:00:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T22:45:00+00:00,7,3,2d0fb18934f69aa2,45,0.8500084280967712,2026-05-03T00:15:00+00:00,2026-05-03T01:15:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
CC_USDT_SWAP,372,2026-05-03T00:15:00+00:00,354,2026-05-02T19:45:00+00:00,19,0.6961120963096619,0.36905476450920105,0.4911871552467346,0.741891086101532,0.569611132144928,361,367,364.0,2026-05-02T21:30:00+00:00,2026-05-02T23:00:00+00:00,2026-05-02T22:15:00+00:00,7,5,e55596167af450db,20,0.7324317097663879,2026-05-03T00:15:00+00:00,2026-05-03T00:45:00+00:00,"[13, 14, 15, 16, 17, 18, 19]"
COAI_USDT_SWAP,372,2026-05-03T00:15:00+00:00,356,2026-05-02T20:15:00+00:00,17,0.6053608059883118,0.36376628279685974,0.39230531454086304,0.7694064974784851,0.8148177266120911,362,368,365.0,2026-05-02T21:45:00+00:00,2026-05-02T23:15:00+00:00,2026-05-02T22:30:00+00:00,7,4,4900f4a283357614,23,0.6637588739395142,2026-05-03T00:15:00+00:00,2026-05-03T01:30:00+00:00,"[16, 17, 18, 19]"
CRO_USDT_SWAP,372,2026-05-03T00:15:00+00:00,354,2026-05-02T19:45:00+00:00,19,0.28970441222190857,0.3629252314567566,0.48233118653297424,0.7513406276702881,0.5310903787612915,360,368,364.0,2026-05-02T21:15:00+00:00,2026-05-02T23:15:00+00:00,2026-05-02T22:15:00+00:00,9,4,bed13a6d9e9f3383,4,0.3202987015247345,2026-05-03T00:15:00+00:00,2026-05-03T01:00:00+00:00,"[16, 18, 19]"
DASH_USDT_SWAP,372,2026-05-03T00:15:00+00:00,359,2026-05-02T21:00:00+00:00,14,0.5780848860740662,0.3492298126220703,0.36582285165786743,0.7844625115394592,0.5162016153335571,364,369,366.5,2026-05-02T22:15:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T22:45:00+00:00,6,3,350818e4c2b47bb4,23,0.7307024002075195,2026-05-03T00:15:00+00:00,2026-05-03T00:45:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
ENJ_USDT_SWAP,372,2026-05-03T00:15:00+00:00,356,2026-05-02T20:15:00+00:00,17,0.7560514807701111,0.36050134897232056,0.36820974946022034,0.7571513056755066,0.5212307572364807,362,368,365.0,2026-05-02T21:45:00+00:00,2026-05-02T23:15:00+00:00,2026-05-02T22:30:00+00:00,7,4,7fa32e9cf7d8f22e,37,0.7967917919158936,2026-05-03T00:15:00+00:00,2026-05-03T01:00:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
ENSO_USDT_SWAP,372,2026-05-03T00:15:00+00:00,355,2026-05-02T20:00:00+00:00,18,0.4079027771949768,0.33616626262664795,0.33593782782554626,0.7113873958587646,0.5218674540519714,361,367,364.0,2026-05-02T21:30:00+00:00,2026-05-02T23:00:00+00:00,2026-05-02T22:15:00+00:00,7,5,f230cdb2906931a3,9,0.8374053239822388,2026-05-03T00:15:00+00:00,2026-05-03T00:45:00+00:00,"[12, 13, 15, 18, 19]"
GALA_USDT_SWAP,372,2026-05-03T00:15:00+00:00,354,2026-05-02T19:45:00+00:00,19,0.8027806282043457,0.3618658483028412,0.3584350645542145,0.7452356219291687,0.5152654647827148,360,367,363.5,2026-05-02T21:15:00+00:00,2026-05-02T23:00:00+00:00,2026-05-02T22:15:00+00:00,8,5,bd5c94f3280b69eb,27,0.8745534420013428,2026-05-03T00:15:00+00:00,2026-05-03T00:45:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
GMT_USDT_SWAP,372,2026-05-03T00:15:00+00:00,358,2026-05-02T20:45:00+00:00,15,0.5798671245574951,0.3785451650619507,0.44504350423812866,0.8022677302360535,0.562042236328125,363,369,366.0,2026-05-02T22:00:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T22:45:00+00:00,7,3,8245f57b054387c9,48,0.8639581203460693,2026-05-03T00:15:00+00:00,2026-05-03T01:15:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
HYPE_USDT_SWAP,372,2026-05-03T00:15:00+00:00,354,2026-05-02T19:45:00+00:00,19,0.7286475896835327,0.3618594706058502,0.43417346477508545,0.7461099028587341,0.5586069822311401,360,368,364.0,2026-05-02T21:15:00+00:00,2026-05-02T23:15:00+00:00,2026-05-02T22:15:00+00:00,9,4,98faefaf7cffe81f,17,0.7286475896835327,2026-05-03T00:15:00+00:00,2026-05-03T00:45:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
LINEA_USDT_SWAP,372,2026-05-03T00:15:00+00:00,355,2026-05-02T20:00:00+00:00,18,0.33875685930252075,0.3337518870830536,0.3918539881706238,0.7168443202972412,0.5569806098937988,361,367,364.0,2026-05-02T21:30:00+00:00,2026-05-02T23:00:00+00:00,2026-05-02T22:15:00+00:00,7,5,4cc611515f55332b,7,0.5319821834564209,2026-05-03T00:15:00+00:00,2026-05-03T00:30:00+00:00,"[12, 15, 17, 18, 19]"
LTC_USDT_SWAP,372,2026-05-03T00:15:00+00:00,354,2026-05-02T19:45:00+00:00,19,0.4304255247116089,0.3685646951198578,0.43300727009773254,0.7407800555229187,0.5180715918540955,361,367,364.0,2026-05-02T21:30:00+00:00,2026-05-02T23:00:00+00:00,2026-05-02T22:15:00+00:00,7,5,865cb175b6c2af6e,15,0.4832645058631897,2026-05-03T00:15:00+00:00,2026-05-03T01:00:00+00:00,"[13, 15, 17, 18, 19]"
MASK_USDT_SWAP,372,2026-05-03T00:15:00+00:00,360,2026-05-02T21:15:00+00:00,13,0.5807166695594788,0.3854587972164154,0.46170032024383545,0.7762676477432251,0.5310724377632141,365,369,367.0,2026-05-02T22:30:00+00:00,2026-05-02T23:30:00+00:00,2026-05-02T23:00:00+00:00,5,3,00ff1dfdce4c939b,16,0.5807166695594788,2026-05-03T00:15:00+00:00,2026-05-03T00:45:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
PENGU_USDT_SWAP,372,2026-05-03T00:15:00+00:00,354,2026-05-02T19:45:00+00:00,19,0.8618636131286621,0.361897349357605,0.286713182926178,0.7421857118606567,0.5585542321205139,360,367,363.5,2026-05-02T21:15:00+00:00,2026-05-02T23:00:00+00:00,2026-05-02T22:15:00+00:00,8,5,f8b01e5c017fe102,26,0.8618636131286621,2026-05-03T00:15:00+00:00,2026-05-03T00:45:00+00:00,"[12, 13, 14, 15, 16, 17, 18, 19]"
