signal_i,signal_bar_open,entry_i,entry_time,side,entry_price,initial_stop,initial_risk,initial_risk_frac,protection,mfe_r,trail_armed,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,exit_time_precision,account_equity_before,account_equity_after,timeframe,stream,arm,fold,event_key,lower_timeframe,rv,volatility,same_hit,same_score,same_detection_id,same_inference_key,same_raw_boxes,lower_hit,lower_score,lower_detection_id,lower_inference_key,lower_raw_boxes
21227,2026-08-26 09:21:00+00:00,21228,2026-08-26 09:24:00+00:00,-1,2445.46,2459.27,13.809999999999945,0.005647199299927189,2459.27,0.2679217958001327,False,21252,2026-08-26 10:36:00+00:00,2459.27,initial_stop,-0.005647199299927186,-0.007647199299927186,-1.0,-1.3541578566256345,False,bar_open_or_intrabar_window,0.9080897918444648,0.9011454482240008,3m,3m,v9,full,ETH_3m_1787736060000_-1,1m,5.828154712443944,0.0015693701888564,False,0.0,,3m_1787736240000,0,False,0.0,,1m_1787736240000,0
21293,2026-08-26 12:39:00+00:00,21294,2026-08-26 12:42:00+00:00,-1,2456.55,2471.67,15.11999999999989,0.006154973438358629,2471.67,1.6891534391534488,False,21392,2026-08-26 17:36:00+00:00,2461.87,opposite_v6_next_open,-0.0021656388023854056,-0.004165638802385406,-0.35185185185183515,-0.6767923280423243,False,bar_open_or_intrabar_window,0.9011454482240008,0.8973916017782859,3m,3m,v9,full,ETH_3m_1787747940000_-1,1m,1.5790065584419244,0.0023778138221771,False,0.0,,3m_1787748120000,0,False,0.0,,1m_1787748120000,0
21678,2026-08-27 07:54:00+00:00,21679,2026-08-27 07:57:00+00:00,1,2497.8,2489.85,7.950000000000273,0.0031828008647610986,2526.65,8.61132075471669,True,21724,2026-08-27 10:12:00+00:00,2526.65,trailing_stop,0.011550164144447095,0.009550164144447095,3.628930817609927,3.0005534591193883,False,bar_open_or_intrabar_window,0.8973916017782859,0.9059618388771169,3m,3m,v9,full,ETH_3m_1787817240000_1,1m,5.04813129302991,0.0009144678017325,False,0.0,,3m_1787817420000,0,False,0.0,,1m_1787817420000,0
22012,2026-08-28 00:36:00+00:00,22013,2026-08-28 00:39:00+00:00,1,2516.35,2506.16,10.190000000000055,0.004049516164285594,2506.16,1.8645731108930224,False,22042,2026-08-28 02:06:00+00:00,2506.16,initial_stop,-0.004049516164285616,-0.006049516164285616,-1.0,-1.4938861629048112,False,bar_open_or_intrabar_window,0.9059618388771169,0.9004812080886039,3m,3m,v9,full,ETH_3m_1787877360000_1,1m,6.162622909498645,0.0013250846666414,False,0.0,,3m_1787877540000,0,False,0.0,,1m_1787877540000,0
22278,2026-08-28 13:54:00+00:00,22279,2026-08-28 13:57:00+00:00,1,2511.53,2494.25,17.2800000000002,0.006880268203047624,2494.25,0.4207175925925867,False,22280,2026-08-28 14:00:00+00:00,2494.25,initial_stop,-0.006880268203047657,-0.008880268203047657,-1.0,-1.290686342592594,False,bar_open_or_intrabar_window,0.9004812080886039,0.8924846934489727,3m,3m,v9,full,ETH_3m_1787925240000_1,1m,6.741143558948668,0.0017056296844268,False,0.0,,3m_1787925420000,0,True,0.558125913143158,yolo_a3a7f3c555aecd9ef66c5cd4,1m_1787925420000,2
22285,2026-08-28 14:15:00+00:00,22286,2026-08-28 14:18:00+00:00,-1,2480.0,2501.15,21.15000000000009,0.008528225806451649,2501.15,0.04680851063828735,False,22291,2026-08-28 14:33:00+00:00,2501.15,initial_stop,-0.008528225806451628,-0.010528225806451628,-1.0,-1.2345153664302566,False,bar_open_or_intrabar_window,0.8924846934489727,0.8830884130675402,3m,3m,v9,full,ETH_3m_1787926500000_-1,1m,3.6272558738327336,0.0037745502875906,False,0.0,,3m_1787926680000,0,False,0.0,,1m_1787926680000,0
22706,2026-08-29 11:18:00+00:00,22707,2026-08-29 11:21:00+00:00,1,2436.65,2433.19,3.4600000000000364,0.0014199823528204857,2433.19,0.505780346820804,False,22728,2026-08-29 12:24:00+00:00,2433.19,initial_stop,-0.0014199823528204814,-0.0034199823528204814,-1.0,-2.4084682080924678,False,bar_open_or_intrabar_window,0.8830884130675402,0.8800682662788689,3m,3m,v9,full,ETH_3m_1788002280000_1,1m,1.4201013424950732,0.0004302460575508,False,0.0,,3m_1788002460000,0,False,0.0,,1m_1788002460000,0
24031,2026-09-01 05:33:00+00:00,24032,2026-09-01 05:36:00+00:00,1,2477.9,2468.79,9.110000000000127,0.0036765002623189505,2468.79,0.7464324917672484,False,24072,2026-09-01 07:36:00+00:00,2468.79,initial_stop,-0.003676500262318916,-0.005676500262318916,-1.0,-1.5439956092206197,False,bar_open_or_intrabar_window,0.8800682662788689,0.8750725585344784,3m,3m,v9,full,ETH_3m_1788240780000_1,1m,2.5498706638383855,0.0009927566995391,False,0.0,,3m_1788240960000,0,False,0.0,,1m_1788240960000,0
24082,2026-09-01 08:06:00+00:00,24083,2026-09-01 08:09:00+00:00,-1,2462.1,2473.23,11.13000000000011,0.0045205312538077694,2453.53,3.5130278526504517,True,24203,2026-09-01 14:09:00+00:00,2453.53,trailing_stop,0.003480768449697247,0.0014807684496972468,0.7699910152740005,0.32756513926321257,False,bar_open_or_intrabar_window,0.8750725585344784,0.8763683383703522,3m,3m,v9,full,ETH_3m_1788249960000_-1,1m,9.925756009386776,0.0012069647430745,False,0.0,,3m_1788250140000,0,False,0.0,,1m_1788250140000,0
24891,2026-09-03 00:33:00+00:00,24892,2026-09-03 00:36:00+00:00,-1,2380.52,2385.6,5.079999999999927,0.0021339875321358054,2385.6,2.3208661417323095,False,24902,2026-09-03 01:06:00+00:00,2385.6,initial_stop,-0.0021339875321357837,-0.004133987532135784,-1.0,-1.9372125984252,False,bar_open_or_intrabar_window,0.8763683383703522,0.8727454425859706,3m,3m,v9,full,ETH_3m_1788395580000_-1,1m,0.7173679636924577,0.0010679046165556,False,0.0,,3m_1788395760000,0,False,0.0,,1m_1788395760000,0
24905,2026-09-03 01:15:00+00:00,24906,2026-09-03 01:18:00+00:00,1,2388.62,2373.57,15.049999999999727,0.00630070919610475,2373.57,2.084385382059831,False,25038,2026-09-03 07:54:00+00:00,2399.01,opposite_v6_next_open,0.0043497919300685695,0.0023497919300685694,0.6903654485050177,0.3729408637874078,False,bar_open_or_intrabar_window,0.8727454425859706,0.8747962127839632,3m,3m,v9,full,ETH_3m_1788398100000_1,1m,2.6519057228898006,0.0015688267770772,False,0.0,,3m_1788398280000,0,True,0.2844681441783905,yolo_0052d33ff9ac1dceb397b99a,1m_1788398280000,1
25132,2026-09-03 12:36:00+00:00,25133,2026-09-03 12:39:00+00:00,1,2416.41,2405.26,11.149999999999636,0.0046142831721436494,2499.75,10.232286995516041,True,25301,2026-09-03 21:03:00+00:00,2499.75,trailing_stop,0.03448918023017633,0.03248918023017633,7.474439461883665,7.041002690583224,False,bar_open_or_intrabar_window,0.8747962127839632,0.9032176246057771,3m,3m,v9,full,ETH_3m_1788438960000_1,1m,2.5835395044157936,0.0015702212232266,False,0.0,,3m_1788439140000,0,False,0.0,,1m_1788439140000,0
25424,2026-09-04 03:12:00+00:00,25425,2026-09-04 03:15:00+00:00,1,2510.13,2503.84,6.289999999999964,0.002505846310748831,2503.84,0.1096979332273543,False,25440,2026-09-04 04:00:00+00:00,2503.84,initial_stop,-0.002505846310748794,-0.004505846310748794,-1.0,-1.7981335453100056,False,bar_open_or_intrabar_window,0.9032176246057771,0.8991478648041439,3m,3m,v9,full,ETH_3m_1788491520000_1,1m,1.0633117930088378,0.0012537878276919,False,0.0,,3m_1788491700000,0,False,0.0,,1m_1788491700000,0
25477,2026-09-04 05:51:00+00:00,25478,2026-09-04 05:54:00+00:00,-1,2504.0,2513.85,9.849999999999909,0.003933706070287504,2513.85,0.050761421319797426,False,25484,2026-09-04 06:12:00+00:00,2513.85,initial_stop,-0.003933706070287535,-0.005933706070287535,-1.0,-1.5084263959390989,False,bar_open_or_intrabar_window,0.8991478648041439,0.8938125856606695,3m,3m,v9,full,ETH_3m_1788501060000_-1,1m,1.713097656790551,0.0012837106007588,False,0.0,,3m_1788501240000,0,False,0.0,,1m_1788501240000,0
25530,2026-09-04 08:30:00+00:00,25531,2026-09-04 08:33:00+00:00,1,2513.8,2508.21,5.5900000000001455,0.0022237250377914494,2517.89,6.184257602862041,True,25560,2026-09-04 10:00:00+00:00,2517.89,trailing_stop,0.0016270188559153187,-0.00037298114408468135,0.7316636851519829,-0.16772808586762927,False,bar_open_or_intrabar_window,0.8938125856606695,0.8934792104198724,3m,3m,v9,full,ETH_3m_1788510600000_1,1m,2.683696516982585,0.0011107152023336,False,0.0,,3m_1788510780000,0,False,0.0,,1m_1788510780000,0
25841,2026-09-05 00:03:00+00:00,25842,2026-09-05 00:06:00+00:00,1,2454.01,2452.08,1.930000000000291,0.0007864678628042636,2452.08,0.968911917098243,False,25848,2026-09-05 00:24:00+00:00,2452.08,initial_stop,-0.0007864678628042299,-0.00278646786280423,-1.0,-3.5430155440410247,False,bar_open_or_intrabar_window,0.8934792104198724,0.8909895593139537,3m,3m,v9,full,ETH_3m_1788566580000_1,1m,0.7274123148788312,0.0003916945427153,False,0.0,,3m_1788566760000,0,False,0.0,,1m_1788566760000,0
25886,2026-09-05 02:18:00+00:00,25887,2026-09-05 02:21:00+00:00,-1,2451.01,2453.65,2.6399999999998727,0.0010771069885475264,2453.65,0.6628787878788198,False,25909,2026-09-05 03:27:00+00:00,2453.65,initial_stop,-0.0010771069885475715,-0.0030771069885475715,-1.0,-2.8568257575758893,False,bar_open_or_intrabar_window,0.8909895593139537,0.8882478891142659,3m,3m,v9,full,ETH_3m_1788574680000_-1,1m,0.4224039404131154,0.0005380143893469,False,0.0,,3m_1788574860000,0,False,0.0,,1m_1788574860000,0
25936,2026-09-05 04:48:00+00:00,25937,2026-09-05 04:51:00+00:00,-1,2448.6,2450.81,2.2100000000000364,0.0009025565629339363,2450.81,2.257918552036063,False,25954,2026-09-05 05:42:00+00:00,2450.81,initial_stop,-0.0009025565629339205,-0.0029025565629339205,-1.0,-3.215927601809901,False,bar_open_or_intrabar_window,0.8882478891142659,0.885669699374205,3m,3m,v9,full,ETH_3m_1788583680000_-1,1m,7.394056832335428,0.000419497028154,False,0.0,,3m_1788583860000,0,False,0.0,,1m_1788583860000,0
27298,2026-09-08 00:54:00+00:00,27299,2026-09-08 00:57:00+00:00,1,2492.72,2487.06,5.6599999999998545,0.0022706120222086134,2492.15,2.598939929328695,True,27331,2026-09-08 02:33:00+00:00,2492.15,trailing_stop,-0.00022866587502801128,-0.0022286658750280113,-0.1007067137808699,-0.9815265017667786,False,bar_open_or_intrabar_window,0.885669699374205,0.8836958375386634,3m,3m,v9,full,ETH_3m_1788828840000_1,1m,0.5030526471337416,0.001135923866359,False,0.0,,3m_1788829020000,0,False,0.0,,1m_1788829020000,0
27776,2026-09-09 00:48:00+00:00,27777,2026-09-09 00:51:00+00:00,1,2495.55,2486.51,9.039999999999964,0.0036224479573640934,2486.51,0.38163716814157433,False,27823,2026-09-09 03:09:00+00:00,2486.51,initial_stop,-0.0036224479573641055,-0.0056224479573641056,-1.0,-1.5521128318584128,False,bar_open_or_intrabar_window,0.8836958375386634,0.8787273036819631,3m,3m,v9,full,ETH_3m_1788914880000_1,1m,2.925038068035565,0.0009629306585484,False,0.0,,3m_1788915060000,0,False,0.0,,1m_1788915060000,0
27824,2026-09-09 03:12:00+00:00,27825,2026-09-09 03:15:00+00:00,-1,2486.46,2493.13,6.670000000000073,0.002682528574760934,2493.13,0.1904047976011946,False,27840,2026-09-09 04:00:00+00:00,2493.13,initial_stop,-0.002682528574760923,-0.004682528574760923,-1.0,-1.7455652173912921,False,bar_open_or_intrabar_window,0.8787273036819631,0.8746126379730497,3m,3m,v9,full,ETH_3m_1788923520000_-1,1m,1.57283350282684,0.0010261462666563,False,0.0,,3m_1788923700000,0,False,0.0,,1m_1788923700000,0
27841,2026-09-09 04:03:00+00:00,27842,2026-09-09 04:06:00+00:00,1,2500.5,2484.58,15.920000000000073,0.0063667266546690955,2484.58,0.8128140703517585,False,27877,2026-09-09 05:51:00+00:00,2492.99,opposite_v6_next_open,-0.0030033993201360465,-0.0050033993201360465,-0.4717336683417201,-0.7858668341708622,False,bar_open_or_intrabar_window,0.8746126379730497,0.870236601694833,3m,3m,v9,full,ETH_3m_1788926580000_1,1m,5.86862297565677,0.0012076610139126,False,0.0,,3m_1788926760000,0,False,0.0,,1m_1788926760000,0
28434,2026-09-10 09:42:00+00:00,28435,2026-09-10 09:45:00+00:00,-1,2466.77,2476.48,9.710000000000036,0.003936321586528147,2444.48,6.461380020597276,True,28575,2026-09-10 16:45:00+00:00,2444.48,trailing_stop,0.009036107946829186,0.007036107946829186,2.2955715756951474,1.7874830072090386,False,bar_open_or_intrabar_window,0.870236601694833,0.8763596803636396,3m,3m,v9,full,ETH_3m_1789033320000_-1,1m,6.781109883982594,0.000993987271138,False,0.0,,3m_1789033500000,0,False,0.0,,1m_1789033500000,0
29363,2026-09-12 08:09:00+00:00,29364,2026-09-12 08:12:00+00:00,1,2525.14,2521.54,3.599999999999909,0.0014256635275667524,2533.9900000000002,5.933333333333518,True,29512,2026-09-12 15:36:00+00:00,2533.9900000000002,trailing_stop,0.0035047561719352416,0.0015047561719352415,2.4583333333334965,1.0554777777779587,False,bar_open_or_intrabar_window,0.8763596803636396,0.877678388001502,3m,3m,v9,full,ETH_3m_1789200540000_1,1m,8.775038372235441,0.0005501961224883,False,0.0,,3m_1789200720000,0,False,0.0,,1m_1789200720000,0
29548,2026-09-12 17:24:00+00:00,29549,2026-09-12 17:27:00+00:00,-1,2526.26,2533.0,6.739999999999782,0.0026679755844607367,2533.0,1.85014836795262,False,29797,2026-09-13 05:51:00+00:00,2522.76,opposite_v6_next_open,0.0013854472619603264,-0.0006145527380396736,0.51928783382791,-0.23034421364987484,False,bar_open_or_intrabar_window,0.877678388001502,0.8771390083450374,3m,3m,v9,full,ETH_3m_1789233840000_-1,1m,2.193450557507865,0.0007478173575819,False,0.0,,3m_1789234020000,0,False,0.0,,1m_1789234020000,0
30381,2026-09-14 11:03:00+00:00,30382,2026-09-14 11:06:00+00:00,-1,2508.71,2518.57,9.860000000000127,0.003930306811070282,2518.57,2.213995943204832,False,30446,2026-09-14 14:18:00+00:00,2512.69,opposite_v6_next_open,-0.0015864727290120229,-0.003586472729012023,-0.4036511156186579,-0.9125172413792735,False,bar_open_or_intrabar_window,0.8771390083450374,0.8739931732120553,3m,3m,v9,full,ETH_3m_1789383780000_-1,1m,4.232917962884111,0.0011982387857458,False,0.0,,3m_1789383960000,0,False,0.0,,1m_1789383960000,0
30445,2026-09-14 14:15:00+00:00,30446,2026-09-14 14:18:00+00:00,1,2512.69,2499.92,12.769999999999982,0.00508220273889735,2499.92,0.14173844949099046,False,30448,2026-09-14 14:24:00+00:00,2499.92,initial_stop,-0.005082202738897368,-0.007082202738897368,-1.0,-1.393530148786222,False,bar_open_or_intrabar_window,0.8739931732120553,0.8678033763669553,3m,3m,v9,full,ETH_3m_1789395300000_1,1m,1.2089916958566405,0.0025408698553756,False,0.0,,3m_1789395480000,0,False,0.0,,1m_1789395480000,0
8250,2026-07-30 08:30:00+00:00,8251,2026-07-30 08:33:00+00:00,1,1915.19,1903.0,12.190000000000055,0.00636490374323177,1903.0,1.7342083675143378,False,8426,2026-07-30 17:18:00+00:00,1918.09,opposite_v6_next_open,0.0015142100783733792,-0.00048578992162662087,0.23789991796553328,-0.07632321575062213,False,bar_open_or_intrabar_window,1.0,0.9995142100783734,3m,3m,v9_same,full,ETH_3m_1785400200000_1,1m,3.1226745587818097,0.001550890724913,True,0.2619864344596863,yolo_bd0818d885de690d3cda6d1f,3m_1785400380000,1,False,0.0,,1m_1785400380000,0
24930,2026-09-03 02:30:00+00:00,24931,2026-09-03 02:33:00+00:00,1,2398.18,2387.21,10.9699999999998,0.004574302179152441,2387.21,1.07748404740204,False,24987,2026-09-03 05:21:00+00:00,2387.21,initial_stop,-0.004574302179152445,-0.006574302179152445,-1.0,-1.4372251595259888,False,bar_open_or_intrabar_window,0.9995142100783734,0.9929431016289613,3m,3m,v9_same,full,ETH_3m_1788402600000_1,1m,6.506737578790257,0.001688060781615,True,0.5042821168899536,yolo_dc1079cb1eb6ff9a15ebbe86,3m_1788402780000,2,False,0.0,,1m_1788402780000,0
10731,2026-08-04 12:33:00+00:00,10732,2026-08-04 12:36:00+00:00,1,1876.14,1867.93,8.210000000000036,0.004376006054985255,1867.93,0.6674786845310312,False,10750,2026-08-04 13:30:00+00:00,1867.93,initial_stop,-0.0043760060549852264,-0.0063760060549852265,-1.0,-1.4570377588306858,False,bar_open_or_intrabar_window,1.0,0.9936239939450148,3m,3m,v9_lower,full,ETH_3m_1785846780000_1,1m,6.410671151690671,0.0012083947480411,False,0.0,,3m_1785846960000,0,True,0.3922742009162903,yolo_2a6afb4b6f0e9b74071f4fe6,1m_1785846960000,1
17487,2026-08-18 14:21:00+00:00,17488,2026-08-18 14:24:00+00:00,1,1907.0,1895.81,11.190000000000055,0.0058678552700577105,1895.81,1.3628239499553105,False,17634,2026-08-18 21:42:00+00:00,1911.6,opposite_v6_next_open,0.002412165705296232,0.00041216570529623194,0.4110813226094626,0.07024128686326278,False,bar_open_or_intrabar_window,0.9936239939450148,0.9940335316792783,3m,3m,v9_lower,full,ETH_3m_1787062860000_1,1m,5.274832151059311,0.0013931331163239,False,0.0,,3m_1787063040000,1,True,0.6660005450248718,yolo_96b98c0002cf703148a02b62,1m_1787063040000,2
22278,2026-08-28 13:54:00+00:00,22279,2026-08-28 13:57:00+00:00,1,2511.53,2494.25,17.2800000000002,0.006880268203047624,2494.25,0.4207175925925867,False,22280,2026-08-28 14:00:00+00:00,2494.25,initial_stop,-0.006880268203047657,-0.008880268203047657,-1.0,-1.290686342592594,False,bar_open_or_intrabar_window,0.9940335316792783,0.9852062473151436,3m,3m,v9_lower,full,ETH_3m_1787925240000_1,1m,6.741143558948668,0.0017056296844268,False,0.0,,3m_1787925420000,0,True,0.558125913143158,yolo_a3a7f3c555aecd9ef66c5cd4,1m_1787925420000,2
24905,2026-09-03 01:15:00+00:00,24906,2026-09-03 01:18:00+00:00,1,2388.62,2373.57,15.049999999999727,0.00630070919610475,2373.57,2.084385382059831,False,25038,2026-09-03 07:54:00+00:00,2399.01,opposite_v6_next_open,0.0043497919300685695,0.0023497919300685694,0.6903654485050177,0.3729408637874078,False,bar_open_or_intrabar_window,0.9852062473151436,0.9875212770045378,3m,3m,v9_lower,full,ETH_3m_1788398100000_1,1m,2.6519057228898006,0.0015688267770772,False,0.0,,3m_1788398280000,0,True,0.2844681441783905,yolo_0052d33ff9ac1dceb397b99a,1m_1788398280000,1
904,2026-07-15 07:20:00+00:00,905,2026-07-15 07:25:00+00:00,-1,1869.95,1877.21,7.259999999999991,0.003882456750180481,1877.21,0.9380165289256135,False,920,2026-07-15 08:40:00+00:00,1877.21,initial_stop,-0.0038824567501805074,-0.0058824567501805074,-1.0,-1.5151377410468394,False,bar_open_or_intrabar_window,1.0,0.9941175432498195,5m,5m,v9,full,ETH_5m_1784100000000_-1,1m,3.0618452371845164,0.0019316679157571,False,0.0,,5m_1784100300000,0,False,0.0,,1m_1784100300000,0
1175,2026-07-16 05:55:00+00:00,1176,2026-07-16 06:00:00+00:00,1,1924.52,1919.19,5.329999999999927,0.0027695217508781032,1919.19,0.9118198874296799,False,1183,2026-07-16 06:35:00+00:00,1919.19,initial_stop,-0.002769521750878079,-0.004769521750878079,-1.0,-1.7221463414634157,False,bar_open_or_intrabar_window,0.9941175432498195,0.98937607800436,5m,5m,v9,full,ETH_5m_1784181300000_1,1m,0.537210002186662,0.0013862527981326,False,0.0,,5m_1784181600000,0,False,0.0,,1m_1784181600000,0
1782,2026-07-18 08:30:00+00:00,1783,2026-07-18 08:35:00+00:00,1,1847.73,1842.64,5.089999999999918,0.0027547314813311024,1842.64,0.03536345776032742,False,1792,2026-07-18 09:20:00+00:00,1842.64,initial_stop,-0.0027547314813310964,-0.004754731481331096,-1.0,-1.7260235756385165,False,bar_open_or_intrabar_window,0.98937607800436,0.9846718604193968,5m,5m,v9,full,ETH_5m_1784363400000_1,1m,5.792787979821261,0.0007263271874126,False,0.0,,5m_1784363700000,0,False,0.0,,1m_1784363700000,0
1838,2026-07-18 13:10:00+00:00,1839,2026-07-18 13:15:00+00:00,-1,1838.3,1847.41,9.110000000000127,0.004955665560572337,1847.41,0.19209659714599073,False,1888,2026-07-18 17:20:00+00:00,1847.41,initial_stop,-0.004955665560572253,-0.006955665560572253,-1.0,-1.403578485181097,False,bar_open_or_intrabar_window,0.9846718604193968,0.977822812271413,5m,5m,v9,full,ETH_5m_1784380200000_-1,1m,3.4411027649737393,0.0010972621356633,False,0.0,,5m_1784380500000,0,False,0.0,,1m_1784380500000,0
1892,2026-07-18 17:40:00+00:00,1893,2026-07-18 17:45:00+00:00,1,1848.53,1842.16,6.369999999999891,0.0034459814014378403,1865.67,4.450549450549548,True,2079,2026-07-19 09:15:00+00:00,1865.67,trailing_stop,0.009272232530713742,0.007272232530713742,2.6907378335950383,2.1103516483517275,False,bar_open_or_intrabar_window,0.977822812271413,0.9849337671360872,5m,5m,v9,full,ETH_5m_1784396400000_1,1m,6.376969879780848,0.0010831568544648,False,0.0,,5m_1784396700000,0,False,0.0,,1m_1784396700000,0
2896,2026-07-22 05:20:00+00:00,2897,2026-07-22 05:25:00+00:00,-1,1922.83,1936.3600000000001,13.5300000000002,0.007036503487047842,1936.3600000000001,1.0022172949002028,False,2960,2026-07-22 10:40:00+00:00,1926.94,opposite_v6_next_open,-0.0021374744517197453,-0.004137474451719745,-0.3037694013303819,-0.588001478196612,False,bar_open_or_intrabar_window,0.9849337671360872,0.9808586288379255,5m,5m,v9,full,ETH_5m_1784697600000_-1,1m,7.291148458466976,0.0017054586502779,False,0.0,,5m_1784697900000,0,False,0.0,,1m_1784697900000,0
2981,2026-07-22 12:25:00+00:00,2982,2026-07-22 12:30:00+00:00,-1,1922.74,1928.32,5.579999999999927,0.002902108449400297,1928.32,1.9103942652330146,False,2994,2026-07-22 13:30:00+00:00,1928.32,initial_stop,-0.002902108449400309,-0.004902108449400309,-1.0,-1.6891541218638124,False,bar_open_or_intrabar_window,0.9808586288379255,0.9760503534658319,5m,5m,v9,full,ETH_5m_1784723100000_-1,1m,0.8243889126814242,0.001449521362647,False,0.0,,5m_1784723400000,0,False,0.0,,1m_1784723400000,0
3561,2026-07-24 12:45:00+00:00,3562,2026-07-24 12:50:00+00:00,-1,1874.78,1885.7,10.920000000000073,0.0058246834295224365,1857.79,2.5531135531135254,True,3814,2026-07-25 09:50:00+00:00,1857.79,trailing_stop,0.009062396654540783,0.007062396654540783,1.5558608058607963,1.2124945054944944,False,bar_open_or_intrabar_window,0.9760503534658319,0.9829436082168125,5m,5m,v9,full,ETH_5m_1784897100000_-1,1m,8.122737931256452,0.0016515453977057,False,0.0,,5m_1784897400000,0,False,0.0,,1m_1784897400000,0
3819,2026-07-25 10:15:00+00:00,3820,2026-07-25 10:20:00+00:00,1,1858.63,1856.04,2.5900000000001455,0.0013934995130822946,1856.04,0.0038610038610001323,False,3823,2026-07-25 10:35:00+00:00,1856.04,initial_stop,-0.0013934995130823191,-0.003393499513082319,-1.0,-2.4352355212354584,False,bar_open_or_intrabar_window,0.9829436082168125,0.9796079895609413,5m,5m,v9,full,ETH_5m_1784974500000_1,1m,0.897121554474336,0.0006981576687387,False,0.0,,5m_1784974800000,0,False,0.0,,1m_1784974800000,0
3852,2026-07-25 13:00:00+00:00,3853,2026-07-25 13:05:00+00:00,1,1861.17,1856.54,4.630000000000109,0.0024876824793007134,1869.31,3.3736501079912578,True,3949,2026-07-25 21:05:00+00:00,1869.31,trailing_stop,0.0043735929549690855,0.0023735929549690855,1.758099352051767,0.9541382289416218,False,bar_open_or_intrabar_window,0.9796079895609413,0.9819331801835945,5m,5m,v9,full,ETH_5m_1784984400000_1,1m,11.405830035590864,0.000672500478708,False,0.0,,5m_1784984700000,0,False,0.0,,1m_1784984700000,0
5019,2026-07-29 14:15:00+00:00,5020,2026-07-29 14:20:00+00:00,-1,1897.07,1911.69,14.620000000000118,0.007706621263316651,1911.69,0.7366621067031391,False,5062,2026-07-29 17:50:00+00:00,1911.69,initial_stop,-0.00770662126331656,-0.00970662126331656,-1.0,-1.2595170998631873,False,bar_open_or_intrabar_window,0.9819331801835945,0.9724019266976685,5m,5m,v9,full,ETH_5m_1785334500000_-1,1m,1.5968962821923118,0.0030535640126642,False,0.0,,5m_1785334800000,0,False,0.0,,1m_1785334800000,0
5372,2026-07-30 19:40:00+00:00,5373,2026-07-30 19:45:00+00:00,1,1924.87,1919.6000000000001,5.269999999999754,0.002737847231241463,1919.6000000000001,0.3320683111954614,False,5379,2026-07-30 20:15:00+00:00,1919.6000000000001,initial_stop,-0.002737847231241486,-0.004737847231241486,-1.0,-1.7305009487666458,False,bar_open_or_intrabar_window,0.9724019266976685,0.96779483492161,5m,5m,v9,full,ETH_5m_1785440400000_1,1m,0.7082014665669274,0.0013696322313623,True,0.3608436584472656,yolo_8f729a6c95af7acd4e8a143b,5m_1785440700000,1,False,0.0,,1m_1785440700000,0
5405,2026-07-30 22:25:00+00:00,5406,2026-07-30 22:30:00+00:00,1,1931.19,1921.0,10.190000000000055,0.0052765393358499444,1921.0,0.46221786064769493,False,5420,2026-07-30 23:40:00+00:00,1921.0,initial_stop,-0.005276539335849928,-0.007276539335849928,-1.0,-1.379036310107944,False,bar_open_or_intrabar_window,0.96779483492161,0.9607526377362705,5m,5m,v9,full,ETH_5m_1785450300000_1,1m,7.8263632165620045,0.0016204537501024,True,0.6587057113647461,yolo_6a0e818bef44aea8d136544a,5m_1785450600000,1,True,0.5576721429824829,yolo_55ef7e36eaefe93af1cf30f8,1m_1785450600000,2
5423,2026-07-30 23:55:00+00:00,5424,2026-07-31 00:00:00+00:00,-1,1917.53,1936.72,19.190000000000055,0.010007666112133868,1936.72,0.18394997394476095,False,5438,2026-07-31 01:10:00+00:00,1934.8,opposite_v6_next_open,-0.00900637799669357,-0.011006377996693571,-0.8999478895257912,-1.0997946847316187,False,bar_open_or_intrabar_window,0.9607526377362705,0.9501782310440247,5m,5m,v9,full,ETH_5m_1785455700000_-1,1m,1.9712917834916632,0.0021126050142881,False,0.0,,5m_1785456000000,0,False,0.0,,1m_1785456000000,0
5437,2026-07-31 01:05:00+00:00,5438,2026-07-31 01:10:00+00:00,1,1934.8,1913.15,21.649999999999864,0.01118978705809379,1913.15,0.014318706697457153,False,5445,2026-07-31 01:45:00+00:00,1913.15,initial_stop,-0.011189787058093814,-0.013189787058093814,-1.0,-1.1787344110854536,False,bar_open_or_intrabar_window,0.9501782310440247,0.9376455825093177,5m,5m,v9,full,ETH_5m_1785459900000_1,1m,4.240581086348574,0.0022361972285295,False,0.0,,5m_1785460200000,0,True,0.643373966217041,yolo_0893566e987fa364aad8f081,1m_1785460200000,2
5447,2026-07-31 01:55:00+00:00,5448,2026-07-31 02:00:00+00:00,-1,1909.59,1926.29,16.700000000000045,0.008745332767766926,1886.06,2.2383233532934,True,5583,2026-07-31 13:15:00+00:00,1886.06,trailing_stop,0.012322016767997268,0.010322016767997268,1.4089820359281382,1.180288622754482,False,bar_open_or_intrabar_window,0.9376455825093177,0.9473239759344175,5m,5m,v9,full,ETH_5m_1785462900000_-1,1m,2.009382747918821,0.0026866321309742,False,0.0,,5m_1785463200000,0,False,0.0,,1m_1785463200000,0
