arm,timeframe,group,metric,n,mean,sd,median,q1,q3,iqr,outlier_lower_fence,outlier_upper_fence,outlier_n
v9,3m,lower_hit,gross_r,3,0.03381559037149343,0.9061351510209064,0.4110813226094626,-0.29445933869526864,0.5507233855572402,0.8451827242525088,-1.562233425074032,1.8184974719360034,0
v9,3m,lower_hit,net_bp,3,-20.394368558943,60.03026652187858,4.121657052962,-42.34051248875699,13.809788176823501,56.150300665580495,-126.56596348712773,98.03523917519425,0
v9,3m,lower_hit,gross_bp,3,-0.394368558942998,60.03026652187858,24.121657052962,-22.340512488756993,33.8097881768235,56.150300665580495,-106.56596348712773,118.03523917519425,0
v9,3m,lower_miss,net_r,73,-0.8468954433042655,1.9993182388549198,-1.2345153664302566,-1.6914033149171035,-0.2512200772200278,1.4401832376970756,-3.8516781714627166,1.9090547793255856,7
v9,3m,lower_miss,gross_r,73,0.07567381776885562,1.6564852007199304,-0.5721311475409936,-1.0,0.51928783382791,1.51928783382791,-3.278931750741865,2.7982195845697753,5
v9,3m,lower_miss,net_bp,73,-18.359200446333166,64.43864217500274,-33.969883530157,-48.926676468707,-6.145527380396,42.781149088311,-113.0984001011735,58.02619625207049,8
v9,3m,lower_miss,gross_bp,73,1.6407995536666966,64.43864217500273,-13.969883530157,-28.926676468707,13.854472619603,42.78114908831,-93.098400101172,78.026196252068,8
v9,3m,both_hit,net_r,0,,,,,,,,,0
v9,3m,both_hit,gross_r,0,,,,,,,,,0
v9,3m,both_hit,net_bp,0,,,,,,,,,0
v9,3m,both_hit,gross_bp,0,,,,,,,,,0
v9,5m,all,net_r,52,-0.44820991089647816,4.358237820442713,-1.3176120592556977,-1.6673101840092648,-0.909521555989826,0.7577886280194388,-2.803993126038423,0.22716138603933222,8
v9,5m,all,gross_r,52,0.10563220477813645,4.315251223291566,-1.0,-1.0,-0.5256010534042681,0.4743989465957319,-1.7115984198935978,0.18599736648932974,12
v9,5m,all,net_bp,52,-12.318109776483274,237.61010514767412,-48.5893300286435,-78.67099920032675,-33.76019077429225,44.9108084260345,-146.0372118393785,33.606021864759505,7
v9,5m,all,gross_bp,52,7.68189022351665,237.61010514767412,-28.5893300286435,-58.67099920032675,-13.760190774292251,44.91080842603449,-126.03721183937849,53.606021864759484,7
v9,5m,same_hit,net_r,2,-1.5547686294372949,0.24852302934284773,-1.5547686294372949,-1.6426347891019704,-1.4669024697726194,0.17573231932935096,-1.9062332680959968,-1.203303990778593,0
v9,5m,same_hit,gross_r,2,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0
v9,5m,same_hit,net_bp,2,-60.071932835456494,17.951264025134186,-60.071932835456494,-66.41866309697775,-53.72520257393525,12.693460523042503,-85.4588538815415,-34.685011789371494,0
v9,5m,same_hit,gross_bp,2,-40.0719328354565,17.951264025134186,-40.0719328354565,-46.41866309697775,-33.72520257393525,12.693460523042503,-65.4588538815415,-14.685011789371494,0
v9,5m,same_miss,net_r,50,-0.40394756215484556,4.4403010929562665,-1.3127317412291293,-1.6596484141066865,-0.6951748374610166,0.9644735766456699,-3.106358779075191,0.7515355275074883,7
v9,5m,same_miss,gross_r,50,0.14985749296926193,4.396539479106644,-1.0,-1.0,-0.37771328535501064,0.6222867146449893,-1.933430071967484,0.5557167866124733,10
v9,5m,same_miss,net_bp,50,-10.407956854124338,242.1974707968766,-48.5893300286435,-80.79132292934025,-33.41058206123075,47.380740868109505,-151.8624342315045,37.660529240933506,6
v9,5m,same_miss,gross_bp,50,9.592043145875575,242.1974707968766,-28.5893300286435,-60.791322929340254,-13.410582061230748,47.380740868109505,-131.8624342315045,57.660529240933506,6
v9,5m,lower_hit,net_r,4,-1.2921224444855497,0.084476813819738,-1.3053595283744004,-1.3372754867933918,-1.2602064860665583,0.07706900072683354,-1.4528789878836421,-1.144602984976308,0
v9,5m,lower_hit,gross_r,4,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0
v9,5m,lower_hit,net_bp,4,-94.02823168952426,26.166877180199904,-85.72483140933001,-100.17310116384425,-79.57996193501,20.593139228834247,-131.0628100070956,-48.690253091758635,1
v9,5m,lower_hit,gross_bp,4,-74.02823168952426,26.16687718019991,-65.72483140933001,-80.17310116384425,-59.579961935010004,20.593139228834247,-111.06281000709562,-28.690253091758635,1
v9,5m,lower_miss,net_r,48,-0.37788386643072225,4.532620592101583,-1.3176120592556977,-1.6974021767637133,-0.5681077965455542,1.129294380218159,-3.3913437470909518,1.1258337737816841,5
v9,5m,lower_miss,gross_r,48,0.19776822184298115,4.4825759232130755,-1.0,-1.0,-0.14026666452435582,0.8597333354756442,-2.2896000032134665,1.1493333386891107,6
v9,5m,lower_miss,net_bp,48,-5.508932950396518,246.17935246794008,-47.621266161045,-70.248243144072,-27.00747532874825,43.24076781532376,-135.10939486705763,37.85367639423739,7
v9,5m,lower_miss,gross_bp,48,14.491067049603396,246.17935246794008,-27.621266161045,-50.248243144072006,-7.007475328748498,43.24076781532351,-115.10939486705726,57.85367639423676,7
v9,5m,both_hit,net_r,1,-1.379036310107944,,-1.379036310107944,-1.379036310107944,-1.379036310107944,0.0,-1.379036310107944,-1.379036310107944,0
v9,5m,both_hit,gross_r,1,-1.0,,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0
v9,5m,both_hit,net_bp,1,-72.765393358499,,-72.765393358499,-72.765393358499,-72.765393358499,0.0,-72.765393358499,-72.765393358499,0
v9,5m,both_hit,gross_bp,1,-52.765393358499004,,-52.765393358499004,-52.765393358499004,-52.765393358499004,0.0,-52.765393358499004,-52.765393358499004,0
v9,15m,all,net_r,19,-0.5512616128280583,1.2626622423280267,-1.1832302079533028,-1.2553206909430932,0.32351822014454384,1.578838911087637,-3.623579057574549,2.6917765867759997,0
v9,15m,all,gross_r,19,-0.16972738105628274,1.1543045115047716,-1.0,-1.0,0.4918688170283615,1.4918688170283616,-3.2378032255425424,2.729672042570904,0
v9,15m,all,net_bp,19,-28.816394043335787,100.4672620512842,-53.56725052611301,-105.11898016271951,7.558925591966499,112.67790575468601,-274.13583879474857,176.57578422399553,1
v9,15m,all,gross_bp,19,-8.816394043335846,100.4672620512842,-33.567250526113,-85.11898016271951,27.558925591966002,112.67790575468551,-254.13583879474777,196.57578422399428,1
v9,15m,same_hit,net_r,2,0.7796729365772118,1.5459579734460516,0.7796729365772118,0.23309425335065398,1.3262516198037697,1.0931573664531158,-1.4066417963290199,2.9659876694834435,0
v9,15m,same_hit,gross_r,2,0.9305673215413512,1.593830615148797,0.9305673215413512,0.36706310352413074,1.4940715395585717,1.127008436034441,-1.3234495505275308,3.1845841936102333,0
v9,15m,same_hit,net_bp,2,74.589927208813,181.2416188681916,74.589927208813,10.51133834134999,138.668516076276,128.15717773492602,-181.72442826103907,330.904282678665,0
v9,15m,same_hit,gross_bp,2,94.58992720881301,181.2416188681916,94.58992720881301,30.511338341349997,158.668516076276,128.157177734926,-161.724428261039,350.904282678665,0
v9,15m,same_miss,net_r,17,-0.7078421480522077,1.181845230829848,-1.2154498834498817,-1.265817929117452,-0.1603217391304426,1.1054961899870095,-2.924062214097966,1.4979225458500716,1
v9,15m,same_miss,gross_r,17,-0.2991738166560044,1.0821589805052148,-1.0,-1.0,0.0516795865633176,1.0516795865633175,-2.5775193798449765,1.6291989664082938,1
v9,15m,same_miss,net_bp,17,-40.98184360241211,88.36566275395523,-76.400718265556,-108.54644027775501,-18.956371093565,89.59006918419001,-242.93154405404002,115.42873268272001,2
v9,15m,same_miss,gross_bp,17,-20.98184360241218,88.36566275395522,-56.400718265556,-88.54644027775501,1.043628906434,89.590069184189,-222.9315440540385,135.4287326827175,2
v9,15m,lower_hit,net_r,2,-0.6930959572845207,0.7534565249962193,-0.6930959572845207,-0.9594830663615597,-0.4267088482074817,0.532774218154078,-1.7586443935926765,0.3724524790236353,0
v9,15m,lower_hit,gross_r,2,-0.49782608695652375,0.7101811584960515,-0.49782608695652375,-0.7489130434782618,-0.24673913043478563,0.5021739130434761,-1.502173913043476,0.5065217391304286,0
v9,15m,lower_hit,net_bp,2,-64.00918676505951,62.985187948502755,-64.00918676505951,-86.27781352140725,-41.74056000871175,44.5372535126955,-153.08369379045052,25.065320260331504,0
v9,15m,lower_hit,gross_bp,2,-44.00918676505953,62.98518794850271,-44.00918676505953,-66.27781352140727,-21.740560008711793,44.53725351269547,-133.08369379045047,45.065320260331404,0
v9,15m,lower_miss,net_r,17,-0.5345752193625922,1.3248826075983093,-1.1832302079533028,-1.265817929117452,0.8073581794195303,2.073176108536982,-4.375582091922926,3.9171223422250034,0
v9,15m,lower_miss,gross_r,17,-0.13112753330331328,1.2051596464614094,-1.0,-1.0,0.9320580474934054,1.9320580474934053,-3.898087071240108,3.830145118733513,0
v9,15m,lower_miss,net_bp,17,-24.676065487838883,104.56769778597436,-53.56725052611301,-101.691520047684,34.074222277498,135.765742325182,-305.34013353545697,237.722835765271,0
v9,15m,lower_miss,gross_bp,17,-4.676065487838942,104.56769778597436,-33.567250526113,-81.691520047684,54.074222277498,135.765742325182,-285.34013353545697,257.722835765271,0
v9,15m,both_hit,net_r,0,,,,,,,,,0
v9,15m,both_hit,gross_r,0,,,,,,,,,0
v9,15m,both_hit,net_bp,0,,,,,,,,,0
v9,15m,both_hit,gross_bp,0,,,,,,,,,0
v9,30m,all,net_r,10,1.8106919452354489,7.9147600776613825,-0.9365218959858462,-1.1736122271112561,0.15776837980066344,1.3313806069119196,-3.1706831374791355,2.154839290168543,1
v9,30m,all,gross_r,10,1.97056313916586,7.919188738069899,-0.8254189944134074,-1.0,0.2900744776803691,1.2900744776803692,-2.935111716520554,2.225186194200923,1
v9,30m,all,net_bp,10,191.73059616874596,909.6437172606356,-102.0352612716795,-127.351842967116,23.790838387047998,151.14268135416398,-354.065864998362,250.50486041829396,1
v9,30m,all,gross_bp,10,211.730596168746,909.6437172606356,-82.0352612716795,-107.351842967116,43.790838387048005,151.142681354164,-334.06586499836203,270.504860418294,1
v9,30m,same_hit,net_r,0,,,,,,,,,0
v9,30m,same_hit,gross_r,0,,,,,,,,,0
v9,30m,same_hit,net_bp,0,,,,,,,,,0
v9,30m,same_hit,gross_bp,0,,,,,,,,,0
v9,30m,same_miss,net_r,10,1.8106919452354489,7.9147600776613825,-0.9365218959858462,-1.1736122271112561,0.15776837980066344,1.3313806069119196,-3.1706831374791355,2.154839290168543,1
v9,30m,same_miss,gross_r,10,1.97056313916586,7.919188738069899,-0.8254189944134074,-1.0,0.2900744776803691,1.2900744776803692,-2.935111716520554,2.225186194200923,1
v9,30m,same_miss,net_bp,10,191.73059616874596,909.6437172606356,-102.0352612716795,-127.351842967116,23.790838387047998,151.14268135416398,-354.065864998362,250.50486041829396,1
v9,30m,same_miss,gross_bp,10,211.730596168746,909.6437172606356,-82.0352612716795,-107.351842967116,43.790838387048005,151.142681354164,-334.06586499836203,270.504860418294,1
v9,30m,lower_hit,net_r,0,,,,,,,,,0
v9,30m,lower_hit,gross_r,0,,,,,,,,,0
v9,30m,lower_hit,net_bp,0,,,,,,,,,0
v9,30m,lower_hit,gross_bp,0,,,,,,,,,0
v9,30m,lower_miss,net_r,10,1.8106919452354489,7.9147600776613825,-0.9365218959858462,-1.1736122271112561,0.15776837980066344,1.3313806069119196,-3.1706831374791355,2.154839290168543,1
v9,30m,lower_miss,gross_r,10,1.97056313916586,7.919188738069899,-0.8254189944134074,-1.0,0.2900744776803691,1.2900744776803692,-2.935111716520554,2.225186194200923,1
v9,30m,lower_miss,net_bp,10,191.73059616874596,909.6437172606356,-102.0352612716795,-127.351842967116,23.790838387047998,151.14268135416398,-354.065864998362,250.50486041829396,1
v9,30m,lower_miss,gross_bp,10,211.730596168746,909.6437172606356,-82.0352612716795,-107.351842967116,43.790838387048005,151.142681354164,-334.06586499836203,270.504860418294,1
v9,30m,both_hit,net_r,0,,,,,,,,,0
v9,30m,both_hit,gross_r,0,,,,,,,,,0
v9,30m,both_hit,net_bp,0,,,,,,,,,0
v9,30m,both_hit,gross_bp,0,,,,,,,,,0
v9,1H,all,net_r,3,5.397340276683912,11.059373439194637,-0.7586236862745136,-0.9864371291784428,8.703135701067053,9.689572830245496,-15.520796374546686,23.237494946435298,0
v9,1H,all,gross_r,3,5.539003608254031,11.065815128790963,-0.6985098039215718,-0.8492549019607859,8.808505412381047,9.657760314341832,-15.335895373473534,23.295145883893795,0
v9,1H,all,net_bp,3,682.0611594113707,1499.7206412121936,-113.348642225841,-182.87207387499848,1149.289491879134,1332.1615657541324,-2181.114422506197,3147.5318405103326,0
v9,1H,all,gross_bp,3,702.0611594113707,1499.7206412121936,-93.348642225841,-162.87207387499848,1169.289491879134,1332.1615657541324,-2161.114422506197,3167.5318405103326,0
v9,1H,same_hit,net_r,1,-0.7586236862745136,,-0.7586236862745136,-0.7586236862745136,-0.7586236862745136,0.0,-0.7586236862745136,-0.7586236862745136,0
v9,1H,same_hit,gross_r,1,-0.6985098039215718,,-0.6985098039215718,-0.6985098039215718,-0.6985098039215718,0.0,-0.6985098039215718,-0.6985098039215718,0
v9,1H,same_hit,net_bp,1,-252.395505524156,,-252.395505524156,-252.395505524156,-252.395505524156,0.0,-252.395505524156,-252.395505524156,0
v9,1H,same_hit,gross_bp,1,-232.395505524156,,-232.395505524156,-232.395505524156,-232.395505524156,0.0,-232.395505524156,-232.395505524156,0
v9,1H,same_miss,net_r,2,8.475322258163125,13.703125310135038,8.475322258163125,3.630535843040376,13.320108673285873,9.689572830245497,-10.903823402327872,27.85446791865412,0
v9,1H,same_miss,gross_r,2,8.657760314341832,13.658135618690865,8.657760314341832,3.828880157170916,13.486640471512748,9.657760314341832,-10.657760314341832,27.973280943025497,0
v9,1H,same_miss,net_bp,2,1149.289491879134,1785.6399736207145,1149.289491879134,517.9704248266465,1780.6085589316215,1262.638134104975,-1375.9867763308162,3674.565760089084,0
v9,1H,same_miss,gross_bp,2,1169.289491879134,1785.6399736207145,1169.289491879134,537.9704248266465,1800.6085589316215,1262.638134104975,-1355.9867763308162,3694.565760089084,0
v9,1H,lower_hit,net_r,1,-0.7586236862745136,,-0.7586236862745136,-0.7586236862745136,-0.7586236862745136,0.0,-0.7586236862745136,-0.7586236862745136,0
v9,1H,lower_hit,gross_r,1,-0.6985098039215718,,-0.6985098039215718,-0.6985098039215718,-0.6985098039215718,0.0,-0.6985098039215718,-0.6985098039215718,0
v9,1H,lower_hit,net_bp,1,-252.395505524156,,-252.395505524156,-252.395505524156,-252.395505524156,0.0,-252.395505524156,-252.395505524156,0
v9,1H,lower_hit,gross_bp,1,-232.395505524156,,-232.395505524156,-232.395505524156,-232.395505524156,0.0,-232.395505524156,-232.395505524156,0
v9,1H,lower_miss,net_r,2,8.475322258163125,13.703125310135038,8.475322258163125,3.630535843040376,13.320108673285873,9.689572830245497,-10.903823402327872,27.85446791865412,0
v9,1H,lower_miss,gross_r,2,8.657760314341832,13.658135618690865,8.657760314341832,3.828880157170916,13.486640471512748,9.657760314341832,-10.657760314341832,27.973280943025497,0
v9,1H,lower_miss,net_bp,2,1149.289491879134,1785.6399736207145,1149.289491879134,517.9704248266465,1780.6085589316215,1262.638134104975,-1375.9867763308162,3674.565760089084,0
v9,1H,lower_miss,gross_bp,2,1169.289491879134,1785.6399736207145,1169.289491879134,537.9704248266465,1800.6085589316215,1262.638134104975,-1355.9867763308162,3694.565760089084,0
v9,1H,both_hit,net_r,1,-0.7586236862745136,,-0.7586236862745136,-0.7586236862745136,-0.7586236862745136,0.0,-0.7586236862745136,-0.7586236862745136,0
v9,1H,both_hit,gross_r,1,-0.6985098039215718,,-0.6985098039215718,-0.6985098039215718,-0.6985098039215718,0.0,-0.6985098039215718,-0.6985098039215718,0
v9,1H,both_hit,net_bp,1,-252.395505524156,,-252.395505524156,-252.395505524156,-252.395505524156,0.0,-252.395505524156,-252.395505524156,0
v9,1H,both_hit,gross_bp,1,-232.395505524156,,-232.395505524156,-232.395505524156,-232.395505524156,0.0,-232.395505524156,-232.395505524156,0
v9,4H,all,net_r,2,7.188139102772945,11.702847972960388,7.188139102772945,3.0505575223351786,11.325720683210712,8.275163160875532,-9.36218721897812,23.73846542452401,0
v9,4H,all,gross_r,2,7.295272969374176,11.731287536875897,7.295272969374176,3.147636484687088,11.442909454061265,8.295272969374178,-9.295272969374178,23.88581890812253,0
v9,4H,all,net_bp,2,1090.3403986342091,1895.2751398246487,1090.3403986342091,420.2594468420635,1760.4213504263546,1340.1619035842912,-1589.9834085343732,3770.664205802791,0
v9,4H,all,gross_bp,2,1110.3403986342091,1895.2751398246487,1110.3403986342091,440.2594468420634,1780.4213504263546,1340.1619035842912,-1569.9834085343732,3790.664205802791,0
v9,4H,same_hit,net_r,0,,,,,,,,,0
v9,4H,same_hit,gross_r,0,,,,,,,,,0
v9,4H,same_hit,net_bp,0,,,,,,,,,0
v9,4H,same_hit,gross_bp,0,,,,,,,,,0
v9,4H,same_miss,net_r,2,7.188139102772945,11.702847972960388,7.188139102772945,3.0505575223351786,11.325720683210712,8.275163160875532,-9.36218721897812,23.73846542452401,0
v9,4H,same_miss,gross_r,2,7.295272969374176,11.731287536875897,7.295272969374176,3.147636484687088,11.442909454061265,8.295272969374178,-9.295272969374178,23.88581890812253,0
v9,4H,same_miss,net_bp,2,1090.3403986342091,1895.2751398246487,1090.3403986342091,420.2594468420635,1760.4213504263546,1340.1619035842912,-1589.9834085343732,3770.664205802791,0
v9,4H,same_miss,gross_bp,2,1110.3403986342091,1895.2751398246487,1110.3403986342091,440.2594468420634,1780.4213504263546,1340.1619035842912,-1569.9834085343732,3790.664205802791,0
v9,4H,lower_hit,net_r,0,,,,,,,,,0
v9,4H,lower_hit,gross_r,0,,,,,,,,,0
v9,4H,lower_hit,net_bp,0,,,,,,,,,0
v9,4H,lower_hit,gross_bp,0,,,,,,,,,0
v9,4H,lower_miss,net_r,2,7.188139102772945,11.702847972960388,7.188139102772945,3.0505575223351786,11.325720683210712,8.275163160875532,-9.36218721897812,23.73846542452401,0
v9,4H,lower_miss,gross_r,2,7.295272969374176,11.731287536875897,7.295272969374176,3.147636484687088,11.442909454061265,8.295272969374178,-9.295272969374178,23.88581890812253,0
v9,4H,lower_miss,net_bp,2,1090.3403986342091,1895.2751398246487,1090.3403986342091,420.2594468420635,1760.4213504263546,1340.1619035842912,-1589.9834085343732,3770.664205802791,0
v9,4H,lower_miss,gross_bp,2,1110.3403986342091,1895.2751398246487,1110.3403986342091,440.2594468420634,1780.4213504263546,1340.1619035842912,-1569.9834085343732,3790.664205802791,0
v9,4H,both_hit,net_r,0,,,,,,,,,0
v9,4H,both_hit,gross_r,0,,,,,,,,,0
v9,4H,both_hit,net_bp,0,,,,,,,,,0
v9,4H,both_hit,gross_bp,0,,,,,,,,,0
v9,1Dutc,all,net_r,0,,,,,,,,,0
v9,1Dutc,all,gross_r,0,,,,,,,,,0
v9,1Dutc,all,net_bp,0,,,,,,,,,0
v9,1Dutc,all,gross_bp,0,,,,,,,,,0
v9,1Dutc,same_hit,net_r,0,,,,,,,,,0
v9,1Dutc,same_hit,gross_r,0,,,,,,,,,0
v9,1Dutc,same_hit,net_bp,0,,,,,,,,,0
v9,1Dutc,same_hit,gross_bp,0,,,,,,,,,0
v9,1Dutc,same_miss,net_r,0,,,,,,,,,0
v9,1Dutc,same_miss,gross_r,0,,,,,,,,,0
v9,1Dutc,same_miss,net_bp,0,,,,,,,,,0
v9,1Dutc,same_miss,gross_bp,0,,,,,,,,,0
v9,1Dutc,lower_hit,net_r,0,,,,,,,,,0
v9,1Dutc,lower_hit,gross_r,0,,,,,,,,,0
v9,1Dutc,lower_hit,net_bp,0,,,,,,,,,0
v9,1Dutc,lower_hit,gross_bp,0,,,,,,,,,0
v9,1Dutc,lower_miss,net_r,0,,,,,,,,,0
v9,1Dutc,lower_miss,gross_r,0,,,,,,,,,0
v9,1Dutc,lower_miss,net_bp,0,,,,,,,,,0
v9,1Dutc,lower_miss,gross_bp,0,,,,,,,,,0
v9,1Dutc,both_hit,net_r,0,,,,,,,,,0
v9,1Dutc,both_hit,gross_r,0,,,,,,,,,0
v9,1Dutc,both_hit,net_bp,0,,,,,,,,,0
v9,1Dutc,both_hit,gross_bp,0,,,,,,,,,0
