timeframe,arm,closed,net10_r_trades,original_v9_net10_r_trades,original_net10_r_retained,original_net10_r_lost,new_net10_r_added,max_cumulative_net_r_drawdown,drawdown_order,drawdown_unit
3m,v9,76,0,0,0,0,0,65.12483506186382,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
3m,v9_same,2,0,0,0,0,0,1.513548375276611,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
3m,v9_lower,4,0,0,0,0,0,2.677482814560017,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
3m,v9_both,0,0,0,0,0,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
5m,v9,52,1,1,1,0,0,37.44645490188932,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
5m,v9_same,2,0,1,0,1,0,3.1095372588745898,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
5m,v9_lower,4,0,1,0,1,0,5.168489777942199,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
5m,v9_both,1,0,1,0,1,0,1.379036310107944,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
15m,v9,19,0,0,0,0,0,11.32207023996462,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
15m,v9_same,2,0,0,0,0,0,0.3134844298759038,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
15m,v9_lower,3,0,0,0,0,0,1.2258701754385988,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
15m,v9_both,0,0,0,0,0,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
30m,v9,10,1,1,1,0,0,3.6390745708534737,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
30m,v9_same,0,0,1,0,1,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
30m,v9_lower,0,0,1,0,1,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
30m,v9_both,0,0,1,0,1,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
1H,v9,3,1,1,1,0,0,1.9728742583568857,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
1H,v9_same,1,0,1,0,1,0,0.7586236862745136,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
1H,v9_lower,1,0,1,0,1,0,0.7586236862745136,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
1H,v9_both,1,0,1,0,1,0,0.7586236862745136,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
4H,v9,2,1,1,1,0,0,1.0870240581025876,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
4H,v9_same,0,0,1,0,1,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
4H,v9_lower,0,0,1,0,1,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
4H,v9_both,0,0,1,0,1,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
1Dutc,v9,0,0,0,0,0,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
1Dutc,v9_same,0,0,0,0,0,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
1Dutc,v9_lower,0,0,0,0,0,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
1Dutc,v9_both,0,0,0,0,0,0,,"closed trades sorted by exit_time,event_key",event cumulative net R; not account or portfolio drawdown
