arm,timeframe,slice_type,slice,split_utc,n,closed,censored,net_wins,net_winrate,net_winrate_wilson95_low,net_winrate_wilson95_high,mean_net_r,total_net_r,mean_gross_r,total_gross_r,pf_net_r,mean_net_bp,mean_gross_bp,matched_pairs,unmatched,paired_target_mean_r,paired_control_mean_r,paired_excess_mean_r
v9,3m,direction,long,2026-08-14T16:00:00+00:00,38,38,0,10,0.2631578947368421,0.14971621254798143,0.42008846187466364,-0.6787670911991811,-25.79314946556888,0.2841783982741923,10.798779134419306,0.431116250062986,-8.477463839728948,11.5225361602709,38,0,-0.6787670911991811,-1.2419450247941974,0.5631779335950164
v9,3m,direction,short,2026-08-14T16:00:00+00:00,38,38,0,7,0.18421052631578946,0.09221765185221271,0.334188580711314,-0.9704663707259062,-36.87772208758444,-0.13613535963627288,-5.173143666178369,0.23288284559085254,-28.401608219722362,-8.401608219722476,38,0,-0.9704663707259062,-1.1451667861599728,0.17470041543406656
v9,3m,chronological_half,half1,2026-08-14T16:00:00+00:00,39,39,0,7,0.1794871794871795,0.08977265473219115,0.32668045661881623,-0.8244217009599877,-32.15244633743952,0.04098421774253254,1.598384491958769,0.2873017462141643,-17.201450498019284,2.798549501980512,39,0,-0.8244217009599877,-1.2736858508975788,0.44926414993759084
v9,3m,chronological_half,half2,2026-08-14T16:00:00+00:00,37,37,0,10,0.2702702702702703,0.15397461511049093,0.4297816832471427,-0.8248223031273998,-30.518425215713794,0.10884462098059924,4.027250976282172,0.3681403279277926,-19.744545103686438,0.2554548963135122,37,0,-0.8248223031273998,-1.1090946116554838,0.2842723085280841
v9,5m,direction,long,2026-08-14T16:00:00+00:00,24,24,0,4,0.16666666666666666,0.06678676328632951,0.3585307064969906,0.2700992468545698,6.482381924509676,0.8457598108009257,20.298235459222216,1.2408042731184021,24.60519060551654,44.60519060551641,24,0,0.2700992468545698,-1.3680797316073876,1.6381789784619574
v9,5m,direction,short,2026-08-14T16:00:00+00:00,28,28,0,4,0.14285714285714285,0.05699005319749392,0.31489802163525293,-1.0639034746830907,-29.789297291126537,-0.52876288609854,-14.805360810759122,0.1428107328376315,-43.96665296105454,-23.966652961054574,28,0,-1.0639034746830907,-0.9534571138584492,-0.11044636082464152
v9,5m,chronological_half,half1,2026-08-14T16:00:00+00:00,33,33,0,4,0.12121212121212122,0.04816161309413558,0.2732550517107523,-1.0774813274641888,-35.55688380631823,-0.46969135868927153,-15.49981483674596,0.13305827620876948,-42.22787653411269,-22.227876534112784,33,0,-1.0774813274641888,-1.0248439654164745,-0.052637362047714284
v9,5m,chronological_half,half2,2026-08-14T16:00:00+00:00,19,19,0,4,0.21052631578947367,0.08507676632916253,0.43334278443814167,0.6447351810369136,12.249968439701359,1.104878393958371,20.99268948520905,1.5929932518135832,39.63043248676785,59.63043248676778,19,0,0.6447351810369136,-1.3532032572563275,1.997938438293241
v9,15m,direction,long,2026-08-14T16:00:00+00:00,13,13,0,4,0.3076923076923077,0.12680703655710515,0.5763065681945096,-0.37930087130439305,-4.930911326957109,-0.02339620478419607,-0.3041506621945489,0.4908363268117221,-16.63070529619154,3.3692947038083787,13,0,-0.37930087130439305,-0.5102900467236784,0.13098917541928554
v9,15m,direction,short,2026-08-14T16:00:00+00:00,6,6,0,1,0.16666666666666666,0.030053369748306635,0.5635028221864702,-0.9238432194626666,-5.543059316776,-0.48677826297913734,-2.920669577874824,0.245397940225642,-55.218719662148324,-35.21871966214833,6,0,-0.9238432194626666,-0.6361263491814029,-0.28771687028126375
