group,arm,period,events,closed,censored,win_rate,mean_r,total_r,pf_r,pf_nominal,realized_ge10,event_drawdown_r,total_r_without_best,control_receipts,matched_pairs,unmatched_or_cross_period,paired_target_mean_r,control_mean_r,paired_excess_r,control_win_rate,paired_excess_nominal,blocks,mean_ci_low,mean_ci_high,p_month_signflip
60,v9_long,later,4515,4456,59,0.2520197486535009,-0.20353189544318928,-906.9381260948514,0.7195383188769532,0.7228899508792686,27,1189.851797093563,-946.8838741263477,4515,4417,98,-0.1979858632464744,-0.1303453682151429,-0.06764049503133152,0.2673760470907856,-0.004360225677692816,9,-0.16481448485684036,0.0466764233283058,0.8660669665167416
60,v10,full,3990,3964,26,0.30852674066599395,0.00843160589347212,33.42288576172348,1.012704023860383,0.9056368981667795,29,560.1413694396279,-4.146870335837605,3990,3952,38,0.011645976662563028,-0.08278189624100489,0.09442787290356792,0.2768218623481781,0.00014207234682007586,21,-0.07470973316138446,0.3004828151184818,0.16891554222888555
60,v10,earlier,2065,2065,0,0.3452784503631961,0.12499129978773316,258.10703406166897,1.1991910332867857,1.0447086733572926,15,283.52885925543706,220.5372779641079,2065,2048,17,0.13333707476449919,-0.12362359047358812,0.2569606652380873,0.2744140625,0.005300201419454531,13,-0.023016797105916833,0.5741558923833439,0.05997001499250375
60,v10,later,1849,1823,26,0.2473944048272079,-0.23500831989507587,-428.4201671687233,0.6770058473842201,0.6746986238510526,9,560.1413694396266,-461.4460978256577,1849,1811,38,-0.2296069316178895,-0.11762744444054168,-0.11197948717734779,0.26670347874102707,-0.006593634511142065,9,-0.21857980229273408,0.011878926937246867,0.9440279860069966
240,v9,full,6367,6201,166,0.3173681664247702,0.09700410625308266,601.5224628753656,1.1490642111962222,1.186218621266347,36,957.748759071476,533.4042505611404,6367,6159,208,0.10041329686305199,0.2104782453373943,-0.11006494847434231,0.3263516804676084,0.0006193526611338325,20,-0.20527779656605966,0.01446826715490208,0.952023988005997
240,v9,earlier,3128,3128,0,0.33631713554987214,0.20233008683818285,632.888511629836,1.3208676098263115,1.3024037337666967,26,466.2595470243482,564.7702993156108,3128,3079,49,0.22109858197400908,0.3168780441455978,-0.09577946217158867,0.33095160766482623,0.0037549493174980565,13,-0.24082718695817193,0.1138597999751241,0.8290854572713643
240,v9,later,2996,2830,166,0.29823321554770316,6.120470030604557e-05,0.17320930186610894,1.000090312972621,1.1000141771771197,10,474.5497180381768,-17.917620973363253,2996,2788,208,0.006132080992122543,0.0864168199321632,-0.08028473894004062,0.31384505021520803,0.0007588717509343913,8,-0.21397663272507772,0.056767116788381006,0.8690654672663668
240,v9_long,full,3242,3166,76,0.29216677195198987,0.10024420245520313,317.3731449731731,1.146386138477692,1.1493200055774886,33,1021.8596539712698,249.25493265894795,3242,3139,103,0.10319747387672625,0.3656611233717825,-0.26246364949505635,0.3357757247531061,-0.008027654424074108,20,-0.41479856225571027,-0.08228900115083602,0.9850074962518741
240,v9_long,earlier,1604,1604,0,0.40648379052369077,0.6676530806165278,1070.9155413089106,2.172174948639406,2.025478746824634,26,167.98569472669033,1002.7973289946855,1604,1589,15,0.6832520747489205,0.8291541604355187,-0.14590208568659813,0.3826305852737571,0.012609834268405146,13,-0.3045602871492376,0.10334981725697988,0.8820589705147426
240,v9_long,later,1546,1470,76,0.15510204081632653,-0.5362621804544536,-788.3054052680468,0.3492260531154102,0.3642166129693912,7,891.8606842682885,-803.5630399062437,1546,1443,103,-0.541747525808854,-0.2184623945718193,-0.3232851312370346,0.26195426195426197,-0.02772277674586748,8,-0.4996307445246115,-0.05461052666389922,0.9675162418790605
240,v10,full,1352,1328,24,0.3177710843373494,0.09557059341763008,126.91774805861274,1.1449848454695706,1.135119170953431,10,436.20629800355835,58.79953574438757,1352,1320,32,0.09925235631266932,0.3533414206212236,-0.25408906430855427,0.346969696969697,-0.005740183565482399,20,-0.47991375522864405,-0.03446104132587917,0.9690154922538731
240,v10,earlier,638,638,0,0.4827586206896552,0.7749515664517738,494.4190993962317,2.556609637773381,2.368624993524434,7,82.09759316211924,426.3008870820065,638,636,2,0.7805796798379124,0.8592680053379572,-0.07868832550004477,0.3977987421383648,0.023287500499810633,13,-0.3201533390864248,0.2096247651930654,0.7541229385307346
240,v10,later,681,657,24,0.1445966514459665,-0.5733772080094393,-376.7088256622016,0.3073145459108551,0.32554636770583967,3,416.5126742036646,-391.9664603003985,681,649,32,-0.5741347663915113,-0.18727190223206328,-0.38686286415944804,0.28197226502311246,-0.032195814662075065,8,-0.647806329037481,-0.053656195352480035,0.9665167416291854
