trade_id,side,entry_signal_time,entry_time,entry_price,remaining_fraction,realised_gross_return,realised_net_return,marked_time,marked_price,marked_gross_return,marked_net_return,exit_mode
191,-1,2026-09-15 08:40:00+00:00,2026-09-15 08:40:00+00:00,2472.33,1.0,0.0,-0.001,2026-09-15 10:15:00+00:00,2474.04,-0.000691655240198532,-0.002691655240198532,full_opposite
