asset,v8,v9,delta_r
ORDI,43.86940317367773,62.40964995084562,18.540246777167887
ZETA,70.7838652620374,89.31117710973749,18.52731184770009
CVX,-90.50666769592455,-72.27302534196114,18.233642353963404
SAND,-2.0645241709428443,16.030705538263458,18.0952297092063
CC,-32.501084002145,-14.850541804510092,17.650542197634906
NEAR,3.718497006454723,21.18238717846411,17.46389017200939
UMA,-80.0134031030741,-62.61792659013109,17.395476512943006
FET,-14.267315154272723,3.1189240523739135,17.386239206646636
BARD,-55.5719539423817,-38.3084963360079,17.263457606373798
TRUTH,-98.35202807707024,-81.12516876596564,17.226859311104604
INJ,2.322236972108644,19.544367618057688,17.222130645949044
LSK,-13.900510664847152,3.2865290289982605,17.187039693845414
API3,-20.984427619801696,-3.836415873325815,17.14801174647588
CKB,5.277210621226395,22.265307173083226,16.98809655185683
STABLE,-37.488707914369705,-20.575651962790015,16.91305595157969
BERA,75.67422889980499,92.55313022290073,16.878901323095747
SOON,-73.94513219147068,-57.14501400006849,16.800118191402184
MOODENG,25.243946926087617,41.984679941113235,16.74073301502562
PIPPIN,-14.177938720988957,2.4051439010036333,16.583082621992588
XLM,82.7062997567766,99.2622398353321,16.555940078555494
UB,-63.32782505727966,-46.793950171138206,16.533874886141454
NAORIS,-53.12819140819432,-36.60792819214982,16.520263216044498
BAND,-16.187522956772973,0.16858672582337342,16.356109682596347
AKT,-14.517630064115954,1.7297221372559028,16.247352201371857
RLC,12.793171079932927,29.008120394442436,16.21494931450951
ATH,-14.134178598720192,2.0761661968814007,16.210344795601593
W,-30.110353842633216,-13.981020589515948,16.129333253117267
TAO,23.64422225788914,39.69753302750856,16.053310769619422
POPCAT,-17.59441034463638,-1.7192497635858508,15.87516058105053
KMNO,40.18192326338778,55.93632199018204,15.754398726794257
XPL,-17.403227116968253,-1.778724724192415,15.624502392775838
PIEVERSE,-33.27176108047069,-17.72014243018232,15.551618650288368
ATOM,32.015550398250085,47.48041327387107,15.464862875620987
DOT,28.319252223547874,43.778485834845526,15.459233611297652
GRASS,-14.725756710441946,0.6984678647058047,15.42422457514775
JUP,33.96389466375411,49.35027152208662,15.386376858332511
PIXEL,11.612713806721073,26.96147468309125,15.348760876370177
ICP,11.265985720586496,26.60416957442104,15.338183853834543
DOOD,9.74826261193121,25.070508969326575,15.322246357395365
NIGHT,2.6344590816558693,17.91444583314186,15.279986751485989
A,-15.571260698478284,-0.4351772010049898,15.136083497473294
LQTY,38.860496150595274,53.93225675944268,15.071760608847406
MINA,-9.358980744231026,5.667515969059486,15.026496713290513
ZIL,3.3165140661639225,18.299417281766598,14.982903215602676
BSV,-19.299350451106584,-4.349940083786494,14.94941036732009
GRT,-16.85383243776884,-1.9422292255420253,14.911603212226815
MAV,-3.3250619187577017,11.509244996688542,14.834306915446245
MANTA,-37.14779868040857,-22.40307057030637,14.744728110102201
RONIN,38.79186623697483,53.52563170218379,14.733765465208954
IMX,52.441976165652356,67.17026348794764,14.72828732229528
WLD,91.31860665811183,106.00511282571345,14.686506167601621
XTZ,37.0544226304666,51.690055451347966,14.63563282088137
EDEN,-2.3468296687801016,12.261875379496535,14.608705048276637
USELESS,-36.036511306546004,-21.491206814023773,14.54530449252223
XMR,-40.75337793434914,-26.223783271800595,14.529594662548543
RECALL,-12.132067855320054,2.3828839864868328,14.514951841806887
POWR,-28.623656373201428,-14.2164356744935,14.407220698707928
PNUT,-32.76286116108933,-18.390012231342766,14.372848929746567
QNT,-31.6238565272959,-17.25307689665069,14.37077963064521
BANANA,24.435479797845346,38.529043650021094,14.093563852175748
2Z,-2.4460531067263904,11.269928121823195,13.715981228549586
RSR,74.56032440912793,88.19072755110334,13.630403141975407
SANTOS,-43.538557081335995,-30.002904528073977,13.535652553262018
HMSTR,6.648789389151367,20.175634484318678,13.52684509516731
EIGEN,38.196406931455485,51.71897630005261,13.522569368597125
WCT,-13.977823783290644,-0.6293331257881927,13.34849065750245
SUSHI,-2.440891303994548,10.843333429294974,13.284224733289522
NMR,-22.568124684437173,-9.317519808073612,13.25060487636356
SPELL,-36.2102047547808,-23.03865103420865,13.171553720572145
1000CAT,-4.122848965008926,9.012260967169228,13.135109932178153
GAS,-4.517889810770888,8.550035281873065,13.067925092643954
TURBO,-17.71579963437822,-4.654119586926738,13.061680047451484
MANA,-33.51809627860997,-20.477481176406172,13.040615102203795
ARPA,-10.022705252433273,2.894206238457742,12.916911490891014
SSV,-2.308469313051407,10.300270915431607,12.608740228483015
FIL,-35.43586931708759,-22.85383303974634,12.582036277341246
FIO,-32.32855020354754,-19.801833099313424,12.52671710423412
WLFI,-68.93405161409989,-56.43132545349358,12.502726160606308
MON,-30.99336816868478,-18.735796315959977,12.257571852724801
AEVO,-0.48065833620171994,11.74252770360144,12.22318603980316
DYDX,61.96946243587,74.07246948055075,12.103007044680751
BB,16.491465132765676,28.538364301764823,12.046899168999147
AXS,19.39564884071269,31.33337431073901,11.937725470026322
SAGA,-1.3779863364761313,10.478589979625767,11.856576316101897
ZAMA,21.9849681025512,33.775929195262286,11.790961092711086
RARE,-46.38889387911471,-34.657028838823095,11.731865040291616
C98,13.487472359420119,25.186578155821003,11.699105796400884
AIN,8.496913129059392,20.14397835291587,11.647065223856478
BR,-34.96500883639075,-23.389661328146033,11.575347508244718
NKN,20.63230034201966,32.203407759116665,11.571107417097004
MOVE,-16.873067551599597,-5.318419358175474,11.554648193424123
BNT,-17.54529289132895,-5.998623935785754,11.546668955543193
ARKM,-74.601695112283,-63.19662487637317,11.405070235909825
PROVE,0.5360213535204209,11.869764246983934,11.333742893463512
SYS,-2.332594954139772,8.97805967234033,11.310654626480101
BTCDOM,8.221827564411127,19.52463449320587,11.302806928794743
UNI,14.91113900338673,26.049864143731405,11.138725140344675
USUAL,-4.9691342580918985,6.14958355542118,11.11871781351308
TST,-17.250308201220783,-6.374553670272734,10.875754530948049
TNSR,4.4608575218941615,15.316312557430821,10.85545503553666
G,-43.30585647983967,-32.591961097375,10.71389538246467
TAKE,-31.379738916427854,-20.668129367655887,10.711609548771968
QUICK,-29.471791388677456,-18.828143848766153,10.643647539911303
VVV,6.563155524257283,17.196424049295086,10.633268525037803
BEL,-36.10080976060712,-25.509034036302932,10.591775724304188
SUN,18.143284656095346,28.685533638843154,10.542248982747807
PENDLE,-4.764791883588206,5.705442862120805,10.47023474570901
PENGU,102.84782634927967,113.31796566569919,10.47013931641952
1000XEC,-38.39620745948059,-27.96286115634654,10.433346303134051
GMT,-55.74923823726395,-45.450215310392714,10.299022926871238
LA,-28.290837387436657,-18.038789363961005,10.252048023475652
COAI,-49.317816849936236,-39.072532509886926,10.24528434004931
THE,8.45942584885455,18.677259736411663,10.217833887557113
1000FLOKI,-30.31177882759152,-20.126110763553825,10.185668064037696
WOO,-8.092888514263517,2.009421595695451,10.102310109958967
BLUAI,-18.38349636064374,-8.284177454002219,10.099318906641521
SKL,-8.946629349562807,1.079636991207985,10.026266340770793
KGEN,30.952436492343487,40.97102627660532,10.018589784261835
JOE,-17.472254845018522,-7.6245427282246725,9.84771211679385
CYBER,-3.3896823944349928,6.445200464419697,9.83488285885469
NOM,-33.810484373255385,-24.01521234512396,9.795272028131425
HIPPO,-25.995937872734505,-16.209792735044886,9.78614513768962
LOOM,-13.17097102801928,-3.387657097634383,9.783313930384898
ARK,1.1178445588652492,10.900526505816373,9.782681946951124
JASMY,21.735421919380702,31.506950392424887,9.771528473044185
SWARMS,-5.6444063948329015,4.0630359268619225,9.707442321694824
EPIC,-19.177672859862614,-9.537467537472983,9.640205322389631
WET,-28.806853369051098,-19.175058701519582,9.631794667531516
BICO,4.379904840549305,13.995035490938037,9.615130650388732
ORDER,-25.070180177878637,-15.486591927644529,9.583588250234108
NOT,7.485266075843198,17.01293449996348,9.527668424120284
SXT,-41.62990468148858,-32.11212333300973,9.517781348478856
BROCCOLIF3B,33.64101495140656,43.07755475243602,9.436539801029461
LAB,9.787082646165267,19.20260544966677,9.415522803501503
AWE,-41.590865402340484,-32.261305230410514,9.32956017192997
RED,22.186798932349877,31.42236290957668,9.235563977226803
LAYER,-42.20026641221037,-32.97952916242241,9.220737249787959
GIGGLE,-43.41014479910961,-34.227008326630724,9.183136472478886
AIXBT,-57.084516850217526,-47.99389029847431,9.090626551743213
LOKA,-6.3920342299032225,2.6960070115277217,9.088041241430943
ALLO,-26.30468251086889,-17.269837552920908,9.034844957947982
BAKE,-8.099453005691696,0.8785016000014862,8.977954605693183
ASR,-43.25602018680938,-34.279543096782035,8.976477090027345
STX,-12.639999653269443,-3.6689270906160463,8.971072562653397
LRC,16.81582575084455,25.674922186348702,8.859096435504153
COOKIE,-9.59123311590568,-0.9152796525098337,8.675953463395846
GTC,-2.9392393459661736,5.725553764017255,8.664793109983428
FLOKI,-12.871002995916736,-4.3137674070440415,8.557235588872695
ANKR,3.4791361301991977,11.98498688657374,8.505850756374542
ENSO,-45.24486581236726,-36.74782993931988,8.49703587304738
HBAR,66.03974329642563,74.51097769651594,8.47123440009031
TAIKO,10.436603805700486,18.881001691215275,8.444397885514789
SIGN,28.445708908028166,36.889154133180455,8.443445225152288
DODOX,-9.62996434891902,-1.3560850042065076,8.273879344712512
MOCA,-5.726381553431253,2.4508476873466516,8.177229240777905
ASTR,-18.377329002052775,-10.285700066344283,8.091628935708492
THETA,-3.5601869612550354,4.526280878250756,8.086467839505792
OGN,66.19488153262654,74.16893524860205,7.974053715975515
EGLD,-26.703078287928985,-18.75393180232985,7.949146485599137
SFP,8.65735162766986,16.597511185244958,7.9401595575750985
HIVE,-37.652479896579415,-29.727945421334837,7.924534475244577
ATA,18.360346575626483,26.27826988723002,7.917923311603538
ASTER,-4.816549630054849,3.071569412704548,7.8881190427593975
GPS,-36.27655856693786,-28.433340604572138,7.8432179623657206
OM,-11.93777626987508,-4.143611780911414,7.794164488963666
IO,12.346041757332888,20.132797284146793,7.786755526813906
TRX,18.36235367787227,26.0612294201014,7.698875742229131
XCN,14.729133349322469,22.4065772485522,7.677443899229731
FF,-31.981034988818223,-24.330294378593283,7.65074061022494
MANTRA,-32.33853917055649,-24.704642530320704,7.633896640235783
CELO,1.170165195090003,8.794916303822589,7.624751108732586
VOXEL,-18.443425033324612,-10.819223896056346,7.624201137268265
CHR,-27.18986267603585,-19.57279078628077,7.617071889755081
ROSE,6.592225099482395,14.182023702192149,7.589798602709754
EWJ,-25.171499064641218,-17.594078416050035,7.577420648591183
RAVE,211.41704854864474,218.97751903850923,7.560470489864485
CAKE,15.349892994541595,22.858933722826137,7.509040728284543
IOTX,-27.815216671865088,-20.313068942992945,7.502147728872142
TRB,9.485712170239687,16.975278345322284,7.489566175082597
HOME,-53.15243838525975,-45.683927800411965,7.468510584847785
FRAX,-7.40093667555633,0.0439496930380614,7.444886368594391
DEEP,-8.027905766558453,-0.5897521754707911,7.438153591087662
MITO,27.510789098414005,34.93144919137376,7.4206600929597535
ALPACA,-7.765066126135822,-0.3452833827838824,7.41978274335194
RPL,-14.647922650721776,-7.228276150444321,7.419646500277455
BANK,26.11131542606865,33.52535285089113,7.414037424822482
OKB,25.801939158556134,33.11905172770529,7.317112569149156
RESOLV,-33.344183688747016,-26.037157231475305,7.307026457271711
FHE,-28.18574650412729,-20.891399878990267,7.294346625137024
GLM,-62.12104951615886,-54.86883777914717,7.252211737011692
WAL,38.478978986558666,45.7298756253377,7.250896638779032
VTHO,-4.276268311308519,2.948701048306182,7.224969359614701
OMNI,62.57302711716373,69.78805313936532,7.2150260222015845
1000000MOG,16.58734754181143,23.783843840692825,7.196496298881396
RUNE,-9.542312229885868,-2.4383087517347075,7.10400347815116
BEAMX,-17.303129240873965,-10.25197891525342,7.051150325620544
ARC,-29.296251844507317,-22.32102522932085,6.975226615186468
PUNDIX,-30.60262136777284,-23.789525925005577,6.813095442767263
SEI,-15.691732113598704,-8.970540881675582,6.721191231923122
M,1.4828728269686398,8.198221889727181,6.715349062758541
NEIROETH,26.243355537173365,32.93708707742062,6.693731540247256
KAT,35.082364307519335,41.77607257228926,6.693708264769924
HOT,-38.63875804973448,-31.97950526002046,6.659252789714017
WAXP,-7.376224239159791,-0.7342852629562304,6.64193897620356
LYN,-13.85610231267132,-7.239660421692114,6.616441890979206
HAEDAL,-0.5737244276589906,6.017638752757227,6.591363180416217
KAVA,-20.53950655289663,-13.953283610826325,6.586222942070304
ELSA,-20.495223487609014,-13.92363688288727,6.571586604721745
B2,-10.468187199217732,-3.9176769722539992,6.550510226963733
GEV,-9.32509455819351,-2.7760616697276816,6.5490328884658275
FOGO,6.817655325449378,13.270464791819794,6.452809466370416
METIS,-24.648168970126697,-18.21366790687008,6.434501063256619
PORTAL,-8.893605768301228,-2.4880288137890796,6.405576954512148
APR,16.170858610892004,22.56690879020001,6.396050179308006
LDO,33.73649117229118,40.1087173428468,6.372226170555621
GALA,18.33739376458138,24.701451221825675,6.3640574572442965
LUNA2,-8.744554771340598,-2.413134524651653,6.331420246688944
IWM,-32.94131855919414,-26.65851456601421,6.282803993179925
DF,-16.10516498638126,-9.846188533156138,6.258976453225124
SWELL,-6.304464294495691,-0.049357853309337285,6.255106441186354
PROS,-13.917767976342342,-7.693073787404298,6.224694188938043
DOLO,-4.22501100878346,1.9678983137063006,6.1929093224897604
BMNR,-9.360731945281925,-3.34889780373999,6.011834141541935
TSM,0.12272467535012543,6.0074090284433375,5.884684353093212
COTI,21.084746414885608,26.960208020682956,5.875461605797348
ACE,-26.341824905496363,-20.47060335703258,5.871221548463783
SOLV,35.53892622873665,41.38253690293381,5.8436106741971585
HOOK,4.032063124261168,9.785169349379887,5.753106225118718
A2Z,-20.752599057130684,-15.021733681757981,5.730865375372703
SCRT,-18.011345922838125,-12.319373229937494,5.691972692900631
FORM,-31.475970864579878,-25.86085433488181,5.615116529698067
ASML,-12.920136835336754,-7.311234291205933,5.608902544130821
AERO,-43.089499728330416,-37.481434046123525,5.608065682206892
MYRO,39.61332339757375,45.19525840726299,5.581935009689239
ONG,-9.329177217497984,-3.757456690875479,5.571720526622505
MEGA,-30.91894164639261,-25.431261252011403,5.487680394381208
RDNT,-11.827076984110661,-6.355697498428555,5.471379485682107
H,8.805757043278517,14.238142672606923,5.432385629328406
XVG,8.036369092954049,13.465432402901104,5.429063309947056
UP,3.3915627225433775,8.806362144034058,5.41479942149068
B,-17.63677252945821,-12.223196725286774,5.413575804171435
1INCH,-35.013494570229774,-29.62418554746232,5.389309022767453
DEXE,-31.811092086533638,-26.451369414708825,5.359722671824812
C,-23.91302789245679,-18.558433982553975,5.354593909902814
LUNA,-6.459804538048043,-1.1057932580858711,5.3540112799621715
TOSHI,-20.557093999971553,-15.206494877707053,5.3505991222645
CHILLGUY,1.9599041526998824,7.2866540970313824,5.3267499443315
NIL,-3.5456404871366156,1.781068990039926,5.326709477176541
BAL,0.4832003992389722,5.776479726257461,5.293279327018489
RIVER,5.836975009703347,11.103463627847262,5.266488618143915
BAS,-2.221383055401084,3.023382364316446,5.24476541971753
VIDT,-27.274757302891288,-22.050830895347463,5.223926407543825
TOWNS,-15.275568824978135,-10.079327732841895,5.1962410921362405
XPD,-22.61685760025485,-17.43799130809089,5.17886629216396
PLAY,58.3533798355075,63.47150253947875,5.118122703971245
COMMON,-6.777482989001802,-1.7049147985190238,5.072568190482778
BASED,-18.895194290805343,-13.910247692189195,4.984946598616148
RKLB,-1.3499119846669034,3.558223553494738,4.908135538161641
ZRO,-36.79796389089601,-31.91042556767644,4.887538323219566
D,-29.517660869850502,-24.637394223737132,4.88026664611337
PLTR,-17.45701409715774,-12.634140789014563,4.822873308143176
DEFI,28.841415382838925,33.64004410523384,4.798628722394916
CGPT,8.903610037801633,13.674233139768242,4.77062310196661
GWEI,20.12557865500126,24.829428548527346,4.703849893526087
HANA,-44.45060746049512,-39.75783118433953,4.692776276155591
CFG,19.306560769305,23.95786978042934,4.65130901112434
CRO,0.9366169644104769,5.488022899767273,4.551405935356796
ZRC,-5.706112845872076,-1.218263835267428,4.487849010604648
MAVIA,32.887564730534336,37.32519340388187,4.4376286733475325
QQQ,-16.958354403498653,-12.536290874087493,4.42206352941116
SKR,18.46924838702442,22.856337360908032,4.3870889738836105
STRC,-18.55830438676282,-14.179560797019105,4.378743589743715
PROMPT,-2.693634826794085,1.6506951425178258,4.344329969311911
NG,-22.122238342133244,-17.778081031196855,4.344157310936389
IDOL,-22.421925572508016,-18.08308192532812,4.338843647179896
SCR,-16.598202420066976,-12.268791453212376,4.329410966854599
POWER,3.021441839979203,7.344204662574182,4.322762822594979
ALPHA,-2.556316180852729,1.7447890786558362,4.3011052595085655
SUPER,7.121348456440386,11.41509396852322,4.293745512082833
TUT,-27.8592861013002,-23.571685227013315,4.287600874286884
ROBO,-5.618978993175308,-1.343079827960441,4.275899165214867
APLD,-2.9842959052973868,1.2904027292407538,4.27469863453814
GRVT,-0.5803417794511107,3.648493210897383,4.228834990348494
ZKP,-31.875350139401963,-27.66872852459226,4.206621614809702
VELVET,83.09028120414885,87.25161900826916,4.161337804120308
ORCA,-4.145043676127431,0.015750424058672774,4.160794100186104
TREE,-9.606830766360961,-5.447473771290576,4.159356995070385
SQD,-19.78820593444113,-15.630054650458145,4.158151283982985
KOMA,-7.873221937567886,-3.777692376609208,4.095529560958678
CSCO,-23.623850842788787,-19.535410599847943,4.088440242940845
ALICE,-29.986119916992394,-25.92390823862688,4.0622116783655144
FIS,-14.331419656904039,-10.318395737684723,4.013023919219316
RAY,56.573864481908736,60.557823243540575,3.9839587616318397
PUFFER,-17.243695120681924,-13.271288507064241,3.9724066136176823
BX,-6.402306022733687,-2.4321166805613172,3.97018934217237
DEGEN,-1.8039623007220225,2.1278636863962808,3.9318259871183034
LINA,-6.7961623593125084,-2.871937879863342,3.9242244794491663
HOOD,-20.739351255185653,-16.8389893504238,3.9003619047618514
AMD,-15.640686369390494,-11.752076870876607,3.888609498513887
SPACE,14.634068945526504,18.49344973785017,3.859380792323666
ZKJ,12.840773900384061,16.685580540086363,3.844806639702302
FLOW,-20.316419231294336,-16.472499446842754,3.8439197844515824
JNJ,-8.031471326474707,-4.244033819439533,3.7874375070351736
OL,-3.796346630694758,-0.022375567247957362,3.7739710634468007
SNDK,8.946304731350153,12.70023549296216,3.753930761612006
USTC,-36.741601580101396,-33.00213429746871,3.7394672826326882
BRKB,-11.577452794108856,-7.880691063903593,3.696761730205263
RDDT,-7.833437898613606,-4.167932151487123,3.665505747126483
IOTA,116.53465481963283,120.17752782402664,3.642873004393806
ARIA,30.965320557849754,34.60399849980819,3.638677941958438
HIMS,-13.981437382904428,-10.37446919163624,3.6069681912681872
BLESS,46.05021843279606,49.65427747357719,3.604059040781131
SMCI,1.2095665063153778,4.810182473681344,3.6006159673659663
SHLD,-22.757692772655382,-19.166804710033087,3.5908880626222945
SOMI,-16.410943467425568,-12.830433970619591,3.580509496805977
ALCH,-17.040198174822176,-13.474869883538437,3.5653282912837394
ORCL,3.7707618959047546,7.329977504524449,3.5592156086196947
TTMI,1.5016832863678982,5.054528050338432,3.5528447639705343
ZBT,-24.233982020647826,-20.704456375237648,3.529525645410178
ACX,1.6840417850912894,5.21204526223267,3.5280034771413806
OSCR,-2.6304674886526165,0.89215810531088,3.5226255939634967
DATA,-23.79169462196094,-20.276653326654927,3.5150412953060126
HOLO,-9.04387991831811,-5.545149352743055,3.4987305655750554
HPE,-7.4994513604744935,-4.004237216931575,3.4952141435429187
HIFI,-15.316306963941138,-11.834185437894215,3.4821215260469227
AVA,-1.8383958253013892,1.642507450693155,3.480903275994544
LIGHT,-24.039533059091134,-20.569748123311946,3.469784935779188
BTR,-2.1970640244023754,1.218096701265914,3.415160725668289
1000BONK,0.47366089485856566,3.8653197641389276,3.391658869280362
我踏马来了,-3.174078649000901,0.21394762707087311,3.3880262760717743
SNXX,2.0884424953345873,5.460069642481736,3.371627147147149
ERA,-5.79163993298204,-2.5000381795502724,3.2916017534317676
CL,-6.407667529094773,-3.144933867412947,3.2627336616818265
DOGS,5.329502066152236,8.561188529922129,3.2316864637698925
CAP,-25.844065499540143,-22.624618531296452,3.219446968243691
TMF,-3.09378333333331,0.12408333333331711,3.217866666666627
OPN,-19.665305715494352,-16.462946234111453,3.2023594813828993
BLEND,-18.723686332668905,-15.559969440249251,3.1637168924196537
TA,-17.655155551556206,-14.502603741670786,3.15255180988542
TTWO,-9.9750041655973,-6.823444490401915,3.1515596751953847
CARV,5.681505569736071,8.776802057517562,3.095296487781491
ANIME,-44.381165286272626,-41.31542343443101,3.065741851841615
ZRX,-45.757643267024385,-42.708119200704296,3.049524066320089
TRIA,-4.546585830354378,-1.540825742304314,3.0057600880500637
EDGE,34.04556224672978,37.0373185544326,2.991756307702822
XBI,-4.804522149316813,-1.8538683031629906,2.950653846153822
GRIFFAIN,-26.358814139054385,-23.438316396859914,2.9204977421944704
AMAT,-13.84391721225627,-10.926978689093614,2.9169385231626563
OPG,15.84971190776727,18.744773413380774,2.895061505613503
ESPORTS,1.927866496188594,4.777102703163045,2.8492362069744512
SLX,-23.381898234878197,-20.589705410253163,2.792192824625033
US,-4.851162172899137,-2.113635250187736,2.7375269227114014
CLO,2.861142510144603,5.583317059801064,2.7221745496564607
ZEST,-4.726523707632026,-2.0402431524479545,2.6862805551840716
EWY,-3.9831421367058484,-1.3047602070349473,2.678381929670901
VELODROME,-8.675836791042169,-6.008755837616142,2.6670809534260274
PEOPLE,17.81284652850678,20.449500171120633,2.6366536426138545
ASTS,6.954027225477669,9.582278912181668,2.6282516867039982
BE,6.14614847344395,8.773710297495612,2.6275618240516616
1000LUNC,-24.796000367102778,-22.168667660068614,2.6273327070341637
SAHARA,-27.954966134794656,-25.336908959176004,2.6180571756186524
MU,-13.070943750458172,-10.454039835654207,2.616903914803965
UNH,-6.082998297987904,-3.4826202316098342,2.6003780663780693
AT,-13.85302581987763,-11.257705652440263,2.5953201674373663
FLOCK,-1.282457618141544,1.3043177016083571,2.586775319749901
MET,35.301866857618236,37.87799832506049,2.576131467442252
NEWT,-16.42128895838018,-13.874275413659685,2.547013544720496
CHIP,-20.266534918809544,-17.73443081774683,2.532104101062714
NOK,3.6606346548036033,6.191382279113008,2.530747624309405
BABY,-3.1811667800152827,-0.7014111718801854,2.4797556081350973
GUA,-6.166624282434369,-3.7400764040446592,2.4265478783897096
BOT,-7.533441573475731,-5.118757515504731,2.414684057971
ORBS,-9.369260344526984,-6.994874895692696,2.3743854488342873
SONIC,14.55062934466433,16.891531927776366,2.3409025831120367
COHR,-2.612960861595154,-0.2754998155961751,2.337461045998979
AGT,-40.67274861036279,-38.34502759241819,2.3277210179445973
META,-14.137381103636878,-11.81367410130196,2.3237070023349187
DKNG,2.8812905439159398,5.134128150753494,2.252837606837554
RAM,0.22515785529991972,2.4741948923369543,2.2490370370370347
VET,23.143960177221416,25.357411940561917,2.213451763340501
KORU,-1.0112207662408514,1.191314752884836,2.2025355191256875
PORT3,-18.149883436478394,-15.96214032404355,2.187743112434843
STMX,1.147735638185653,3.3271209195709317,2.1793852813852785
VINE,-2.596497993749053,-0.4254884600144757,2.171009533734577
MILK,-4.596962873167065,-2.437130133671268,2.1598327394957972
LISTA,-23.458772951619224,-21.304918550554383,2.153854401064841
USO,0.8340888775002625,2.9800554022819803,2.1459665247817177
UNFI,-0.6876585827535076,1.426197638444652,2.1138562211981595
DAR,1.1533807772156228,3.2440943333224386,2.0907135561068158
YALA,-5.261144281275377,-3.177467199266924,2.083677082008453
SOPH,6.973427682348788,9.041027816325164,2.0676001339763754
MBABYDOGE,12.382646076260427,14.448316475854735,2.0656703995943086
CRDO,12.889634498209416,14.921556066836878,2.031921568627462
KNC,3.5839823693356663,5.536465821019021,1.9524834516833551
EWT,1.47945996342073,3.423165982819061,1.9437060193983309
MMT,-28.888899664641837,-26.99500469695613,1.893894967685707
ZK,62.44422543812346,64.33371760370791,1.8894921655844499
GRAM,-11.588307957830981,-9.719349471872496,1.8689584859584851
ALGO,108.35542891658393,110.21954334713531,1.864114430551382
ENA,95.03796997765934,96.89646860047917,1.8584986228198233
FLUX,27.1830856152934,29.012175231188586,1.8290896158951853
BSW,4.532265235490886,6.3612315315309536,1.8289662960400674
TIA,-34.44194917950294,-32.623332826547404,1.8186163529555373
XPT,-10.57964269285652,-8.804069672328646,1.7755730205278741
CLANKER,-8.077838093078206,-6.309061426674203,1.768776666404003
BZ,15.763674501713265,17.528706712627773,1.7650322109145087
T,22.179160245976668,23.884104638192603,1.7049443922159355
XPIN,-20.06494780493361,-18.37341125667967,1.6915365482539393
MLN,-35.493905235218875,-33.82291570997559,1.6709895252432858
ACU,5.504975291982682,7.143269348498809,1.6382940565161261
LUNR,7.856446685712038,9.48501408404555,1.6285673983335123
PTB,-20.519080350175198,-18.907696448580218,1.61138390159498
SONY,-10.108234745075563,-8.512520459361264,1.5957142857142994
CATI,-15.633982211604309,-14.073609680122724,1.560372531481585
ROK,-14.428352143095957,-12.871504431843176,1.5568477112527805
SNOW,-2.086214416112373,-0.532070086215455,1.554144329896918
