direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,132,-24.03186813562354,-35.434482355906056,-3172.2065939023073,0.47824091514419553,False,0.25,99,0
1,154,-12.435755021622384,-38.750813913105404,-1915.1062733298472,0.7233217692038045,False,0.2532467532467532,115,0
