epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,78.2822,2.47862,14.5354,2.16901,0.15342,0.34864,0.11929,0.03259,2.59676,3.55431,2.3571,0.00066416,0.00066416,0.00066416
2,131.556,2.36471,2.70674,2.10321,0.04722,0.46341,0.07492,0.02491,2.54932,3.82459,2.21177,0.00131765,0.00131765,0.00131765
3,183.415,2.20253,2.65364,1.96012,0.19689,0.26686,0.13039,0.03719,2.40003,2.86645,2.16034,0.00195794,0.00195794,0.00195794
4,235.748,2.15774,2.59653,1.95079,0.24838,0.38307,0.2144,0.07017,2.15285,2.2407,1.93911,0.0019406,0.0019406,0.0019406
5,288.216,2.07776,2.31915,1.89178,0.19585,0.40029,0.17005,0.06081,2.10082,2.48086,1.9313,0.0019208,0.0019208,0.0019208
6,339.155,2.03818,2.30855,1.86571,0.22581,0.36155,0.19149,0.06143,2.22949,2.3874,1.98838,0.001901,0.001901,0.001901
7,390.125,1.99078,2.20224,1.8273,0.22085,0.38164,0.19503,0.06868,2.1652,2.28966,1.9378,0.0018812,0.0018812,0.0018812
8,440.672,2.03319,2.17091,1.85414,0.28552,0.26542,0.19258,0.06987,2.13699,2.72928,1.94733,0.0018614,0.0018614,0.0018614
9,491.384,1.92989,2.17157,1.78806,0.0338,0.7231,0.12781,0.03997,2.35307,3.37173,2.06654,0.0018416,0.0018416,0.0018416
10,541.976,1.9381,2.08609,1.78933,0.27156,0.34433,0.20711,0.07296,2.12622,2.4455,1.94276,0.0018218,0.0018218,0.0018218
11,593.8,1.95015,2.03232,1.77724,0.27197,0.3099,0.22265,0.08461,2.06213,2.36559,1.86828,0.001802,0.001802,0.001802
12,645.521,1.91519,2.04499,1.76552,0.16162,0.2066,0.12659,0.04568,2.12383,2.9228,1.93264,0.0017822,0.0017822,0.0017822
13,695.824,1.86532,2.0316,1.72559,0.30205,0.14204,0.12012,0.03694,2.74947,4.15457,2.39409,0.0017624,0.0017624,0.0017624
14,745.985,1.88298,1.99103,1.73025,0.05759,0.45481,0.08393,0.02247,2.62185,4.10269,2.29943,0.0017426,0.0017426,0.0017426
15,796.849,1.80833,1.90343,1.70208,0.32515,0.42181,0.28825,0.10977,1.9881,2.03753,1.84264,0.0017228,0.0017228,0.0017228
16,848.918,1.78478,1.93949,1.68078,0.28656,0.4505,0.27465,0.10648,1.97146,2.03496,1.81894,0.001703,0.001703,0.001703
17,899.568,1.78177,1.94091,1.6679,0.27799,0.17504,0.13953,0.04397,2.35722,3.38957,2.1214,0.0016832,0.0016832,0.0016832
18,949.073,1.80208,1.92881,1.68779,0.1403,0.21377,0.05664,0.01591,2.50332,5.10378,2.22355,0.0016634,0.0016634,0.0016634
19,999.928,1.76728,1.87218,1.67189,0.29674,0.19369,0.19283,0.07053,2.16346,2.87218,1.95375,0.0016436,0.0016436,0.0016436
20,1049.43,1.73683,1.86242,1.63983,0.05937,0.06456,0.00625,0.00161,3.42846,5.87011,3.28629,0.0016238,0.0016238,0.0016238
21,1099.53,1.74517,1.80454,1.64533,0.12591,0.29699,0.07729,0.02759,2.43786,4.53101,2.17725,0.001604,0.001604,0.001604
22,1150.32,1.70184,1.80809,1.61436,0.34957,0.40172,0.28573,0.10565,2.03559,2.21388,1.87857,0.0015842,0.0015842,0.0015842
23,1200.68,1.65207,1.70107,1.58647,0.11368,0.54376,0.17159,0.05443,2.35141,3.64551,2.12039,0.0015644,0.0015644,0.0015644
24,1251.67,1.65772,1.72383,1.58303,0.36422,0.43902,0.31808,0.12418,1.97622,1.92881,1.86375,0.0015446,0.0015446,0.0015446
25,1303.74,1.64134,1.69744,1.57786,0.31042,0.37446,0.26302,0.09651,2.07955,2.15451,1.90904,0.0015248,0.0015248,0.0015248
26,1354.12,1.65587,1.6816,1.58984,0.30555,0.22094,0.18181,0.05389,2.34955,3.67173,2.10798,0.001505,0.001505,0.001505
27,1405.05,1.60143,1.64797,1.54914,0.35172,0.3056,0.25036,0.08319,2.24454,2.59497,2.02169,0.0014852,0.0014852,0.0014852
28,1456.02,1.60033,1.63885,1.5526,0.36216,0.42181,0.31512,0.12196,2.02081,1.99877,1.89869,0.0014654,0.0014654,0.0014654
29,1506.97,1.54861,1.63557,1.5116,0.39718,0.41176,0.33058,0.13131,2.0105,1.95938,1.89823,0.0014456,0.0014456,0.0014456
30,1559.05,1.53656,1.61422,1.50903,0.33268,0.37016,0.26308,0.0949,2.10557,2.36421,1.93078,0.0014258,0.0014258,0.0014258
31,1609.91,1.51881,1.61509,1.49918,0.37845,0.18782,0.20395,0.06458,2.36851,2.88339,2.15067,0.001406,0.001406,0.001406
32,1661.34,1.48635,1.55221,1.46589,0.37883,0.40316,0.30949,0.10723,2.20017,2.24081,2.02978,0.0013862,0.0013862,0.0013862
33,1712.14,1.49634,1.45131,1.47841,0.31874,0.24635,0.19785,0.07369,2.25229,2.92219,2.03705,0.0013664,0.0013664,0.0013664
34,1763,1.49967,1.49949,1.48323,0.36208,0.37733,0.28779,0.10212,2.09004,2.1634,1.94183,0.0013466,0.0013466,0.0013466
35,1813.73,1.46345,1.46036,1.45949,0.39088,0.16356,0.18271,0.05436,2.5014,3.30104,2.26623,0.0013268,0.0013268,0.0013268
36,1864.32,1.43769,1.39142,1.43097,0.35706,0.20516,0.1882,0.06148,2.41081,3.49815,2.2656,0.001307,0.001307,0.001307
37,1915.24,1.43781,1.42418,1.43921,0.33018,0.42151,0.30445,0.10785,2.1806,2.10289,2.08631,0.0012872,0.0012872,0.0012872
38,1965.83,1.38233,1.4035,1.39273,0.28837,0.21521,0.14646,0.0424,2.53809,3.73094,2.37402,0.0012674,0.0012674,0.0012674
39,2016.71,1.38678,1.33583,1.41378,0.41596,0.3802,0.32154,0.11047,2.17211,2.16443,2.0564,0.0012476,0.0012476,0.0012476
40,2067.56,1.3577,1.29937,1.38888,0.37551,0.40316,0.29373,0.10312,2.19321,2.19889,2.1201,0.0012278,0.0012278,0.0012278
41,2118.65,1.36094,1.29398,1.38752,0.38892,0.44907,0.32895,0.11967,2.14345,1.97614,2.04958,0.001208,0.001208,0.001208
42,2167.92,1.28727,1.28302,1.33303,0.14754,0.07747,0.0246,0.00722,3.38845,6.12047,3.26437,0.0011882,0.0011882,0.0011882
43,2218.79,1.28895,1.24814,1.33719,0.38706,0.44189,0.33008,0.12312,2.14629,1.98805,2.09256,0.0011684,0.0011684,0.0011684
44,2269.71,1.23405,1.25327,1.29623,0.3501,0.38307,0.27957,0.0975,2.19448,2.2151,2.14721,0.0011486,0.0011486,0.0011486
45,2320.51,1.25718,1.17599,1.31757,0.35729,0.39311,0.28845,0.10412,2.17613,2.22158,2.15171,0.0011288,0.0011288,0.0011288
46,2371.31,1.26342,1.13169,1.31489,0.29112,0.17934,0.14402,0.04737,2.41197,3.59115,2.30337,0.001109,0.001109,0.001109
47,2423.53,1.21095,1.13076,1.28951,0.35143,0.45337,0.30014,0.10795,2.21282,2.08316,2.18422,0.0010892,0.0010892,0.0010892
48,2473.99,1.21759,1.13847,1.2841,0.3027,0.2726,0.18675,0.06381,2.4664,3.26719,2.41325,0.0010694,0.0010694,0.0010694
49,2523.8,1.17405,1.06534,1.26371,0.10768,0.15495,0.04319,0.01186,3.15858,5.65432,3.10653,0.0010496,0.0010496,0.0010496
