bucket,trades,net_r,mean_net_r,gross_r,win_rate,realized_ge10
no_break,418,-74.30929583578946,-0.17777343501385037,-50.86229253898323,0.27751196172248804,0
age_0,7778,589.3688402071053,0.07577382877437713,1031.4547363697764,0.3196194394445873,32
age_1_3,8613,677.4513368392097,0.0786545149006397,1222.7779353157441,0.32381284105422037,44
age_4_12,7355,880.1666620801053,0.11966915867846435,1441.1945823843726,0.3235893949694086,59
age_13_48,11766,711.5430657645749,0.06047450839406552,1475.692370866075,0.3165901750807411,57
age_49_200,17215,111.59989555823186,0.006482712492490959,1283.612177158083,0.3042114435085681,71
age_gt_200,8385,504.1363935216479,0.060123600897036125,1063.8661031003617,0.31079308288610613,43
