group,arm,period,events,closed,censored,win_rate,mean_r,total_r,pf_r,pf_nominal,realized_ge10,event_drawdown_r,total_r_without_best,control_receipts,matched_pairs,unmatched_or_cross_period,paired_target_mean_r,control_mean_r,paired_excess_r,control_win_rate,paired_excess_nominal,blocks,mean_ci_low,mean_ci_high,p_month_signflip
all,v9,full,61898,61530,368,0.31430196652039655,0.055256897418090124,3399.9568981350853,1.082745515217626,1.0644953778953246,306,4023.1308613837073,3265.3057338158364,61898,61383,515,0.056595547556067924,-0.013340808893736122,0.06993635644980405,0.29363178730267336,0.001846617528724498,21,0.0035979067566730663,0.1467420993234257,0.02848575712143928
all,v9,earlier,31295,31295,0,0.3281993928742611,0.13685695564382006,4282.938426873348,1.210612951253426,1.1238563050389594,176,2905.023786835437,4214.820214559123,31295,31076,219,0.1428234103540723,0.004202982253431544,0.13862042810064076,0.29295919680782595,0.0034833476044453075,13,0.030161819784606258,0.2489359132257147,0.014492753623188406
all,v9,later,30063,29697,366,0.2957201064080547,-0.04873882069930591,-1447.3967583072874,0.9295273288792298,0.9896073088378535,119,2159.230019929803,-1582.0479226265363,30063,29554,509,-0.04637605656309784,-0.0497235707964504,0.0033475142333525662,0.29028219530351224,0.00046432230242007263,9,-0.04508188719112285,0.04355893533755637,0.4447776111944028
all,v10_now,full,9133,9070,63,0.325909592061742,0.09572770476967656,868.2502822609664,1.149926756845285,1.0903811625082616,35,539.7511574236894,783.2637694404535,9133,9056,77,0.09663703030627414,-0.02376941300094752,0.12040644330722165,0.2875441696113074,0.00275273400306799,21,0.018699963089680364,0.23741731947235284,0.022488755622188907
all,v10_now,earlier,4781,4781,0,0.34344279439447817,0.19707420168491674,942.2117582555869,1.3199855947584638,1.1602992475295006,23,374.696326828462,874.0935459413618,4781,4765,16,0.20003088146793555,-0.001894195800877337,0.20192507726881287,0.2847848898216159,0.003978119554241718,13,0.058001862476259394,0.36413759237896237,0.009995002498750625
all,v10_now,later,4269,4206,63,0.30290061816452685,-0.03627712034401208,-152.5815681669148,0.9457515861842251,1.008975308053941,10,539.7511574236913,-237.56808098742766,4269,4192,77,-0.03475355533737177,-0.061369999855480285,0.02661644451810851,0.2876908396946565,0.0014488131722048216,9,-0.10538755054939274,0.1844196902779178,0.4497751124437781
all,v10_a12,full,26277,26124,153,0.32571581687337314,0.10279048804896894,2685.2987097912646,1.155377579571425,1.104019148565811,146,1380.6496663129828,2600.3121969707518,26277,26062,215,0.10402744518114107,0.002250852798518047,0.10177659238262303,0.292302969841148,0.00275615053338307,21,0.021456522315102144,0.198378653901952,0.010494752623688156
all,v10_a12,earlier,13320,13320,0,0.34954954954954953,0.23350695356250245,3110.3126214525328,1.367642765676668,1.2322525040162347,92,947.0858594673687,3042.1944091383075,13320,13254,66,0.23821972632626234,0.03328662525975055,0.2049331010665118,0.29342085408178664,0.005540391733612433,13,0.0729789586682182,0.336474815691514,0.00399800099950025
all,v10_a12,later,12723,12571,152,0.2948055047331159,-0.05794522626572527,-728.4294393864324,0.916725609964163,0.9538936310556272,48,1148.4297603551677,-813.4159522069452,12723,12511,212,-0.055996930013769354,-0.05321212710544875,-0.002784802908320596,0.2855087522979778,6.161135226556342e-05,9,-0.0713643659871625,0.04298667137145683,0.5292353823088456
all,v10_a48,full,37969,37737,232,0.3217531865278109,0.08500071866417902,3207.6721202301237,1.1276187589782996,1.0790700134409539,199,2194.392329489946,3122.685607409611,37969,37646,323,0.08637721300060032,0.004632904536900696,0.08174430846369961,0.29434734101896615,0.0018337289399667483,21,0.010513370345842661,0.16358828775313736,0.01899050474762619
all,v10_a48,earlier,19166,19166,0,0.3446728581863717,0.2028913813460767,3888.6162148789062,1.3171808517324513,1.2030759589678635,119,1360.5697741911663,3820.498002564681,19166,19055,111,0.20767042390260498,0.03926413421479612,0.16840628968780885,0.29682498032012594,0.00436557821381272,13,0.04616623552186111,0.2838889217474854,0.009495252373813094
all,v10_a48,later,18446,18215,231,0.29239637661268186,-0.05983186073950349,-1089.837343370056,0.9145090847320041,0.9353200695687638,74,1767.1204053688882,-1174.823856190569,18446,18126,320,-0.05758389173094176,-0.04792396328856735,-0.009659928442374427,0.2870462319320313,-0.0006886832311256617,9,-0.06124171470084965,0.044005716311568306,0.657671164417791
all,v10_a200,full,53705,53383,322,0.31538130116329166,0.05733248959864708,3060.580292244577,1.0857869268188631,1.0631314349018968,264,3634.6821136096864,2975.593779424064,53705,53256,449,0.05867024169939486,-0.005999986916595058,0.06467022861598992,0.29457713684843023,0.0015500028038927147,21,-0.0004689724972348513,0.1455186660724376,0.037481259370314844
all,v10_a200,earlier,27044,27044,0,0.3315337967756249,0.15227976658862022,4118.254007622645,1.2348465673215534,1.1426700266395102,154,2389.0623288178676,4050.13579530842,27044,26875,169,0.15737370852143423,0.017355111162863476,0.14001859735857078,0.2941023255813954,0.0035138768300621015,13,0.03052357239399036,0.25698681812199725,0.017491254372813594
all,v10_a200,later,26203,25882,321,0.29495402210030136,-0.058037785890920936,-1502.1339744288157,0.9163367158056351,0.9695622942081253,101,2067.375538993394,-1587.1204872493286,26203,25757,446,-0.0557590011750549,-0.04490238512338246,-0.010856616051672428,0.2913771013705012,-0.00020908618663203503,9,-0.04850471126140363,0.025540407829459256,0.711144427786107
