group,arm,period,events,closed,censored,win_rate,mean_r,total_r,pf_r,pf_nominal,realized_ge10,event_drawdown_r,total_r_without_best,control_receipts,matched_pairs,unmatched_or_cross_period,paired_target_mean_r,control_mean_r,paired_excess_r,control_win_rate,paired_excess_nominal,blocks,mean_ci_low,mean_ci_high,p_month_signflip
-1,v9,full,30836,30642,194,0.33574831930030674,0.08078384934675226,2475.3787116831827,1.1251368688123207,1.1590353880186666,65,3093.9495441724875,2454.230080104235,30836,30598,238,0.08124317425682236,0.01086869806935474,0.07037447618746762,0.3084188509052879,0.004098726947257242,21,-0.03398371592930576,0.18298674654249153,0.10444777611194403
-1,v9,earlier,15488,15488,0,0.3262525826446281,0.06003797576173709,929.868168597784,1.0922870166865553,1.006774245077936,30,2425.170297199468,912.6693180230715,15488,15382,106,0.06658598406719274,-0.019798561299768022,0.08638454536696076,0.296970484982447,0.0022061510612578794,13,-0.08507247074719886,0.2733934337602888,0.19640179910044978
-1,v9,later,15134,14942,192,0.3482130906170526,0.11071992542891265,1654.3771257588128,1.173215113383954,1.365816312810461,35,1275.530867517296,1633.2284941798655,15134,14900,234,0.1117153198405768,0.05106106927420407,0.06065425056637274,0.3213422818791946,0.006577979370519665,9,-0.036491352591932126,0.15105702431189644,0.13343328335832083
-1,v10_now,full,4299,4275,24,0.35695906432748536,0.12953983424256454,553.7827913869635,1.209603507655415,1.243181831290563,6,348.3157256641693,538.2521345242184,4299,4270,29,0.13004286636346804,-0.022490182453860984,0.15253304881732901,0.3007025761124122,0.007060081431783536,21,-0.008678580877747802,0.332000364391741,0.05547226386806597
-1,v10_now,earlier,2265,2265,0,0.3280353200883002,0.047850350704277914,108.38104434518948,1.073986028976746,0.9521496758448346,4,286.0078546496492,93.07799540847414,2265,2262,3,0.049313135876770664,-0.06074351059563163,0.11005664647240228,0.2864721485411141,0.0006212946001103517,13,-0.08521102426786271,0.3485888582866787,0.18590704647676162
-1,v10_now,later,1996,1972,24,0.3935091277890467,0.23435266712545927,462.1434595714057,1.4022273509473897,1.701190398112281,2,218.59816991373629,446.6128027086606,1996,1967,29,0.23571108670892246,0.0327375762728281,0.20297351043609438,0.31926792069140825,0.014784073341130643,9,-0.039590839025493374,0.4403589509168219,0.12843578210894552
-1,v10_a12,full,12111,12040,71,0.3478405315614618,0.13237020376458095,1593.7372533255545,1.205902621396937,1.2091515064752831,29,989.290688491783,1577.7052533255546,12111,12027,84,0.1328747068421768,0.015279436186278434,0.11759527065589837,0.306809678223996,0.00547601493156693,21,0.0031456682116679175,0.24680776372228325,0.04047976011994003
-1,v10_a12,earlier,6169,6169,0,0.33830442535256927,0.12010029419287194,740.898714875827,1.1848859561756022,1.0591905782824416,17,792.6591202137104,725.5956659391117,6169,6146,23,0.12420946130970296,0.007721769068987305,0.11648769224071566,0.30003254149040026,0.002673749304682995,13,-0.07896206892110222,0.3462546137917894,0.17041479260369816
-1,v10_a12,later,5878,5808,70,0.36019283746556474,0.15340843904371965,890.9962139659237,1.241992490986862,1.4200487183630666,12,443.4337985632519,874.9642139659238,5878,5796,82,0.1542948688459678,0.028075307132170692,0.12621956171379708,0.3141821946169772,0.008941614669705982,9,0.02741264176247358,0.21137525703566273,0.026486756621689155
-1,v10_a48,full,17863,17760,103,0.3435810810810811,0.12279981765589465,2180.924761568689,1.1902782777462673,1.1859091989116193,42,1505.9296338904485,2162.8339312934595,17863,17743,120,0.12313494408041101,0.026724469666857202,0.09641047441355381,0.3086287550019726,0.004331942554606869,21,-0.014424256689883523,0.21336977583403288,0.05847076461769116
-1,v10_a48,earlier,9160,9160,0,0.3339519650655022,0.11268830678348499,1032.2248901367225,1.1733006690337613,1.0543478226834915,23,1207.360431180707,1015.9225105746788,9160,9113,47,0.11799769977677767,0.016933879970445032,0.10106381980633261,0.30121804016240533,0.0018506750546555238,13,-0.07618945977070288,0.30293418098001634,0.17091454272863568
-1,v10_a48,later,8575,8473,102,0.3561902513867579,0.14255014576632355,1207.8273850780595,1.2231313544961715,1.3801117781840404,19,791.565786991566,1189.7365548028301,8575,8457,118,0.14315193760530961,0.04536513475664882,0.09778680284866077,0.3173702258484096,0.00741698246281822,9,-0.015620531501125462,0.19827082569983592,0.07446276861569215
-1,v10_a200,full,26538,26376,162,0.3354943888383379,0.08452173445765161,2229.345268055019,1.1306723770763347,1.1689069835640293,56,2651.833423316179,2208.1966364760715,26538,26344,194,0.08481746223429963,0.012426733113410401,0.07239072912088924,0.30811569996963256,0.004143649693775551,21,-0.02629737348031996,0.18276690884194635,0.09395302348825588
-1,v10_a200,earlier,13434,13434,0,0.3246240881345839,0.062146835190048134,834.8805839431067,1.0952226815987456,1.015014622160229,29,2085.6639905474226,818.578204381063,13434,13343,91,0.06864978413659342,-0.015055435878688862,0.0837052200152823,0.2968597766619201,0.0020782796017874794,13,-0.08555404413513838,0.27165399923509415,0.20689655172413793
-1,v10_a200,later,12920,12759,161,0.34940042323066073,0.1160872927595606,1481.1577683192338,1.1814606133226562,1.3802798878829343,27,1176.5567375763317,1460.0091367402865,12920,12728,192,0.11668712487151192,0.04958075942520104,0.0671063654463109,0.32086737900691387,0.006818425743620166,9,-0.017761389651461738,0.14498735371059307,0.09295352323838081
1,v9,full,31062,30888,174,0.29302641802641805,0.029933248719629057,924.5781864519023,1.0433912327814443,0.9767090095335007,241,4173.808895379385,789.9270221326534,31062,30785,277,0.032097640075487016,-0.03740325794543839,0.0695008980209254,0.27893454604515183,-0.00039181170591135936,21,-0.04924477986817276,0.2191672024780904,0.15142428785607195
1,v9,earlier,15807,15807,0,0.3301069146580629,0.21212565687831753,3353.0702582755653,1.3268175992064584,1.2396908514680811,146,2286.09874207301,3284.95204596134,15807,15694,113,0.2175452206729701,0.027727370104541245,0.18981785056842881,0.28902765388046386,0.004735153213423836,13,-0.03380587429305117,0.3955717863928494,0.05897051474262868
1,v9,later,14929,14755,174,0.24256184344290072,-0.2102184943453812,-3101.7738840660995,0.717697563389595,0.670910010564242,84,3984.0166729560146,-3236.4250483853484,14929,14654,275,-0.20712134852534378,-0.15220010532987138,-0.054921243195472376,0.25870069605568446,-0.005751966104477969,9,-0.09864775071052286,-0.011034079760353708,0.9810094952523738
1,v10_now,full,4834,4795,39,0.29822732012513037,0.06558237557330608,314.4674908740027,1.0998590459188788,0.9626589108986352,29,827.1712560266915,229.48097805348982,4834,4786,48,0.06683282638562686,-0.024910723998870524,0.09174355038449736,0.27580442958629336,-0.0010902190935921394,21,-0.06886862877887219,0.28139586099328856,0.16991504247876063
1,v10_now,earlier,2516,2516,0,0.35731319554848967,0.3314112535414933,833.8307139103972,1.563528962357367,1.3663146090738987,19,283.77183215661273,765.712501596172,2516,2503,13,0.33623685051596397,0.05128884457696291,0.284948005939001,0.28326008789452656,0.00701173443488301,13,0.05758943818469708,0.5412224370719882,0.020989505247376312
1,v10_now,later,2273,2234,39,0.22291853178155774,-0.27516787275663407,-614.7250277383205,0.6305039336610825,0.5550534391064552,8,739.6884304200217,-699.7115405588333,2273,2225,48,-0.27385645462054514,-0.14456532670688818,-0.12929112791365696,0.2597752808988764,-0.010340156154661285,9,-0.30503331271996387,-0.009708687481369067,0.960519740129935
1,v10_a12,full,14166,14084,82,0.30680204487361545,0.07750365354059294,1091.561456465711,1.1143935347389908,1.0184282060687033,117,1907.61146365598,1006.5749436451981,14166,14035,131,0.07930738704097172,-0.008913719513886227,0.08822110655485797,0.2798717491984325,0.0004254195667313221,21,-0.07332626270071148,0.2846166375758438,0.17041479260369816
1,v10_a12,earlier,7151,7151,0,0.35925045448189064,0.3313402190709979,2369.4139065767063,1.5321152531011453,1.3923748928496924,75,1006.2857659616639,2301.295694262481,7151,7108,43,0.3367997894652288,0.05539152201670482,0.281408267448524,0.2877039954980304,0.00801906145339301,13,0.007328959776787919,0.5352199059833065,0.047476261869065464
1,v10_a12,later,6845,6763,82,0.23865148602691114,-0.23945374143905904,-1619.4256533523562,0.6802980828859103,0.6296642163054198,36,1890.1820183014029,-1704.412166172869,6845,6715,130,-0.2375086599007443,-0.12337474346304252,-0.11413391643770172,0.2607594936708861,-0.0076030944151037096,9,-0.2036999248777377,-0.03152351969051222,0.9820089955022488
1,v10_a48,full,20106,19977,129,0.30234769985483306,0.051396473878031514,1026.7473586614356,1.0750928540554006,0.9895370901774756,157,2689.8120136477623,941.7608458409227,20106,19903,203,0.05360866441249393,-0.015061143601612004,0.06866980801410594,0.2816158368085213,-0.00039336266253336066,21,-0.06721983573675155,0.23851487391710016,0.19540229885057472
1,v10_a48,earlier,10006,10006,0,0.35448730761543074,0.28546785176316053,2856.391324742184,1.4531316493100823,1.3481265016461783,96,1360.407870362135,2788.273112427959,10006,9942,64,0.289865911224941,0.05973241091252007,0.2301335003124209,0.2927982297324482,0.006670779630972197,13,-0.024204297860243473,0.46004282401265895,0.05297351324337831
