setup_id,symbol,entry_time,match_status,matched_control_count,candidate_net_return,control_mean_net_return,paired_excess_return,available_controls
7d686c4e28300511,DOGE,2024-01-15 00:00:00+00:00,matched_exact,3.0,-0.05836920379727761,-0.04489252746675348,-0.013476676330524136,
33f1f73512eb4bee,CHZ,2024-05-17 00:00:00+00:00,matched_exact,3.0,-0.05108977970333428,0.02602053115296767,-0.07711031085630195,
7cfdd510a58d2d52,DOT,2024-05-17 00:00:00+00:00,matched_exact,3.0,-0.031069111156203755,0.0337493275504041,-0.06481843870660786,
b4923f33a5681a5b,APE,2024-06-05 00:00:00+00:00,matched_exact,3.0,-0.035357167265653855,0.13188422687647605,-0.1672413941421299,
45802cf567270d60,APE,2024-09-19 00:00:00+00:00,matched_exact,3.0,-0.0881350618864769,-0.08674541298858329,-0.001389648897893614,
e614157c8f7125cb,ICP,2024-09-24 00:00:00+00:00,matched_exact,3.0,-0.06660875471740309,0.07809118751609567,-0.14469994223349875,
ae259c276cd64318,UNI,2024-09-25 00:00:00+00:00,matched_exact,3.0,-0.03560166959017552,-0.04000677961190824,0.004405110021732717,
6f84121f8ece102b,ETHFI,2024-10-21 00:00:00+00:00,matched_exact,3.0,-0.09639806235365955,-0.047136992315049864,-0.04926107003860969,
014d272b228b24ae,GALA,2024-10-23 00:00:00+00:00,matched_exact,3.0,-0.08925150356158751,0.03785565828976919,-0.1271071618513567,
cd82310f98fd2db6,OP,2024-10-31 00:00:00+00:00,matched_exact,3.0,-0.034216332240711744,-0.03577830492879882,0.0015619726880870752,
14f0dfca5ded2493,SHIB,2024-11-02 00:00:00+00:00,matched_exact,3.0,-0.03505081137466423,-0.0430575944281415,0.008006783053477268,
490ab9a7e7fd9767,LINK,2024-11-02 00:00:00+00:00,matched_exact,3.0,-0.04071725199885229,0.02035886496983606,-0.06107611696868835,
7e5249e05ad9b021,INJ,2024-11-02 00:00:00+00:00,matched_exact,3.0,-0.0543882904577853,-0.014866721425160387,-0.039521569032624916,
b93852c6035ac470,ARB,2024-11-02 00:00:00+00:00,matched_exact,3.0,-0.045994644740708815,-0.004627904891699543,-0.04136673984900927,
167e7f6abbcfa827,WLD,2024-11-08 00:00:00+00:00,matched_exact,3.0,-0.052420207443169886,-0.04554040410569397,-0.006879803337475919,
65bf724de9f381e8,OP,2024-11-08 00:00:00+00:00,matched_exact,3.0,-0.04749708757098603,-0.04716766961603458,-0.00032941795495144977,
a2b5adb4ccb4b001,ORDI,2024-11-10 00:00:00+00:00,matched_exact,3.0,-0.08368491973490122,-0.1043542532376462,0.020669333502744983,
1f7ba85ea9220382,BCH,2025-02-02 00:00:00+00:00,matched_exact,3.0,0.10195448754871876,-0.051422894726286965,0.15337738227500572,
34252c075f0dc8d1,TRX,2025-03-21 00:00:00+00:00,matched_exact,3.0,-0.028999374988498472,-0.03390355541984277,0.004904180431344295,
b8f7c9038a93f937,ATOM,2025-04-08 00:00:00+00:00,matched_exact,3.0,-0.06887520162008087,-0.019853185561741215,-0.049022016058339654,
47af289ccd9c1cc0,XLM,2025-04-16 00:00:00+00:00,matched_exact,3.0,-0.050466495997910865,0.11991783844249622,-0.17038433444040707,
7327bc79859c3300,TRX,2025-04-23 00:00:00+00:00,matched_exact,3.0,-0.024120994274045127,-0.02177662610067654,-0.0023443681733685863,
a02483cf17fe6cae,ZRO,2025-05-13 00:00:00+00:00,unmatched,,,,,0.0
