failure_mode,events,symbols,mean_net_bp,total_net_bp,mean_mfe_r,mean_giveback_r,mean_k1_range_release,mean_k1_volume_release,mean_gap
false_launch_structural_stop,15,12,-568.9501722222242,-8534.252583333362,13.252242471809984,1.8098135890389908,1.3712278231321995,1.2667037759494935,1.9333333333333333
banked_then_net_loss,7,7,-510.73397740074097,-3575.1378418051872,3.5812702069431923,3.0598112793862677,1.583350009872971,1.3734352543853243,1.8571428571428572
winner_large_giveback,1,1,1019.5448754871876,1019.5448754871876,5.049110194666375,3.028263537886528,0.9714285714285704,0.7504723956587205,1.0
