fold,events,symbols,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_net_r,median_hold_bars,p95_net_bp,max_net_bp,positive_symbol_share,runner_armed_share,banked_any_share,top_score_decile_events,top_score_decile_mean_net_bp,week_clusters,week_cluster_signflip_p
2022H1,0,0,,,,,,,,,,,,,0,,0,
2022H2,7,6,107.56366527914452,87.5636652791445,-620.4514702988429,0.14285714285714285,1.1665677935296372,-0.6811673535632653,8.0,2896.9468395410695,4292.802632696148,0.16666666666666666,0.14285714285714285,0.2857142857142857,1,4292.802632696148,6,0.5076923076923077
2023H1,6,6,1059.8167947992245,1039.8167947992245,572.5491435459753,0.6666666666666666,16.137411998355166,1.8860794581216505,38.5,3315.8533632792796,3878.729943551001,0.6666666666666666,0.6666666666666666,0.8333333333333334,1,978.516592247724,4,0.29411764705882354
2023H2,9,8,531.3789978331398,511.37899783313986,-422.15402846670133,0.2222222222222222,2.5362938672306434,0.0735385675869944,3.0,4213.613989381089,5871.671662305345,0.25,0.2222222222222222,0.3333333333333333,1,5871.671662305345,6,0.27692307692307694
