epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,30.0994,1.56282,1.23889,1.50298,0.40039,0.43329,0.34781,0.13543,2.04342,1.98358,1.97059,1.8e-05,1.8e-05,0.082018
2,46.7914,1.51856,1.18744,1.48459,0.42611,0.43185,0.35776,0.13944,1.98053,1.90156,1.92616,3.60842e-05,3.60842e-05,0.0630361
3,63.2891,1.52493,1.15781,1.45207,0.3849,0.46055,0.35342,0.14019,1.9678,1.88573,1.91374,5.3228e-05,5.3228e-05,0.0440532
4,79.3673,1.48093,1.10183,1.45404,0.40566,0.46485,0.36822,0.14761,1.94938,1.8649,1.90176,6.94313e-05,6.94313e-05,0.0250694
5,95.4032,1.4549,1.10627,1.42241,0.42094,0.45194,0.38508,0.15633,1.94177,1.84471,1.9012,8.4694e-05,8.4694e-05,0.00608469
6,111.33,1.40419,1.07248,1.41038,0.42453,0.45481,0.38304,0.15737,1.94151,1.84776,1.90407,8.7625e-05,8.7625e-05,8.7625e-05
7,127.27,1.38192,1.05834,1.38638,0.42603,0.44907,0.38269,0.15815,1.94845,1.85292,1.90975,8.515e-05,8.515e-05,8.515e-05
8,143.567,1.39108,1.07867,1.39343,0.42747,0.45194,0.37953,0.15815,1.95179,1.85278,1.91188,8.2675e-05,8.2675e-05,8.2675e-05
9,159.564,1.40232,1.04414,1.37678,0.43161,0.45481,0.38333,0.15933,1.95234,1.8522,1.9118,8.02e-05,8.02e-05,8.02e-05
10,175.497,1.36354,1.06578,1.37904,0.43823,0.45768,0.3851,0.16086,1.95421,1.84964,1.91193,7.7725e-05,7.7725e-05,7.7725e-05
11,191.317,1.35924,1.0562,1.36747,0.46954,0.44333,0.38583,0.16111,1.95333,1.84932,1.91186,7.525e-05,7.525e-05,7.525e-05
