period,rule,candidates,invalid,censored,closed,gt5,precision,confirmed_gt5_per_candidate,candidate_coverage,coverage,recall,win_rate,mean_r,mean_gross_bp,mean_net_bp,assets,positive_asset_months,matched_pairs,unmatched_closed,random_gt5,paired_gt5,random_precision,random_mean_net_bp,paired_excess_r,paired_excess_net_bp,random_tail_p,random_net_p,precision_delta,precision_ci_low,precision_ci_high,random_tail_holm_p,random_net_holm_p,historical_gate_passed
oof,risk_top5,2022,0,4,2018,76,0.03766105054509415,0.03758654797230465,0.0694415825262724,0.06962942516044442,0.09632446134347275,0.2804757185332012,0.022870577189801445,25.771787339738896,5.771787339738886,427,56,2013,5,57,76,0.028315946348733235,-21.107381767235708,0.2309166688842194,26.97467406247872,0.134765625,0.052734375,0.010437256466010583,-0.0015049735118944944,0.02264704892334926,,,
oof,risk_top10,3648,0,5,3643,132,0.03623387318144387,0.03618421052631579,0.12528332989903151,0.12569870954385481,0.16730038022813687,0.28602799890200387,0.06550798067078799,27.75301274696197,7.75301274696196,570,94,3637,6,115,132,0.03161946659334616,-14.321724418119631,0.1900283033521802,22.18604266853328,0.30810546875,0.114501953125,0.009010079102360298,-0.0024390723438097884,0.02070527690167243,,,
oof,risk_top20,6722,0,8,6714,222,0.03306523681858802,0.033025885153228206,0.23085376742908167,0.23166103098474916,0.2813688212927757,0.279416145367888,0.014320259106745163,19.28095145344024,-0.7190485465597672,675,151,6704,10,220,222,0.03281622911694511,-13.419587407919003,0.10618536888316096,12.667054180110894,0.4970703125,0.218994140625,0.005841442739504453,-0.0031974185283123392,0.017330468201895807,,,
oof,prior_v21_risk_decile,3381,0,14,3367,133,0.0395010395010395,0.039337474120082816,0.11611374407582939,0.11617555724242633,0.16856780735107732,0.29165429165429163,0.10352130234493936,37.26482041724001,17.264820417239996,527,89,3360,7,108,133,0.03214285714285714,-3.1642428694845766,0.19952024180759312,20.658201488345302,0.2685546875,0.13818359375,0.012277245421955935,-0.003114925954655096,0.027691296760387053,,,
last_two_quarters,original_all,16527,0,135,16392,564,0.034407027818448024,0.03412597567616627,1.0,1.0,1.0,0.29807223035627134,0.08873871936336289,58.660388001019065,38.66038800101906,728,323,16325,67,632,562,0.03871362940275651,36.67477974382738,0.005835016777800146,2.0493175286673617,0.96875,0.484375,0.0,0.0,0.0,,,
last_two_quarters,logistic_top1,251,0,0,251,2,0.00796812749003984,0.00796812749003984,0.015187269316875416,0.01531234748657882,0.0035460992907801418,0.28286852589641437,-0.2674876159806401,-6.253512394143272,-26.253512394143275,171,2,251,0,8,2,0.03187250996015936,-22.262784449018188,0.03735132441780389,-3.9907279451250792,0.96875,0.4375,-0.026438900328408184,-0.0342152388625261,-0.01813450435065463,1.0,1.0,False
last_two_quarters,logistic_top5,1009,0,0,1009,35,0.03468780971258672,0.03468780971258672,0.06105161251285775,0.0615544167886774,0.06205673758865248,0.29732408325074333,0.041752181022303464,35.80425234060233,15.804252340602323,427,29,1008,1,37,35,0.03670634920634921,-7.918027263495714,0.11073039845999942,23.797543854238754,0.59375,0.3125,0.0002807818941386944,-0.005694089144970153,0.004638118103665888,1.0,1.0,False
last_two_quarters,logistic_top10,1878,0,0,1878,71,0.03780617678381257,0.03780617678381257,0.11363223815574515,0.11456808199121522,0.12588652482269502,0.2933972310969116,0.0858012107320318,33.45555546730033,13.455555467300314,535,57,1876,2,64,71,0.03411513859275053,-8.079037439149202,0.1394516147123579,21.778922136454142,0.265625,0.25,0.003399148965364543,-0.0012719505228706018,0.007832067343224704,1.0,1.0,False
last_two_quarters,logistic_top20,3564,0,2,3562,135,0.03790005614823133,0.03787878787878788,0.21564712288981666,0.2173011224987799,0.2393617021276596,0.29028635597978664,0.06123783492215994,26.954368052492104,6.954368052492099,633,99,3556,6,129,135,0.03627671541057368,-5.293994242300242,0.07755858277744526,12.295942324871989,0.375,0.15625,0.003493028329783307,-0.0018982548640365977,0.008041205584591926,1.0,1.0,False
last_two_quarters,lightgbm_top1,236,0,0,236,6,0.025423728813559324,0.025423728813559324,0.014279663580807164,0.014397266959492436,0.010638297872340425,0.2627118644067797,-0.15970353322740521,-17.406202248042515,-37.40620224804253,154,5,236,0,9,6,0.038135593220338986,-23.07838652471862,-0.015076829365050391,-14.327815723323898,0.875,0.515625,-0.0089832990048887,-0.022905936568175658,0.006191555375977466,1.0,1.0,False
last_two_quarters,lightgbm_top5,898,0,1,897,30,0.033444816053511704,0.0334075723830735,0.05433533006595268,0.05472181551976574,0.05319148936170213,0.27647714604236345,0.0049109723517957275,18.276314403236235,-1.7236855967637694,363,24,895,2,36,30,0.04022346368715084,-9.472376901888257,0.06820821222923402,7.410008004143917,0.734375,0.46875,-0.0009622117649363202,-0.00811383314858295,0.013397281232939526,1.0,1.0,False
last_two_quarters,lightgbm_top10,1782,0,1,1781,70,0.039303761931499155,0.03928170594837262,0.10782356144490833,0.10865056124938995,0.12411347517730496,0.28860190903986527,0.06247191293289735,29.86704931797275,9.867049317972732,500,54,1778,3,57,70,0.032058492688413945,-15.974421225238308,0.1567955591762909,25.597678877114518,0.234375,0.203125,0.004896734113051131,-0.0005998236256539516,0.007778403955553195,1.0,1.0,False
last_two_quarters,lightgbm_top20,3456,0,6,3450,128,0.03710144927536232,0.037037037037037035,0.20911236159012525,0.21046852122986823,0.22695035460992907,0.29536231884057973,0.12516663175476078,36.722354596468016,16.722354596468016,585,92,3440,10,126,128,0.03662790697674419,-4.204187004216045,0.1425005229540174,20.758591026172724,0.484375,0.109375,0.0026944214569142935,-0.0032632471337506463,0.006746012478782183,1.0,0.875,False
last_two_quarters,risk_top1,446,0,3,443,9,0.020316027088036117,0.020179372197309416,0.026986143885762693,0.02702537823328453,0.015957446808510637,0.23927765237020315,-0.4854118735081071,-5.808901989729054,-25.808901989729048,143,9,442,1,11,9,0.024886877828054297,-23.97060968546375,-0.15693337151145384,-1.7607963544654905,0.875,0.953125,-0.014091000730411907,-0.02387023694072103,-0.0008214698383927764,,,
last_two_quarters,risk_top5,1535,0,4,1531,63,0.041149575440888306,0.04104234527687296,0.09287832032431778,0.09339921913128356,0.11170212765957446,0.27041149575440887,0.058549726078523226,29.976565270262846,9.976565270262842,386,46,1526,5,47,63,0.030799475753604193,-16.075000425127882,0.23232354119860518,26.191326747214063,0.1875,0.171875,0.006742547622440281,-0.00490957431683112,0.019423248114143456,,,
last_two_quarters,risk_top10,2604,0,5,2599,105,0.040400153905348214,0.04032258064516129,0.15756035578144853,0.15855295265983407,0.18617021276595744,0.28203155059638324,0.13005223379700043,35.53496520573851,15.53496520573851,507,71,2593,6,88,105,0.03393752410335519,-3.5645049128434065,0.18249486444257904,19.27359654773982,0.3125,0.3125,0.00599312608690019,-0.006887779987105869,0.01832537095622555,,,
last_two_quarters,risk_top20,4471,0,8,4463,175,0.03921129285234148,0.03914113173786625,0.2705270163974103,0.27226695949243535,0.3102836879432624,0.28276943759802825,0.11426392457190365,33.880363745615625,13.88036374561562,617,113,4453,10,161,175,0.036155400853357285,-2.8717066279514722,0.12566335970102469,16.734444687475214,0.484375,0.328125,0.0048042650338934526,-0.005499718125278122,0.018210838641123606,,,
last_two_quarters,prior_v21_risk_decile,2421,0,14,2407,106,0.04403822185292896,0.04378356051218505,0.14648756580141586,0.14683992191312836,0.1879432624113475,0.2899875363523058,0.17672665219452025,49.967901597386614,29.967901597386607,456,70,2400,7,81,106,0.03375,5.746991420012905,0.21834509658358442,24.578754313084815,0.28125,0.375,0.009631194034480935,-0.007799944923064885,0.02739443381749959,,,
2025Q4,original_all,5600,0,1,5599,95,0.01696731559207001,0.016964285714285713,1.0,1.0,1.0,0.20021432398642613,-0.37442780019119054,-134.84368193349633,-154.84368193349633,554,69,5599,0,134,95,0.023932845150919806,-60.47296129728674,-0.12511234676326471,-94.3707206362096,0.875,1.0,0.0,0.0,0.0,,,
2025Q4,logistic_top1,4,0,0,4,0,0.0,0.0,0.0007142857142857143,0.0007144132880871584,0.0,0.0,-0.9549093055223886,-578.8529128340765,-598.8529128340767,4,0,4,0,0,0,0.0,-464.18015434006253,-0.36657821188723444,-134.67275849401426,1.0,0.75,-0.01696731559207001,-0.020489470688673878,-0.013531799729364006,1.0,1.0,False
2025Q4,logistic_top5,58,0,0,58,0,0.0,0.0,0.010357142857142856,0.010358992677263796,0.0,0.25862068965517243,-0.30783049082140096,-309.8752570914784,-329.87525709147843,42,0,58,0,0,0,0.0,-208.1958815705682,0.22003282238784555,-121.67937552091021,1.0,0.25,-0.01696731559207001,-0.020489470688673878,-0.013531799729364006,1.0,1.0,False
2025Q4,logistic_top10,149,0,0,149,2,0.013422818791946308,0.013422818791946308,0.026607142857142857,0.02661189498124665,0.021052631578947368,0.2550335570469799,-0.24368616352973613,-159.47316211702662,-179.47316211702665,101,2,149,0,1,2,0.006711409395973154,-226.46409576738097,0.28509164308537116,46.990933650354336,0.5,0.125,-0.003544496800123703,-0.017846153846153845,0.000787125056006973,1.0,1.0,False
2025Q4,logistic_top20,580,0,0,580,12,0.020689655172413793,0.020689655172413793,0.10357142857142858,0.10358992677263797,0.12631578947368421,0.21724137931034482,-0.3243784032783647,-120.73752431910079,-140.7375243191008,316,10,580,0,12,12,0.020689655172413793,-80.43980739779994,-0.018152011124708916,-60.29771692130087,0.75,0.625,0.0037223395803437816,-0.008917582417582417,0.008690422492858218,1.0,1.0,False
2025Q4,lightgbm_top1,7,0,0,7,0,0.0,0.0,0.00125,0.0012502232541525273,0.0,0.14285714285714285,-0.847516911282623,-515.4952358196865,-535.4952358196867,6,0,7,0,1,0,0.14285714285714285,151.71110098348285,-2.1030833426686675,-687.2063368031696,1.0,1.0,-0.01696731559207001,-0.020489470688673878,-0.013531799729364006,1.0,1.0,False
2025Q4,lightgbm_top5,131,0,0,131,0,0.0,0.0,0.023392857142857142,0.023397035184854437,0.0,0.19083969465648856,-0.5601921067508202,-268.1258386973598,-288.1258386973599,98,0,131,0,3,0,0.022900763358778626,-89.14370676695715,-0.2976970709548281,-198.98213193040277,1.0,1.0,-0.01696731559207001,-0.020489470688673878,-0.013531799729364006,1.0,1.0,False
2025Q4,lightgbm_top10,374,0,0,374,6,0.016042780748663103,0.016042780748663103,0.06678571428571428,0.06679764243614932,0.06315789473684211,0.1711229946524064,-0.4784477584234222,-173.36930362005887,-193.3693036200589,234,6,374,0,11,6,0.029411764705882353,-49.796624027837126,-0.35488209227937634,-143.57267959222173,1.0,1.0,-0.000924534843406908,-0.017846153846153845,0.017246378367929895,1.0,1.0,False
2025Q4,lightgbm_top20,987,0,0,987,27,0.02735562310030395,0.02735562310030395,0.17625,0.17628147883550635,0.28421052631578947,0.1894630192502533,-0.3334806065471282,-119.41569649591838,-139.4156964959184,412,22,987,0,18,27,0.0182370820668693,-74.59847397505027,-0.06071850066035832,-64.81722252086811,0.125,0.875,0.01038830750823394,-0.0054494596312778115,0.022414819740369026,1.0,1.0,False
2025Q4,risk_top1,62,0,0,62,1,0.016129032258064516,0.016129032258064516,0.01107142857142857,0.011073405965350955,0.010526315789473684,0.25806451612903225,-0.5169757204886539,-14.853974862703032,-34.85397486270301,33,1,62,0,0,1,0.0,-50.91255359724654,0.10379510579846811,16.05857873454353,0.5,0.5,-0.0008382833340054956,-0.020489470688673878,0.09326495726495726,,,
2025Q4,risk_top5,247,0,0,247,3,0.012145748987854251,0.012145748987854251,0.04410714285714286,0.04411502053938203,0.031578947368421054,0.30364372469635625,-0.3446453355719725,-14.068127199818573,-34.06812719981859,122,2,247,0,2,3,0.008097165991902834,-48.22396290941499,0.09443846789173686,14.155835709596404,0.5,0.375,-0.00482156660421576,-0.013531799729364006,0.02760839160839161,,,
2025Q4,risk_top10,460,0,0,460,5,0.010869565217391304,0.010869565217391304,0.08214285714285714,0.08215752813002322,0.05263157894736842,0.2608695652173913,-0.3909118492315335,-28.821964136298824,-48.82196413629886,204,4,460,0,11,5,0.02391304347826087,-50.35058737028369,0.002596820337778978,1.5286232339848431,1.0,0.5,-0.006097750374678707,-0.006860847088154832,0.0010217706821480411,,,
2025Q4,risk_top20,937,0,0,937,13,0.013874066168623266,0.013874066168623266,0.16732142857142857,0.16735131273441686,0.1368421052631579,0.21771611526147278,-0.4747125108193343,-52.51434558054675,-72.51434558054677,317,11,937,0,23,13,0.02454642475987193,-46.88288600395158,-0.14390492739749894,-25.631459576595184,1.0,1.0,-0.0030932494234467457,-0.009722275919840196,0.011639043367551019,,,
2025Q4,prior_v21_risk_decile,393,0,0,393,3,0.007633587786259542,0.007633587786259542,0.07017857142857142,0.07019110555456332,0.031578947368421054,0.27989821882951654,-0.4378826611358894,-31.39535759692446,-51.395357596924484,175,2,393,0,8,3,0.020356234096692113,-52.73073864254651,-0.01936312412629817,1.3353810456220219,1.0,0.625,-0.00933372780581047,-0.013531799729364006,0.004376068376068378,,,
2026Q1,original_all,6991,0,0,6991,130,0.0185953368616793,0.0185953368616793,1.0,1.0,1.0,0.2507509655271063,-0.23109779206172185,-101.46440861201154,-121.46440861201155,594,77,6989,2,187,129,0.026756331377879524,-60.203683312025824,-0.045833170539783044,-61.605273479728865,1.0,0.875,0.0,0.0,0.0,,,
2026Q1,logistic_top1,29,0,0,29,0,0.0,0.0,0.004148190530682306,0.004148190530682306,0.0,0.13793103448275862,-0.8333947986253645,-60.8014854855817,-80.80148548558176,23,0,29,0,0,0,0.0,-108.47729953563822,0.025681493250984552,27.67581405005644,1.0,0.375,-0.0185953368616793,-0.023467292461132296,-0.011583011583011582,1.0,1.0,False
2026Q1,logistic_top5,246,0,0,246,4,0.016260162601626018,0.016260162601626018,0.03518809898440853,0.03518809898440853,0.03076923076923077,0.3008130081300813,-0.04880697031615721,8.353309868300489,-11.646690131699529,150,4,246,0,8,4,0.032520325203252036,-36.455033294896225,0.2191105071727159,24.808343163196714,1.0,0.25,-0.0023351742600532834,-0.017218543046357615,0.006765612270199428,1.0,1.0,False
2026Q1,logistic_top10,610,0,0,610,13,0.021311475409836064,0.021311475409836064,0.08725504219711057,0.08725504219711057,0.1,0.28852459016393445,-0.06682517586553485,-0.8370008315904698,-20.837000831590476,314,10,610,0,22,13,0.036065573770491806,-15.559703229012634,0.05219753529579344,-5.277297602577847,1.0,0.375,0.002716138548156763,-0.008127633955448525,0.006850168140490722,1.0,1.0,False
2026Q1,logistic_top20,1416,0,0,1416,31,0.021892655367231638,0.021892655367231638,0.20254613073952224,0.20254613073952224,0.23846153846153847,0.2853107344632768,-0.10833106808582976,-15.666377210050301,-35.666377210050314,455,24,1416,0,40,31,0.02824858757062147,-35.99568884605116,0.11575138501434924,0.32931163600085855,1.0,0.125,0.0032973185055523366,-0.003377712596530625,0.008367113105267719,1.0,1.0,False
2026Q1,lightgbm_top1,51,0,0,51,0,0.0,0.0,0.0072950936918895724,0.0072950936918895724,0.0,0.19607843137254902,-0.5912163083616964,-79.99968490254817,-99.99968490254817,46,0,51,0,3,0,0.058823529411764705,-34.650808454009876,-0.44038346374617476,-65.34887644853828,1.0,0.875,-0.0185953368616793,-0.023467292461132296,-0.011583011583011582,1.0,1.0,False
2026Q1,lightgbm_top5,367,0,0,367,5,0.013623978201634877,0.013623978201634877,0.05249606637104849,0.05249606637104849,0.038461538461538464,0.2970027247956403,-0.13912799277397403,-10.902978858849746,-30.902978858849767,225,4,367,0,10,5,0.027247956403269755,-54.82062250046914,0.142896158667756,23.917643641619375,1.0,0.25,-0.004971358660044424,-0.017218543046357615,-0.00021937521937521846,1.0,1.0,False
2026Q1,lightgbm_top10,750,0,0,750,15,0.02,0.02,0.10728078958661136,0.10728078958661136,0.11538461538461539,0.284,-0.056125913611419026,4.2397966948260795,-15.760203305173926,330,12,750,0,21,15,0.028,-33.74630385326889,0.11374617278880884,17.986100548094964,1.0,0.125,0.001404663138320699,-0.017218543046357615,0.018720018720018723,1.0,1.0,False
2026Q1,lightgbm_top20,1501,0,0,1501,41,0.02731512325116589,0.02731512325116589,0.21470462022600487,0.21470462022600487,0.3153846153846154,0.28914057295136575,-0.0027655449053825007,12.264309452193642,-7.735690547806363,437,29,1501,0,39,41,0.02598267821452365,-43.11081176792331,0.24429918788653385,35.375121220116945,0.375,0.125,0.008719786389486589,-0.013296974418906635,0.018951339562026583,1.0,1.0,False
2026Q1,risk_top1,42,0,0,42,1,0.023809523809523808,0.023809523809523808,0.006007724216850236,0.006007724216850236,0.007692307692307693,0.38095238095238093,-0.029414711182750256,18.902806689246265,-1.0971933107537881,21,1,42,0,1,1,0.023809523809523808,-36.12592178022027,0.3568185530530825,35.02872846946647,0.75,0.25,0.005214186947844507,-0.017218543046357615,0.0390327075388677,,,
2026Q1,risk_top5,240,0,0,240,10,0.041666666666666664,0.041666666666666664,0.034329852667715634,0.034329852667715634,0.07692307692307693,0.32083333333333336,0.17350246678782283,39.95072017156608,19.95072017156608,127,8,240,0,8,10,0.03333333333333333,-25.197458375311783,0.3624301209400133,45.14817854687785,0.5,0.25,0.023071329804987363,0.013084487256672689,0.03336080864170752,,,
2026Q1,risk_top10,584,0,0,584,22,0.03767123287671233,0.03767123287671233,0.0835359748247747,0.0835359748247747,0.16923076923076924,0.3236301369863014,0.13777272019140718,37.68314104480396,17.683141044803936,264,19,584,0,16,22,0.0273972602739726,-33.70561691672542,0.37111167540563966,51.388757961529365,0.5,0.125,0.019075896015033025,-0.004872864034011937,0.03759731628584088,,,
2026Q1,risk_top20,1314,0,0,1314,34,0.0258751902587519,0.0258751902587519,0.1879559433557431,0.1879559433557431,0.26153846153846155,0.3120243531202435,0.02358595655707549,20.890552869625235,0.8905528696252264,421,27,1314,0,36,34,0.0273972602739726,-25.302846409983594,0.21851346211225617,26.193399279608812,0.75,0.125,0.0072798533970726,-0.0061074319352465035,0.022537723325124902,,,
2026Q1,prior_v21_risk_decile,567,0,0,567,24,0.042328042328042326,0.042328042328042326,0.08110427692747818,0.08110427692747818,0.18461538461538463,0.30687830687830686,0.16801244971711676,30.928195300756347,10.928195300756332,242,17,567,0,19,24,0.03350970017636684,-6.528139617245799,0.27155112602212583,17.456334918002128,0.25,0.125,0.023732705466363024,-0.0002693905039847337,0.046194766194766194,,,
2026Q2,original_all,8810,0,0,8810,259,0.029398410896708287,0.029398410896708287,1.0,1.0,1.0,0.2787741203178207,-0.02293774822965133,49.41218176105544,29.412181761055436,631,151,8808,2,296,259,0.03360581289736603,29.962907786021944,-0.007919206271632506,-0.4669175832238774,0.875,0.625,0.0,0.0,0.0,,,
2026Q2,logistic_top1,144,0,0,144,0,0.0,0.0,0.01634506242905789,0.01634506242905789,0.0,0.2777777777777778,-0.46761054711036465,-35.25528163992118,-55.25528163992119,102,0,144,0,6,0,0.041666666666666664,-20.835952619587765,-0.14539898146347635,-34.419329020333436,1.0,0.75,-0.029398410896708287,-0.03837209302325582,-0.01638655462184874,1.0,1.0,False
2026Q2,logistic_top5,602,0,0,602,18,0.029900332225913623,0.029900332225913623,0.06833144154370034,0.06833144154370034,0.0694980694980695,0.2857142857142857,-0.18010500786798508,-0.05399836546714575,-20.053998365467148,317,17,602,0,24,18,0.03986710963455149,-13.188907916196813,-0.029293740383812227,-6.865090449270328,0.75,0.625,0.0005019213292053355,-0.005881118294013943,0.0068692593316396315,1.0,1.0,False
2026Q2,logistic_top10,1149,0,0,1149,36,0.031331592689295036,0.031331592689295036,0.1304199772985244,0.1304199772985244,0.138996138996139,0.2854656222802437,-0.1260557536266552,3.037017431451521,-16.962982568548487,431,32,1149,0,38,36,0.03307223672758921,-15.59376496439304,0.017529948304355763,-1.369217604155448,0.75,0.375,0.0019331817925867488,-0.0007002801120448189,0.0028547971382707066,1.0,1.0,False
2026Q2,logistic_top20,2130,0,0,2130,64,0.03004694835680751,0.03004694835680751,0.24177071509648126,0.24177071509648126,0.2471042471042471,0.2755868544600939,-0.13505612742498924,-4.993284936653189,-24.993284936653193,534,49,2130,0,66,64,0.030985915492957747,-20.21849461956736,0.00446488711367737,-4.77479031708584,0.625,0.5,0.0006485374600992237,-0.008338264883418156,0.005808941459502802,1.0,1.0,False
2026Q2,lightgbm_top1,183,0,0,183,4,0.02185792349726776,0.02185792349726776,0.020771850170261067,0.020771850170261067,0.015444015444015444,0.273224043715847,-0.2906566952458973,-40.34950306999798,-60.34950306999799,127,4,183,0,8,4,0.04371584699453552,-15.966099555990915,-0.18441943831443727,-44.383403514007085,1.0,1.0,-0.007540487399440528,-0.0294314381270903,0.009929234851835469,1.0,1.0,False
2026Q2,lightgbm_top5,628,0,0,628,16,0.025477707006369428,0.025477707006369428,0.07128263337116912,0.07128263337116912,0.06177606177606178,0.2929936305732484,-0.14047582174634973,-5.373037308690761,-25.37303730869078,289,15,628,0,26,16,0.041401273885350316,-9.099228211390658,-0.08412310073261156,-16.273809097300116,1.0,0.875,-0.003920703890338859,-0.011887578477967495,0.00037214289043926985,1.0,1.0,False
2026Q2,lightgbm_top10,1177,0,0,1177,42,0.0356839422259983,0.0356839422259983,0.13359818388195233,0.13359818388195233,0.16216216216216217,0.3016142735768904,-0.012223302369066795,16.36231195141839,-3.6376880485816265,405,34,1177,0,37,42,0.03143585386576041,-23.90947069357894,0.13043179308769842,20.271782644997305,0.5,0.375,0.006285531329290012,-0.006907881636066749,0.008393620974564545,1.0,1.0,False
2026Q2,lightgbm_top20,2068,0,0,2068,64,0.030947775628626693,0.030947775628626693,0.23473325766174802,0.23473325766174802,0.2471042471042471,0.2915860735009671,-0.05377417601982753,10.891663492583676,-9.10833650741633,490,50,2067,1,65,64,0.031446540880503145,-19.514228616843763,0.07442091901066404,10.527284277905318,0.625,0.375,0.0015493647319184053,-0.011423775465521197,0.006436650146143093,1.0,1.0,False
2026Q2,risk_top1,250,0,0,250,3,0.012,0.012,0.028376844494892167,0.028376844494892167,0.011583011583011582,0.232,-0.4776737898983124,-14.914705931376314,-34.9147059313763,97,3,250,0,7,3,0.028,-26.79644124253188,-0.14398769791815305,-8.118264688844416,1.0,1.0,-0.017398410896708287,-0.0203540750052378,-0.016098104793756965,,,
2026Q2,risk_top5,916,0,0,916,26,0.028384279475982533,0.028384279475982533,0.10397275822928491,0.10397275822928491,0.10038610038610038,0.2609170305676856,-0.2266178887088743,-3.9955052040369634,-23.995505204036977,288,22,916,0,25,26,0.027292576419213975,-29.703324371349467,0.07735233766921906,5.707819167312492,0.5,0.25,-0.0010141314207257543,-0.010325948561242679,0.0031983457758203923,,,
2026Q2,risk_top10,1534,0,0,1534,42,0.027379400260756193,0.027379400260756193,0.17412031782065834,0.17412031782065834,0.16216216216216217,0.2737940026075619,-0.1981683251177189,-4.699561345979846,-24.699561345979852,385,30,1534,0,48,42,0.03129074315514994,-16.395838312049477,-0.009202281078512628,-8.303723033930371,0.875,0.625,-0.0020190106359520947,-0.012627156125608139,0.005045273923522893,,,
2026Q2,risk_top20,2627,0,0,2627,68,0.02588503996954701,0.02588503996954701,0.2981838819523269,0.2981838819523269,0.2625482625482625,0.2736962314427103,-0.17628238940819213,-6.7492911490957415,-26.749291149095754,486,49,2627,0,78,68,0.029691663494480394,-21.45264262940581,-0.006291704051857207,-5.296648519689943,0.875,0.625,-0.0035133709271612766,-0.008913079595772807,-0.0006413546936941822,,,
