rule,dimension,value,closed,gt5,precision,mean_net_bp
logistic_top1,asset,OKB,1,0,0.0,-104.121976866456
logistic_top1,asset,OM,1,0,0.0,-644.662709120345
logistic_top1,asset,ON,1,0,0.0,-116.943584219738
logistic_top1,asset,ONT,1,0,0.0,-135.142298500976
logistic_top1,asset,OPG,2,0,0.0,-96.165153364212
logistic_top1,asset,ORDER,2,0,0.0,-140.1091901728835
logistic_top1,asset,PHAROS,1,0,0.0,396.110962923446
logistic_top1,asset,PI,1,0,0.0,223.09392265193298
logistic_top1,asset,POL,2,0,0.0,-51.366586678527
logistic_top1,asset,POWR,1,0,0.0,37.838660578386
logistic_top1,asset,PROM,1,0,0.0,50.070070070069
logistic_top1,asset,PROS,1,0,0.0,415.945439957208
logistic_top1,asset,QCOM,1,0,0.0,-158.067951089654
logistic_top1,asset,QQQ,4,0,0.0,7.907282007444754
logistic_top1,asset,QTUM,5,0,0.0,-86.3364823762134
logistic_top1,asset,ROSE,1,0,0.0,-108.279489105935
logistic_top1,asset,RVN,1,0,0.0,-54.071550255536
logistic_top1,asset,SAGA,1,0,0.0,-174.905335628227
logistic_top1,asset,SAMSUNG,1,0,0.0,-75.099282669716
logistic_top1,asset,SCRT,1,0,0.0,-209.414536885986
logistic_top1,asset,SFP,1,0,0.0,-26.205398696865
logistic_top1,asset,SHIB,1,0,0.0,138.26873385013002
logistic_top1,asset,SHLD,1,0,0.0,-137.481203007518
logistic_top1,asset,SKL,1,0,0.0,-175.41401273885302
logistic_top1,asset,SNOW,1,0,0.0,-100.772555214448
logistic_top1,asset,SNX,1,0,0.0,-161.72709294660402
logistic_top1,asset,SOL,1,0,0.0,-124.841784216545
logistic_top1,asset,SONIC,1,0,0.0,-205.647982863262
logistic_top1,asset,SOPH,1,0,0.0,312.763532763533
logistic_top1,asset,SPK,1,0,0.0,-132.51758087201
logistic_top1,asset,SPX,2,0,0.0,-225.897980871412
logistic_top1,asset,SPY,1,0,0.0,-48.060577004425994
logistic_top1,asset,STEEM,1,0,0.0,113.333333333334
logistic_top1,asset,STRC,1,0,0.0,-24.101302163436
logistic_top1,asset,STRK,1,0,0.0,-204.34343434343398
logistic_top1,asset,SUI,2,0,0.0,-130.9475233988845
logistic_top1,asset,SUN,1,0,0.0,-156.391134576253
logistic_top1,asset,T,1,0,0.0,-113.6729663106
logistic_top1,asset,TAO,1,0,0.0,227.07672593304602
logistic_top1,asset,TER,1,0,0.0,-109.619700748129
logistic_top1,asset,TON,1,0,0.0,-123.16164464895199
logistic_top1,asset,TOWNS,2,0,0.0,-165.235629466004
logistic_top1,asset,TRB,1,0,0.0,-103.777608530084
logistic_top1,asset,TRUST,1,0,0.0,-192.480620155037
logistic_top1,asset,TRX,6,0,0.0,16.328313166325835
logistic_top1,asset,TSEM,1,0,0.0,19.206552540662
logistic_top1,asset,TSLA,1,0,0.0,244.450113845227
logistic_top1,asset,TTMI,1,0,0.0,-94.58308891309801
logistic_top1,asset,TURBO,2,0,0.0,-242.835351728746
logistic_top1,asset,UNI,4,0,0.0,-106.61047073878875
logistic_top1,asset,URNM,1,0,0.0,-119.325337331334
logistic_top1,asset,UVXY,1,0,0.0,66.50519031141799
logistic_top1,asset,VANA,1,0,0.0,16.202735317778
logistic_top1,asset,VELVET,1,0,0.0,-131.68812691185698
logistic_top1,asset,VRT,2,0,0.0,50.020055448023506
logistic_top1,asset,VTHO,2,0,0.0,-58.36682015673
logistic_top1,asset,WAL,1,0,0.0,-145.440451021844
logistic_top1,asset,WET,1,0,0.0,129.501661129569
logistic_top1,asset,WOO,2,1,0.5,1070.067409119326
logistic_top1,asset,XAU,1,0,0.0,-6.754674496123
logistic_top1,asset,XAUT,1,0,0.0,-81.72129316937401
logistic_top1,asset,XLE,2,0,0.0,-88.794689640398
logistic_top1,asset,XPT,1,0,0.0,172.426679866353
logistic_top1,asset,XRP,6,0,0.0,42.15546186465501
logistic_top1,asset,XTZ,1,0,0.0,197.450394128839
logistic_top1,asset,YFI,2,0,0.0,-135.30594255818698
logistic_top1,asset,YGG,1,0,0.0,462.45614035087704
logistic_top1,asset,ZHIPU,1,0,0.0,5.575447570334
logistic_top1,asset,ZKP,2,0,0.0,-155.54042984907298
logistic_top1,asset,ZORA,2,0,0.0,-143.74940782488
logistic_top1,timeframe_min,30,275,2,0.007272727272727273,-31.461791384714132
logistic_top1,timeframe_min,60,4,0,0.0,-31.122731159799002
logistic_top1,timeframe_min,240,5,0,0.0,-510.3605571825119
logistic_top1,venue,binance,141,0,0.0,-76.73662045939058
logistic_top1,venue,gate,4,0,0.0,-147.86373773655652
logistic_top1,venue,okx,139,2,0.014388489208633094,0.5973531969219918
logistic_top1,month,2025-10,2,0,0.0,-317.4691181211695
logistic_top1,month,2025-12,2,0,0.0,-880.236707546984
logistic_top1,month,2026-01,17,0,0.0,-98.69597493288589
logistic_top1,month,2026-02,4,0,0.0,-135.99922106056874
logistic_top1,month,2026-03,8,0,0.0,-15.176827622567005
logistic_top1,month,2026-04,68,0,0.0,-49.786661009772196
logistic_top1,month,2026-05,51,0,0.0,-41.545154806529744
logistic_top1,month,2026-06,25,0,0.0,-98.0985884940451
logistic_top1,month,2026-07,34,0,0.0,-45.33967388208242
logistic_top1,month,2026-08,51,2,0.0392156862745098,66.41908887774316
logistic_top1,month,2026-09,22,0,0.0,-21.758894343427677
logistic_top5,asset,0G,2,0,0.0,-194.77012000573453
logistic_top5,asset,1000000BOB,1,0,0.0,218.70967741935502
logistic_top5,asset,1000BONK,2,0,0.0,-43.88100254821699
logistic_top5,asset,1000CHEEMS,4,1,0.25,168.76826793840348
logistic_top5,asset,1000FLOKI,4,0,0.0,-16.127018948323002
logistic_top5,asset,1000LUNC,2,0,0.0,-142.216907828204
logistic_top5,asset,1000PEPE,1,0,0.0,165.60654480378201
logistic_top5,asset,1000RATS,1,0,0.0,137.30337078651598
logistic_top5,asset,1000SATS,2,0,0.0,-76.149867382361
logistic_top5,asset,1000SHIB,1,0,0.0,135.063802293651
logistic_top5,asset,1000XEC,2,0,0.0,-158.6804795040795
logistic_top5,asset,1INCH,7,0,0.0,-20.51686098953843
logistic_top5,asset,1MBABYDOGE,2,0,0.0,-183.237572313747
logistic_top5,asset,2Z,3,0,0.0,-238.2631348413647
logistic_top5,asset,A,1,0,0.0,49.977426636569
logistic_top5,asset,AAVE,3,0,0.0,59.71944157902833
logistic_top5,asset,ACE,4,0,0.0,-43.2898707139485
logistic_top5,asset,ACH,6,0,0.0,-146.887205641977
logistic_top5,asset,ACT,3,0,0.0,954.5343408892097
logistic_top5,asset,ADA,1,0,0.0,-127.526881720428
logistic_top5,asset,ADBE,1,0,0.0,-144.32432432432398
logistic_top5,asset,AERO,2,0,0.0,-191.465896008825
logistic_top5,asset,AEVO,3,0,0.0,-244.4132677872703
logistic_top5,asset,AGLD,5,0,0.0,-39.464932595656805
logistic_top5,asset,AI,1,0,0.0,199.83640081799598
logistic_top5,asset,AIN,1,0,0.0,-195.48990933021201
logistic_top5,asset,AIO,2,0,0.0,-274.937110034677
logistic_top5,asset,AIXBT,2,0,0.0,-188.26366473129852
logistic_top5,asset,AKT,1,0,0.0,-275.29265255292603
logistic_top5,asset,ALAB,1,0,0.0,-130.214063180461
logistic_top5,asset,ALGO,2,0,0.0,93.3432906023455
logistic_top5,asset,ALICE,1,0,0.0,-201.686046511627
logistic_top5,asset,ALL,6,0,0.0,-74.17728921342982
logistic_top5,asset,ALPINE,4,0,0.0,-43.340665875715494
logistic_top5,asset,AMD,1,0,0.0,-73.870625662777
logistic_top5,asset,ANIME,4,0,0.0,-183.50460734166174
logistic_top5,asset,ANKR,1,0,0.0,-113.530787217459
logistic_top5,asset,APE,7,0,0.0,-27.307379716067004
logistic_top5,asset,API3,4,0,0.0,-68.47088996102424
logistic_top5,asset,APP,1,0,0.0,-60.062111801243
logistic_top5,asset,AR,4,0,0.0,7.759001026591506
logistic_top5,asset,ARB,4,0,0.0,-209.84384387275276
logistic_top5,asset,ARC,2,0,0.0,-204.79886103285548
logistic_top5,asset,ARKM,4,0,0.0,-71.15267112484801
logistic_top5,asset,ARPA,3,0,0.0,-43.33269094036034
logistic_top5,asset,ARX,2,0,0.0,156.09986668282698
logistic_top5,asset,ASML,1,0,0.0,-174.33144329610602
logistic_top5,asset,ASTER,7,0,0.0,-114.76623726054342
logistic_top5,asset,ASTR,4,0,0.0,-102.63123944146224
logistic_top5,asset,AT,7,0,0.0,-146.88345353326756
logistic_top5,asset,ATH,8,0,0.0,-107.17927943557687
logistic_top5,asset,ATOM,6,0,0.0,-30.445672040315
logistic_top5,asset,AUCTION,8,0,0.0,-0.5996967473812529
logistic_top5,asset,AVA,2,0,0.0,-149.3080276447635
logistic_top5,asset,AVAAI,1,0,0.0,34.844606946984
logistic_top5,asset,AVAX,5,0,0.0,-142.74801004352722
logistic_top5,asset,AVGO,1,0,0.0,-72.644116245831
logistic_top5,asset,AVNT,3,0,0.0,-184.68574433432266
logistic_top5,asset,AWE,2,0,0.0,-120.33880572395799
logistic_top5,asset,AXS,1,0,0.0,-229.405501330965
logistic_top5,asset,AZTEC,2,0,0.0,-5.706649017411
logistic_top5,asset,B,1,0,0.0,-265.901639344261
logistic_top5,asset,B2,2,0,0.0,-157.30702663006647
logistic_top5,asset,BABY,2,0,0.0,-204.59609683992448
logistic_top5,asset,BAN,1,0,0.0,-176.710420573266
logistic_top5,asset,BANANA,1,0,0.0,-164.25058387141
logistic_top5,asset,BAND,4,0,0.0,-108.52918556597375
logistic_top5,asset,BANK,3,1,0.3333333333333333,-406.43883765427995
logistic_top5,asset,BASED,1,0,0.0,597.60840998686
logistic_top5,asset,BAT,5,0,0.0,-189.4472384682968
logistic_top5,asset,BB,2,0,0.0,-209.343570531688
logistic_top5,asset,BCH,2,0,0.0,-197.154523022492
logistic_top5,asset,BEAMX,1,1,1.0,985.7471264367799
logistic_top5,asset,BEAT,2,0,0.0,203.5118862366915
logistic_top5,asset,BEL,1,0,0.0,-161.878669275928
logistic_top5,asset,BICO,5,0,0.0,-716.9542343452019
logistic_top5,asset,BIGTIME,7,0,0.0,-26.184418983984866
logistic_top5,asset,BIO,1,0,0.0,226.24855713736
logistic_top5,asset,BIRB,1,0,0.0,-173.93812584068002
logistic_top5,asset,BLEND,4,0,0.0,-164.437202881767
logistic_top5,asset,BLESS,1,1,1.0,3287.553956834532
logistic_top5,asset,BLUR,4,2,0.5,1004.119735296347
logistic_top5,asset,BMT,1,0,0.0,-157.763371150729
logistic_top5,asset,BNB,13,0,0.0,-12.821345348276463
logistic_top5,asset,BNT,3,0,0.0,-106.76998148001535
logistic_top5,asset,BOME,5,0,0.0,-28.463626088127803
logistic_top5,asset,BONK,3,0,0.0,-85.75466873176367
logistic_top5,asset,BR,1,0,0.0,-197.744986249914
logistic_top5,asset,BRETT,1,0,0.0,-258.867973516812
logistic_top5,asset,BREV,4,0,0.0,24.767336072039235
logistic_top5,asset,BROCCOLI714,2,0,0.0,129.842782586146
logistic_top5,asset,BROCCOLIF3B,1,0,0.0,8.462998102467001
logistic_top5,asset,BSB,1,0,0.0,-267.801758593123
logistic_top5,asset,BSV,5,0,0.0,24.629040190125398
logistic_top5,asset,BTC,11,0,0.0,-58.4227722075851
logistic_top5,asset,BTCDOM,5,0,0.0,-19.0328258001094
logistic_top5,asset,BTW,1,0,0.0,323.50702100498904
logistic_top5,asset,BULLA,1,0,0.0,-312.603630452451
logistic_top5,asset,BX,1,0,0.0,-73.74155199088
logistic_top5,asset,BZ,3,1,0.3333333333333333,230.52365797250798
logistic_top5,asset,C,2,0,0.0,-193.62328224248898
logistic_top5,asset,CAKE,2,0,0.0,-83.026908956893
logistic_top5,asset,CATI,2,0,0.0,-147.3462138746515
logistic_top5,asset,CC,2,0,0.0,483.6069591184265
logistic_top5,asset,CELO,2,0,0.0,77.0158418273365
logistic_top5,asset,CELR,1,0,0.0,298.944844124697
logistic_top5,asset,CETUS,1,0,0.0,182.825063382832
logistic_top5,asset,CFX,5,0,0.0,-36.711674864609606
logistic_top5,asset,CGPT,4,0,0.0,-216.0034386908635
logistic_top5,asset,CHILLGUY,1,0,0.0,-329.640349010429
logistic_top5,asset,CHZ,2,0,0.0,-226.9699770300485
logistic_top5,asset,CKB,3,0,0.0,-94.98986163273068
logistic_top5,asset,CL,3,1,0.3333333333333333,92.70118941656301
logistic_top5,asset,CLANKER,2,0,0.0,31.3151142111095
logistic_top5,asset,COIN,2,0,0.0,-93.638956030529
logistic_top5,asset,COMP,8,0,0.0,-25.087072022623502
logistic_top5,asset,COOKIE,1,0,0.0,-267.61336515513204
logistic_top5,asset,CORE,2,0,0.0,-152.44231107979448
logistic_top5,asset,COST,1,0,0.0,-65.07512520867999
logistic_top5,asset,COTI,2,0,0.0,-163.4615384615385
logistic_top5,asset,COW,2,0,0.0,-129.0240532452845
logistic_top5,asset,CRO,6,0,0.0,-68.70128305356717
logistic_top5,asset,CROSS,2,1,0.5,637.4561953298889
logistic_top5,asset,CRV,1,0,0.0,-653.8383838383841
logistic_top5,asset,CRWD,1,0,0.0,-79.01287553648001
logistic_top5,asset,CTK,1,0,0.0,-255.38344722854802
logistic_top5,asset,CTSI,1,0,0.0,-220.081665986117
logistic_top5,asset,CVC,3,0,0.0,-211.80017846149767
logistic_top5,asset,CVX,4,0,0.0,-357.15893940686874
logistic_top5,asset,CYBER,1,0,0.0,-165.616641901932
logistic_top5,asset,D,1,0,0.0,-239.362386662768
logistic_top5,asset,DAM,1,0,0.0,-659.9669694467381
logistic_top5,asset,DASH,2,0,0.0,-196.9230769230765
logistic_top5,asset,DATA,1,0,0.0,-184.70588235294
logistic_top5,asset,DATAIP,1,0,0.0,-180.150730098915
logistic_top5,asset,DEEP,1,0,0.0,136.532209512343
logistic_top5,asset,DEGO,2,0,0.0,-166.31653918805904
logistic_top5,asset,DIA,3,0,0.0,-173.92202657036535
logistic_top5,asset,DKNG,1,0,0.0,-98.25370675453001
logistic_top5,asset,DOGE,6,0,0.0,26.004632330555665
logistic_top5,asset,DOGS,1,0,0.0,-126.172839506173
logistic_top5,asset,DOLO,2,1,0.5,953.5503661754005
logistic_top5,asset,DOOD,2,0,0.0,39.7248237935705
logistic_top5,asset,DOT,4,0,0.0,-155.6401389014315
logistic_top5,asset,DRAM,1,0,0.0,-185.667959111737
logistic_top5,asset,DRIFT,1,0,0.0,-275.22041763340803
logistic_top5,asset,DYM,1,0,0.0,132.317880794703
logistic_top5,asset,EDEN,6,2,0.3333333333333333,1640.1927981579315
logistic_top5,asset,EGLD,5,0,0.0,-43.442318456887
logistic_top5,asset,EIGEN,6,0,0.0,198.44886309606454
logistic_top5,asset,ELSA,1,0,0.0,-219.556541019954
logistic_top5,asset,ENJ,3,0,0.0,-200.069995220431
logistic_top5,asset,ENS,3,0,0.0,-155.5269594381043
logistic_top5,asset,EPIC,1,0,0.0,41.576354679802
logistic_top5,asset,ERA,3,0,0.0,14.427101294842668
logistic_top5,asset,ESPORTS,1,1,1.0,2947.092056208777
logistic_top5,asset,ETC,9,0,0.0,55.435630910997226
logistic_top5,asset,ETH,9,0,0.0,154.09227415340933
logistic_top5,asset,ETHFI,1,0,0.0,-371.267991775188
logistic_top5,asset,ETHW,2,0,0.0,-193.01051722083199
logistic_top5,asset,EWJ,3,0,0.0,-37.139680035497
logistic_top5,asset,EWT,2,0,0.0,148.6494889523025
logistic_top5,asset,EWY,4,0,0.0,-87.08109265013225
logistic_top5,asset,F,2,0,0.0,128.42386047768449
logistic_top5,asset,FET,1,0,0.0,-136.20795107033499
logistic_top5,asset,FF,1,0,0.0,-120.494496729939
logistic_top5,asset,FIL,2,0,0.0,-188.51741530640498
logistic_top5,asset,FIO,1,0,0.0,-188.31683168317002
logistic_top5,asset,FLOCK,1,0,0.0,339.465936323177
logistic_top5,asset,FLOKI,2,0,0.0,-45.53147225195651
logistic_top5,asset,FLOW,2,0,0.0,-258.809308531257
logistic_top5,asset,FLUID,1,0,0.0,-317.99426934097403
logistic_top5,asset,FLUX,1,0,0.0,131.234127550292
logistic_top5,asset,FOGO,2,0,0.0,-94.39963921129649
logistic_top5,asset,FORM,1,0,0.0,-190.399221032132
logistic_top5,asset,FRAX,1,0,0.0,-144.537192864354
logistic_top5,asset,G,2,0,0.0,-165.0725560276725
logistic_top5,asset,GALA,5,0,0.0,-43.117086751485616
logistic_top5,asset,GAS,4,0,0.0,12.218022912943754
logistic_top5,asset,GENIUS,1,0,0.0,-65.534150612958
logistic_top5,asset,GIGGLE,2,0,0.0,-257.41263492784253
logistic_top5,asset,GLM,1,0,0.0,-231.834597045258
logistic_top5,asset,GME,1,0,0.0,-69.26108374384201
logistic_top5,asset,GMT,2,0,0.0,-169.26205074626748
logistic_top5,asset,GMX,4,0,0.0,-70.88175585535926
logistic_top5,asset,GOAT,1,0,0.0,-84.289888953827
logistic_top5,asset,GPS,2,0,0.0,59.90648701009099
logistic_top5,asset,GRAM,2,0,0.0,-131.4253022149825
logistic_top5,asset,GRASS,2,0,0.0,-195.210961142437
logistic_top5,asset,GRT,6,0,0.0,-129.63842639939
logistic_top5,asset,GT,1,0,0.0,-233.34105608649398
logistic_top5,asset,GTC,3,0,0.0,112.14191123225733
logistic_top5,asset,GUA,1,0,0.0,-375.212355212354
logistic_top5,asset,GUN,1,0,0.0,-1003.300970873786
logistic_top5,asset,HAEDAL,2,0,0.0,-130.9325298696625
logistic_top5,asset,HANA,1,0,0.0,-185.81632653061098
logistic_top5,asset,HBAR,3,0,0.0,-141.331023681029
logistic_top5,asset,HEI,1,0,0.0,-162.690058479532
logistic_top5,asset,HEMI,1,0,0.0,-266.62731871838
logistic_top5,asset,HFT,1,0,0.0,-294.621212121211
logistic_top5,asset,HIGH,2,0,0.0,32.765510477662
logistic_top5,asset,HIVE,5,0,0.0,-21.299396991191017
logistic_top5,asset,HMSTR,6,0,0.0,111.09897108807115
logistic_top5,asset,HOLO,1,0,0.0,-175.976444373705
logistic_top5,asset,HOME,2,0,0.0,-223.1334661145825
logistic_top5,asset,HOOD,3,0,0.0,-50.436607892527334
logistic_top5,asset,HPE,1,0,0.0,-147.053669222343
logistic_top5,asset,HUMA,4,0,0.0,-225.41502574775376
logistic_top5,asset,HYPE,2,0,0.0,256.458198941528
logistic_top5,asset,HYPER,2,1,0.5,610.6720109473846
logistic_top5,asset,HYUNDAI,1,0,0.0,-80.63597264330501
logistic_top5,asset,ICP,2,0,0.0,21.170580806266994
logistic_top5,asset,ICX,9,0,0.0,45.40053275567444
logistic_top5,asset,ID,2,0,0.0,-111.93993257738201
logistic_top5,asset,IDOL,2,0,0.0,-368.085611754047
logistic_top5,asset,IMX,3,0,0.0,-160.24917914241567
logistic_top5,asset,IN,2,0,0.0,-175.355097365405
logistic_top5,asset,INIT,1,0,0.0,-234.062242713649
logistic_top5,asset,INTC,1,0,0.0,-101.91837950550999
logistic_top5,asset,INX,3,0,0.0,-159.83623375646297
logistic_top5,asset,IOST,3,0,0.0,122.44464675425266
logistic_top5,asset,IOTA,7,0,0.0,135.7950530447123
logistic_top5,asset,IOTX,3,0,0.0,28.151183065386007
logistic_top5,asset,IP,1,0,0.0,56.351630210482
logistic_top5,asset,IR,1,0,0.0,-183.669893960349
logistic_top5,asset,IRYS,1,0,0.0,-274.629629629629
logistic_top5,asset,IWM,3,0,0.0,-38.52093997495667
logistic_top5,asset,JELLYJELLY,4,0,0.0,-29.536580024000745
logistic_top5,asset,JNJ,3,0,0.0,-103.09068665405434
logistic_top5,asset,JOE,1,0,0.0,-146.035289881165
logistic_top5,asset,JST,4,0,0.0,19.96870881603949
logistic_top5,asset,JUP,3,0,0.0,416.0911994745257
logistic_top5,asset,KAIA,1,0,0.0,361.728500965043
logistic_top5,asset,KAITO,6,0,0.0,-202.87916455209086
logistic_top5,asset,KAS,3,0,0.0,-40.20136485211767
logistic_top5,asset,KAVA,2,0,0.0,-148.93583069963302
logistic_top5,asset,KERNEL,1,0,0.0,-664.226273959793
logistic_top5,asset,KGEN,3,1,0.3333333333333333,1360.9823402556285
logistic_top5,asset,KITE,2,0,0.0,-143.3041411512325
logistic_top5,asset,KLAC,1,0,0.0,-52.636028034881996
logistic_top5,asset,KNC,1,0,0.0,88.40108401083799
logistic_top5,asset,KSM,6,0,0.0,-120.30287935769302
logistic_top5,asset,LA,4,0,0.0,42.68748212674699
logistic_top5,asset,LAYER,4,0,0.0,159.12867363427299
logistic_top5,asset,LDO,6,0,0.0,-536.5295908869414
logistic_top5,asset,LIGHT,2,0,0.0,-267.498683517641
logistic_top5,asset,LINEA,5,1,0.2,422.36050689512865
logistic_top5,asset,LINK,3,0,0.0,-118.14249829983967
logistic_top5,asset,LISTA,3,0,0.0,-198.693634558294
logistic_top5,asset,LITE,1,0,0.0,-109.359200470311
logistic_top5,asset,LPT,3,0,0.0,-157.11212408158937
logistic_top5,asset,LQTY,3,0,0.0,-180.958610874379
logistic_top5,asset,LSK,4,0,0.0,-74.28744072975
logistic_top5,asset,LTC,9,0,0.0,-78.16704117852791
logistic_top5,asset,LUMIA,2,0,0.0,-169.8954641332175
logistic_top5,asset,LUNA,2,0,0.0,-82.3890440748915
logistic_top5,asset,LUNR,3,0,0.0,-84.87007004052568
logistic_top5,asset,M,3,0,0.0,-185.39945910505065
logistic_top5,asset,MAGIC,5,0,0.0,70.2987863199136
logistic_top5,asset,MANA,8,0,0.0,102.60486653477463
logistic_top5,asset,MANTA,1,0,0.0,-220.30349013657
logistic_top5,asset,MANTRA,2,0,0.0,-183.57778368951548
logistic_top5,asset,MASK,8,0,0.0,86.61657854633924
logistic_top5,asset,MAV,1,0,0.0,-214.805194805195
logistic_top5,asset,MAVIA,1,0,0.0,-27.05467372134
logistic_top5,asset,MBOX,1,0,0.0,-199.028132992327
logistic_top5,asset,ME,3,0,0.0,-147.26611882700533
logistic_top5,asset,MEGA,5,0,0.0,-206.73138189461702
logistic_top5,asset,MELANIA,1,0,0.0,-120.09532888464999
logistic_top5,asset,MEME,5,0,0.0,-19.275401097847034
logistic_top5,asset,MERL,1,0,0.0,-224.841713221599
logistic_top5,asset,MET,4,0,0.0,89.81358996734201
logistic_top5,asset,META,3,0,0.0,-91.16469358632133
logistic_top5,asset,METIS,4,0,0.0,-129.13627552802274
logistic_top5,asset,MEW,1,0,0.0,-153.016627078385
logistic_top5,asset,MINA,4,0,0.0,-74.03301390205526
logistic_top5,asset,MIRA,1,0,0.0,-151.562768965939
logistic_top5,asset,MITO,2,0,0.0,207.50504898949097
logistic_top5,asset,MLN,2,0,0.0,-145.741782338419
logistic_top5,asset,MMT,1,0,0.0,399.821059876117
logistic_top5,asset,MOCA,2,0,0.0,235.3854627409275
logistic_top5,asset,MOODENG,2,0,0.0,293.9643676746325
logistic_top5,asset,MORPHO,2,0,0.0,-119.730794834759
logistic_top5,asset,MOVE,13,1,0.07692307692307693,-57.581367011986856
logistic_top5,asset,MOVR,2,0,0.0,-350.797342529849
logistic_top5,asset,MTL,5,0,0.0,-147.63343974924538
logistic_top5,asset,MU,2,0,0.0,9.801698569623998
logistic_top5,asset,MUBARAK,2,0,0.0,163.9952737394105
logistic_top5,asset,MYX,1,0,0.0,3841.2535612535607
logistic_top5,asset,NEAR,3,1,0.3333333333333333,481.12036636096025
logistic_top5,asset,NEIRO,5,0,0.0,-227.18668226757399
logistic_top5,asset,NEO,2,1,0.5,1201.2511191370925
logistic_top5,asset,NFLX,2,0,0.0,45.502756328312
logistic_top5,asset,NG,2,0,0.0,-128.32215528944948
logistic_top5,asset,NIGHT,3,1,0.3333333333333333,914.289712702122
logistic_top5,asset,NMR,4,0,0.0,19.522601120119266
logistic_top5,asset,NOT,3,0,0.0,133.53573339697667
logistic_top5,asset,NOW,1,0,0.0,417.038515266414
logistic_top5,asset,NVDA,2,0,0.0,-71.846031761061
logistic_top5,asset,NXPC,3,0,0.0,-199.14947176268734
logistic_top5,asset,O,1,0,0.0,473.772241992882
logistic_top5,asset,OG,2,0,0.0,-172.67479690307252
logistic_top5,asset,OGN,2,0,0.0,-139.5043843698205
logistic_top5,asset,OKB,4,0,0.0,-64.16306898751026
logistic_top5,asset,OKTA,1,0,0.0,-60.711876235896
logistic_top5,asset,OL,2,0,0.0,-234.3175533076195
logistic_top5,asset,OM,1,0,0.0,-644.662709120345
logistic_top5,asset,ON,2,0,0.0,-179.650039844008
logistic_top5,asset,ONDO,1,0,0.0,329.57233172183
logistic_top5,asset,ONE,3,0,0.0,-209.46163081451533
logistic_top5,asset,ONG,1,0,0.0,-181.21212121212
logistic_top5,asset,ONT,2,0,0.0,-21.199885485412505
logistic_top5,asset,OP,2,0,0.0,636.6361100039861
logistic_top5,asset,OPEN,2,0,0.0,-169.032680571603
logistic_top5,asset,OPG,4,0,0.0,-154.4211107950135
logistic_top5,asset,ORDER,2,0,0.0,-140.1091901728835
logistic_top5,asset,ORDI,1,0,0.0,-217.474167623421
logistic_top5,asset,OXT,1,0,0.0,-220.111172873818
logistic_top5,asset,PARTI,7,0,0.0,-105.24640930516301
logistic_top5,asset,PAXG,1,0,0.0,-57.745572240956
logistic_top5,asset,PENDLE,2,0,0.0,-704.4358390478151
logistic_top5,asset,PEOPLE,1,0,0.0,-232.12748344370902
logistic_top5,asset,PEPE,2,1,0.5,2601.3875657961635
logistic_top5,asset,PHAROS,1,0,0.0,396.110962923446
logistic_top5,asset,PI,4,0,0.0,-1.9853857299875028
logistic_top5,asset,PIXEL,1,0,0.0,351.387472211321
logistic_top5,asset,PLUME,1,0,0.0,316.065573770489
logistic_top5,asset,PNUT,3,0,0.0,-182.72663050927102
logistic_top5,asset,POL,5,0,0.0,-69.0821442081358
logistic_top5,asset,POLYX,2,0,0.0,-142.0118368620135
logistic_top5,asset,POPCAT,1,0,0.0,-251.851007221588
logistic_top5,asset,PORTAL,1,0,0.0,391.436541143654
logistic_top5,asset,POWR,2,0,0.0,186.10564207626499
logistic_top5,asset,PRL,1,0,0.0,615.710337202874
logistic_top5,asset,PROM,4,0,0.0,31.935176415300244
logistic_top5,asset,PROMPT,1,0,0.0,-212.08153665229298
logistic_top5,asset,PROS,1,0,0.0,415.945439957208
logistic_top5,asset,PROVE,5,0,0.0,14.753620623992
logistic_top5,asset,PUMPBTC,2,0,0.0,-58.513379434033
logistic_top5,asset,PUNDIX,1,0,0.0,-89.011280690112
logistic_top5,asset,PYTH,1,0,0.0,-175.60875512995702
logistic_top5,asset,Q,1,0,0.0,-226.145683652038
logistic_top5,asset,QCOM,3,0,0.0,-40.458527687457995
logistic_top5,asset,QNT,1,0,0.0,194.17797888386002
logistic_top5,asset,QQQ,6,0,0.0,-34.184954112387665
logistic_top5,asset,QTUM,19,0,0.0,-100.84475313019983
logistic_top5,asset,RARE,4,0,0.0,-142.45540767495652
logistic_top5,asset,RAY,2,1,0.5,661.8489947644421
logistic_top5,asset,RAYSOL,1,0,0.0,91.75531467944
logistic_top5,asset,RDDT,1,0,0.0,50.943549204418
logistic_top5,asset,RECALL,2,0,0.0,50.26642261541651
logistic_top5,asset,RENDER,2,0,0.0,-135.4438378626985
logistic_top5,asset,RESOLV,3,0,0.0,-36.63113019547965
logistic_top5,asset,RIF,1,0,0.0,-267.031527228059
logistic_top5,asset,RIVN,1,0,0.0,-92.85974499089
logistic_top5,asset,RLC,2,0,0.0,-180.07148708019798
logistic_top5,asset,RLS,1,0,0.0,-79.820538384844
logistic_top5,asset,RON,1,0,0.0,-493.578055667608
logistic_top5,asset,RONIN,1,0,0.0,-180.70502851218103
logistic_top5,asset,ROSE,4,0,0.0,-548.7757173163405
logistic_top5,asset,RSR,6,4,0.6666666666666666,1861.9088582525999
logistic_top5,asset,RVN,2,0,0.0,-79.5817247533635
logistic_top5,asset,S,2,1,0.5,479.60569159035396
