fold,minutes,policy,score,n,auc,top_n,top_gross_bp,top_net_bp,top_win_pct,top_matched_n,top_matched_case_net_bp,top_control_net_bp,top_excess_bp,top_p,top_months,top_p_resolution,top_ci_low,top_ci_high
development,15,P00,strength_score,13062,0.5310949004633906,1307,-5.667448339247061,-25.667448339247063,30.527926549349655,1307,-25.667448339247063,-31.59945056586444,5.9320022266173815,0.3602,24,0.0001,-26.311354298124083,38.02531308240503
development,15,P00,contraction_score,13062,0.5034165235142373,1307,3.2554923839490226,-16.744507616050978,26.702371843917366,1307,-16.744507616050978,-46.83930992043711,30.094802304386132,0.0053,24,0.0001,9.378952492046842,54.55473151118955
development,15,P00,proximity_score,13062,0.5016343739821105,1307,-9.973475166558726,-29.97347516655873,27.161438408569243,1307,-29.97347516655873,-35.040900937236835,5.067425770678103,0.305,24,0.0001,-13.012383721293116,24.015832246883544
development,15,P00,memory_score,13062,0.4931171367924792,1307,-1.7129548800122885,-21.712954880012287,25.93726090283091,1307,-21.712954880012287,-29.71546747619392,8.002512596181626,0.3098,24,0.0001,-22.18283166576863,37.82880453678535
development,15,P02,strength_score,10276,0.5318874905765559,1028,-6.580618781512027,-26.580618781512023,30.836575875486382,1028,-26.580618781512023,-31.1168193738797,4.536200592367672,0.3879,24,0.0001,-23.911766274763092,34.6565399271136
development,15,P02,contraction_score,10276,0.5029524865857333,1028,4.529888906317127,-15.470111093682874,26.945525291828794,1028,-15.470111093682874,-46.80360777598901,31.333496682306144,0.007,24,0.0001,9.758123342450963,56.74282091031331
development,15,P02,proximity_score,10276,0.5033592712729136,1028,-8.97714233849371,-28.97714233849371,27.042801556420233,1028,-28.97714233849371,-34.002112010928556,5.024969672434845,0.3235,24,0.0001,-15.030403357290785,25.417298263889094
development,15,P02,memory_score,10276,0.49377142840637644,1028,-10.347870149971572,-30.347870149971573,25.680933852140075,1028,-30.347870149971573,-25.653121556063848,-4.694748593907727,0.6141,24,0.0001,-34.812191160334855,23.732501417108743
development,15,Q01,strength_score,12827,0.5299542219358314,1283,-8.071712548481033,-28.071712548481035,30.319563522992986,1283,-28.071712548481035,-30.31676086304156,2.2450483145605284,0.4411,24,0.0001,-30.61736191045811,34.34839695479209
development,15,Q01,contraction_score,12827,0.5037190882844259,1283,3.491786892741963,-16.508213107258037,26.734216679657052,1283,-16.508213107258037,-45.88149945097803,29.373286343719997,0.0073,24,0.0001,8.554069515341155,54.07187071310191
development,15,Q01,proximity_score,12827,0.5011114644879601,1283,-9.530964902130485,-29.530964902130485,27.279812938425565,1283,-29.530964902130485,-35.061031275634726,5.53006637350424,0.2889,24,0.0001,-12.181404562500186,24.062117853452794
development,15,Q01,memory_score,12827,0.4926802053638476,1283,-2.131825247431589,-22.131825247431586,25.954793452844893,1283,-22.131825247431586,-29.5942882272772,7.462462979845615,0.321,24,0.0001,-22.790758280761306,37.378645158463826
development,15,Q02,strength_score,12704,0.5307799489531607,1271,-7.61964098013456,-27.61964098013456,30.44846577498033,1271,-27.61964098013456,-30.875330156215437,3.255689176080873,0.4227,24,0.0001,-29.75645310124843,35.33142500954704
development,15,Q02,contraction_score,12704,0.5037968297891159,1271,2.121452668345969,-17.878547331654033,26.90794649881983,1271,-17.878547331654033,-45.61860651812665,27.74005918647261,0.006,24,0.0001,8.647039919865529,49.45276500522439
development,15,Q02,proximity_score,12704,0.5015490314999431,1271,-10.26187319780357,-30.261873197803563,27.143981117230524,1271,-30.261873197803563,-35.38247807889896,5.120604881095396,0.306,24,0.0001,-12.787560007065307,23.877345015806753
development,15,Q02,memory_score,12704,0.4929264116851775,1271,-4.605130492458991,-24.60513049245899,25.963808025177027,1271,-24.60513049245899,-29.4367528630579,4.8316223705989065,0.3843,24,0.0001,-25.89031301366982,35.74683921883132
validation,15,P00,strength_score,7529,0.5252893288798908,753,36.143957526022476,16.143957526022472,33.46613545816733,753,16.143957526022472,2.3886468140426955,13.755310711979778,0.291748046875,12,0.000244140625,-29.46385262577031,62.57646817749261
validation,15,P00,contraction_score,7529,0.4894147821754767,753,12.36174352001206,-7.638256479987939,25.630810092961486,753,-7.638256479987939,-24.716411884092903,17.078155404104965,0.2265625,12,0.000244140625,-22.251724703108195,62.739619764363056
validation,15,P00,proximity_score,7529,0.4824421822287532,753,-10.854630351289634,-30.854630351289632,27.35723771580345,753,-30.854630351289632,-40.091407372774064,9.236777021484427,0.2890625,12,0.000244140625,-22.879240782833005,39.26197050715231
validation,15,P00,memory_score,7529,0.489898844430107,753,31.885391858444947,11.885391858444953,31.606905710491368,753,11.885391858444953,-31.965688343583725,43.851080202028676,0.04541015625,12,0.000244140625,-0.6062918093736321,89.73920288118242
validation,15,P02,strength_score,5980,0.5282052337985997,598,39.975971854873485,19.975971854873478,32.608695652173914,598,19.975971854873478,-4.329751784929209,24.305723639802686,0.221435546875,12,0.000244140625,-31.178183360981375,83.95241310590559
validation,15,P02,contraction_score,5980,0.5006135196191808,598,11.829042352006812,-8.170957647993184,25.585284280936456,598,-8.170957647993184,-26.74647591500485,18.57551826701167,0.235107421875,12,0.000244140625,-25.91206078663344,69.24849897706298
validation,15,P02,proximity_score,5980,0.4943095354956118,598,-7.621796876691,-27.621796876690993,27.759197324414714,598,-27.621796876690993,-37.48130931176402,9.85951243507303,0.31884765625,12,0.000244140625,-31.09902146583839,47.80843394250514
validation,15,P02,memory_score,5980,0.4971038512223328,598,42.24248759046158,22.242487590461582,32.94314381270903,598,22.242487590461582,-27.13485196633608,49.37733955679765,0.06201171875,12,0.000244140625,-4.0914992698396455,103.97908136189791
validation,15,Q01,strength_score,7412,0.5251313541513741,742,38.199594286204686,18.199594286204686,33.692722371967655,742,18.199594286204686,2.1526315802685203,16.04696270593616,0.265380859375,12,0.000244140625,-28.547491951890617,65.52661583211248
validation,15,Q01,contraction_score,7412,0.48965925642863517,742,12.304533495157507,-7.695466504842495,25.336927223719673,742,-7.695466504842495,-24.990401642967953,17.29493513812546,0.219482421875,12,0.000244140625,-21.274376480640875,61.977311745029596
validation,15,Q01,proximity_score,7412,0.4837847968859297,742,-11.824676821631476,-31.824676821631478,27.762803234501348,742,-31.824676821631478,-40.91993748926881,9.095260667637339,0.301513671875,12,0.000244140625,-23.833573501048726,40.56786219689493
validation,15,Q01,memory_score,7412,0.4882630450990383,742,33.4226101101219,13.422610110121907,31.671159029649598,742,13.422610110121907,-30.87102903864608,44.29363914876797,0.04736328125,12,0.000244140625,-0.9316442312856029,91.04576983886146
validation,15,Q02,strength_score,7328,0.5240505967519591,733,36.38863188071525,16.388631880715252,33.15143246930423,733,16.388631880715252,2.7866453896019054,13.60198649111334,0.3232421875,12,0.000244140625,-34.9909131658458,69.66290600572702
validation,15,Q02,contraction_score,7328,0.49004826724462036,733,15.158218919030595,-4.841781080969407,25.51159618008186,733,-4.841781080969407,-24.462929156988007,19.6211480760186,0.1943359375,12,0.000244140625,-19.941204369993162,65.4131806649284
validation,15,Q02,proximity_score,7328,0.48488930232729577,733,-10.72880304246847,-30.728803042468467,27.694406548431104,733,-30.728803042468467,-39.67678874672245,8.947985704253979,0.30029296875,12,0.000244140625,-23.70836385290373,40.199700600923286
validation,15,Q02,memory_score,7328,0.4890140876219121,733,36.20474240920275,16.20474240920275,32.06002728512961,733,16.20474240920275,-30.60283282761413,46.807575236816895,0.0380859375,12,0.000244140625,1.3053666265966248,93.53764015216798
