fold,minutes,policy,score,n,auc,top_n,top_gross_bp,top_net_bp,top_win_pct,top_matched_n,top_matched_case_net_bp,top_control_net_bp,top_excess_bp,top_p,top_months,top_p_resolution,top_ci_low,top_ci_high
development,60,P00,strength_score,3090,0.5261190070041113,309,120.56684741711884,100.56684741711882,33.33333333333333,309,100.56684741711882,14.072524504011108,86.49432291310771,0.0946,24,0.0001,-19.767683886754774,218.64618072756963
development,60,P00,contraction_score,3090,0.5108161833489242,309,-0.016429426917789737,-20.016429426917796,29.773462783171524,309,-20.016429426917796,-17.09915719027325,-2.917272236644528,0.509,24,0.0001,-143.34698704561566,113.64548586906426
development,60,P00,proximity_score,3090,0.4906100887501867,309,-5.306730727249249,-25.30673072724925,30.097087378640776,308,-25.126902717312742,-49.74900348335129,24.622100766038535,0.2885,24,0.0001,-52.90579530631706,113.80345725564966
development,60,P00,memory_score,3090,0.504393782770358,309,33.00095353431809,13.000953534318093,30.74433656957929,308,13.305157142506438,40.53474506881479,-27.229587926308348,0.5812,24,0.0001,-167.11299642828232,87.46308639669407
development,60,P02,strength_score,2424,0.5191433059787106,243,40.77421609918309,20.77421609918309,32.510288065843625,243,20.77421609918309,5.024759319674688,15.749456779508408,0.3843,24,0.0001,-86.16005785885048,114.05108126010282
development,60,P02,contraction_score,2424,0.5177370678455936,243,-18.05816834171185,-38.05816834171185,28.39506172839506,243,-38.05816834171185,-19.797921073957408,-18.26024726775441,0.5408,24,0.0001,-171.11806542562653,99.07711645652971
development,60,P02,proximity_score,2424,0.49364754507916586,243,-16.28356628789968,-36.283566287899674,28.80658436213992,242,-36.100053099884,-46.98114866684168,10.881095566957688,0.4245,24,0.0001,-83.9954877350241,123.4545538589557
development,60,P02,memory_score,2424,0.5067717681106123,243,19.30410623305784,-0.695893766942149,30.04115226337449,242,-0.36532408090599255,61.47296969033713,-61.83829377124314,0.6725,24,0.0001,-246.4835348125276,86.95886941200926
development,60,Q01,strength_score,3048,0.5249835790579938,305,122.76466887833085,102.76466887833087,33.114754098360656,305,102.76466887833087,12.69782675914319,90.06684211918768,0.0864,24,0.0001,-16.49475693670589,223.17022430507055
development,60,Q01,contraction_score,3048,0.5114860699885811,305,0.20006196243604016,-19.799938037563965,29.836065573770494,305,-19.799938037563965,-16.752606584420196,-3.0473314531437565,0.5087,24,0.0001,-145.21105722432554,114.1848428673646
development,60,Q01,proximity_score,3048,0.4891525783405249,305,-2.875706004916299,-22.87570600491629,30.16393442622951,304,-22.685515045104513,-48.33120481423717,25.64568976913265,0.29,24,0.0001,-55.69603299906362,117.24670298458784
development,60,Q01,memory_score,3048,0.5053638375488839,305,37.74436302581515,17.744363025815147,31.147540983606557,304,18.06817263375432,47.64939784450686,-29.581225210752528,0.5812,24,0.0001,-176.3728645187778,89.03905207596578
development,60,Q02,strength_score,3020,0.5226565255868356,302,118.89132466298719,98.89132466298717,32.78145695364238,302,98.89132466298717,12.989243027223877,85.9020816357633,0.0985,24,0.0001,-20.353553892525834,218.89504045128385
development,60,Q02,contraction_score,3020,0.5102014188435126,302,0.6120527522616371,-19.387947247738374,29.47019867549669,302,-19.387947247738374,-16.46054801431842,-2.927399233419942,0.5083,24,0.0001,-148.92250559967613,116.55426082179454
development,60,Q02,proximity_score,3020,0.49158244990830535,302,-1.050936184197871,-21.050936184197873,30.4635761589404,301,-20.852787275216148,-47.916109692204614,27.063322416988463,0.2808,24,0.0001,-54.91340816657844,119.23962454567287
development,60,Q02,memory_score,3020,0.5050277353169913,302,32.108727017358035,12.108727017358035,30.4635761589404,301,12.417040920364853,44.35062798568463,-31.933587065319806,0.5931,24,0.0001,-178.04767227481668,85.01206060274924
validation,60,P00,strength_score,1884,0.557124842370744,189,99.74752776935631,79.74752776935631,41.7989417989418,189,79.74752776935631,-122.4770700450574,202.22459781441373,0.056396484375,12,0.000244140625,5.063283609405904,435.0077686277122
validation,60,P00,contraction_score,1884,0.5113891962838099,189,111.48538731687651,91.48538731687651,39.15343915343915,188,94.17861702278708,-83.9999480128387,178.1785650356258,0.003662109375,12,0.000244140625,68.17959516780414,319.99867361656464
validation,60,P00,proximity_score,1884,0.46227063334791674,189,-36.62903066235904,-56.62903066235904,29.629629629629626,189,-56.62903066235904,-118.09775892583558,61.46872826347656,0.172119140625,12,0.000244140625,-48.497494105600666,180.67313590738172
validation,60,P00,memory_score,1884,0.54341946110096,189,129.81232715671203,109.81232715671203,39.15343915343915,188,112.6030405851749,-91.79230317431528,204.3953437594902,0.001708984375,12,0.000244140625,110.79885746293512,314.2819866313195
validation,60,P02,strength_score,1470,0.561019378838452,147,148.44081219976462,128.44081219976462,44.89795918367347,147,128.44081219976462,-135.7972745100542,264.2380867098188,0.031005859375,12,0.000244140625,60.96985892414861,500.36710529577596
validation,60,P02,contraction_score,1470,0.5129069102163784,147,98.67474875859465,78.67474875859463,38.775510204081634,146,82.05499907471042,-99.30208984358799,181.3570889182984,0.001708984375,12,0.000244140625,87.31880904730191,300.6486232174856
validation,60,P02,proximity_score,1470,0.4540916393792185,147,-15.927242400778399,-35.9272424007784,30.612244897959183,147,-35.9272424007784,-116.66616787013115,80.73892546935276,0.15185546875,12,0.000244140625,-46.611157180134484,220.49703517410592
validation,60,P02,memory_score,1470,0.5423942439846219,147,136.90473736464637,116.90473736464638,40.816326530612244,146,120.54683691778989,-94.99405547415472,215.5408923919446,0.00048828125,12,0.000244140625,112.85607836209341,345.5193133330637
validation,60,Q01,strength_score,1858,0.5579816719853588,186,115.94893356838247,95.94893356838247,42.473118279569896,186,95.94893356838247,-117.1477478709048,213.09668143928724,0.050537109375,12,0.000244140625,16.00584892232209,445.3717717135087
validation,60,Q01,contraction_score,1858,0.5111256466670631,186,91.77149487568855,71.77149487568855,38.17204301075269,185,74.40183699606692,-87.6402588693587,162.04209586542564,0.01025390625,12,0.000244140625,47.426902584702766,308.04492365291367
validation,60,Q01,proximity_score,1858,0.46130833217709594,186,-47.732205574819226,-67.73220557481923,29.03225806451613,186,-67.73220557481923,-119.96455823239967,52.23235265758044,0.179443359375,12,0.000244140625,-49.84269518687494,156.5862403931296
validation,60,Q01,memory_score,1858,0.5428448725826379,186,118.36511980100845,98.36511980100842,39.247311827956985,185,101.13921124530745,-90.48017942861297,191.61939067392038,0.00146484375,12,0.000244140625,100.96360607783751,300.7506417834679
validation,60,Q02,strength_score,1830,0.556211249617954,183,118.49721934352341,98.49721934352341,42.62295081967213,183,98.49721934352341,-118.34113187242102,216.8383512159444,0.04833984375,12,0.000244140625,20.287094382786044,449.0824609118609
validation,60,Q02,contraction_score,1830,0.510195170938305,183,112.1555790992163,92.1555790992163,38.79781420765027,182,94.94127897005983,-97.18182558767737,192.12310455773718,0.001953125,12,0.000244140625,85.92410604579133,329.76459060873816
validation,60,Q02,proximity_score,1830,0.46247625856874647,183,-43.93313078877395,-63.93313078877394,29.508196721311474,183,-63.93313078877394,-119.20689279667754,55.273762007903606,0.171142578125,12,0.000244140625,-48.57687928496186,163.7943178764414
validation,60,Q02,memory_score,1830,0.5419773064664017,183,132.73300751020844,112.73300751020844,39.89071038251366,182,115.631770174519,-110.55093256771943,226.18270274223846,0.0009765625,12,0.000244140625,128.67932152738695,338.5929867709903
development,240,P00,strength_score,736,0.5415725916803503,74,78.72892454393114,58.72892454393114,35.13513513513514,73,75.46518403108111,-180.16878248296968,255.63396651405083,0.064,22,0.0001,-26.607790025402473,575.8379030391853
development,240,P00,contraction_score,736,0.5545634920634921,74,685.5523835214208,665.5523835214208,41.891891891891895,71,722.9852294787325,343.3870167887096,379.598212690023,0.0019,21,0.0001,163.4030443254666,597.1772847861703
development,240,P00,proximity_score,736,0.46880986590038315,74,146.46611057002593,126.46611057002593,24.324324324324326,70,159.03834344561363,-49.6950757833128,208.7334192289265,0.0678,24,0.0001,-40.02355187444823,504.0961958625376
development,240,P00,memory_score,736,0.5572232484948002,74,414.1717342109761,394.1717342109761,39.189189189189186,72,425.3201800222395,-99.57534002722733,524.895520049467,0.0036,22,0.0001,193.40407010495073,888.8487267005022
development,240,P02,strength_score,581,0.556802438348573,59,155.08405533152808,135.08405533152808,37.28813559322034,58,157.46512556169267,-66.50859112655206,223.9737166882447,0.1309,21,0.0001,-101.19958090102632,587.553029818349
development,240,P02,contraction_score,581,0.6080908839013577,59,805.6012993432031,785.6012993432031,47.45762711864407,57,835.1229381544608,413.51961141989085,421.6033267345701,0.0023,18,0.0001,181.81633455736983,662.0660953644525
development,240,P02,proximity_score,581,0.48642283180936546,59,41.92146312502667,21.921463125026687,25.423728813559322,56,56.54047834574341,-214.47877015939412,271.01924850513745,0.0612,24,0.0001,-40.258016999971986,631.9119520095168
development,240,P02,memory_score,581,0.5712385702410641,59,491.39724478614215,471.39724478614215,42.3728813559322,57,513.4523170591475,-42.9056250648041,556.3579421239517,0.0074,19,0.0001,194.9669623460135,955.1528135780225
development,240,Q01,strength_score,718,0.5423021840315073,72,-48.28999602620317,-68.28999602620317,34.72222222222222,71,-52.871291491107165,-211.63534252129529,158.76405103018814,0.1033,22,0.0001,-61.847808834720865,397.23610155318255
development,240,Q01,contraction_score,718,0.5557286072323666,72,715.2121934934252,695.2121934934252,43.05555555555556,69,755.5993165787171,356.36277279938497,399.2365437793321,0.0012,21,0.0001,187.75000153188032,610.7168745229498
development,240,Q01,proximity_score,718,0.47260114572144646,72,24.882574347066377,4.8825743470663765,23.61111111111111,68,31.260841352938442,-74.81406168487638,106.0749030378148,0.1418,24,0.0001,-85.88865504721583,291.78110038503706
development,240,Q01,memory_score,718,0.554296455424275,72,434.76298621188823,414.76298621188823,40.27777777777778,70,447.38970910349957,-92.4250615319828,539.8147706354824,0.0036,22,0.0001,198.76855506301146,901.5699967820807
development,240,Q02,strength_score,711,0.5417774056140096,72,-67.57949537702373,-87.57949537702375,33.33333333333333,71,-72.43247393137595,-212.4395406154761,140.00706668410015,0.1328,22,0.0001,-83.76270083807067,378.45632238278125
development,240,Q02,contraction_score,711,0.5572050096479412,72,710.3200307528709,690.3200307528709,43.05555555555556,69,750.4944511103128,344.7047731276123,405.7896779827005,0.0018,21,0.0001,172.755033716326,640.1709920864795
development,240,Q02,proximity_score,711,0.46817089598427203,72,24.882574347066377,4.8825743470663765,23.61111111111111,68,31.260841352938442,-74.81406168487638,106.0749030378148,0.1418,24,0.0001,-85.88865504721583,291.78110038503706
development,240,Q02,memory_score,711,0.5533458331816361,72,441.4176863685791,421.4176863685791,40.27777777777778,70,454.2345435503815,-91.76460117707863,545.9991447274602,0.003,22,0.0001,213.85658234498194,898.7788963574197
validation,240,P00,strength_score,472,0.5205400746911807,48,67.60667258441839,47.60667258441839,37.5,48,47.60667258441839,-86.52711348904306,134.13378607346144,0.081298828125,12,0.000244140625,-39.12498567500429,283.370665157625
validation,240,P00,contraction_score,472,0.48564588719716556,48,58.196326389170615,38.19632638917062,41.66666666666667,48,38.19632638917062,31.07093290389893,7.125393485271725,0.4765625,10,0.0009765625,-222.04745558634525,242.74973977325675
validation,240,P00,proximity_score,472,0.3933544000766063,48,-15.753353918003578,-35.753353918003576,29.166666666666668,46,-24.9925771638031,-88.78717273862317,63.79459557482008,0.2470703125,10,0.0009765625,-68.97605614621807,265.11682507456675
validation,240,P00,memory_score,472,0.5497845446710715,48,-49.477639513571425,-69.47763951357142,41.66666666666667,45,-51.2147169787292,-172.087858757592,120.87314177886282,0.208984375,11,0.00048828125,-151.70302935660322,418.80503208954775
validation,240,P02,strength_score,364,0.49117059266782426,37,-104.22557331346262,-124.22557331346262,29.72972972972973,37,-124.22557331346262,-204.98312381344246,80.75755049997986,0.236083984375,12,0.000244140625,-138.38537688361401,242.53744358017568
validation,240,P02,contraction_score,364,0.5108934246306064,37,17.03805879391489,-2.961941206085112,43.24324324324324,37,-2.961941206085112,54.47003080992797,-57.43197201601305,0.6650390625,10,0.0009765625,-337.9091077832067,155.07924579407762
validation,240,P02,proximity_score,364,0.383202830652295,37,-300.38246910920105,-320.38246910920105,21.62162162162162,35,-322.50425481460604,-238.21796278339434,-84.28629203121162,0.791015625,9,0.001953125,-256.3693288297969,69.44190239336523
validation,240,P02,memory_score,364,0.5828391704616191,37,62.11983385631299,42.11983385631299,45.94594594594595,34,76.13818486153521,-88.99833594103805,165.1365208025732,0.216796875,11,0.00048828125,-199.77397830585073,561.7593765710245
validation,240,Q01,strength_score,468,0.5232764505119454,47,79.03953861203668,59.03953861203665,38.297872340425535,47,59.03953861203665,-74.87748996911715,133.91702858115383,0.083740234375,12,0.000244140625,-42.03880971385661,285.18176368478936
validation,240,Q01,contraction_score,468,0.4860263286201853,47,94.67375378419003,74.67375378419005,42.5531914893617,47,74.67375378419005,64.31315617485747,10.360597609332613,0.4619140625,10,0.0009765625,-223.18549738809116,247.2748279806989
validation,240,Q01,proximity_score,468,0.39588493417844955,47,-8.75979720541822,-28.759797205418238,29.78723404255319,45,-17.449067336120628,-83.2637130675348,65.81464573141419,0.2421875,10,0.0009765625,-69.64475798904269,274.2708284374055
validation,240,Q01,memory_score,468,0.5529595319356412,47,-38.95677027390016,-58.95677027390016,42.5531914893617,44,-39.56144932419758,-171.286754667668,131.7253053434704,0.18896484375,11,0.00048828125,-140.37063853440608,428.5259734177521
validation,240,Q02,strength_score,465,0.5197495753841292,47,79.03953861203668,59.03953861203665,38.297872340425535,47,59.03953861203665,-74.87748996911715,133.91702858115383,0.083740234375,12,0.000244140625,-42.03880971385661,285.18176368478936
validation,240,Q02,contraction_score,465,0.48684678279416993,47,86.46098060224178,66.46098060224178,42.5531914893617,47,66.46098060224178,24.8228034435216,41.638177158720204,0.3623046875,10,0.0009765625,-186.05473937895638,269.38854758270315
validation,240,Q02,proximity_score,465,0.39398427933799424,47,-8.75979720541822,-28.759797205418238,29.78723404255319,45,-17.449067336120628,-83.2637130675348,65.81464573141419,0.2421875,10,0.0009765625,-69.64475798904269,274.2708284374055
validation,240,Q02,memory_score,465,0.5524746217956314,47,-38.95677027390016,-58.95677027390016,42.5531914893617,44,-39.56144932419758,-171.286754667668,131.7253053434704,0.18896484375,11,0.00048828125,-140.37063853440608,428.5259734177521
