fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,runner_armed_events,runner_armed_precision,signals_per_30d,within_24h_previous_share,median_hours_between_signals,event_retention,runner_armed_recall,policy
2025H1,51,26.176973434123198,6.176973434123189,-60.1125463019203,0.29411764705882354,1.1187857207549812,0.127540110403346,-0.11662451743196844,25.0,162.28367048362725,756.2424353950325,0.4075437936769682,24,0.47058823529411764,8.453038674033149,0.0392156862745098,70.25,0.22869955156950672,0.2376237623762376,V5 live regime
2025H2,57,-15.297847742914174,-35.29784774291418,-58.441957732398,0.12280701754385964,0.390828887534195,-0.40536568127320005,-0.40536568127320005,15.0,1.3480754375523472,567.234601861718,0.34468007950037655,18,0.3157894736842105,9.293478260869565,0.14035087719298245,73.75,0.2626728110599078,0.20224719101123595,V5 live regime
2026P1,15,47.7909896908284,27.790989690828393,-28.27912172152723,0.4,1.647973584450672,0.05201188869032802,-0.05188812968373713,61.0,181.82659939263155,656.6742423296402,0.3801423828488721,8,0.5333333333333333,7.627118644067797,0.06666666666666667,86.25,0.18518518518518517,0.26666666666666666,V5 live regime
