fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,runner_armed_events,runner_armed_precision,signals_per_30d,within_24h_previous_share,median_hours_between_signals,event_retention,runner_armed_recall,policy
2023H1,44,25.549762506753407,5.5497625067533995,-55.10395600789917,0.2727272727272727,1.1199565646321992,-0.052416152378391256,-0.16135235034411133,22.5,157.71132534256168,877.4604249140316,0.458452781138565,21,0.4772727272727273,7.292817679558011,0.022727272727272728,77.0,0.19298245614035087,0.21875,V5 live regime
2023H2,41,-22.002460230734947,-42.002460230734954,-53.98703066164632,0.12195121951219512,0.16661391499100064,-0.34766300258744975,-0.34766300258744975,19.0,11.288515199318079,177.1252155490366,0.2604257936859776,15,0.36585365853658536,6.684782608695652,0.0975609756097561,84.5,0.18141592920353983,0.1875,V5 live regime
2024H1,50,-7.302719772681022,-27.302719772681026,-44.93359115818383,0.22,0.5237689187287523,-0.19573070140850435,-0.20365447465326714,35.0,59.49973518316001,775.6598135246518,0.2985185738236619,28,0.56,8.241758241758241,0.08,76.25,0.2304147465437788,0.2828282828282828,V5 live regime
2024H2,40,-9.67461437352518,-29.67461437352519,-64.54287041300631,0.275,0.5134026649323044,-0.12686314228435924,-0.20784170426712612,31.5,160.46302558580152,253.07278097212117,0.3853392795980924,18,0.45,6.521739130434782,0.0,74.25,0.18099547511312217,0.16666666666666666,V5 live regime
