scope,symbol,ma,period,direction,entries,closed,censored,win_rate,net_r,gross_r,mean_net_r,net_bp,mean_net_bp,pf,pf_nominal,event_drawdown_r,realized_10r,random_pairs,random_mean_r,paired_strategy_mean_r,random_excess_r
actual,1000PEPEUSDT,none,later,long,73,73,0,0.2328767123287671,-12.97322409209824,3.902399760269981,-0.1777153985218937,-447.5623416891183,-6.130990982042716,0.7830198730743199,0.9260544274219301,27.426289640201507,1,73,-0.8635582907022278,-0.1777153985218937,0.6858428921803339
actual,1000PEPEUSDT,none,later,short,83,83,0,0.26506024096385544,-22.965937276832666,-2.1420237493786773,-0.2766980394799116,-2799.265780824473,-33.72609374487317,0.6842100937007293,0.6175196323583263,29.358350211970375,1,83,-0.22586996269223844,-0.2766980394799116,-0.05082807678767328
actual,1000PEPEUSDT,none,full,both,407,407,0,0.2628992628992629,-116.88130486937506,-37.20681023375287,-0.28717765324170774,-13774.16150933364,-33.843148671581424,0.6460690147833039,0.6637208370148318,133.16261784259902,2,407,-0.3832908876977837,-0.28717765324170774,0.09611323445607581
actual,1000PEPEUSDT,none,full,long,214,214,0,0.2570093457943925,-57.91011676194099,-17.808179038360084,-0.2706080222520607,-5939.191545072231,-27.753231519029118,0.6614734487722452,0.7273333807154421,72.36318231004427,1,214,-0.4502133337965569,-0.2706080222520607,0.1796053115444962
actual,1000PEPEUSDT,none,full,short,193,193,0,0.2694300518134715,-58.971188107434074,-19.39863119539278,-0.30555019744784495,-7834.969964261411,-40.59569929669125,0.6295136089498428,0.5914736669063879,71.35197736706233,1,193,-0.30908672466598314,-0.30555019744784495,0.00353652721813815
actual,1000PEPEUSDT,sma120,earlier,both,208,208,0,0.25961538461538464,-79.2580262629441,-45.07418960498745,-0.38104820318723126,-10921.024808875642,-52.50492696574827,0.5275690797315252,0.5423246691473329,79.97527400298964,0,208,-0.2538645084958833,-0.38104820318723126,-0.12718369469134788
actual,1000PEPEUSDT,sma120,earlier,long,116,116,0,0.23275862068965517,-51.430482034225626,-32.17771226215577,-0.4433662244329795,-6701.976420047119,-57.77565879350965,0.4690074162156184,0.5063191864021752,51.55882196232529,0,116,-0.24201135566130816,-0.4433662244329795,-0.20135486877167139
actual,1000PEPEUSDT,sma120,earlier,short,92,92,0,0.29347826086956524,-27.827544228718477,-12.896477342831684,-0.3024733068338965,-4219.048388828522,-45.85922161770132,0.6075604951613078,0.5898429734214738,34.04858481591577,0,92,-0.2688097881568695,-0.3024733068338965,-0.033663518677026875
actual,1000PEPEUSDT,sma120,later,both,114,114,0,0.23684210526315788,-40.39417550361138,-13.627099536692388,-0.3543348728386963,-3670.1419051327657,-32.19422723800671,0.5999391762917873,0.6469061967892727,43.88441496045245,1,114,-0.49499654653608416,-0.3543348728386963,0.14066167369738786
actual,1000PEPEUSDT,sma120,later,long,48,48,0,0.20833333333333334,-26.080291580545683,-14.991447315290895,-0.543339407928035,-1567.3443505888047,-32.65300730393343,0.38130735885893674,0.6309349519860978,26.080291580545683,0,48,-0.5682739761801161,-0.543339407928035,0.02493456825208103
actual,1000PEPEUSDT,sma120,later,short,66,66,0,0.25757575757575757,-14.3138839230657,1.3643477785985083,-0.21687702913735907,-2102.7975545439604,-31.86056900824182,0.7566336970996744,0.6579395044603609,22.223451230407875,1,66,-0.44170387043133363,-0.21687702913735907,0.22482684129397457
actual,1000PEPEUSDT,sma120,full,both,322,322,0,0.2515527950310559,-119.65220176655549,-58.701289141679844,-0.37159068871601086,-14591.166714008406,-45.31418234164101,0.5547600854622774,0.5740574919254829,123.81529517374555,1,322,-0.33923423624924637,-0.37159068871601086,-0.03235645246676442
actual,1000PEPEUSDT,sma120,full,long,164,164,0,0.22560975609756098,-77.51077361477132,-47.16915957744667,-0.47262666838275197,-8269.320770635924,-50.42268762582881,0.4424131622779214,0.5360132886004851,77.51077361477131,0,164,-0.33750285434973976,-0.47262666838275197,-0.13512381403301216
actual,1000PEPEUSDT,sma120,full,short,158,158,0,0.27848101265822783,-42.141428151784176,-11.53212956423318,-0.26671789969483656,-6321.845943372482,-40.01168318590178,0.675148838375503,0.6153159558609503,56.27203604632365,1,158,-0.3410313668284811,-0.26671789969483656,0.07431346713364462
actual,1000PEPEUSDT,sma20,earlier,both,251,251,0,0.27091633466135456,-80.94214350044415,-38.967186244644175,-0.3224786593643193,-10527.333386820048,-41.941567278167526,0.5906270835112498,0.6184253936314331,83.01820041375608,0,251,-0.2956670484792013,-0.3224786593643193,-0.02681161088511801
actual,1000PEPEUSDT,sma20,earlier,long,141,141,0,0.2695035460992908,-44.93689266984275,-21.710578798630056,-0.31870136645278546,-5491.629203383111,-38.947724846688736,0.5961646954525824,0.6508660109717371,46.384489422502234,0,141,-0.23621204405106777,-0.31870136645278546,-0.08248932240171762
actual,1000PEPEUSDT,sma20,earlier,short,110,110,0,0.2727272727272727,-36.00525083060141,-17.256607446014108,-0.3273204620963765,-5035.7041834369375,-45.779128940335795,0.583499021682874,0.575400759216756,41.99362715509197,0,110,-0.37187755415526325,-0.3273204620963765,0.04455709205888682
actual,1000PEPEUSDT,sma20,later,both,156,156,0,0.25,-35.93916136893091,1.7603760108913065,-0.2303792395444289,-3246.8281225135916,-20.813000785343533,0.7287923361735312,0.7571794865347266,51.547620391805864,2,156,-0.5242753982353744,-0.2303792395444289,0.29389615869094554
actual,1000PEPEUSDT,sma20,later,long,73,73,0,0.2328767123287671,-12.97322409209824,3.902399760269981,-0.1777153985218937,-447.5623416891183,-6.130990982042716,0.7830198730743199,0.9260544274219301,27.426289640201507,1,73,-0.8635582907022278,-0.1777153985218937,0.6858428921803339
actual,1000PEPEUSDT,sma20,later,short,83,83,0,0.26506024096385544,-22.965937276832666,-2.1420237493786773,-0.2766980394799116,-2799.265780824473,-33.72609374487317,0.6842100937007293,0.6175196323583263,29.358350211970375,1,83,-0.22586996269223844,-0.2766980394799116,-0.05082807678767328
actual,1000PEPEUSDT,sma20,full,both,407,407,0,0.2628992628992629,-116.88130486937506,-37.20681023375287,-0.28717765324170774,-13774.16150933364,-33.843148671581424,0.6460690147833039,0.6637208370148318,133.16261784259902,2,407,-0.3832908876977837,-0.28717765324170774,0.09611323445607581
actual,1000PEPEUSDT,sma20,full,long,214,214,0,0.2570093457943925,-57.91011676194099,-17.808179038360084,-0.2706080222520607,-5939.191545072231,-27.753231519029118,0.6614734487722452,0.7273333807154421,72.36318231004427,1,214,-0.4502133337965569,-0.2706080222520607,0.1796053115444962
actual,1000PEPEUSDT,sma20,full,short,193,193,0,0.2694300518134715,-58.971188107434074,-19.39863119539278,-0.30555019744784495,-7834.969964261411,-40.59569929669125,0.6295136089498428,0.5914736669063879,71.35197736706233,1,193,-0.30908672466598314,-0.30555019744784495,0.00353652721813815
actual,1000PEPEUSDT,sma60,earlier,both,244,244,0,0.2786885245901639,-74.37597702950325,-33.667794288042714,-0.3048195779897674,-9209.891839041686,-37.74545835672822,0.6086976641433403,0.6502923655255607,76.45203394281522,0,244,-0.30204759639121054,-0.3048195779897674,-0.002771981598556906
actual,1000PEPEUSDT,sma60,earlier,long,136,136,0,0.27941176470588236,-38.91630489397808,-16.267695754586665,-0.2861493006910153,-4256.972978614649,-31.301271901578303,0.6337469331870756,0.7093319015349738,40.363901646637565,0,136,-0.23198004325112825,-0.2861493006910153,-0.05416925743988704
actual,1000PEPEUSDT,sma60,earlier,short,108,108,0,0.2777777777777778,-35.45967213552518,-17.400098533456053,-0.3283302975511591,-4952.918860427036,-45.86035981876885,0.5769428394790463,0.5763295530120828,39.364335096302824,0,108,-0.39028081145649934,-0.3283302975511591,0.06195051390534026
actual,1000PEPEUSDT,sma60,later,both,147,147,0,0.2585034013605442,-34.72956981943132,0.18043183080517622,-0.23625557700293415,-3079.3019977114022,-20.947632637492532,0.7194243245661893,0.757554884824695,45.23452985670351,2,147,-0.5218551731116344,-0.23625557700293415,0.2855995961087003
actual,1000PEPEUSDT,sma60,later,long,70,70,0,0.24285714285714285,-13.620805442010747,2.257296484366517,-0.1945829348858678,-511.28994802987637,-7.304142114712519,0.76133399037656,0.9132961220920214,24.706942176685214,1,70,-0.8492233094862696,-0.1945829348858678,0.6546403746004017
actual,1000PEPEUSDT,sma60,later,short,77,77,0,0.2727272727272727,-21.108764377420577,-2.076864653561337,-0.27413979710935815,-2568.0120496815252,-33.35080584001981,0.6835700271095213,0.6225764968400724,25.764607140384314,1,77,-0.22424777640742063,-0.27413979710935815,-0.04989202070193744
actual,1000PEPEUSDT,sma60,full,both,391,391,0,0.2710997442455243,-109.10554684893458,-33.487362457237545,-0.27904231930673806,-12289.193836753087,-31.430163265353162,0.6523669256153538,0.6851911555207426,120.28336083655579,2,391,-0.38468625055464356,-0.27904231930673806,0.10564393124790553
actual,1000PEPEUSDT,sma60,full,long,206,206,0,0.2669902912621359,-52.53711033598882,-14.010399270220143,-0.2550345161941205,-4768.262926644526,-23.146907410895754,0.6783293937213949,0.7678824002652592,63.62324707066331,1,206,-0.44172290070967135,-0.2550345161941205,0.1866883845155509
actual,1000PEPEUSDT,sma60,full,short,185,185,0,0.2756756756756757,-56.56843651294576,-19.476963187017393,-0.3057753325024095,-7520.930910108563,-40.65368059518142,0.6241969195503605,0.59334358265593,65.12894223668714,1,185,-0.3211751698414774,-0.3057753325024095,0.015399837339067933
actual,AAVEUSDT,ema120,earlier,both,177,177,0,0.3050847457627119,-19.59897635464364,15.50158573286185,-0.11072867996973808,-1199.4934627463967,-6.776799224555913,0.8499773471920931,0.9227743467700464,39.29033837832997,0,177,-0.3392227017412843,-0.11072867996973808,0.22849402177154624
actual,AAVEUSDT,ema120,earlier,long,80,80,0,0.325,-2.8166294921471353,13.44958908320832,-0.03520786865183919,-436.5399173278119,-5.456748966597649,0.952957839961789,0.9370174823390351,26.81105565927221,0,80,-0.19687677675352194,-0.03520786865183919,0.16166890810168275
actual,AAVEUSDT,ema120,earlier,short,97,97,0,0.28865979381443296,-16.78234686249651,2.051996649653539,-0.1730138851803764,-762.9535454185853,-7.865500468232839,0.7628457573425863,0.9112967491985476,22.55079965182956,0,97,-0.45662140276211927,-0.1730138851803764,0.2836075175817429
actual,AAVEUSDT,ema120,later,both,117,116,1,0.27586206896551724,-36.147907546150044,-7.868626725796615,-0.3116198926392245,-2801.3591088668963,-24.149647490231867,0.6188681070879082,0.6962584725021654,37.155817889837834,0,116,-0.36532632699928863,-0.3116198926392245,0.0537064343600641
actual,AAVEUSDT,ema120,later,long,53,53,0,0.24528301886792453,-18.273227253253346,-5.607902853389215,-0.34477787270289334,-1286.973981132649,-24.282527945899034,0.5829292147303414,0.68982991952817,18.273227253253342,0,53,-0.33788702336065773,-0.34477787270289334,-0.006890849342235586
actual,AAVEUSDT,ema120,later,short,64,63,1,0.30158730158730157,-17.8746802928967,-2.2607238724073984,-0.2837250840142333,-1514.385127734248,-24.037859170384888,0.6497242712310548,0.7015158365284295,29.184144199140007,0,63,-0.38841018561591445,-0.2837250840142333,0.10468510160168122
actual,AAVEUSDT,ema120,full,both,294,293,1,0.2935153583617747,-55.746883900793684,7.632959007065238,-0.19026240239178732,-4000.8525716132935,-13.654786933833766,0.7527675427595626,0.8383830690456713,58.961771080171665,0,293,-0.34955724279906075,-0.19026240239178732,0.15929484040727343
actual,AAVEUSDT,ema120,full,long,133,133,0,0.2932330827067669,-21.089856745400475,7.841686229819105,-0.1585703514691765,-1723.513898460461,-12.958751116244066,0.7966023903209054,0.8444535514424663,26.81105565927221,0,133,-0.25306882991275653,-0.1585703514691765,0.09449847844357989
actual,AAVEUSDT,ema120,full,short,161,160,1,0.29375,-34.6570271553932,-0.20872722275386213,-0.2166064197212075,-2277.338673152833,-14.233366707205207,0.7154498487115594,0.8334642861290658,45.20994219805001,0,160,-0.42976323601080113,-0.2166064197212075,0.21315681628959365
actual,AAVEUSDT,ema20,earlier,both,214,214,0,0.308411214953271,-23.801338537097735,20.157075625121504,-0.11122120811727913,-1689.851963008992,-7.896504500042019,0.8524384597501636,0.9093306807673677,36.902389781460386,0,214,-0.30405095489755374,-0.11122120811727913,0.1928297467802746
actual,AAVEUSDT,ema20,earlier,long,103,103,0,0.3300970873786408,0.5285100338187081,21.841184635639358,0.005131165376880661,-432.3495494792493,-4.197568441546109,1.0068213123646979,0.9521122942116109,22.40309720733555,0,103,-0.2955062343411404,0.005131165376880661,0.30063739971802106
actual,AAVEUSDT,ema20,earlier,short,111,111,0,0.2882882882882883,-24.32984857091645,-1.6841090105178518,-0.21918782496321126,-1257.5024135297424,-11.328850572340022,0.7097316877009714,0.8691345414527875,30.110677946137386,0,111,-0.31197983973818955,-0.21918782496321126,0.09279201477497832
actual,AAVEUSDT,ema20,later,both,142,141,1,0.2765957446808511,-55.34188662456227,-20.401103080428413,-0.39249564981959056,-4311.759326374195,-30.579853378540392,0.5271443252894649,0.6225758934960661,57.86244502589648,0,141,-0.2908203891448159,-0.39249564981959056,-0.10167526067477477
actual,AAVEUSDT,ema20,later,long,66,66,0,0.25757575757575757,-28.401936476391462,-12.379544726123617,-0.4303323708544161,-2053.841417972535,-31.11880936322023,0.4895038521449885,0.6279766463090557,28.995249781112474,0,66,-0.3658697466572355,-0.4303323708544161,-0.06446262419718056
actual,AAVEUSDT,ema20,later,short,76,75,1,0.29333333333333333,-26.939950148170812,-8.021558354304794,-0.35919933530894416,-2257.91790840166,-30.10557211202213,0.5612503098703265,0.617525262829257,33.292023243566575,0,75,-0.22477695453388644,-0.35919933530894416,-0.13442238077505758
actual,AAVEUSDT,ema20,full,both,356,355,1,0.29577464788732394,-79.14322516166001,-0.24402745530691305,-0.2229386624272113,-6001.611289383186,-16.905947294037144,0.7156550882319274,0.8003569136656009,86.13716354562885,0,355,-0.298795997795762,-0.2229386624272113,0.07585733536855077
actual,AAVEUSDT,ema20,full,long,169,169,0,0.30177514792899407,-27.873426442572754,9.461639909515746,-0.1649315174116731,-2486.190967451784,-14.711189156519433,0.7906066986296152,0.8291176259135794,32.16575492118456,0,169,-0.3229854758373669,-0.1649315174116731,0.1580539584256938
actual,AAVEUSDT,ema20,full,short,187,186,1,0.2903225806451613,-51.269798719087255,-9.705667364822645,-0.2756440791348777,-3515.420321931402,-18.90010925769571,0.6469511303707371,0.7733824278001428,57.05062809430821,0,186,-0.27681738602677697,-0.2756440791348777,0.0011733068918993149
actual,AAVEUSDT,ema60,earlier,both,207,207,0,0.30917874396135264,-18.719314662920247,23.542163902781432,-0.09043147180154709,-1365.5362320448567,-6.596793391521047,0.8795807241788883,0.9250675939873352,37.638629158167,0,207,-0.31370431736754756,-0.09043147180154709,0.22327284556600047
actual,AAVEUSDT,ema60,earlier,long,98,98,0,0.32653061224489793,2.9829732812012764,23.22627291329928,0.03043850286940078,-282.6644704121574,-2.8843313307363,1.0401691903738617,0.9678391305799436,23.23512648281031,0,98,-0.2302579246647207,0.03043850286940078,0.2606964275341214
actual,AAVEUSDT,ema60,earlier,short,109,109,0,0.29357798165137616,-21.70228794412153,0.3158909894821459,-0.199103559120381,-1082.8717616326987,-9.934603317731181,0.73270055004547,0.8852220542179846,27.629518344983467,0,109,-0.3887295144765113,-0.199103559120381,0.18962595535613017
actual,AAVEUSDT,ema60,later,both,139,138,1,0.2753623188405797,-53.27448751798443,-19.150296428653775,-0.3860470109998872,-4148.547374007077,-30.06193749280491,0.5356013631019467,0.6308507771936976,55.79504591931864,0,138,-0.3249446516808674,-0.3860470109998872,-0.06110235931901983
actual,AAVEUSDT,ema60,later,long,64,64,0,0.265625,-26.08234839077553,-10.654054530045183,-0.40753669360586764,-1867.6174967515392,-29.1815233867428,0.5108002672162686,0.649898866860909,26.67566169549654,0,64,-0.3474994171938037,-0.40753669360586764,-0.060037276412064
actual,AAVEUSDT,ema60,later,short,75,74,1,0.28378378378378377,-27.1921391272089,-8.496241898608588,-0.36746133955687704,-2280.929877255539,-30.823376719669444,0.5571369837225436,0.6136389387610762,34.66249852839965,0,74,-0.305437827453463,-0.36746133955687704,-0.06202351210341395
actual,AAVEUSDT,ema60,full,both,346,345,1,0.2956521739130435,-71.99380218090468,4.391867474127652,-0.20867768748088314,-5514.083606051935,-15.982851032034594,0.7335223893697367,0.8128389509125579,79.92350202062204,0,345,-0.31820045109287554,-0.20867768748088314,0.10952276361199235
actual,AAVEUSDT,ema60,full,long,162,162,0,0.30246913580246915,-23.099375109574254,12.57221838325409,-0.14258873524428553,-2150.2819671636958,-13.273345476319111,0.8189371928163282,0.847752440603102,28.18106401829358,0,162,-0.276575551342877,-0.14258873524428553,0.13398681609859137
actual,AAVEUSDT,ema60,full,short,184,183,1,0.2896174863387978,-48.89442707133043,-8.18035090912644,-0.2671826615919696,-3363.801638888237,-18.381429720700748,0.6571018930764523,0.7806900360207996,55.93994377798738,0,183,-0.3550487230027104,-0.2671826615919696,0.08786606141074071
actual,AAVEUSDT,none,earlier,both,214,214,0,0.308411214953271,-23.801338537097735,20.157075625121504,-0.11122120811727913,-1689.851963008992,-7.896504500042019,0.8524384597501636,0.9093306807673677,36.902389781460386,0,214,-0.30405095489755374,-0.11122120811727913,0.1928297467802746
actual,AAVEUSDT,none,earlier,long,103,103,0,0.3300970873786408,0.5285100338187081,21.841184635639358,0.005131165376880661,-432.3495494792493,-4.197568441546109,1.0068213123646979,0.9521122942116109,22.40309720733555,0,103,-0.2955062343411404,0.005131165376880661,0.30063739971802106
actual,AAVEUSDT,none,earlier,short,111,111,0,0.2882882882882883,-24.32984857091645,-1.6841090105178518,-0.21918782496321126,-1257.5024135297424,-11.328850572340022,0.7097316877009714,0.8691345414527875,30.110677946137386,0,111,-0.31197983973818955,-0.21918782496321126,0.09279201477497832
actual,AAVEUSDT,none,later,both,142,141,1,0.2765957446808511,-55.34188662456227,-20.401103080428413,-0.39249564981959056,-4311.759326374195,-30.579853378540392,0.5271443252894649,0.6225758934960661,57.86244502589648,0,141,-0.2908203891448159,-0.39249564981959056,-0.10167526067477477
actual,AAVEUSDT,none,later,long,66,66,0,0.25757575757575757,-28.401936476391462,-12.379544726123617,-0.4303323708544161,-2053.841417972535,-31.11880936322023,0.4895038521449885,0.6279766463090557,28.995249781112474,0,66,-0.3658697466572355,-0.4303323708544161,-0.06446262419718056
actual,AAVEUSDT,none,later,short,76,75,1,0.29333333333333333,-26.939950148170812,-8.021558354304794,-0.35919933530894416,-2257.91790840166,-30.10557211202213,0.5612503098703265,0.617525262829257,33.292023243566575,0,75,-0.22477695453388644,-0.35919933530894416,-0.13442238077505758
actual,AAVEUSDT,none,full,both,356,355,1,0.29577464788732394,-79.14322516166001,-0.24402745530691305,-0.2229386624272113,-6001.611289383186,-16.905947294037144,0.7156550882319274,0.8003569136656009,86.13716354562885,0,355,-0.298795997795762,-0.2229386624272113,0.07585733536855077
