outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
fast_failed_launch,138,-50.69221827431872,-42.51114781674628,-6995.526121855983,0.0,False,0.0,138,0
hard_stop,24,-79.51785584207386,-69.04482466547844,-1908.4285402097723,0.0,False,0.0,24,0
transition_colour_exit,89,52.752072069727056,26.4176990083498,4694.934414205709,4.334659038043521,False,0.6179775280898876,34,0
