instId,project_symbol,state,settleCcy,ctVal,minSz,listTime,has_15m_400d_fetch
SEI-USDT-SWAP,SEI_USDT_SWAP,live,USDT,10,1,1763105401238,False
SENT-USDT-SWAP,SENT_USDT_SWAP,live,USDT,100,1,1763132401716,False
SHELL-USDT-SWAP,SHELL_USDT_SWAP,live,USDT,10,1,1740657600557,False
SHIB-USDT-SWAP,SHIB_USDT_SWAP,live,USDT,1000000,0.1,1620550800000,True
SHLD-USDT-SWAP,SHLD_USDT_SWAP,live,USDT,1,0.1,1778580000000,False
SIGN-USDT-SWAP,SIGN_USDT_SWAP,live,USDT,100,1,1745839800340,False
SIMO-USDT-SWAP,SIMO_USDT_SWAP,live,USDT,1,0.01,1783331100000,False
SKHYNIX-USDT-SWAP,SKHYNIX_USDT_SWAP,live,USDT,1,0.001,1781070600000,False
SKY-USDT-SWAP,SKY_USDT_SWAP,live,USDT,100,1,1757590200404,False
SLX-USDT-SWAP,SLX_USDT_SWAP,live,USDT,10,1,1780291800000,False
SMCI-USDT-SWAP,SMCI_USDT_SWAP,live,USDT,1,0.1,1782294300000,False
SMH-USDT-SWAP,SMH_USDT_SWAP,live,USDT,1,0.01,1781773200000,False
SNDK-USDT-SWAP,SNDK_USDT_SWAP,live,USDT,1,0.001,1772609400000,False
SNX-USDT-SWAP,SNX_USDT_SWAP,live,USDT,1,1,1598004771000,False
SOFTBANK-USDT-SWAP,SOFTBANK_USDT_SWAP,live,USDT,1,0.1,1782970200000,False
SONY-USDT-SWAP,SONY_USDT_SWAP,live,USDT,1,0.1,1782293400000,False
SOON-USDT-SWAP,SOON_USDT_SWAP,live,USDT,10,0.1,1747999800456,False
SOPH-USDT-SWAP,SOPH_USDT_SWAP,live,USDT,100,1,1748439000413,False
SOXL-USDT-SWAP,SOXL_USDT_SWAP,live,USDT,1,0.01,1779181200000,False
SPACE-USDT-SWAP,SPACE_USDT_SWAP,live,USDT,100,1,1769173200000,False
SPCX-USDT-SWAP,SPCX_USDT_SWAP,live,USDT,1,0.01,1778144400000,False
SPK-USDT-SWAP,SPK_USDT_SWAP,live,USDT,100,1,1750156200346,False
SPX-USDT-SWAP,SPX_USDT_SWAP,live,USDT,1,1,1752728400453,False
SPY-USDT-SWAP,SPY_USDT_SWAP,live,USDT,1,0.01,1772614800000,False
SSV-USDT-SWAP,SSV_USDT_SWAP,live,USDT,0.1,1,1700711700717,False
STABLE-USDT-SWAP,STABLE_USDT_SWAP,live,USDT,100,1,1765200600000,False
STRK-USDT-SWAP,STRK_USDT_SWAP,live,USDT,1,1,1708433700141,False
STRC-USDT-SWAP,STRC_USDT_SWAP,live,USDT,1,0.1,1782725400000,False
STX-USDT-SWAP,STX_USDT_SWAP,live,USDT,10,0.1,1676969758164,False
SUSHI-USDT-SWAP,SUSHI_USDT_SWAP,live,USDT,1,1,1599041571000,False
SYRUP-USDT-SWAP,SYRUP_USDT_SWAP,live,USDT,10,1,1751524200291,False
TAO-USDT-SWAP,TAO_USDT_SWAP,live,USDT,0.01,1,1726808400182,False
TER-USDT-SWAP,TER_USDT_SWAP,live,USDT,1,0.01,1781601300000,False
THETA-USDT-SWAP,THETA_USDT_SWAP,live,USDT,10,0.1,1587463971000,False
TIA-USDT-SWAP,TIA_USDT_SWAP,live,USDT,1,1,1698776700675,True
GRAM-USDT-SWAP,GRAM_USDT_SWAP,live,USDT,1,1,1781692200000,False
TQQQ-USDT-SWAP,TQQQ_USDT_SWAP,live,USDT,1,0.1,1782982800000,False
TRB-USDT-SWAP,TRB_USDT_SWAP,live,USDT,0.1,1,1599559971000,False
TRIA-USDT-SWAP,TRIA_USDT_SWAP,live,USDT,100,1,1770276600000,False
TRUMP-USDT-SWAP,TRUMP_USDT_SWAP,live,USDT,0.1,1,1737264604112,True
TRUST-USDT-SWAP,TRUST_USDT_SWAP,live,USDT,10,1,1762342200957,False
TRUTH-USDT-SWAP,TRUTH_USDT_SWAP,live,USDT,100,1,1764329400000,False
TRX-USDT-SWAP,TRX_USDT_SWAP,live,USDT,1000,0.01,1573557408000,True
TSEM-USDT-SWAP,TSEM_USDT_SWAP,live,USDT,1,0.01,1782384300000,False
TSLA-USDT-SWAP,TSLA_USDT_SWAP,live,USDT,1,0.01,1772010000000,False
TSM-USDT-SWAP,TSM_USDT_SWAP,live,USDT,1,0.01,1773223200000,False
TTMI-USDT-SWAP,TTMI_USDT_SWAP,live,USDT,1,0.01,1782209700000,False
TTWO-USDT-SWAP,TTWO_USDT_SWAP,live,USDT,1,0.01,1783332900000,False
TURBO-USDT-SWAP,TURBO_USDT_SWAP,live,USDT,10000,0.1,1702547700612,False
TWLO-USDT-SWAP,TWLO_USDT_SWAP,live,USDT,1,0.01,1781254800000,False
UB-USDT-SWAP,UB_USDT_SWAP,live,USDT,100,1,1777383000000,False
UMA-USDT-SWAP,UMA_USDT_SWAP,live,USDT,0.1,1,1599214371000,False
UNH-USDT-SWAP,UNH_USDT_SWAP,live,USDT,1,0.01,1783333800000,False
UNI-USDT-SWAP,UNI_USDT_SWAP,live,USDT,1,1,1600317000000,True
UP-USDT-SWAP,UP_USDT_SWAP,live,USDT,10,1,1775646000000,False
URNM-USDT-SWAP,URNM_USDT_SWAP,live,USDT,1,0.1,1779354900000,False
USAR-USDT-SWAP,USAR_USDT_SWAP,live,USDT,1,0.1,1777298400000,False
USDC-USDT-SWAP,USDC_USDT_SWAP,live,USDT,10,1,1678607700793,False
USELESS-USDT-SWAP,USELESS_USDT_SWAP,live,USDT,10,1,1753437600380,False
USO-USDT-SWAP,USO_USDT_SWAP,live,USDT,1,0.01,1778493600000,False
UVXY-USDT-SWAP,UVXY_USDT_SWAP,live,USDT,1,0.1,1782291600000,False
VANA-USDT-SWAP,VANA_USDT_SWAP,live,USDT,0.1,1,1734408000582,False
VIRTUAL-USDT-SWAP,VIRTUAL_USDT_SWAP,live,USDT,1,1,1733911200140,True
VRT-USDT-SWAP,VRT_USDT_SWAP,live,USDT,1,0.01,1779960600000,False
VVV-USDT-SWAP,VVV_USDT_SWAP,live,USDT,0.1,1,1783058400000,False
W-USDT-SWAP,W_USDT_SWAP,live,USDT,1,1,1712147100572,False
WAL-USDT-SWAP,WAL_USDT_SWAP,live,USDT,10,1,1746687600526,False
WCT-USDT-SWAP,WCT_USDT_SWAP,live,USDT,10,1,1744716600433,False
WDC-USDT-SWAP,WDC_USDT_SWAP,live,USDT,1,0.01,1778582700000,False
WEN-USDT-SWAP,WEN_USDT_SWAP,live,USDT,1,1,1782383400000,False
WET-USDT-SWAP,WET_USDT_SWAP,live,USDT,10,1,1765296000000,False
WIF-USDT-SWAP,WIF_USDT_SWAP,live,USDT,1,1,1713173100603,False
WLD-USDT-SWAP,WLD_USDT_SWAP,live,USDT,1,1,1690199721595,True
WLFI-USDT-SWAP,WLFI_USDT_SWAP,live,USDT,10,1,1755954000424,False
WOO-USDT-SWAP,WOO_USDT_SWAP,live,USDT,10,1,1676357700337,False
XAG-USDT-SWAP,XAG_USDT_SWAP,live,USDT,0.01,1,1769601600000,False
XAU-USDT-SWAP,XAU_USDT_SWAP,live,USDT,0.001,1,1744192800563,False
XCU-USDT-SWAP,XCU_USDT_SWAP,live,USDT,1,1,1772625600000,False
XLE-USDT-SWAP,XLE_USDT_SWAP,live,USDT,1,0.1,1778494500000,False
XLM-USDT-SWAP,XLM_USDT_SWAP,live,USDT,100,0.1,1587463971000,True
XPL-USDT-SWAP,XPL_USDT_SWAP,live,USDT,10,1,1756378800384,False
XPT-USDT-SWAP,XPT_USDT_SWAP,live,USDT,0.001,1,1770013800000,False
XTZ-USDT-SWAP,XTZ_USDT_SWAP,live,USDT,1,1,1587463971000,False
YB-USDT-SWAP,YB_USDT_SWAP,live,USDT,1,1,1760252400368,False
YFI-USDT-SWAP,YFI_USDT_SWAP,live,USDT,0.0001,1,1599041571000,False
YGG-USDT-SWAP,YGG_USDT_SWAP,live,USDT,1,1,1628240400000,False
ZAMA-USDT-SWAP,ZAMA_USDT_SWAP,live,USDT,10,1,1767969000000,False
ZBT-USDT-SWAP,ZBT_USDT_SWAP,live,USDT,1,1,1760700600342,False
ZEN-USDT-SWAP,ZEN_USDT_SWAP,live,USDT,0.1,1,1762149601773,False
ZETA-USDT-SWAP,ZETA_USDT_SWAP,live,USDT,10,1,1706757900607,False
ZHIPU-USDT-SWAP,ZHIPU_USDT_SWAP,live,USDT,1,0.01,1782284400000,False
ZIL-USDT-SWAP,ZIL_USDT_SWAP,live,USDT,100,1,1599646371000,False
ZK-USDT-SWAP,ZK_USDT_SWAP,live,USDT,10,1,1718699100579,True
ZKP-USDT-SWAP,ZKP_USDT_SWAP,live,USDT,10,1,1767793500000,False
ZORA-USDT-SWAP,ZORA_USDT_SWAP,live,USDT,10,1,1760095801229,False
ZRO-USDT-SWAP,ZRO_USDT_SWAP,live,USDT,1,1,1718886300653,True
ZRX-USDT-SWAP,ZRX_USDT_SWAP,live,USDT,10,1,1598004771000,False
XPD-USDT-SWAP,XPD_USDT_SWAP,live,USDT,0.001,1,1770012000000,False
EWT-USDT-SWAP,EWT_USDT_SWAP,live,USDT,1,0.01,1780480800000,False
