file,symbol,rows,start,end,gaps_gt_16m,zero_volume,bad_ohlc,error
okx_CAP_USDT_SWAP_15m_1260.csv,CAP_USDT_SWAP,1260,2026-06-26 12:30:00+00:00,2026-07-09 15:15:00+00:00,0,0,0,
okx_CBRS_USDT_SWAP_15m_5318.csv,CBRS_USDT_SWAP,5318,2026-05-15 06:00:00+00:00,2026-07-09 15:15:00+00:00,0,2,0,
okx_CC_USDT_SWAP_15m_24102.csv,CC_USDT_SWAP,24102,2025-10-31 14:00:00+00:00,2026-07-09 15:15:00+00:00,0,3,0,
okx_CELO_USDT_SWAP_15m_38499.csv,CELO_USDT_SWAP,38499,2025-06-03 14:45:00+00:00,2026-07-09 15:15:00+00:00,0,0,0,
okx_CFX_USDT_15m_38690.csv,CFX_USDT,38690,2025-06-01 13:15:00+00:00,2026-07-09 13:30:00+00:00,0,24,0,
okx_CFX_USDT_SWAP_15m_38587.csv,CFX_USDT_SWAP,38587,2025-06-02 15:00:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_CGNX_USDT_SWAP_15m_2615.csv,CGNX_USDT_SWAP,2615,2026-06-12 09:45:00+00:00,2026-07-09 15:15:00+00:00,0,843,0,
okx_CHIP_USDT_SWAP_15m_7590.csv,CHIP_USDT_SWAP,7590,2026-04-21 14:00:00+00:00,2026-07-09 15:15:00+00:00,0,0,0,
okx_CHZ_USDT_15m_38690.csv,CHZ_USDT,38690,2025-06-01 13:15:00+00:00,2026-07-09 13:30:00+00:00,0,61,0,
okx_CHZ_USDT_SWAP_15m_38587.csv,CHZ_USDT_SWAP,38587,2025-06-02 15:00:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_CIEN_USDT_SWAP_15m_2713.csv,CIEN_USDT_SWAP,2713,2026-06-11 09:15:00+00:00,2026-07-09 15:15:00+00:00,0,634,0,
okx_CL_USDT_SWAP_15m_12205.csv,CL_USDT_SWAP,12205,2026-03-04 12:15:00+00:00,2026-07-09 15:15:00+00:00,0,0,0,
okx_COAI_USDT_SWAP_15m_25636.csv,COAI_USDT_SWAP,25636,2025-10-15 14:30:00+00:00,2026-07-09 15:15:00+00:00,0,0,0,
okx_COHR_USDT_SWAP_15m_5494.csv,COHR_USDT_SWAP,5494,2026-05-13 10:00:00+00:00,2026-07-09 15:15:00+00:00,0,132,0,
okx_COIN_USDT_SWAP_15m_12799.csv,COIN_USDT_SWAP,12799,2026-02-26 07:45:00+00:00,2026-07-09 15:15:00+00:00,0,61,0,
okx_COMP_USDT_SWAP_15m_38499.csv,COMP_USDT_SWAP,38499,2025-06-03 14:45:00+00:00,2026-07-09 15:15:00+00:00,0,0,0,
okx_CORE_USDT_SWAP_15m_38499.csv,CORE_USDT_SWAP,38499,2025-06-03 14:45:00+00:00,2026-07-09 15:15:00+00:00,0,0,0,
okx_COST_USDT_SWAP_15m_7013.csv,COST_USDT_SWAP,7013,2026-04-27 14:15:00+00:00,2026-07-09 15:15:00+00:00,0,1086,0,
okx_CRCL_USDT_SWAP_15m_12799.csv,CRCL_USDT_SWAP,12799,2026-02-26 08:00:00+00:00,2026-07-09 15:30:00+00:00,0,3,0,
okx_CRDO_USDT_SWAP_15m_2715.csv,CRDO_USDT_SWAP,2715,2026-06-11 09:00:00+00:00,2026-07-09 15:30:00+00:00,0,316,0,
okx_CRO_USDT_SWAP_15m_38499.csv,CRO_USDT_SWAP,38499,2025-06-03 15:00:00+00:00,2026-07-09 15:30:00+00:00,0,1,0,
okx_CRV_USDT_15m_38690.csv,CRV_USDT,38690,2025-06-01 13:15:00+00:00,2026-07-09 13:30:00+00:00,0,60,0,
okx_CRV_USDT_SWAP_15m_38587.csv,CRV_USDT_SWAP,38587,2025-06-02 15:00:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_CRWD_USDT_SWAP_15m_4249.csv,CRWD_USDT_SWAP,4249,2026-05-26 09:30:00+00:00,2026-07-09 15:30:00+00:00,0,725,0,
okx_CRWV_USDT_SWAP_15m_8655.csv,CRWV_USDT_SWAP,8655,2026-04-10 12:00:00+00:00,2026-07-09 15:30:00+00:00,0,74,0,
okx_CSCO_USDT_SWAP_15m_4920.csv,CSCO_USDT_SWAP,4920,2026-05-19 09:45:00+00:00,2026-07-09 15:30:00+00:00,0,1295,0,
okx_CVX_USDT_SWAP_15m_38499.csv,CVX_USDT_SWAP,38499,2025-06-03 15:00:00+00:00,2026-07-09 15:30:00+00:00,0,10,0,
okx_DASH_USDT_SWAP_15m_23571.csv,DASH_USDT_SWAP,23571,2025-11-06 03:00:00+00:00,2026-07-09 15:30:00+00:00,0,0,0,
okx_DATA_USDT_SWAP_15m_689.csv,DATA_USDT_SWAP,689,2026-07-02 12:30:00+00:00,2026-07-09 16:30:00+00:00,0,0,0,
okx_DELL_USDT_SWAP_15m_4058.csv,DELL_USDT_SWAP,4058,2026-05-28 09:15:00+00:00,2026-07-09 15:30:00+00:00,0,155,0,
okx_DKNG_USDT_SWAP_15m_2040.csv,DKNG_USDT_SWAP,2040,2026-06-18 09:45:00+00:00,2026-07-09 15:30:00+00:00,0,615,0,
okx_DOGE_USDT_15m_38692.csv,DOGE_USDT,38692,2025-06-01 12:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_DOGE_USDT_SWAP_15m_38587.csv,DOGE_USDT_SWAP,38587,2025-06-02 15:00:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_DOOD_USDT_SWAP_15m_38499.csv,DOOD_USDT_SWAP,38499,2025-06-03 15:00:00+00:00,2026-07-09 15:30:00+00:00,0,0,0,
okx_DOT_USDT_15m_38692.csv,DOT_USDT,38692,2025-06-01 12:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_DOT_USDT_SWAP_15m_38587.csv,DOT_USDT_SWAP,38587,2025-06-02 15:00:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_DRAM_USDT_SWAP_15m_5979.csv,DRAM_USDT_SWAP,5979,2026-05-08 09:00:00+00:00,2026-07-09 15:30:00+00:00,0,3,0,
okx_DYDX_USDT_SWAP_15m_38499.csv,DYDX_USDT_SWAP,38499,2025-06-03 15:00:00+00:00,2026-07-09 15:30:00+00:00,0,0,0,
okx_EDEN_USDT_SWAP_15m_27090.csv,EDEN_USDT_SWAP,27090,2025-09-30 11:30:00+00:00,2026-07-09 15:45:00+00:00,0,0,0,
okx_EDGE_USDT_SWAP_15m_9514.csv,EDGE_USDT_SWAP,9514,2026-04-01 13:30:00+00:00,2026-07-09 15:45:00+00:00,0,0,0,
okx_EGLD_USDT_SWAP_15m_38499.csv,EGLD_USDT_SWAP,38499,2025-06-03 15:15:00+00:00,2026-07-09 15:45:00+00:00,0,0,0,
okx_EIGEN_USDT_15m_38690.csv,EIGEN_USDT,38690,2025-06-01 13:15:00+00:00,2026-07-09 13:30:00+00:00,0,200,0,
okx_EIGEN_USDT_SWAP_15m_38587.csv,EIGEN_USDT_SWAP,38587,2025-06-02 15:00:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_ENA_USDT_15m_28347.csv,ENA_USDT,28347,2025-09-17 07:00:00+00:00,2026-07-09 13:30:00+00:00,0,12,0,
okx_ENA_USDT_SWAP_15m_28345.csv,ENA_USDT_SWAP,28345,2025-09-17 07:30:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_ENJ_USDT_SWAP_15m_38499.csv,ENJ_USDT_SWAP,38499,2025-06-03 15:15:00+00:00,2026-07-09 15:45:00+00:00,0,0,0,
okx_ENSO_USDT_SWAP_15m_24312.csv,ENSO_USDT_SWAP,24312,2025-10-29 10:00:00+00:00,2026-07-09 15:45:00+00:00,0,1,0,
okx_ENS_USDT_SWAP_15m_38499.csv,ENS_USDT_SWAP,38499,2025-06-03 15:15:00+00:00,2026-07-09 15:45:00+00:00,0,0,0,
okx_ESP_USDT_SWAP_15m_14304.csv,ESP_USDT_SWAP,14304,2026-02-10 16:00:00+00:00,2026-07-09 15:45:00+00:00,0,1,0,
okx_ETC_USDT_15m_38689.csv,ETC_USDT,38689,2025-06-01 13:30:00+00:00,2026-07-09 13:30:00+00:00,0,10,0,
okx_ETC_USDT_SWAP_15m_38586.csv,ETC_USDT_SWAP,38586,2025-06-02 15:15:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_ETHFI_USDT_15m_38690.csv,ETHFI_USDT,38690,2025-06-01 13:15:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_ETHFI_USDT_SWAP_15m_38586.csv,ETHFI_USDT_SWAP,38586,2025-06-02 15:15:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_ETHW_USDT_SWAP_15m_38499.csv,ETHW_USDT_SWAP,38499,2025-06-03 15:15:00+00:00,2026-07-09 15:45:00+00:00,0,2,0,
okx_ETH_USDT_15m_38692.csv,ETH_USDT,38692,2025-06-01 12:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_ETH_USDT_SWAP_15m_38692.csv,ETH_USDT_SWAP,38692,2025-06-01 12:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_EWJ_USDT_SWAP_15m_11544.csv,EWJ_USDT_SWAP,11544,2026-03-11 10:15:00+00:00,2026-07-09 16:00:00+00:00,0,1023,0,
okx_EWT_USDT_SWAP_15m_3491.csv,EWT_USDT_SWAP,3491,2026-06-03 10:00:00+00:00,2026-07-09 18:30:00+00:00,0,524,0,
okx_EWY_USDT_SWAP_15m_11544.csv,EWY_USDT_SWAP,11544,2026-03-11 10:15:00+00:00,2026-07-09 16:00:00+00:00,0,125,0,
okx_EWZ_USDT_SWAP_15m_2044.csv,EWZ_USDT_SWAP,2044,2026-06-18 09:15:00+00:00,2026-07-09 16:00:00+00:00,0,755,0,
okx_FARTCOIN_USDT_SWAP_15m_38499.csv,FARTCOIN_USDT_SWAP,38499,2025-06-03 15:30:00+00:00,2026-07-09 16:00:00+00:00,0,0,0,
okx_FIL_USDT_15m_38691.csv,FIL_USDT,38691,2025-06-01 13:00:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_FIL_USDT_SWAP_15m_38586.csv,FIL_USDT_SWAP,38586,2025-06-02 15:15:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_FLNC_USDT_SWAP_15m_2714.csv,FLNC_USDT_SWAP,2714,2026-06-11 09:45:00+00:00,2026-07-09 16:00:00+00:00,0,166,0,
okx_FLOKI_USDT_SWAP_15m_38499.csv,FLOKI_USDT_SWAP,38499,2025-06-03 15:30:00+00:00,2026-07-09 16:00:00+00:00,0,0,0,
okx_FLOW_USDT_SWAP_15m_38499.csv,FLOW_USDT_SWAP,38499,2025-06-03 15:30:00+00:00,2026-07-09 16:00:00+00:00,0,0,0,
okx_FOGO_USDT_SWAP_15m_17282.csv,FOGO_USDT_SWAP,17282,2026-01-10 15:45:00+00:00,2026-07-09 16:00:00+00:00,0,0,0,
okx_F_USDT_SWAP_15m_24705.csv,F_USDT_SWAP,24705,2025-10-25 08:00:00+00:00,2026-07-09 16:00:00+00:00,0,22,0,
okx_GALA_USDT_15m_38690.csv,GALA_USDT,38690,2025-06-01 13:15:00+00:00,2026-07-09 13:30:00+00:00,0,189,0,
okx_GALA_USDT_SWAP_15m_38586.csv,GALA_USDT_SWAP,38586,2025-06-02 15:15:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_GAS_USDT_SWAP_15m_38499.csv,GAS_USDT_SWAP,38499,2025-06-03 15:30:00+00:00,2026-07-09 16:00:00+00:00,0,14,0,
okx_GEV_USDT_SWAP_15m_4733.csv,GEV_USDT_SWAP,4733,2026-05-21 09:00:00+00:00,2026-07-09 16:00:00+00:00,0,570,0,
okx_GIGGLE_USDT_SWAP_15m_24709.csv,GIGGLE_USDT_SWAP,24709,2025-10-25 07:00:00+00:00,2026-07-09 16:00:00+00:00,0,0,0,
okx_GLM_USDT_SWAP_15m_38499.csv,GLM_USDT_SWAP,38499,2025-06-03 15:30:00+00:00,2026-07-09 16:00:00+00:00,0,38,0,
okx_GLW_USDT_SWAP_15m_5022.csv,GLW_USDT_SWAP,5022,2026-05-18 09:00:00+00:00,2026-07-09 16:15:00+00:00,0,73,0,
okx_GME_USDT_SWAP_15m_5980.csv,GME_USDT_SWAP,5980,2026-05-08 09:30:00+00:00,2026-07-09 16:15:00+00:00,0,1039,0,
okx_GMT_USDT_SWAP_15m_38499.csv,GMT_USDT_SWAP,38499,2025-06-03 15:45:00+00:00,2026-07-09 16:15:00+00:00,0,1,0,
okx_GMX_USDT_SWAP_15m_38499.csv,GMX_USDT_SWAP,38499,2025-06-03 15:45:00+00:00,2026-07-09 16:15:00+00:00,0,1,0,
okx_GOOGL_USDT_SWAP_15m_12227.csv,GOOGL_USDT_SWAP,12227,2026-03-04 07:45:00+00:00,2026-07-09 16:15:00+00:00,0,706,0,
okx_GPS_USDT_SWAP_15m_38499.csv,GPS_USDT_SWAP,38499,2025-06-03 15:45:00+00:00,2026-07-09 16:15:00+00:00,0,0,0,
okx_GRAM_USDT_SWAP_15m_2143.csv,GRAM_USDT_SWAP,2143,2026-06-17 10:30:00+00:00,2026-07-09 18:00:00+00:00,0,0,0,
okx_GRASS_USDT_SWAP_15m_38499.csv,GRASS_USDT_SWAP,38499,2025-06-03 15:45:00+00:00,2026-07-09 16:15:00+00:00,0,0,0,
okx_GRT_USDT_15m_38689.csv,GRT_USDT,38689,2025-06-01 13:30:00+00:00,2026-07-09 13:30:00+00:00,0,2388,0,
okx_GRT_USDT_SWAP_15m_38586.csv,GRT_USDT_SWAP,38586,2025-06-02 15:15:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_HBAR_USDT_15m_38691.csv,HBAR_USDT,38691,2025-06-01 13:00:00+00:00,2026-07-09 13:30:00+00:00,0,3,0,
