file,symbol,rows,start,end,gaps_gt_16m,zero_volume,bad_ohlc,error
okx_0G_USDT_SWAP_15m_27854.csv,0G_USDT_SWAP,27854,2025-09-22 10:30:00+00:00,2026-07-09 13:45:00+00:00,0,0,0,
okx_1INCH_USDT_SWAP_15m_38499.csv,1INCH_USDT_SWAP,38499,2025-06-03 13:15:00+00:00,2026-07-09 13:45:00+00:00,0,0,0,
okx_2Z_USDT_SWAP_15m_26884.csv,2Z_USDT_SWAP,26884,2025-10-02 13:00:00+00:00,2026-07-09 13:45:00+00:00,0,0,0,
okx_AAOI_USDT_SWAP_15m_4244.csv,AAOI_USDT_SWAP,4244,2026-05-26 09:00:00+00:00,2026-07-09 13:45:00+00:00,0,2,0,
okx_AAPL_USDT_SWAP_15m_12215.csv,AAPL_USDT_SWAP,12215,2026-03-04 08:15:00+00:00,2026-07-09 13:45:00+00:00,0,415,0,
okx_AAVE_USDT_15m_38692.csv,AAVE_USDT,38692,2025-06-01 12:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_AAVE_USDT_SWAP_15m_38588.csv,AAVE_USDT_SWAP,38588,2025-06-02 14:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_ACH_USDT_SWAP_15m_38499.csv,ACH_USDT_SWAP,38499,2025-06-03 13:15:00+00:00,2026-07-09 13:45:00+00:00,0,0,0,
okx_ACT_USDT_SWAP_15m_38499.csv,ACT_USDT_SWAP,38499,2025-06-03 13:15:00+00:00,2026-07-09 13:45:00+00:00,0,0,0,
okx_ACU_USDT_SWAP_15m_16060.csv,ACU_USDT_SWAP,16060,2026-01-23 07:00:00+00:00,2026-07-09 13:45:00+00:00,0,4,0,
okx_ADA_USDT_15m_38692.csv,ADA_USDT,38692,2025-06-01 12:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_ADA_USDT_SWAP_15m_38588.csv,ADA_USDT_SWAP,38588,2025-06-02 14:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_ADBE_USDT_SWAP_15m_3474.csv,ADBE_USDT_SWAP,3474,2026-06-03 09:30:00+00:00,2026-07-09 13:45:00+00:00,0,522,0,
okx_AERO_USDT_SWAP_15m_35647.csv,AERO_USDT_SWAP,35647,2025-07-03 06:15:00+00:00,2026-07-09 13:45:00+00:00,0,0,0,
okx_AEVO_USDT_SWAP_15m_38499.csv,AEVO_USDT_SWAP,38499,2025-06-03 13:30:00+00:00,2026-07-09 14:00:00+00:00,0,0,0,
okx_AGLD_USDT_SWAP_15m_38499.csv,AGLD_USDT_SWAP,38499,2025-06-03 13:30:00+00:00,2026-07-09 14:00:00+00:00,0,0,0,
okx_AIXBT_USDT_SWAP_15m_38499.csv,AIXBT_USDT_SWAP,38499,2025-06-03 13:30:00+00:00,2026-07-09 14:00:00+00:00,0,0,0,
okx_AI_USDT_SWAP_15m_6825.csv,AI_USDT_SWAP,6825,2026-04-29 12:00:00+00:00,2026-07-09 14:00:00+00:00,0,0,0,
okx_ALAB_USDT_SWAP_15m_2229.csv,ALAB_USDT_SWAP,2229,2026-06-16 09:00:00+00:00,2026-07-09 14:00:00+00:00,0,132,0,
okx_ALGO_USDT_SWAP_15m_38499.csv,ALGO_USDT_SWAP,38499,2025-06-03 13:30:00+00:00,2026-07-09 14:00:00+00:00,0,0,0,
okx_ALLO_USDT_SWAP_15m_23030.csv,ALLO_USDT_SWAP,23030,2025-11-11 16:45:00+00:00,2026-07-09 14:00:00+00:00,0,0,0,
okx_AMAT_USDT_SWAP_15m_4053.csv,AMAT_USDT_SWAP,4053,2026-05-28 09:00:00+00:00,2026-07-09 14:00:00+00:00,0,142,0,
okx_AMD_USDT_SWAP_15m_11537.csv,AMD_USDT_SWAP,11537,2026-03-11 10:00:00+00:00,2026-07-09 14:00:00+00:00,0,540,0,
okx_AMZN_USDT_SWAP_15m_12795.csv,AMZN_USDT_SWAP,12795,2026-02-26 07:30:00+00:00,2026-07-09 14:00:00+00:00,0,413,0,
okx_ANTHROPIC_USDT_SWAP_15m_6068.csv,ANTHROPIC_USDT_SWAP,6068,2026-05-07 09:30:00+00:00,2026-07-09 14:15:00+00:00,0,8,0,
okx_APE_USDT_15m_38690.csv,APE_USDT,38690,2025-06-01 13:15:00+00:00,2026-07-09 13:30:00+00:00,0,5,0,
okx_APE_USDT_SWAP_15m_38588.csv,APE_USDT_SWAP,38588,2025-06-02 14:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_API3_USDT_SWAP_15m_38499.csv,API3_USDT_SWAP,38499,2025-06-03 13:45:00+00:00,2026-07-09 14:15:00+00:00,0,0,0,
okx_APLD_USDT_SWAP_15m_308.csv,APLD_USDT_SWAP,308,2026-07-06 09:30:00+00:00,2026-07-09 14:15:00+00:00,0,15,0,
okx_APR_USDT_SWAP_15m_24802.csv,APR_USDT_SWAP,24802,2025-10-24 06:00:00+00:00,2026-07-09 14:15:00+00:00,0,0,0,
okx_APT_USDT_15m_38691.csv,APT_USDT,38691,2025-06-01 13:00:00+00:00,2026-07-09 13:30:00+00:00,0,1,0,
okx_APT_USDT_SWAP_15m_38588.csv,APT_USDT_SWAP,38588,2025-06-02 14:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_ARB_USDT_15m_38689.csv,ARB_USDT,38689,2025-06-01 13:30:00+00:00,2026-07-09 13:30:00+00:00,0,2,0,
okx_ARB_USDT_SWAP_15m_38588.csv,ARB_USDT_SWAP,38588,2025-06-02 14:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_ARKM_USDT_SWAP_15m_38499.csv,ARKM_USDT_SWAP,38499,2025-06-03 13:45:00+00:00,2026-07-09 14:15:00+00:00,0,0,0,
okx_ARM_USDT_SWAP_15m_6849.csv,ARM_USDT_SWAP,6849,2026-04-29 06:15:00+00:00,2026-07-09 14:15:00+00:00,0,45,0,
okx_ARX_USDT_SWAP_15m_1640.csv,ARX_USDT_SWAP,1640,2026-06-22 12:30:00+00:00,2026-07-09 14:15:00+00:00,0,0,0,
okx_AR_USDT_SWAP_15m_38499.csv,AR_USDT_SWAP,38499,2025-06-03 13:45:00+00:00,2026-07-09 14:15:00+00:00,0,0,0,
okx_ASML_USDT_SWAP_15m_3475.csv,ASML_USDT_SWAP,3475,2026-06-03 09:45:00+00:00,2026-07-09 14:15:00+00:00,0,200,0,
okx_ASTER_USDT_SWAP_15m_27878.csv,ASTER_USDT_SWAP,27878,2025-09-22 05:00:00+00:00,2026-07-09 14:15:00+00:00,0,0,0,
okx_ASTS_USDT_SWAP_15m_3565.csv,ASTS_USDT_SWAP,3565,2026-06-02 11:15:00+00:00,2026-07-09 14:15:00+00:00,0,14,0,
okx_ATH_USDT_SWAP_15m_38499.csv,ATH_USDT_SWAP,38499,2025-06-03 13:45:00+00:00,2026-07-09 14:15:00+00:00,0,0,0,
okx_ATOM_USDT_15m_38691.csv,ATOM_USDT,38691,2025-06-01 13:00:00+00:00,2026-07-09 13:30:00+00:00,0,20,0,
okx_ATOM_USDT_SWAP_15m_38588.csv,ATOM_USDT_SWAP,38588,2025-06-02 14:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_AT_USDT_SWAP_15m_24210.csv,AT_USDT_SWAP,24210,2025-10-30 10:00:00+00:00,2026-07-09 14:15:00+00:00,0,14,0,
okx_AUCTION_USDT_SWAP_15m_38499.csv,AUCTION_USDT_SWAP,38499,2025-06-03 14:00:00+00:00,2026-07-09 14:30:00+00:00,0,0,0,
okx_AVAX_USDT_15m_38692.csv,AVAX_USDT,38692,2025-06-01 12:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_AVAX_USDT_SWAP_15m_38588.csv,AVAX_USDT_SWAP,38588,2025-06-02 14:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_AVGO_USDT_SWAP_15m_6851.csv,AVGO_USDT_SWAP,6851,2026-04-29 06:00:00+00:00,2026-07-09 14:30:00+00:00,0,80,0,
okx_AVNT_USDT_SWAP_15m_27837.csv,AVNT_USDT_SWAP,27837,2025-09-22 15:30:00+00:00,2026-07-09 14:30:00+00:00,0,0,0,
okx_AXS_USDT_SWAP_15m_38499.csv,AXS_USDT_SWAP,38499,2025-06-03 14:00:00+00:00,2026-07-09 14:30:00+00:00,0,0,0,
okx_AXTI_USDT_SWAP_15m_2229.csv,AXTI_USDT_SWAP,2229,2026-06-16 09:30:00+00:00,2026-07-09 14:30:00+00:00,0,7,0,
okx_AZTEC_USDT_SWAP_15m_14226.csv,AZTEC_USDT_SWAP,14226,2026-02-11 10:30:00+00:00,2026-07-09 14:45:00+00:00,0,3,0,
okx_A_USDT_SWAP_15m_38499.csv,A_USDT_SWAP,38499,2025-06-03 13:15:00+00:00,2026-07-09 13:45:00+00:00,0,1,0,
okx_BABY_USDT_SWAP_15m_38499.csv,BABY_USDT_SWAP,38499,2025-06-03 14:15:00+00:00,2026-07-09 14:45:00+00:00,0,3,0,
okx_BAND_USDT_SWAP_15m_38499.csv,BAND_USDT_SWAP,38499,2025-06-03 14:15:00+00:00,2026-07-09 14:45:00+00:00,0,2,0,
okx_BARD_USDT_SWAP_15m_28236.csv,BARD_USDT_SWAP,28236,2025-09-18 12:00:00+00:00,2026-07-09 14:45:00+00:00,0,0,0,
okx_BASED_USDT_SWAP_15m_9714.csv,BASED_USDT_SWAP,9714,2026-03-30 10:30:00+00:00,2026-07-09 14:45:00+00:00,0,0,0,
okx_BAT_USDT_SWAP_15m_38499.csv,BAT_USDT_SWAP,38499,2025-06-03 14:15:00+00:00,2026-07-09 14:45:00+00:00,0,2,0,
okx_BB_USDT_SWAP_15m_3672.csv,BB_USDT_SWAP,3672,2026-06-01 09:00:00+00:00,2026-07-09 14:45:00+00:00,0,121,0,
okx_BCH_USDT_15m_38692.csv,BCH_USDT,38692,2025-06-01 12:45:00+00:00,2026-07-09 13:30:00+00:00,0,9,0,
okx_BCH_USDT_SWAP_15m_38488.csv,BCH_USDT_SWAP,38488,2025-06-03 15:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_BEAT_USDT_SWAP_15m_22939.csv,BEAT_USDT_SWAP,22939,2025-11-12 16:15:00+00:00,2026-07-09 14:45:00+00:00,0,0,0,
okx_BERA_USDT_SWAP_15m_38499.csv,BERA_USDT_SWAP,38499,2025-06-03 14:15:00+00:00,2026-07-09 14:45:00+00:00,0,0,0,
okx_BE_USDT_SWAP_15m_4144.csv,BE_USDT_SWAP,4144,2026-05-27 11:00:00+00:00,2026-07-09 14:45:00+00:00,0,126,0,
okx_BICO_USDT_SWAP_15m_38499.csv,BICO_USDT_SWAP,38499,2025-06-03 14:15:00+00:00,2026-07-09 14:45:00+00:00,0,0,0,
okx_BIGTIME_USDT_SWAP_15m_38499.csv,BIGTIME_USDT_SWAP,38499,2025-06-03 14:30:00+00:00,2026-07-09 15:00:00+00:00,0,1,0,
okx_BILL_USDT_SWAP_15m_6173.csv,BILL_USDT_SWAP,6173,2026-05-06 08:00:00+00:00,2026-07-09 15:00:00+00:00,0,0,0,
okx_BIO_USDT_SWAP_15m_38499.csv,BIO_USDT_SWAP,38499,2025-06-03 14:30:00+00:00,2026-07-09 15:00:00+00:00,0,0,0,
okx_BLEND_USDT_SWAP_15m_6837.csv,BLEND_USDT_SWAP,6837,2026-04-29 10:00:00+00:00,2026-07-09 15:00:00+00:00,0,2,0,
okx_BLUR_USDT_SWAP_15m_38499.csv,BLUR_USDT_SWAP,38499,2025-06-03 14:30:00+00:00,2026-07-09 15:00:00+00:00,0,0,0,
okx_BMNR_USDT_SWAP_15m_7009.csv,BMNR_USDT_SWAP,7009,2026-04-27 15:00:00+00:00,2026-07-09 15:00:00+00:00,0,362,0,
okx_BNB_USDT_15m_38692.csv,BNB_USDT,38692,2025-06-01 12:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_BNB_USDT_SWAP_15m_38588.csv,BNB_USDT_SWAP,38588,2025-06-02 14:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_BOME_USDT_SWAP_15m_38499.csv,BOME_USDT_SWAP,38499,2025-06-03 14:30:00+00:00,2026-07-09 15:00:00+00:00,0,0,0,
okx_BONK_USDT_SWAP_15m_38499.csv,BONK_USDT_SWAP,38499,2025-06-03 14:30:00+00:00,2026-07-09 15:00:00+00:00,0,0,0,
okx_BOT_USDT_SWAP_15m_693.csv,BOT_USDT_SWAP,693,2026-07-02 10:00:00+00:00,2026-07-09 15:00:00+00:00,0,6,0,
okx_BRETT_USDT_SWAP_15m_38499.csv,BRETT_USDT_SWAP,38499,2025-06-03 14:30:00+00:00,2026-07-09 15:00:00+00:00,0,46,0,
okx_BREV_USDT_SWAP_15m_18346.csv,BREV_USDT_SWAP,18346,2025-12-30 13:00:00+00:00,2026-07-09 15:15:00+00:00,0,3,0,
okx_BSB_USDT_SWAP_15m_9430.csv,BSB_USDT_SWAP,9430,2026-04-02 10:00:00+00:00,2026-07-09 15:15:00+00:00,0,0,0,
okx_BSP_USDT_SWAP_15m_314.csv,BSP_USDT_SWAP,314,2026-07-06 09:00:00+00:00,2026-07-09 15:15:00+00:00,0,0,0,
okx_BTC_USDT_15m_38692.csv,BTC_USDT,38692,2025-06-01 12:45:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_BTC_USDT_SWAP_15m_38587.csv,BTC_USDT_SWAP,38587,2025-06-02 15:00:00+00:00,2026-07-09 13:30:00+00:00,0,0,0,
okx_BX_USDT_SWAP_15m_2617.csv,BX_USDT_SWAP,2617,2026-06-12 09:15:00+00:00,2026-07-09 15:15:00+00:00,0,752,0,
okx_BZ_USDT_SWAP_15m_10294.csv,BZ_USDT_SWAP,10294,2026-03-24 10:00:00+00:00,2026-07-09 15:15:00+00:00,0,0,0,
