symbol,window_len,window_start_i,window_end_i,window_end_time,input_pixel_sha256,core_start_i,core_end_i,core_length_bars,confirmation_bars,core_start_local,core_end_local,prediction_cx_norm,prediction_cy_norm,prediction_w_norm,prediction_h_norm,class_id,class_name,confidence,core_start_time,core_end_time,core_high,core_low,candidate_id,timeframe,semantic_gate_pass,flipped_semantic_gate_pass,causal_feature_last_i,input_pixel_replay_sha256,semantic_failed_checks,flipped_semantic_failed_checks,semantic_ma_envelope_atr,semantic_ma_spread_end_atr,semantic_candle_envelope_atr,semantic_max_body_atr,semantic_core_progress_atr,semantic_post1_progress_atr,semantic_post2_progress_atr,semantic_post3_progress_atr,semantic_post5_progress_atr,semantic_aligned_ma_slope_atr,semantic_ma_slope_std_atr,semantic_minimum_close_to_ma_atr,semantic_max_close_to_ma_envelope_atr,semantic_max_body_to_ma_envelope_atr,event_id,stage,first_detection_bar_open,first_available_at,episode_candidate_count,episode_max_confidence,episode_long_candidates,episode_short_candidates,representative_rule
FIL_USDT_SWAP,19,235,253,2026-09-01T18:00:00+00:00,b856518b35ce09b509c3c5e844b5b2b5d3592d8f04b81c1664b06cf53ce9b243,246,250,5,3,11,15,0.7158885598182678,0.7366237640380859,0.25633686780929565,0.349129319190979,0,dense_long,0.2965770661830902,2026-09-01T11:00:00+00:00,2026-09-01T15:00:00+00:00,0.7211,0.6884,1h_structural_000001,1h,True,False,253,b856518b35ce09b509c3c5e844b5b2b5d3592d8f04b81c1664b06cf53ce9b243,,post1|post2|ma_slope|post3,0.9377121772764011,0.817168183542516,2.26756774406413,0.7627903726209629,0.3883296442434024,1.074840979602262,4.424184161201579,3.7307383679097943,,0.17269520592013402,0.1452917127672704,0.14772468625427132,1.3384688826099171,0.9788564210832066,pipeline_01,pipeline,2026-09-01T18:00:00+00:00,2026-09-01T19:00:00+00:00,8,0.5372008085250854,8,0,earliest_window_end_then_highest_confidence
