setup_id,symbol,entry_time,match_status,matched_control_count,candidate_net_return,control_mean_net_return,paired_excess_return,available_controls
c4312a529d87cdae,NEAR,2025-08-24 00:00:00+00:00,matched_exact,3.0,-0.06681481481481488,-0.15008161691090358,0.0832668020960887,
97624aee3da55a3e,ORDI,2025-09-01 00:00:00+00:00,matched_exact,3.0,-0.08269565217391306,0.02880078573878871,-0.11149643791270177,
7625d2e97b7cf6a8,PI,2025-09-16 00:00:00+00:00,matched_exact,3.0,-0.10179261231201542,-0.08897865571878905,-0.012813956593226372,
77f7d5850f9c872e,DOT,2025-09-18 00:00:00+00:00,matched_exact,3.0,-0.10044747855529212,0.021905534918313485,-0.12235301347360561,
827df16b3f811f5a,SAND,2025-09-18 00:00:00+00:00,matched_exact,3.0,-0.11003065457719774,0.004831908383437833,-0.11486256296063557,
205c9f071742124b,CRV,2026-01-16 00:00:00+00:00,unmatched,,,,,0.0
d3963ef7045894e5,HYPE,2026-02-01 00:00:00+00:00,matched_exact,3.0,-0.12864924674989509,0.2645450573238957,-0.3931943040737908,
16ab78b43f69d68a,UNI,2026-03-12 00:00:00+00:00,matched_exact,3.0,-0.08411444701052084,-0.14355136431718338,0.059436917306662534,
6edfec6c15d20366,DOGE,2026-03-20 00:00:00+00:00,unmatched,,,,,1.0
97023ca242079587,ORDI,2026-03-20 00:00:00+00:00,matched_exact,3.0,-0.15108670114630174,-0.14158929002141343,-0.009497411124888305,
bd815879e3febc5e,SAND,2026-03-20 00:00:00+00:00,unmatched,,,,,1.0
9fc01508c8c08da0,CRV,2026-03-28 00:00:00+00:00,unmatched,,,,,0.0
49aea798e16bf3d6,AVAX,2026-04-07 00:00:00+00:00,matched_exact,3.0,-0.1144543307585002,0.23690683280321467,-0.3513611635617149,
70a16e344c9c6981,ZRO,2026-04-10 00:00:00+00:00,matched_exact,3.0,-0.17026455832542053,-0.1681932695497961,-0.0020712887756244303,
a71e2b08e81c6c10,VIRTUAL,2026-04-11 00:00:00+00:00,matched_exact,3.0,0.009050537792839377,-0.13933858072698124,0.14838911851982062,
