fold,events,symbols,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_net_r,median_hold_bars,p95_net_bp,max_net_bp,positive_symbol_share,runner_armed_share,banked_any_share,top_score_decile_events,top_score_decile_mean_net_bp,week_clusters,week_cluster_signflip_p,mean_capped_net_r,median_net_r,p95_raw_net_r
2022H2,7,6,107.5636652791446,87.56366527914459,-620.4514702988429,0.14285714285714285,1.1665677935296375,-0.6811673535632653,8.0,2896.9468395410704,4292.802632696148,0.16666666666666666,0.14285714285714285,0.2857142857142857,1,4292.802632696148,6,0.5076923076923077,-0.6811673535632653,-1.0308919424592755,0.6106347834971857
2023H1,6,6,1059.8167947992247,1039.8167947992247,572.5491435459752,0.6666666666666666,16.137411998355166,1.8860794581216505,38.5,3315.85336327928,3878.7299435510013,0.6666666666666666,0.6666666666666666,0.8333333333333334,1,978.5165922477239,4,0.29411764705882354,1.8860794581216505,0.8199129624534366,6.82559004192503
2023H2,13,11,-23.04137913793478,-43.0413791379348,-466.4608133608772,0.15384615384615385,0.8941033439346897,-0.3085957171959286,4.0,2235.014772120765,2997.7457103098573,0.18181818181818182,0.23076923076923078,0.3076923076923077,2,1474.2629685623185,7,0.5038759689922481,-0.3085957171959286,-1.0355108699600628,2.8387102489794263
2024H1,4,4,-419.71315480617375,-439.71315480617375,-432.2347348449407,0.0,0.0,-0.9978051041414854,5.0,-317.12319572621277,-310.69111156203763,0.0,0.25,0.25,1,-583.6920379727761,3,1.0,-0.9978051041414854,-1.0381110221837135,-0.8821071111783132
2024H2,13,12,-572.2804597469863,-592.2804597469863,-524.2020744316989,0.0,0.0,-0.9441193710070501,4.0,-347.17019721083244,-342.16332240711745,0.0,0.38461538461538464,0.46153846153846156,2,-655.9100365294363,5,1.0,-0.9441193710070501,-1.0211868755579654,-0.8226936509596409
2025H1,6,5,-251.8911589526408,-271.8911589526408,-397.32935493204667,0.16666666666666666,0.38460448074703407,-0.6521958114245091,4.0,704.3561709302778,1019.5448754871876,0.2,0.16666666666666666,0.16666666666666666,1,-926.2711603976792,6,0.8307692307692308,-0.6521958114245091,-1.0355860358779647,0.7528978560921631
