fold,events,symbols,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_net_r,median_hold_bars,p95_net_bp,max_net_bp,positive_symbol_share,runner_armed_share,banked_any_share,top_score_decile_events,top_score_decile_mean_net_bp,week_clusters,week_cluster_signflip_p,mean_capped_net_r,median_net_r,p95_raw_net_r
2025Q3,4,4,-501.52710714133326,-521.5271071413333,-537.3969650123561,0.0,0.0,-0.9883284197062632,4.5,-459.30244144448574,-447.1347081755961,0.0,0.0,0.25,1,-447.1347081755961,2,1.0,-0.9883284197062632,-1.0380515228276495,-0.8613418316812625
2025Q4,0,0,,,,,,,,,,,,,0,,0,,,,
2026P1,9,8,-645.3578043518548,-665.3578043518548,-712.0557035518104,0.0,0.0,-0.9261802413654985,10.0,-314.05075673082246,-308.4446090027383,0.0,0.2222222222222222,0.3333333333333333,1,-725.9978759530806,5,1.0,-0.9261802413654985,-1.0215541595667095,-0.6490539887434743
