fold,minutes,cohort,arm,n,symbols,selected_n,matched_n,matched_symbols,cost_bp,funding_included,mean_gross_bp,mean_net_bp,median_net_bp,win_pct,profit_factor,censored_n,control_net_bp,mean_net_ex_top3_bp,top3_positive_profit_pct,median_mfe_r,median_net_r,portfolio_net_pct,mdd_pct,capital_sleeves,excess_bp,p,months,p_resolution,ci_low,ci_high,family,p_holm
audit_seen,15,all_core,exit_sma60,1636,54,1636,1636,54,20,False,-1.35302183213937,-21.353021832139376,-87.29325991318147,22.371638141809292,0.7619146104398795,4,-34.775287729055414,-27.704425643896844,9.220385569501355,0.8674651280750545,-0.9763704460497891,-5.687667693832332,-7.785764955291452,54,13.422265896916038,0.25,3,0.125,-3.0467576570460952,29.205018221242284,exit,0.5
audit_seen,15,high_vol,base,414,31,414,414,31,20,False,16.038115163525354,-3.961884836474651,-139.58524826339635,25.845410628019323,0.9699637197940156,1,-42.135144228920005,-27.41801137916337,18.178197503113413,0.9692148248627723,-1.0846804422663618,0.1445487579139204,-2.2390053720188097,54,38.173259392445345,0.25,3,0.125,-17.226669610877202,68.02748265474025,baseline,0.25
audit_seen,15,high_vol,exit_chandelier,414,31,414,414,31,20,False,3.4670689434075923,-16.532931056592417,-103.43886700841574,30.193236714975846,0.8439821717197743,1,-36.81555627670071,-30.847825098609757,15.755927826057544,0.7989766689727793,-0.6823756101292395,-1.2657163620457546,-1.9532044608813082,54,20.282625220108294,0.125,3,0.125,10.531455654294993,33.66671058392324,exit,0.375
audit_seen,15,high_vol,exit_fixed3r,414,31,397,414,31,20,False,8.601468259941791,-11.398531740058225,-158.68526946218597,27.536231884057973,0.9216207095596024,1,-45.89721467454365,-20.874471822244534,6.957191063231597,0.97987814696972,-1.1025391351636746,-1.0881232553541786,-2.0543872168353294,54,34.49868293448542,0.125,3,0.125,21.877635552918473,44.85617528779136,exit,0.375
audit_seen,15,high_vol,exit_sma60,414,31,414,414,31,20,False,26.645048633897286,6.645048633897279,-123.55201567015916,28.502415458937197,1.0574647123886285,1,-32.31820046635546,-18.38621222547459,20.361141914685714,0.8358799186864286,-0.8279111457946727,0.7722403769760522,-1.5439744494821661,54,38.96324910025273,0.125,3,0.125,14.910038270976132,53.9420946507367,exit,0.375
audit_seen,15,majors,base,54,2,54,54,2,20,False,11.845198506186778,-8.154801493813219,-62.13070733943947,14.814814814814813,0.8677931528538865,1,-25.16814632784637,-58.412047900503765,87.82826188905587,0.732718701440007,-1.2464083661361083,-3.0590239076231818,-7.128119122599463,2,17.013344834033152,0.375,3,0.125,-107.63434209592728,65.12497152455113,baseline,0.375
audit_seen,15,majors,exit_chandelier,54,2,53,54,2,20,False,-3.1507518402206096,-23.150751840220618,-46.94609778660984,25.925925925925924,0.48381545837204076,0,-28.379446956423273,-38.40049301857169,60.44691762634413,0.7988926718741461,-0.7629750394586681,-5.9234385503954545,-6.854582367423589,2,5.228695116202665,0.25,3,0.125,-32.770873452982876,10.080104304851139,exit,0.75
audit_seen,15,majors,exit_fixed3r,54,2,50,54,2,20,False,-3.023761037590644,-23.02376103759065,-67.4204032825043,24.074074074074073,0.6421631474733374,0,-29.398087735108792,-39.822420295644406,35.30275800786197,1.0918751105807996,-1.2915830119922698,-5.34887694323809,-7.149385209655968,2,6.374326697518146,0.375,3,0.125,-57.86387180126976,17.129300703416554,exit,0.75
audit_seen,15,majors,exit_sma60,54,2,54,54,2,20,False,-13.560117862978835,-33.56011786297884,-52.745357110953165,16.666666666666664,0.3605316883058765,0,-40.315548480372165,-49.85540240463013,71.48365012336359,0.732718701440007,-1.0656496792127867,-8.77604394133591,-9.063562329110642,2,6.755430617393337,0.375,3,0.125,-58.67922394065549,28.92317005053372,exit,0.75
audit_seen,15,owner_illustration,base,57,2,57,57,2,20,False,12.465818235479496,-7.534181764520499,-125.67459077103214,24.561403508771928,0.9472875263751421,1,-78.47790706124701,-114.41573850729746,74.4925862165306,0.8563193812849063,-1.0661558595190357,-4.834607452551287,-23.75368130924318,2,70.94372529672653,0.125,3,0.125,44.484454760602,80.70054401401644,baseline,0.125
audit_seen,15,owner_illustration,exit_chandelier,57,2,57,57,2,20,False,6.227802516238542,-13.772197483761472,-77.53526354881244,29.82456140350877,0.8713356550893562,1,-35.34082520535562,-60.04125648457785,46.220789844733886,0.8132068477339933,-0.6236547745872919,-4.723999719407579,-13.08761862858554,2,21.56862772159415,0.25,3,0.125,-19.107249974802905,60.858606456246406,exit,0.5
audit_seen,15,owner_illustration,exit_fixed3r,57,2,54,57,2,20,False,5.7406868738440755,-14.259313126155936,-148.07423977769795,28.07017543859649,0.9110027635163765,1,-29.16624300640104,-72.50314931549126,37.28890644393657,1.06326723988677,-1.0810969514700568,-5.136918340479779,-14.54527010690676,2,14.906929880245121,0.375,3,0.125,-20.0421605966244,88.97347370643175,exit,0.5
audit_seen,15,owner_illustration,exit_sma60,57,2,57,57,2,20,False,-13.047581258121197,-33.047581258121205,-93.34963325182242,31.57894736842105,0.7191614571989839,1,-73.65706995963376,-74.7910637586165,44.67495433667046,0.8563193812849063,-0.631327742630653,-9.885444827570344,-18.29585961715665,2,40.60948870151256,0.125,3,0.125,5.158100871398676,86.10825529121942,exit,0.375
recent_test,15,all_core,base,1430,54,1430,1430,54,20,False,3.1330272604872924,-16.86697273951271,-83.90956598746999,18.95104895104895,0.7999413585632466,12,-20.050671978148475,-25.471712713209236,12.67927165309039,0.9172537126198161,-1.1614555135363525,-4.61382643847672,-8.171774095031603,54,3.183699238635763,0.5,3,0.125,-7.229752451515673,11.323076576402855,baseline,0.5
recent_test,15,all_core,exit_chandelier,1430,54,1425,1430,54,20,False,-12.634125368605316,-32.63412536860532,-58.27581143298342,23.776223776223777,0.48770302267791177,4,-23.70050582847484,-34.919810897054056,7.121366783668538,0.8629803645952511,-0.7910132854721044,-8.180640643301995,-8.211195476167388,54,-8.933619540130483,1.0,3,0.125,-12.603007586639528,-3.5392950738326014,exit,1.0
recent_test,15,all_core,exit_fixed3r,1430,54,1381,1430,54,20,False,-7.275513757408401,-27.275513757408405,-89.71943161856342,24.475524475524477,0.6955711709458526,8,-33.42638701100054,-29.489564536853077,3.45343093766606,0.9437837604520734,-1.1842957022686598,-7.056645891343505,-7.056645891343505,54,6.150873253592136,0.125,3,0.125,2.3112451776604885,10.581360251201259,exit,0.375
recent_test,15,all_core,exit_sma60,1430,54,1430,1430,54,20,False,-5.408035212722146,-25.40803521272215,-74.15411876393716,20.48951048951049,0.6639245024444476,7,-24.218953589699375,-31.502885313394067,12.010886849024052,0.8495111255671468,-1.0603918319131214,-6.53585566949475,-6.580089498043429,54,-1.189081623022777,0.625,3,0.125,-17.903537140332112,1.787022937682183,exit,1.0
recent_test,15,high_vol,base,353,31,353,353,31,20,False,-1.6719125483672028,-21.671912548367207,-109.38407153608496,23.229461756373937,0.7879877106333407,4,-49.01562129187183,-38.09083159797159,19.982082819026157,0.9777498840228256,-1.1172589542599414,-1.4037705807685819,-1.632546469039775,54,27.343708743504614,0.125,3,0.125,1.182946224185436,45.70997302088457,baseline,0.125
recent_test,15,high_vol,exit_chandelier,353,31,351,353,31,20,False,-2.1504677533026144,-22.150467753302625,-75.09421147615879,28.611898016997166,0.7100003297328401,1,-36.378076376633274,-31.376489761237877,16.52088637583823,0.8759090180318503,-0.6732579283389633,-1.3692794624165394,-1.6181037004659005,54,14.227608623330656,0.25,3,0.125,-6.532443901474893,61.81031093978834,exit,0.5
recent_test,15,high_vol,exit_fixed3r,353,31,336,353,31,20,False,9.183913057619801,-10.816086942380212,-121.5595517436152,26.912181303116146,0.9026737952811741,2,-44.544418822949716,-18.615031651892476,7.6166569084601194,1.0283253251025686,-1.141394475674549,-0.8672967486221927,-1.102118494982307,54,33.72833188056951,0.125,3,0.125,11.158783829453744,45.14320139321616,exit,0.375
recent_test,15,high_vol,exit_sma60,353,31,353,353,31,20,False,1.7731061728595319,-18.226893827140476,-94.7395988211874,24.929178470254957,0.7989283465557762,2,-37.892431788292264,-34.056996760967166,21.458531656936973,0.9009025477909288,-0.8846205594485296,-1.1373701458917918,-1.4139902407916294,54,19.66553796115178,0.25,3,0.125,-2.548631758011794,31.561451209972287,exit,0.5
recent_test,15,majors,base,48,2,48,48,2,20,False,-26.495615517410553,-46.495615517410556,-55.07590974519803,12.5,0.151158891726453,0,12.430240771660443,-56.991501095856066,83.74508487050127,1.1375295648493269,-1.2981563670152012,-10.496408588126549,-11.134462349642316,2,-58.925856289071,1.0,3,0.125,-69.1786011169827,-35.518535177081105,baseline,1.0
recent_test,15,majors,exit_chandelier,48,2,48,48,2,20,False,-13.833223516679814,-33.833223516679816,-30.28159497244885,16.666666666666664,0.17936886400376018,0,-23.380685374932884,-41.969470684110924,74.55173887012515,0.925731185743761,-0.7979934487810794,-7.764922311881461,-8.054714357213177,2,-10.45253814174693,0.875,3,0.125,-37.299494360591126,1.240111638344202,exit,1.0
recent_test,15,majors,exit_fixed3r,48,2,43,48,2,20,False,-12.82440974248865,-32.824409742488655,-60.69120498813584,20.833333333333336,0.4651063614690615,0,-15.768916666193322,-49.33021953619147,47.02807215184576,1.1376579643493154,-1.3220614821935626,-6.871025718986656,-7.534924132544873,2,-17.055493076295328,1.0,3,0.125,-25.389321831959393,-15.29900782742902,exit,1.0
recent_test,15,majors,exit_sma60,48,2,48,48,2,20,False,-12.98106448302102,-32.981064483021015,-39.88371125978772,18.75,0.26028603665148325,0,24.356018257566394,-44.110416617921004,72.14411282887522,1.0865086436436953,-1.1717406781768154,-7.577216513572327,-8.236080629783082,2,-57.33708274058741,1.0,3,0.125,-72.46434666996065,-9.413139906898751,exit,1.0
recent_test,15,owner_illustration,base,40,2,40,40,2,20,False,135.16847083262215,115.16847083262212,-115.26167224820914,32.5,1.9082009473949892,0,69.08710852164072,-93.55393813600044,83.35713249561539,1.2513774390997807,-1.0772391413082136,21.45539274361319,-28.18912802663466,2,46.0813623109814,0.375,3,0.125,-163.98943230582492,115.48906660578866,baseline,0.375
recent_test,15,owner_illustration,exit_chandelier,40,2,40,40,2,20,False,57.60885394181538,37.60885394181537,-49.23471218911955,40.0,1.4179749175445364,0,-16.620265592509064,-56.73906547961355,70.61226795990687,1.0655150290545732,-0.4220000246532365,7.566943503950485,-9.137458783518094,2,54.229119534324425,0.25,3,0.125,-9.87867752426142,152.8442804009167,exit,0.75
recent_test,15,owner_illustration,exit_fixed3r,40,2,40,40,2,20,False,59.477735277346255,39.477735277346255,-115.26167224820914,37.5,1.2959108328019786,0,-23.13824991377328,-35.65956622653261,41.91300786646687,1.2513774390997807,-1.0747750377782004,6.75406053035652,-11.244585661427465,2,62.615985191119535,0.25,3,0.125,-11.272337430658776,99.0026095448731,exit,0.75
recent_test,15,owner_illustration,exit_sma60,40,2,40,40,2,20,False,11.511235493591045,-8.488764506408979,-82.84056594364151,32.5,0.9216713864586165,0,65.98150307638723,-72.9958744626349,59.10040152050187,1.0655150290545732,-0.6110994242613285,-0.6940882970367657,-12.279425236465269,2,-74.47026758279617,0.75,3,0.125,-720.2436810843227,88.81016010372726,exit,0.75
