n,auc,top_n,top_gross_bp,top_net_bp,top_win_pct,top_excess_bp,fold,minutes,cohort,arm,score
2928,0.5115742655650574,293,58.72044567027944,38.72044567027944,30.37542662116041,57.728162629950646,audit_pre,15,all_core,base,relative_volume
2928,0.501867755178012,293,45.69729044671723,25.697290446717226,29.351535836177472,28.192234434306744,audit_pre,15,all_core,base,tr_expansion
2928,0.529986841697085,293,46.06669597328272,26.066695973282712,27.986348122866893,55.080999365431595,audit_pre,15,all_core,base,near_zero_bars
2928,0.5004731084912617,293,34.70000508734873,14.700005087348721,35.153583617747444,28.85773381880271,audit_pre,15,all_core,exit_chandelier,relative_volume
2928,0.49155668436289435,293,24.167509467059812,4.167509467059811,34.129692832764505,10.845552926766409,audit_pre,15,all_core,exit_chandelier,tr_expansion
2928,0.49842076219904585,293,20.686611433634425,0.6866114336344242,31.399317406143346,23.929190576669242,audit_pre,15,all_core,exit_chandelier,near_zero_bars
2928,0.5103873015797287,293,28.322563707847102,8.322563707847106,32.081911262798634,23.677473780303412,audit_pre,15,all_core,exit_fixed3r,relative_volume
2928,0.4962592594138741,293,12.485846609766066,-7.514153390233938,29.351535836177472,-2.944326956451345,audit_pre,15,all_core,exit_fixed3r,tr_expansion
2928,0.5301945900750653,293,16.843201753615322,-3.156798246384685,31.399317406143346,13.888712472351882,audit_pre,15,all_core,exit_fixed3r,near_zero_bars
2928,0.5187238262962878,293,47.33136117274205,27.331361172742035,33.105802047781566,47.20954045224279,audit_pre,15,all_core,exit_sma60,relative_volume
2928,0.4994309826657509,293,35.600179097178504,15.600179097178492,30.37542662116041,31.700946065433836,audit_pre,15,all_core,exit_sma60,tr_expansion
2928,0.5209633360352022,293,16.516468975852753,-3.483531024147252,25.938566552901023,25.66082151643343,audit_pre,15,all_core,exit_sma60,near_zero_bars
725,0.49065831747395994,73,14.75618321109257,-5.243816788907442,28.767123287671232,16.681349000132244,audit_pre,15,high_vol,base,relative_volume
725,0.47473755294984343,73,-10.589981936872457,-30.589981936872473,21.91780821917808,-15.650128337918606,audit_pre,15,high_vol,base,tr_expansion
725,0.5167802402439274,73,29.946167055902393,9.946167055902384,26.027397260273972,22.31447649899354,audit_pre,15,high_vol,base,near_zero_bars
725,0.4906840684068407,73,-10.793743838054231,-30.793743838054237,24.65753424657534,-3.0821568178842496,audit_pre,15,high_vol,exit_chandelier,relative_volume
725,0.4762916291629163,73,-8.908958904049038,-28.908958904049047,26.027397260273972,-4.783502953862357,audit_pre,15,high_vol,exit_chandelier,tr_expansion
725,0.4851890189018902,73,0.9580160700932515,-19.041983929906753,26.027397260273972,10.389133093969747,audit_pre,15,high_vol,exit_chandelier,near_zero_bars
725,0.48512820512820515,73,7.0253492987868675,-12.974650701213141,28.767123287671232,1.1102276230651864,audit_pre,15,high_vol,exit_fixed3r,relative_volume
725,0.4560232220609579,73,-31.881639887626243,-51.88163988762626,20.54794520547945,-37.566270641107984,audit_pre,15,high_vol,exit_fixed3r,tr_expansion
725,0.5131107885824867,73,-2.9745169054962632,-22.97451690549627,24.65753424657534,-0.5442853207361283,audit_pre,15,high_vol,exit_fixed3r,near_zero_bars
725,0.4996696696696697,73,5.618851855055468,-14.381148144944547,27.397260273972602,8.120987457447976,audit_pre,15,high_vol,exit_sma60,relative_volume
725,0.4560960960960961,73,-31.063679039650403,-51.063679039650424,19.17808219178082,-31.459404319396057,audit_pre,15,high_vol,exit_sma60,tr_expansion
725,0.5299599599599599,73,5.217401457996659,-14.78259854200335,27.397260273972602,6.964611762541141,audit_pre,15,high_vol,exit_sma60,near_zero_bars
107,0.5560578661844484,11,309.35706957765194,289.35706957765194,45.45454545454545,304.730940649156,audit_pre,15,majors,base,relative_volume
107,0.5723327305605787,11,107.99809894162232,87.99809894162233,36.36363636363637,80.54224390083596,audit_pre,15,majors,base,tr_expansion
107,0.5289330922242315,11,61.756885053931846,41.756885053931846,27.27272727272727,7.5679517993566074,audit_pre,15,majors,base,near_zero_bars
107,0.5916666666666667,11,83.97070404475157,63.97070404475157,45.45454545454545,103.11355281637448,audit_pre,15,majors,exit_chandelier,relative_volume
107,0.5641666666666667,11,87.06094605253199,67.06094605253199,54.54545454545454,97.77744371341413,audit_pre,15,majors,exit_chandelier,tr_expansion
107,0.5197916666666667,11,13.060508638455893,-6.939491361544109,27.27272727272727,11.268156536174637,audit_pre,15,majors,exit_chandelier,near_zero_bars
107,0.5113458528951487,11,76.14626552754031,56.14626552754033,45.45454545454545,55.63242681325144,audit_pre,15,majors,exit_fixed3r,relative_volume
107,0.5446009389671361,11,72.3089194360345,52.30891943603449,45.45454545454545,33.77468352543852,audit_pre,15,majors,exit_fixed3r,tr_expansion
107,0.5383411580594679,11,38.329264929028085,18.329264929028078,36.36363636363637,11.613769144642397,audit_pre,15,majors,exit_fixed3r,near_zero_bars
107,0.5543293718166383,11,165.84744889453003,145.84744889453,45.45454545454545,190.27370417097282,audit_pre,15,majors,exit_sma60,relative_volume
107,0.5539049235993209,11,108.08392206809332,88.08392206809332,45.45454545454545,116.0763298413081,audit_pre,15,majors,exit_sma60,tr_expansion
107,0.5207979626485568,11,33.12202354999436,13.12202354999435,27.27272727272727,28.772997335712912,audit_pre,15,majors,exit_sma60,near_zero_bars
104,0.5108481262327417,11,-124.36069993474543,-144.36069993474547,9.090909090909092,-115.36664499080827,audit_pre,15,owner_illustration,base,relative_volume
104,0.49556213017751477,11,-122.76161096640315,-142.76161096640314,9.090909090909092,-171.53222476164288,audit_pre,15,owner_illustration,base,tr_expansion
104,0.657051282051282,11,275.2772536707998,255.27725367079975,45.45454545454545,335.4162348196816,audit_pre,15,owner_illustration,base,near_zero_bars
104,0.4965711980637354,11,-54.6634184068156,-74.66341840681561,18.181818181818183,-95.16286841029618,audit_pre,15,owner_illustration,exit_chandelier,relative_volume
104,0.490923759580476,11,-89.77873847197665,-109.77873847197665,18.181818181818183,-206.1353366141188,audit_pre,15,owner_illustration,exit_chandelier,tr_expansion
104,0.5796692214602662,11,279.752986712535,259.752986712535,63.63636363636363,301.8923402551908,audit_pre,15,owner_illustration,exit_chandelier,near_zero_bars
104,0.44498453380468406,11,-58.39451662769989,-78.39451662769993,18.181818181818183,-5.5109123265124795,audit_pre,15,owner_illustration,exit_fixed3r,relative_volume
104,0.4228899690676094,11,-129.05487858398703,-149.05487858398706,9.090909090909092,-182.42585467097194,audit_pre,15,owner_illustration,exit_fixed3r,tr_expansion
104,0.567167476800707,11,250.76927901495054,230.76927901495048,45.45454545454545,214.78213698086557,audit_pre,15,owner_illustration,exit_fixed3r,near_zero_bars
104,0.4918250110472824,11,-133.56667315035787,-153.5666731503579,9.090909090909092,-185.20290825085775,audit_pre,15,owner_illustration,exit_sma60,relative_volume
104,0.46663720724701724,11,-103.67390416901297,-123.67390416901299,9.090909090909092,-209.5581283916488,audit_pre,15,owner_illustration,exit_sma60,tr_expansion
104,0.615112682280159,11,319.44675573255614,299.44675573255614,45.45454545454545,361.64070278406126,audit_pre,15,owner_illustration,exit_sma60,near_zero_bars
1636,0.49696166169484035,164,-15.923398129225673,-35.923398129225674,20.121951219512198,-3.475592038339833,audit_seen,15,all_core,base,relative_volume
1636,0.49486244613854824,164,-32.956353981296175,-52.956353981296175,16.463414634146343,-22.191988749721364,audit_seen,15,all_core,base,tr_expansion
1636,0.5209380404465399,164,15.54833792781409,-4.451662072185913,27.439024390243905,30.507222367940884,audit_seen,15,all_core,base,near_zero_bars
1636,0.5109619536517143,164,-19.59672841917151,-39.59672841917152,29.268292682926827,-25.70254859238385,audit_seen,15,all_core,exit_chandelier,relative_volume
1636,0.512951134448842,164,-27.50417949561531,-47.50417949561532,26.21951219512195,-35.23494245125156,audit_seen,15,all_core,exit_chandelier,tr_expansion
1636,0.5346156645188739,164,27.3275104130674,7.327510413067401,36.58536585365854,37.666386500356076,audit_seen,15,all_core,exit_chandelier,near_zero_bars
1636,0.5114966234459781,164,-0.26688706605558093,-20.26688706605559,26.21951219512195,-2.8733182005256706,audit_seen,15,all_core,exit_fixed3r,relative_volume
1636,0.5134175429367352,164,-4.714001982311464,-24.714001982311473,23.78048780487805,-6.77771419886748,audit_seen,15,all_core,exit_fixed3r,tr_expansion
1636,0.5214110787636771,164,5.400904333095964,-14.599095666904043,29.878048780487802,19.161267161428004,audit_seen,15,all_core,exit_fixed3r,near_zero_bars
1636,0.5292736973452089,164,-27.46021752325378,-47.460217523253796,25.0,-23.900903580931054,audit_seen,15,all_core,exit_sma60,relative_volume
1636,0.5153048491889334,164,-31.694860291557145,-51.69486029155715,22.5609756097561,-23.47689849689746,audit_seen,15,all_core,exit_sma60,tr_expansion
1636,0.5153521793382384,164,26.695674525299076,6.695674525299067,26.82926829268293,46.03076981122276,audit_seen,15,all_core,exit_sma60,near_zero_bars
