conf,core_end_i,core_end_time,core_mid_i,core_mid_time,core_start_i,core_start_time,decision_delay_bars,decision_i,decision_time,event_conf_max,event_decision_first,event_decision_last,event_id,predicted_core_bars,raw_detection_count,symbol,window_len,window_lengths_seen,window_start_i,window_start_time,x1n,x2n,y1n,y2n
0.6026965379714966,370,2026-02-14T23:45:00+00:00,367.5,2026-02-14T23:15:00+00:00,365,2026-02-14T22:30:00+00:00,2,372,2026-02-15T00:15:00+00:00,0.7584360837936401,2026-02-15T00:15:00+00:00,2026-02-15T02:15:00+00:00,f6d97bb8bd566856,6,42,ESP_USDT_SWAP,13,"[12, 13, 14, 15, 17, 18, 19]",360,2026-02-14T21:15:00+00:00,0.3884890079498291,0.8328837752342224,0.2523792088031769,0.5760502219200134
0.42602890729904175,369,2026-02-14T23:30:00+00:00,367.5,2026-02-14T23:15:00+00:00,366,2026-02-14T22:45:00+00:00,3,372,2026-02-15T00:15:00+00:00,0.42602890729904175,2026-02-15T00:15:00+00:00,2026-02-15T00:45:00+00:00,18b48a26d6cbafa2,4,3,FLOW_USDT_SWAP,12,[12],361,2026-02-14T21:30:00+00:00,0.4281180500984192,0.7485664486885071,0.38055703043937683,0.6178917288780212
0.47241824865341187,367,2026-02-14T23:00:00+00:00,364.0,2026-02-14T22:15:00+00:00,361,2026-02-14T21:30:00+00:00,5,372,2026-02-15T00:15:00+00:00,0.47241824865341187,2026-02-15T00:15:00+00:00,2026-02-15T01:00:00+00:00,cf7e58022edecb0b,7,8,SAPIEN_USDT_SWAP,18,"[17, 18, 19]",355,2026-02-14T20:00:00+00:00,0.335983544588089,0.7214215993881226,0.27007660269737244,0.5736527442932129
0.6655765771865845,367,2026-02-14T23:00:00+00:00,363.5,2026-02-14T22:15:00+00:00,360,2026-02-14T21:15:00+00:00,5,372,2026-02-15T00:15:00+00:00,0.6655765771865845,2026-02-15T00:15:00+00:00,2026-02-15T00:45:00+00:00,2d90d8da41e4aea8,8,22,STABLE_USDT_SWAP,19,"[12, 13, 14, 15, 16, 17, 18, 19]",354,2026-02-14T19:45:00+00:00,0.35541844367980957,0.7372955679893494,0.2751951813697815,0.4704570770263672
0.33052003383636475,369,2026-02-14T23:30:00+00:00,366.0,2026-02-14T22:45:00+00:00,363,2026-02-14T22:00:00+00:00,3,372,2026-02-15T00:15:00+00:00,0.612938642501831,2026-02-15T00:15:00+00:00,2026-02-15T01:45:00+00:00,dd3400d48fcd9cc2,7,28,TRX_USDT_SWAP,15,"[14, 15, 16, 17, 18, 19]",358,2026-02-14T20:45:00+00:00,0.342889666557312,0.7973864674568176,0.4704081118106842,0.5404161214828491
0.29546868801116943,371,2026-02-15T00:00:00+00:00,369.0,2026-02-14T23:30:00+00:00,367,2026-02-14T23:00:00+00:00,3,374,2026-02-15T00:45:00+00:00,0.3018728792667389,2026-02-15T00:45:00+00:00,2026-02-15T01:30:00+00:00,9732b46bd9b928f0,5,6,STABLE_USDT_SWAP,13,"[13, 14, 17, 19]",362,2026-02-14T21:45:00+00:00,0.39076969027519226,0.7835034728050232,0.32430413365364075,0.7672808170318604
0.30513206124305725,371,2026-02-15T00:00:00+00:00,368.0,2026-02-14T23:15:00+00:00,365,2026-02-14T22:30:00+00:00,3,374,2026-02-15T00:45:00+00:00,0.4882948100566864,2026-02-15T00:45:00+00:00,2026-02-15T01:30:00+00:00,10111d7f1b70c66d,7,11,XPT_USDT_SWAP,15,"[13, 14, 15, 16, 17, 18, 19]",360,2026-02-14T21:15:00+00:00,0.3427581489086151,0.7982277870178223,0.470578670501709,0.5417547225952148
0.35407114028930664,371,2026-02-15T00:00:00+00:00,369.5,2026-02-14T23:45:00+00:00,368,2026-02-14T23:15:00+00:00,3,374,2026-02-15T00:45:00+00:00,0.5446065068244934,2026-02-15T00:45:00+00:00,2026-02-15T02:15:00+00:00,a8b4df85ab5354b7,4,9,ZBT_USDT_SWAP,12,"[12, 14, 15, 17]",363,2026-02-14T22:00:00+00:00,0.4306677281856537,0.7461857199668884,0.31797802448272705,0.6688741445541382
0.3443959653377533,373,2026-02-15T00:30:00+00:00,370.0,2026-02-14T23:45:00+00:00,367,2026-02-14T23:00:00+00:00,3,376,2026-02-15T01:15:00+00:00,0.39382487535476685,2026-02-15T01:15:00+00:00,2026-02-15T01:45:00+00:00,26bf2527d4e4d4e3,7,6,SAPIEN_USDT_SWAP,15,"[14, 15, 16, 17, 18]",362,2026-02-14T21:45:00+00:00,0.3425983488559723,0.8090974688529968,0.45775577425956726,0.762561023235321
0.3884119689464569,374,2026-02-15T00:45:00+00:00,372.0,2026-02-15T00:15:00+00:00,370,2026-02-14T23:45:00+00:00,2,376,2026-02-15T01:15:00+00:00,0.7652305960655212,2026-02-15T01:15:00+00:00,2026-02-15T03:30:00+00:00,64b2610fdbd20bdd,5,35,ZRO_USDT_SWAP,12,"[12, 13, 14, 15, 16, 17, 18, 19]",365,2026-02-14T22:30:00+00:00,0.4327588677406311,0.779474675655365,0.33774080872535706,0.5458800196647644
