direction,qty,signal_i,signal_time,entry_i,entry_time,entry_price,entry_equity,entry_fee,leverage,score,stop,initial_stop,exit_i,exit_time,exit_price,exit_reason,gross_pnl,net_pnl,gross_return,net_return,fees,holding_bars,n_controls,matched,control_mean,paired_excess
1,0.578899685368021,10973,2025-01-02 20:00:00+00:00,10974,2025-01-03 00:00:00+00:00,3454.83,500.0,2.0000000000000004,4.000000000000001,0.5053261140510878,3458.2848299999996,3351.1851,11001,2025-01-07 12:00:00+00:00,3458.2848299999996,stop,1.9999999999998117,-2.002000000000189,0.0009999999999999057,-0.0010010000000000943,4.002000000000001,27,2,True,-0.03196868569033704,0.030967685690336946
-1,0.5953353257621038,11007,2025-01-08 12:00:00+00:00,11008,2025-01-08 16:00:00+00:00,3346.0,497.9979999999998,1.9919919999999993,4.0,1.7354063126927315,3342.654,3446.38,11010,2025-01-09 00:00:00+00:00,3342.654,stop,1.9919920000000015,-1.990000007999997,0.001000000000000001,-0.0009989999999999988,3.981992007999999,2,3,True,0.004204287029035969,-0.005203287029035968
1,1.1908955582040812,11055,2025-01-16 12:00:00+00:00,11056,2025-01-16 16:00:00+00:00,3331.99,496.00799999199984,3.9680520909804162,7.999975990396158,0.6909494306605136,3335.3219899999995,3232.04,11065,2025-01-18 04:00:00+00:00,3335.3219899999995,stop,3.968052090980033,-3.97202014307178,0.0009999999999999033,-0.0010010000000000966,7.940072234051813,9,3,True,0.005955341901433035,-0.006956341901433132
-1,1.2178844637620547,11095,2025-01-23 04:00:00+00:00,11096,2025-01-23 08:00:00+00:00,3232.08,492.0359798489281,3.936300017636062,8.00002475193916,0.10478122356244564,3329.0321000000004,3329.0321000000004,11099,2025-01-23 20:00:00+00:00,3329.0321000000004,stop,-118.07645631910563,-126.06713281069686,-0.029996813197693258,-0.03202681001089095,7.9906764915912305,3,3,True,-0.03203116896787323,4.358956982281059e-06
1,0.4411921001063667,11106,2025-01-25 00:00:00+00:00,11107,2025-01-25 04:00:00+00:00,3318.01,365.9688470382312,1.463879800073926,4.000012055455094,0.918737148330817,3218.46,3218.46,11118,2025-01-27 00:00:00+00:00,3218.46,stop,-43.920673565588885,-46.80451249217115,-0.03000292343904936,-0.03197292051561031,2.8838389265822633,11,3,True,-0.01341932143427825,-0.018553599081332063
-1,0.4011983678075994,11118,2025-01-27 00:00:00+00:00,11119,2025-01-27 04:00:00+00:00,3182.11,319.16433454606005,1.2766573381842403,4.0,0.16265561369035308,3178.92789,3277.5733,11123,2025-01-27 20:00:00+00:00,3178.92789,stop,1.2766573381843176,-1.2753806808459787,0.0010000000000000607,-0.0009989999999999394,2.552038019030296,4,2,True,-0.016514499999999974,0.015515500000000034
1,0.3711260592493911,11145,2025-01-31 12:00:00+00:00,11146,2025-01-31 16:00:00+00:00,3426.21,317.8889538652141,1.2715558154608564,4.0,0.9872882353731266,3323.4237,3323.4237,11147,2025-01-31 20:00:00+00:00,3323.4237,stop,-38.14667446382577,-40.65163942028366,-0.03000000000000006,-0.03197000000000006,2.5049649564578873,1,3,True,-0.011324000000000082,-0.020645999999999977
1,0.41317036429944926,11228,2025-02-14 08:00:00+00:00,11229,2025-02-14 12:00:00+00:00,2684.0,277.23731444493046,1.108949257779722,4.0,0.5943476350705099,2686.6839999999997,2603.48,11235,2025-02-15 12:00:00+00:00,2686.6839999999997,stop,1.1089492577796152,-1.1100582070376084,0.0009999999999999037,-0.0010010000000000962,2.2190074648172233,6,3,True,-0.011484952077873456,0.01048395207787336
-1,0.4428966789843619,11292,2025-02-25 00:00:00+00:00,11293,2025-02-25 04:00:00+00:00,2493.84,276.1272562378928,1.1045134539183612,4.000016039585698,2.169098364217733,2491.34616,2568.6449,11297,2025-02-25 20:00:00+00:00,2491.34616,stop,1.1045134539184014,-1.1034089404644027,0.0010000000000000365,-0.0009989999999999637,2.207922394382804,4,3,True,-0.014780132092963194,0.01378113209296323
1,0.5371900507306195,11427,2025-03-19 12:00:00+00:00,11428,2025-03-19 16:00:00+00:00,2047.88,275.02384729742846,1.1001007610902211,4.000019532489855,0.39495272262555886,1986.4339,1986.4339,11432,2025-03-20 08:00:00+00:00,1986.4339,stop,-33.00823357619878,-35.17542686480302,-0.030004736605660547,-0.03197473186905488,2.1671932886042438,4,3,True,-0.021643830828426174,-0.010330901040628709
