direction,qty,signal_i,signal_time,entry_i,entry_time,entry_price,entry_equity,entry_fee,leverage,score,stop,initial_stop,exit_i,exit_time,exit_price,exit_reason,gross_pnl,net_pnl,gross_return,net_return,fees,holding_bars,n_controls,matched,control_mean,paired_excess
1,1.6376529158410167,2280,2021-01-15 00:00:00+00:00,2281,2021-01-15 04:00:00+00:00,1221.38,500.0,0.0,4.000393036699802,0.7282521579736464,1222.60138,1184.6222,2282,2021-01-15 08:00:00+00:00,1222.60138,stop,2.000196518349825,2.000196518349825,0.0009999999999999619,0.0009999999999999619,0.0,1,3,True,-0.004104794141036602,0.005104794141036564
-1,1.1291687488463136,2513,2021-02-22 20:00:00+00:00,2514,2021-02-23 00:00:00+00:00,1778.22,502.0001965183498,0.0,3.999820052859473,0.9792074780741832,1776.44178,1831.649,2596,2021-03-08 16:00:00+00:00,1776.44178,stop,2.0079104525734004,2.0079104525734004,0.0009999999999999545,0.0009999999999999545,0.0,82,0,False,,
1,1.1086543088254792,2722,2021-03-29 16:00:00+00:00,2723,2021-03-29 20:00:00+00:00,1818.45,504.0081069709232,0.0,3.9999999999999996,0.3356762715236225,1820.2684499999998,1763.8965,2730,2021-03-31 00:00:00+00:00,1820.2684499999998,stop,2.0160324278834234,2.0160324278834234,0.0009999999999998664,0.0009999999999998664,0.0,7,3,True,-0.010400715417741254,0.011400715417741122
1,1.716135959638159,2861,2021-04-21 20:00:00+00:00,2862,2021-04-22 00:00:00+00:00,2359.41,506.02413939880665,0.0,8.001729619738013,1.079208586959538,2361.7694099999994,2288.1330000000003,2867,2021-04-22 20:00:00+00:00,2361.7694099999994,stop,4.049068344529132,4.049068344529132,0.000999999999999818,0.000999999999999818,0.0,5,3,True,-0.0033910165271227744,0.004391016527122592
1,0.8100739804948457,2888,2021-04-26 08:00:00+00:00,2889,2021-04-26 12:00:00+00:00,2518.66,510.0732077433358,0.0,4.000015881523832,0.5952497905912766,2443.0905000000002,2443.0905000000002,2891,2021-04-26 20:00:00+00:00,2443.0905000000002,stop,-61.216885669004924,-61.216885669004924,-0.030003851254238212,-0.030003851254238212,0.0,2,3,True,-0.00037795127343182646,-0.029625899980806385
-1,0.7708466950734701,3087,2021-05-29 12:00:00+00:00,3088,2021-05-29 16:00:00+00:00,2329.16,448.8563220743309,0.0,4.0,0.7187383472924979,2326.8308399999996,2399.0348,3091,2021-05-30 04:00:00+00:00,2326.8308399999996,stop,1.7954252882975004,1.7954252882975004,0.0010000000000000985,0.0010000000000000985,0.0,3,3,True,0.0009999999999999586,1.3986208025063007e-16
-1,0.721031259280057,3148,2021-06-08 16:00:00+00:00,3149,2021-06-08 20:00:00+00:00,2500.13,450.6517473626284,0.0,4.000143997696037,0.6414686881453419,2497.62987,2575.0412,3151,2021-06-09 04:00:00+00:00,2497.62987,stop,1.8026718822637762,1.8026718822637762,0.0009999999999999597,0.0009999999999999597,0.0,2,3,True,-0.0379405673325335,0.03894056733253346
1,0.7023072445748357,3188,2021-06-15 08:00:00+00:00,3189,2021-06-15 12:00:00+00:00,2577.08,452.45441924489216,0.0,4.00018626598783,0.7450240776200777,2579.6570799999995,2499.6512000000002,3191,2021-06-15 20:00:00+00:00,2530.98,stop_gap,-32.37636397489986,-32.37636397489986,-0.017888462911512217,-0.017888462911512217,0.0,2,3,True,0.0007691316169710673,-0.018657594528483284
-1,1.3810917812197947,3198,2021-06-17 00:00:00+00:00,3199,2021-06-17 04:00:00+00:00,2433.31,420.0780552699923,0.0,8.0,0.6929667673555123,2189.5121999999997,2506.3093,3336,2021-07-10 00:00:00+00:00,2189.5121999999997,stop,336.70713785946765,336.70713785946765,0.10019183745597572,0.10019183745597572,0.0,137,2,True,0.019789450259709948,0.08040238719626577
1,0.8999651484168365,3649,2021-08-31 04:00:00+00:00,3650,2021-08-31 08:00:00+00:00,3363.63,756.7851931294599,0.0,4.000011891949745,0.26182917082330726,3366.99363,3262.7113999999997,3651,2021-08-31 12:00:00+00:00,3366.99363,stop,3.027149772169171,3.027149772169171,0.0009999999999999495,0.0009999999999999495,0.0,1,3,True,-0.0037489059307241938,0.004748905930724143
