direction,qty,signal_i,signal_time,entry_i,entry_time,entry_price,entry_equity,entry_fee,leverage,score,stop,initial_stop,exit_i,exit_time,exit_price,exit_reason,gross_pnl,net_pnl,gross_return,net_return,fees,holding_bars,n_controls,matched,control_mean,paired_excess
-1,0.5977286312014346,11007,2025-01-08 12:00:00+00:00,11008,2025-01-08 16:00:00+00:00,3346.0,500.0,2.0000000000000004,4.000000000000001,1.7354063126927315,3342.654,3446.38,11010,2025-01-09 00:00:00+00:00,3342.654,stop,2.000000000000002,-1.9979999999999984,0.0010000000000000009,-0.000998999999999999,3.9980000000000007,2,3,True,-0.0009989999999999964,-2.6020852139652106e-18
1,0.5814027744942663,11145,2025-01-31 12:00:00+00:00,11146,2025-01-31 16:00:00+00:00,3426.21,498.002,1.992008,4.0,0.9872882353731266,3323.4237,3323.4237,11146,2025-01-31 16:00:00+00:00,3323.4237,stop,-59.760240000000124,-63.684495760000125,-0.03000000000000006,-0.03197000000000006,3.9242557600000003,0,3,True,-0.011324000000000082,-0.020645999999999977
-1,0.696627282918242,11292,2025-02-25 00:00:00+00:00,11293,2025-02-25 04:00:00+00:00,2493.84,434.3175042399999,1.7372769832328288,4.000016039585698,2.169098364217733,2491.34616,2568.6449,11297,2025-02-25 20:00:00+00:00,2491.34616,stop,1.7372769832328923,-1.7355397062495326,0.0010000000000000365,-0.0009989999999999635,3.472816689482425,4,3,True,-0.021687662322763628,0.020688662322763667
1,0.8449402833846882,11427,2025-03-19 12:00:00+00:00,11428,2025-03-19 16:00:00+00:00,2047.88,432.58196453375035,1.7303363075378355,4.000019532489856,0.39495272262555886,1986.4339,1986.4339,11432,2025-03-20 08:00:00+00:00,1986.4339,stop,-51.91828514688399,-55.32703947681277,-0.030004736605660543,-0.03197473186905488,3.408754329928787,4,3,True,-0.021643830828426174,-0.010330901040628709
-1,0.7904599695280091,11479,2025-03-28 04:00:00+00:00,11480,2025-03-28 08:00:00+00:00,1909.04,377.2549250569376,1.5090197002277506,4.0,0.5283313316656059,1907.13096,1966.3111999999999,11481,2025-03-28 12:00:00+00:00,1907.13096,stop,1.5090197002277541,-1.5075106805275191,0.0010000000000000024,-0.0009989999999999975,3.016530380755273,1,3,True,-0.000998999999999959,-3.859759734048396e-17
1,1.5592796529781519,11725,2025-05-08 04:00:00+00:00,11726,2025-05-08 08:00:00+00:00,1927.81,375.7474143764101,3.005994907807811,8.000041498080714,0.3443540178049515,2595.6,1869.966,11864,2025-05-31 08:00:00+00:00,2520.0,reverse,923.3898176971318,916.454438063819,0.30718276178669063,0.3048755790249039,6.935379633312754,138,3,True,-0.002491443385344053,0.307367022410248
-1,2.0573511701043397,11863,2025-05-31 04:00:00+00:00,11864,2025-05-31 08:00:00+00:00,2520.0,1292.2018524402292,5.184524948662936,4.012163377472596,0.4202802471035094,2517.48,2595.6,11871,2025-06-01 12:00:00+00:00,2517.48,stop,5.184524948662898,-5.1793404237143115,0.0009999999999999926,-0.0009990000000000073,10.363865372377209,7,3,True,-0.0009989999999999565,-5.074066167232161e-17
-1,2.983249963385744,12858,2025-11-13 00:00:00+00:00,12859,2025-11-13 04:00:00+00:00,3451.32,1287.0225120165148,10.296150263632486,7.999976820530057,0.6565201767167234,3554.8698999999997,3554.8698999999997,12859,2025-11-13 04:00:00+00:00,3554.8698999999997,stop,-308.91523538359604,-329.8164511462446,-0.030002984365402087,-0.03203298734976749,20.90121576264857,0,3,True,-0.0009989999999999982,-0.031033987349767492
-1,1.1853504648375546,12863,2025-11-13 20:00:00+00:00,12864,2025-11-14 00:00:00+00:00,3230.13,957.2060608702703,3.8288360969857305,4.000012383440864,0.33416099347401446,3226.89987,3327.0236,12867,2025-11-14 12:00:00+00:00,3226.89987,stop,3.8288360969856323,-3.825007260888843,0.0009999999999999744,-0.0009990000000000257,7.653843357874475,3,3,True,-0.009102739703707084,0.008103739703707058
-1,1.3920105324310756,12970,2025-12-01 16:00:00+00:00,12971,2025-12-01 20:00:00+00:00,2739.57,953.3810536093815,3.813510294332202,3.999985399221779,1.3579818086431972,2821.7673999999997,2821.7673999999997,12972,2025-12-02 00:00:00+00:00,2821.7673999999997,stop,-114.41964653844948,-122.16108677365234,-0.030003759714115556,-0.03203376347382967,7.7414402352028535,1,3,True,0.019561721196440864,-0.05159548467027053
