bar,setup_id,match_status,matched_control_count,candidate_net_return,control_mean_net_return,paired_excess_return
15m,b6bc95e1cc0ad856,matched_exact,3,0.00980186747197065,0.003990993107074886,0.005810874364895764
15m,fc77719f0b286467,matched_exact,3,1.734723475976807e-18,-0.0011463055079228273,0.001146305507922829
15m,c930cc82c706deed,matched_exact,3,-0.004475690228083471,-0.004702930966144786,0.0002272407380613144
15m,825f5249411242cb,matched_exact,3,-0.008463111486328055,0.0008475673657825471,-0.009310678852110602
15m,680d9f7912d29a6a,matched_exact,3,-0.004298409347184727,-0.004146125274273529,-0.00015228407291119784
15m,5349c8e1b11eb847,matched_exact,3,-0.0037961324156013925,-0.0028546446081558377,-0.0009414878074455548
15m,f5bc707448fc4b27,matched_exact,3,-0.006006736215908746,-0.003761716344181726,-0.00224501987172702
15m,189d8545274899d6,matched_exact,3,0.011276309920499774,0.004496561759564183,0.006779748160935591
15m,9f4e4f51df4bc4f1,matched_exact,3,-0.003918194886852742,-0.0036736389611575753,-0.0002445559256951668
15m,8fe41975117332e6,matched_exact,3,0.004909161231342775,-0.0033111224560688286,0.008220283687411603
15m,ab881d1c8a00c72c,matched_exact,3,-0.003912369991437846,-0.0011897889462591682,-0.0027225810451786776
15m,78b29d61b2c46c02,matched_exact,3,-0.003909794893260708,-0.0011326170642349514,-0.0027771778290257565
15m,78fed4a6d5f30d0e,matched_exact,3,-0.004518171140285075,-0.004006180784381788,-0.0005119903559032872
15m,2a4e5a7692b84d2f,matched_exact,3,-0.008351104295010068,-0.009199612665877726,0.0008485083708676573
15m,3b7f52c8e4046cde,matched_exact,3,-0.004948531648136243,-0.0009477523423945979,-0.004000779305741646
15m,ffefad6e29eecb24,matched_exact,3,-0.004290398665853455,-0.004431569136861933,0.00014117047100847824
15m,ee3b0451d9d4d688,matched_exact,3,-0.00394756106415428,-0.0013359539573285489,-0.0026116071068257307
15m,8049f5f0594e8f9e,matched_exact,3,1.734723475976807e-18,0.0011112185884615284,-0.0011112185884615267
15m,7b66b33617221ba1,matched_exact,3,0.0032041003591747347,-0.002385659319566208,0.005589759678740943
15m,8899c30c8f00c432,matched_exact,3,0.00677426216431787,-0.003498973003815037,0.010273235168132907
15m,f830fffd863c04e0,matched_exact,3,0.008241395015941235,-0.005219652161135252,0.013461047177076486
15m,27df8ef8b075bd0d,matched_exact,3,-0.004635796318150696,-0.004728126518349934,9.23302001992381e-05
15m,c1b682988aaa2f3f,matched_exact,3,-0.00821431944916262,-0.0006993298339908639,-0.007514989615171756
15m,7d9d267cf3824d50,matched_exact,3,0.006803625500437007,-0.0030645457197430895,0.009868171220180097
15m,51aea083eb425465,matched_exact,3,0.006963732664860835,-0.0034674375485641913,0.010431170213425026
15m,1dfba40251fc25b3,matched_exact,3,1.734723475976807e-18,-0.0007403843158352649,0.0007403843158352666
15m,7aca09bcd5106985,matched_exact,3,0.006002188632788676,0.0014567718920824515,0.004545416740706225
15m,a244965f3fc98f28,matched_exact,3,-0.0038758118547890224,-0.003978673478227296,0.00010286162343827333
15m,85725e6d71ebfa0a,matched_exact,3,0.0047218617520128365,0.0022221931646265384,0.002499668587386298
15m,06d1c60ac3e598fd,matched_exact,3,-0.003798169369615632,0.0008645135012682251,-0.004662682870883857
15m,687eef50774250cd,matched_exact,3,-0.003732970660092037,0.005387418741970612,-0.00912038940206265
15m,f3b17b2d5914366e,matched_exact,3,0.005493331069397202,-0.005288855433838796,0.010782186503235997
15m,8b9430a06541e1b5,matched_exact,3,-0.004224689145389314,-0.004398660833451453,0.00017397168806213958
15m,edece6d3f80f4e94,matched_exact,3,0.0035729043696739477,-0.004722777842315893,0.008295682211989841
15m,f9c9c7eab96b87fe,matched_exact,3,-0.006153211783993194,-0.00331373161439304,-0.002839480169600154
15m,878e0f9d02e129eb,matched_exact,3,0.005014217068424422,-0.0039610890307384015,0.008975306099162823
15m,ae3c91f6489454a2,matched_exact,3,-0.010049741403070687,-0.002134422552756567,-0.00791531885031412
15m,90ab1a4898190511,matched_exact,3,-0.0054616645950662495,-0.003729915834696172,-0.0017317487603700776
15m,cd97c5d561c11e30,matched_exact,3,-0.006699994385672257,-0.0055451879077066365,-0.0011548064779656206
15m,ad17141d5d7e0de7,matched_exact,3,0.014013024072583759,0.0025386559789205582,0.011474368093663201
15m,cb97922e1a40573e,matched_exact,3,0.004462180295905284,-0.003504346010732719,0.007966526306638003
15m,50bf2e91b687a015,matched_exact,3,-0.004727784329398686,-0.0012242766503982206,-0.0035035076790004656
15m,ae5e816a4809c756,matched_exact,3,0.008027556096339207,-0.004829669379152337,0.012857225475491545
15m,1b63b0057d9b7168,matched_exact,3,-0.005189650563980129,0.0034881342814389055,-0.008677784845419034
15m,fda2acd335fc1b43,matched_exact,3,-0.004037860354451193,-0.004369004528594306,0.0003311441741431125
15m,1cff050bb80bce22,matched_exact,3,0.015167924323933992,-0.005912192099127224,0.021080116423061214
15m,c19513d641166f2b,matched_exact,3,-0.003687763713080104,-0.0014546549927773398,-0.0022331087203027638
15m,75ddcedd62e69ae4,matched_exact,3,-0.0042209589316799506,-0.004251969818579373,3.1010886899422545e-05
15m,1271048fe6fdf579,matched_exact,3,-0.0042959129940250956,0.00019127858535210028,-0.004487191579377196
15m,fa4d77d500b4c3fe,matched_exact,3,-0.004843280653562097,-0.005062184844188298,0.00021890419062620126
15m,ae47c8dff99a8f88,matched_exact,3,0.006505350658254418,0.0020771995019010707,0.004428151156353347
15m,ed531dee5b40031b,matched_exact,3,-0.0037927598165182746,0.0013924474293431188,-0.005185207245861394
15m,b6c2b7916c7578a7,matched_exact,3,-0.006823980942297523,-0.0069454865722053186,0.00012150562990779525
15m,32de1889a2342a35,matched_exact,3,0.002843670936642841,-0.003831184419601617,0.006674855356244458
15m,60625b5ed82210b2,matched_exact,3,-0.0063089795702897505,0.006488216206595086,-0.012797195776884837
15m,f96405091adb671e,matched_exact,3,0.003251760595417765,-0.0015380361492766837,0.004789796744694448
15m,8f810908cde7512f,matched_exact,3,-0.0008700721628760438,-0.0003793586455140812,-0.0004907135173619626
15m,c3fc3c14e4f39bf7,matched_exact,3,-0.004684461338901212,-0.004161925457307608,-0.0005225358815936039
15m,5d7b8f4bb06c145b,matched_exact,3,-0.004019464049404673,-0.0013631796738150126,-0.002656284375589661
15m,d43aeb0467db77e0,matched_exact,3,-0.004125409423675118,-0.00277922786834006,-0.0013461815553350576
15m,8942588b33658fdc,matched_exact,3,1.734723475976807e-18,-0.0010398611916645466,0.0010398611916645484
