direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,121,-24.374393889315854,-32.447201420205275,-2949.3016606072183,0.38167932168043334,False,0.15702479338842976,102,0
1,130,-10.287063560261373,-34.01718197030644,-1337.3182628339787,0.7445836795827633,False,0.24615384615384617,98,0
