outcome,direction,fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
fast_failed_launch,-1,2023H1,19,-60.15623328255059,-46.80747359870024,-1142.9684323684612,0.0,False,0.0,19,0
fast_failed_launch,-1,2023H2,28,-36.8477763714718,-28.70210912502239,-1031.7377384012104,0.0,False,0.0,28,0
fast_failed_launch,-1,2024H1,15,-58.20543950478945,-55.65034572181665,-873.0815925718418,0.0,False,0.0,15,0
fast_failed_launch,-1,2024H2,19,-42.02370255828707,-47.24552235472777,-798.4503486074543,0.0,False,0.0,19,0
fast_failed_launch,1,2023H1,15,-42.98919953509261,-37.910624796133206,-644.8379930263892,0.0,False,0.0,15,0
fast_failed_launch,1,2023H2,19,-38.067008622616,-29.746730059089554,-723.2731638297039,0.0,False,0.0,19,0
fast_failed_launch,1,2024H1,15,-53.953754740823776,-50.19068029373291,-809.3063211123566,0.0,False,0.0,15,0
fast_failed_launch,1,2024H2,22,-56.886021388321446,-45.60333917206032,-1251.492470543072,0.0,False,0.0,22,0
hard_stop,-1,2023H1,1,-64.89182854217732,-64.89182854217732,-64.89182854217732,0.0,False,0.0,1,0
hard_stop,-1,2023H2,3,-45.43846895154929,-40.57557146802225,-136.31540685464788,0.0,False,0.0,3,0
hard_stop,-1,2024H1,1,-42.299356244828154,-42.299356244828154,-42.299356244828154,0.0,False,0.0,1,0
hard_stop,-1,2024H2,2,-86.82799098357562,-86.82799098357562,-173.65598196715123,0.0,False,0.0,2,0
hard_stop,1,2023H1,4,-52.03106000466152,-47.09110542684912,-208.12424001864608,0.0,False,0.0,4,0
hard_stop,1,2023H2,2,-80.40940259590732,-80.40940259590732,-160.81880519181465,0.0,False,0.0,2,0
hard_stop,1,2024H1,3,-144.2585339214131,-143.5744297719088,-432.77560176423924,0.0,False,0.0,3,0
hard_stop,1,2024H2,5,-92.52276928563784,-98.62955116909932,-462.61384642818916,0.0,False,0.0,5,0
transition_colour_exit,-1,2023H1,4,33.920178169987594,8.988504036250307,135.68071267995037,4.250460801925552,False,0.5,2,0
transition_colour_exit,-1,2023H2,8,13.059565477056504,5.38938625064796,104.47652381645203,2.0198025768931203,False,0.5,4,0
transition_colour_exit,-1,2024H1,11,35.29913170445296,7.423935224157869,388.29044874898256,3.2689380014079124,False,0.5454545454545454,5,0
transition_colour_exit,-1,2024H2,10,68.56513397051701,60.52387056802696,685.65133970517,4.587278549445658,False,0.7,3,0
transition_colour_exit,1,2023H1,12,116.1942813940614,74.2653825468176,1394.3313767287368,26.70764366629722,False,0.9166666666666666,1,0
transition_colour_exit,1,2023H2,6,31.908680944578457,14.259860048893032,191.45208566747073,inf,True,1.0,0,0
transition_colour_exit,1,2024H1,10,83.21493152542669,38.71112645932153,832.149315254267,14.698064071937813,False,0.7,3,0
transition_colour_exit,1,2024H2,17,55.175964789997494,-13.862113680569982,937.9914014299575,3.193581334641612,False,0.47058823529411764,9,0
