fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023H1,55,-9.651098264490662,-33.97842486154377,-530.8104045469863,0.7538901193788055,False,0.23636363636363636,42,0
2023H2,66,-26.609340981719,-28.076805987123105,-1756.216504793454,0.18489636791823563,False,0.15151515151515152,56,0
2024H1,55,-17.036783776182116,-37.873357228195935,-937.0231076900163,0.6078327121514452,False,0.23636363636363636,42,0
2024H2,75,-14.16759875214318,-38.59678549174405,-1062.5699064107387,0.6784917786130665,False,0.2,60,0
