symbol,minutes,fold,policy,parent,base_n,available,higher_minutes,lower_minutes,n,mean_net_bp,median_net_bp,win_pct,pf,p90_net_bp,best_net_bp,worst_net_bp,top_realized_decile_sum_bp,rest_realized_mean_bp,top5_positive_share_pct,ma_strength_auc,ma_score_top_decile_n,ma_score_top_decile_gross_bp,ma_score_top_decile_net_bp,ma_score_top_decile_win_pct,ma_score_top_decile_excess_bp,excess_bp,p,ci_low,ci_high,months,mean_gross_bp,matched_n,matched_case_mean_net_bp,controls_mean_net_bp,median_hold_bars,mean_delay_bars,anchor_profit_retained_pct,baseline_loss_filtered_pct,actual_profit_on_prior_winners_bp,boundary_marks,portfolio_n,portfolio_mean_net_bp,portfolio_median_net_bp,portfolio_win_pct,portfolio_pf,portfolio_p90_net_bp,portfolio_best_net_bp,portfolio_worst_net_bp,portfolio_top_realized_decile_sum_bp,portfolio_rest_realized_mean_bp,portfolio_top5_positive_share_pct,portfolio_trades,portfolio_blocked,portfolio_fixed_notional_return_pct,portfolio_close_marked_drawdown_pct,nominated_on_discovery,p_holm_replication
BTC,15,discovery,P00_base,,1091,True,60,,1091,-12.073932379498347,-49.019527115361484,23.556370302474793,0.8041256164595626,134.90214265837966,1789.7388220589016,-852.6279957294247,46443.62807161795,-60.77093608323207,14.024083684811872,0.524097453554666,110.0,14.005406663195227,-5.994593336804774,32.72727272727273,25.60114573595497,9.341341261830653,0.05525,-2.094198077359422,19.129863392075094,24.0,7.926067620501653,1090,-11.979583267130044,-21.3209245289607,34.0,0.0,99.99999999999997,0.0,54077.89080538003,1.0,1091.0,-12.073932379498347,-49.019527115361484,23.556370302474793,0.8041256164595626,134.90214265837966,1789.7388220589016,-852.6279957294247,46443.62807161795,-60.77093608323207,14.024083684811872,1091.0,0.0,-131.72660226032698,125.09854816115687,False,
BTC,15,discovery,P01_width,P00_base,1091,True,60,,997,-7.87290403938399,-48.271045253063235,23.771313941825476,0.8663744746130816,137.90171611040148,1789.7388220589016,-384.9218881866445,43600.60300760677,-57.35773504445107,14.9021146430776,0.5220464135021097,100.0,16.963305644107056,-3.0366943558929473,35.0,26.954684940227793,12.850666811870939,0.023,0.7257842722124297,24.296807969171677,24.0,12.12709596061601,996,-7.765432592775994,-20.61609940464693,34.0,0.0,94.10801098169244,12.653633547741952,50891.62741779472,1.0,997.0,-7.87290403938399,-48.271045253063235,23.771313941825476,0.8663744746130816,137.90171611040148,1789.7388220589016,-384.9218881866445,43600.60300760677,-57.35773504445107,14.9021146430776,997.0,0.0,-78.4928532726584,85.36426549797245,False,
BTC,15,discovery,P02_dense_now,P01_width,1091,True,60,,958,-7.475315465165308,-48.01674836433454,24.112734864300624,0.8730671219523051,139.42526781795877,1789.7388220589016,-384.9218881866445,41910.63724486339,-56.92806201913197,15.396630894271798,0.5212907221160316,96.0,21.350944441416203,1.3509444414162004,36.45833333333333,30.01310908916474,14.726224038927082,0.01125,2.6202390148946844,26.254779499384085,24.0,12.524684534834693,958,-7.475315465165308,-22.20153950409239,34.0,0.0,91.08540550926254,16.107128519717296,49257.06613093664,1.0,958.0,-7.475315465165308,-48.01674836433454,24.112734864300624,0.8730671219523051,139.42526781795877,1789.7388220589016,-384.9218881866445,41910.63724486339,-56.92806201913197,15.396630894271798,958.0,0.0,-71.61352215628366,82.76719740705607,False,
BTC,15,discovery,P03_dense_recent,P02_dense_now,1091,True,60,,1005,-8.137068175255983,-48.271045253063235,23.681592039800993,0.8617755216215757,137.38897201383574,1789.7388220589016,-384.9218881866445,43738.191385648344,-57.42914259046528,14.874796346424832,0.5242349873456553,101.0,16.82759240323974,-3.172407596760262,34.65346534653465,27.980822350962352,12.943587957096533,0.02025,0.9548433546600497,24.390300498498362,24.0,11.862931824744015,1004,-8.030716186525217,-20.974304143621747,34.0,0.0,94.28084498234197,12.02622876883514,50985.09239994055,1.0,1005.0,-8.137068175255983,-48.271045253063235,23.681592039800993,0.8617755216215757,137.38897201383574,1789.7388220589016,-384.9218881866445,43738.191385648344,-57.42914259046528,14.874796346424832,1005.0,0.0,-81.77753516132269,87.91018891972999,False,
BTC,15,discovery,P04_release,P03_dense_recent,1091,True,60,,948,-6.5045468200077385,-48.523382414876735,24.47257383966245,0.890049135824885,138.66377254734496,1789.7388220589016,-384.9218881866445,42439.85075899579,-56.982603920707085,15.19334928007263,0.516988537853978,95.0,20.117827136004845,0.11782713600484652,35.78947368421053,28.057620732391104,13.290060845792022,0.01325,1.853188808563385,24.21404551818762,24.0,13.495453179992262,947,-6.390069609827234,-19.68013045561926,36.0,0.0,92.30409586650947,16.606752365857087,49916.108171584325,1.0,948.0,-6.5045468200077385,-48.523382414876735,24.47257383966245,0.890049135824885,138.66377254734496,1789.7388220589016,-384.9218881866445,42439.85075899579,-56.982603920707085,15.19334928007263,948.0,0.0,-61.66310385367333,78.25944541723312,False,
BTC,15,discovery,P05_direction,P04_release,1091,True,60,,704,-1.410952720301289,-45.76622770056103,25.28409090909091,0.9749037211539796,137.43882352077233,1789.7388220589016,-341.259539726676,32945.895788915026,-53.6164399747348,18.224771084370918,0.526049899602683,71.0,32.372342824766406,12.372342824766411,36.61971830985916,42.463943385479126,14.780735471298643,0.0125,2.2618166435361418,26.878852610375592,24.0,18.589047279698715,704,-1.410952720301289,-16.191688191599937,33.0,0.0,71.35390941686731,41.1454637502857,38586.6892198233,1.0,704.0,-1.410952720301289,-45.76622770056103,25.28409090909091,0.9749037211539796,137.43882352077233,1789.7388220589016,-341.259539726676,32945.895788915026,-53.6164399747348,18.224771084370918,704.0,0.0,-9.933107150920684,41.32465525146976,False,
BTC,15,discovery,P06_htf_md,P04_release,1091,True,60,,342,-4.976726625287849,-49.6735766177636,24.853801169590643,0.916884631577078,140.71966938564836,1788.2573469376096,-341.259539726676,15866.805265809386,-57.227510656865896,32.32870478517243,0.49452964065003435,35.0,-2.5531096637118535,-22.553109663711854,28.57142857142857,0.7360027649062452,-2.2872393098903143,0.58475,-25.214167937174413,16.688118935148434,24.0,15.023273374712153,342,-4.976726625287849,-2.689487315397533,30.0,0.0,34.72030294734153,69.5496204760558,18776.0075151605,0.0,342.0,-4.976726625287849,-49.6735766177636,24.853801169590643,0.916884631577078,140.71966938564836,1788.2573469376096,-341.259539726676,15866.805265809386,-57.227510656865896,32.32870478517243,342.0,0.0,-17.020405058483878,33.16076424275092,False,
BTC,15,discovery,P07_htf_sh,P04_release,1091,True,60,,479,-18.23482664944409,-49.36192691075368,22.755741127348646,0.6991996772395488,120.44731547692102,1789.7388220589016,-384.9218881866445,17442.35215302238,-60.735113963123204,24.983714864737642,0.5172824200347136,48.0,-0.9478008168235353,-20.947800816823534,33.33333333333333,29.017981534112135,21.35809670966522,0.0005,10.756144013778108,31.769767934604317,24.0,1.7651733505559046,478,-18.03256799209785,-39.39066470176307,38.0,0.0,37.54398166791192,56.82195174596316,20302.993410365314,0.0,479.0,-18.23482664944409,-49.36192691075368,22.755741127348646,0.6991996772395488,120.44731547692102,1789.7388220589016,-384.9218881866445,17442.35215302238,-60.735113963123204,24.983714864737642,479.0,0.0,-87.34481965083731,104.5889137208416,False,
BTC,15,discovery,P08_htf_either,P04_release,1091,True,60,,788,-11.931115128700746,-49.30088039662549,23.604060913705585,0.8021448297468047,124.96629465011009,1789.7388220589016,-384.9218881866445,32565.546682774155,-59.19219379998637,18.22177750912944,0.5003750937734434,79.0,-4.2823573553092755,-24.282357355309273,29.11392405063291,15.974002555347582,12.525630367326789,0.014,1.194896465109798,22.7846331644099,24.0,8.068884871299254,787,-11.800259538189632,-24.32588990551642,34.0,0.0,70.48438171125906,29.341566768899234,38116.46697666192,0.0,788.0,-11.931115128700746,-49.30088039662549,23.604060913705585,0.8021448297468047,124.96629465011009,1789.7388220589016,-384.9218881866445,32565.546682774155,-59.19219379998637,18.22177750912944,788.0,0.0,-94.01718721416184,99.48883104306941,False,
BTC,15,discovery,P09_htf_ma,P08_htf_either,1091,True,60,,424,0.15093886373411475,-49.05372594349642,25.707547169811324,1.0025228289197232,139.53199691833277,1789.7388220589016,-384.9218881866445,21494.578475013586,-56.24824251126069,27.31052038602448,0.47595747779234016,43.0,-15.23643152923663,-35.23643152923663,25.581395348837212,-17.87212347634346,15.11876433451774,0.03375,-0.16362749809738303,29.82804965711392,24.0,20.150938863734115,424,0.15093886373411475,-14.967825470783625,33.5,0.0,47.02769128003691,62.278992407605514,25431.583538709605,0.0,424.0,0.15093886373411475,-49.05372594349642,25.707547169811324,1.0025228289197232,139.53199691833277,1789.7388220589016,-384.9218881866445,21494.578475013586,-56.24824251126069,27.31052038602448,424.0,0.0,0.6399807822336401,33.16037234873351,False,
