symbol,minutes,policy,n,worst_year_mean_bp,mean_net_bp,basis
BTC,30,P05_direction,354,4.403436704184001,8.96797213871435,2023/2024 only
BTC,120,P01_width,105,20.307022010139445,69.78790555660052,2023/2024 only
BTC,240,P07_htf_sh,23,51.525204091614455,109.21066810471213,2023/2024 only
BTC,360,P03_dense_recent,36,294.0882487711665,320.3579593574962,2023/2024 only
BTC,720,P04_release,17,447.4064200171993,494.86624111178185,2023/2024 only
ETH,30,P09_htf_ma,195,14.421690092460125,14.972010035902251,2023/2024 only
ETH,60,P07_htf_sh,124,2.924605175544498,62.03907418619459,2023/2024 only
ETH,120,P07_htf_sh,68,12.611863782803653,142.76998286610262,2023/2024 only
ETH,720,P09_htf_ma,12,549.2961013789399,614.1791262543119,2023/2024 only
