symbol,minutes,fold,policy,fixed_notional_return_pct,close_marked_drawdown_pct,minimum_equity,crossed_zero,stage
BTC,15,discovery,P00_base,-131.72660226032698,125.09854816115687,-0.3172660226032697,True,primary
BTC,15,discovery,P01_width,-78.4928532726584,85.36426549797245,0.18249628686467512,False,primary
BTC,15,discovery,P02_dense_now,-71.61352215628366,82.76719740705607,0.22101758156917184,False,primary
BTC,15,discovery,P03_dense_recent,-81.77753516132269,87.91018891972999,0.14966231754161474,False,primary
BTC,15,discovery,P04_release,-61.66310385367333,78.25944541723312,0.27448252226116787,False,primary
BTC,15,discovery,P05_direction,-9.933107150920684,41.32465525146976,0.7986007802802018,False,primary
BTC,15,discovery,P06_htf_md,-17.020405058483856,33.16076424275091,0.8297959494151614,False,primary
BTC,15,discovery,P07_htf_sh,-87.34481965083731,104.5889137208416,-0.051228834632087134,True,primary
BTC,15,discovery,P08_htf_either,-94.01718721416188,99.48883104306945,0.006364793486810857,False,primary
BTC,15,discovery,P09_htf_ma,0.6399807822336401,33.16037234873351,0.9800005490336543,False,primary
BTC,15,discovery,P11_wait_htf,-80.22379498734914,88.05237129806488,0.14179954942554562,False,primary
BTC,15,exposed,P00_base,-35.87158048527962,46.309772908316326,0.6243355996349942,False,primary
BTC,15,exposed,P01_width,-49.00171465665135,53.21523139240555,0.49303425792127686,False,primary
BTC,15,exposed,P02_dense_now,-44.26487324678043,48.720370726413705,0.540402672019986,False,primary
BTC,15,exposed,P03_dense_recent,-28.763036905089745,39.35779411619682,0.6954210354368929,False,primary
BTC,15,exposed,P04_release,-22.139005382027698,34.60797988146133,0.7616613506675134,False,primary
BTC,15,exposed,P05_direction,-8.322946222926452,27.787869928088092,0.8568518027414225,False,primary
BTC,15,exposed,P06_htf_md,-13.215224392256497,29.94184809966802,0.866736352829482,False,primary
BTC,15,exposed,P07_htf_sh,-4.098247091284857,19.691958126364923,0.9472240121106771,False,primary
BTC,15,exposed,P08_htf_either,-15.614855048833343,32.79943564425537,0.8404596899530333,False,primary
BTC,15,exposed,P09_htf_ma,-23.884142563020827,38.0061001832312,0.7577668148111585,False,primary
BTC,15,exposed,P11_wait_htf,-7.981025829552124,23.228034412645847,0.8793065155041767,False,primary
BTC,15,replication,P00_base,-109.2473096877195,108.65387887983144,-0.09490053214660199,True,primary
BTC,15,replication,P01_width,-110.73057368251189,110.7148494685664,-0.10973317209452592,True,primary
BTC,15,replication,P02_dense_now,-103.1123364491429,103.2295694339412,-0.033550799760836074,True,primary
BTC,15,replication,P03_dense_recent,-114.18300037879159,114.08595700567754,-0.14425743905732288,True,primary
BTC,15,replication,P04_release,-105.01623073827098,105.1143451180554,-0.052589742652116904,True,primary
BTC,15,replication,P05_direction,-20.710036039321068,34.17460368621966,0.720347689975004,False,primary
BTC,15,replication,P06_htf_md,-4.635923514033113,19.39348696115167,0.89042819847214,False,primary
BTC,15,replication,P07_htf_sh,-67.86220103169683,68.36153230037584,0.3193677617625109,False,primary
BTC,15,replication,P08_htf_either,-76.22918295161037,77.34192744873985,0.2356979425633755,False,primary
BTC,15,replication,P09_htf_ma,-21.4334600911685,30.785029148351505,0.784768533470883,False,primary
BTC,15,replication,P11_wait_htf,-107.14938249324075,107.10545276121579,-0.07391363907989078,True,primary
BTC,30,discovery,P00_base,-29.32765176796641,73.06246424931618,0.4002505681573618,False,primary
BTC,30,discovery,P01_width,0.26179758981539347,56.82047372842334,0.6673061201710853,False,primary
BTC,30,discovery,P02_dense_now,11.142039176720342,53.06886422636371,0.7321544666798214,False,primary
BTC,30,discovery,P03_dense_recent,-3.8829150591383588,57.56509673105139,0.6585833091840458,False,primary
BTC,30,discovery,P04_release,-23.432345881865203,60.00292543290563,0.5537897037611603,False,primary
BTC,30,discovery,P05_direction,31.74662137104942,25.298801458840774,0.9624396841496742,False,primary
BTC,30,discovery,P06_htf_md,18.3853842203499,22.374364496422412,0.9878158018430994,False,primary
BTC,30,discovery,P07_htf_sh,-46.67156934205189,83.89465166823898,0.1672554588787608,False,primary
BTC,30,discovery,P08_htf_either,-22.034100107336908,70.26291392837058,0.38821675824859014,False,primary
BTC,30,discovery,P09_htf_ma,-2.259940769373592,34.60864296205429,0.883025352376985,False,primary
BTC,30,discovery,P10_htf_ltf,-30.91300860387477,80.70193312785825,0.2117849628494679,False,primary
BTC,30,discovery,P11_wait_htf,-10.947247060699706,58.16391776249654,0.5614335821407611,False,primary
BTC,30,discovery,P12_wait_ltf,-3.469898766857349,54.45950733386883,0.6031575665210926,False,primary
BTC,30,exposed,P00_base,8.655404911250319,32.08648363855426,0.854509547075621,False,primary
BTC,30,exposed,P01_width,5.122474500632035,31.028416873251285,0.8302615127376513,False,primary
BTC,30,exposed,P02_dense_now,3.063162461875657,31.688846274622996,0.8096683923500875,False,primary
BTC,30,exposed,P03_dense_recent,2.930216694131116,32.8495718854567,0.8083389346726421,False,primary
